科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
应付职工薪酬,"1,455,532.26","4,094,823.75","6,170,007.71","2,427,418.64","7,103,495.73","673,481.06","2,202,261.43","262,986.03","7,662,422.26","246,241.28","4,137,654.96","3,793,453.06","7,624,721.71","1,958,547.58","2,027,967.09","2,443,839.10","7,863,419.21","2,542,093.57","2,604,257.96"
应收关联公司款,,,,,,,,,,,,,,,,,,,
应交税费,"8,859,148.95","7,824,433.64","12,283,238.96","10,759,703.13","6,050,356.99","8,346,861.17","5,945,967.24","8,016,801.14","18,345,435.39","7,452,596.71","3,400,306.92","4,467,126.10","2,874,363.98","6,371,792.33","5,286,377.49","4,960,241.97","13,776,245.94","4,114,476.18","2,711,024.88"
应收利息,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,"73,104.17","73,104.17",,,"177,729.44","641,729.44","249,295.83"
应收股利,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,"320,000.00","192,000.00","192,000.00","192,000.00","364,800.00","364,800.00","181,260.00","181,260.00","181,260.00"
存货,"61,112,361.75","98,337,707.80","83,736,591.39","126,836,605.68","129,972,068.63","176,308,572.94","191,967,021.15","187,533,738.50","110,654,471.26","125,082,395.99","148,894,650.74","142,521,302.38","124,494,240.90","186,259,496.08","135,794,827.86","161,729,398.77","127,645,651.40","207,044,118.83","199,105,757.37"
其他应付款,"65,416.83","101,109.09","113,155.89","519,446.06","1,747,920.76","18,316,547.77","275,137.56","6,456,267.43","756,137.79","2,674,627.80","1,025,008.59","5,479,107.24","200,950.69","4,110,809.75","4,553,866.66","4,208,555.88","533,506.89","466,648.32","1,490,980.24"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,"666,500.00","666,500.00",,,,,
一年内到期的非流动负债,"22,000,000.00",,,,,,,,,,,,,,,,,,
其他流动资产,"30,000,000.00",,,"10,013,497.92",,,"130,000,000.00","130,000,000.00","130,000,000.00","130,000,000.00","130,000,000.00","130,000,000.00","134,903,220.90","130,000,000.00","130,340,908.53","130,000,000.00","130,049,472.23","130,000,000.00","133,642,253.10"
其他流动负债,,,,,,,,,,,,,,,,,,,
流动资产合计,"244,085,309.07","321,667,737.37","355,260,571.83","523,461,246.48","555,759,491.60","941,250,610.19","818,184,597.84","818,717,216.31","788,925,997.99","863,031,624.65","861,054,791.46","908,692,555.70","881,003,364.87","1,025,438,784.35","983,308,657.05","1,176,045,571.42","1,015,356,908.82","1,117,011,136.88","1,029,170,142.12"
流动负债合计,"260,141,713.43","282,716,728.89","255,614,847.02","392,790,116.38","393,288,145.79","497,698,511.03","369,691,725.77","307,120,422.40","242,107,236.86","294,754,976.10","297,105,262.44","324,050,230.69","291,102,625.27","418,852,622.74","370,155,651.65","518,204,918.53","497,200,436.75","617,056,792.52","560,077,539.00"
可供出售金融资产,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,"7,300,750.02","8,500,000.92","163,203,212.87","203,506,435.70","210,370,581.87"
专项应付款,,,,,,,,,,"200,000.00",,"200,000.00",,,,,,,
投资性房地产,,,,,,,,,"11,826,213.87","11,826,213.87","11,443,395.81","11,251,986.78","11,060,577.75","10,869,168.72","10,677,759.69","10,486,350.66","10,294,941.63","10,103,532.60","9,912,123.57"
预计负债,,,,,,,,,,,,,,,,,,,
固定资产,"100,141,205.01","99,082,004.05","95,415,280.10","101,708,826.77","99,901,189.76","98,124,446.58","95,689,338.81","93,303,629.08","83,056,411.20","82,654,114.94","80,434,271.45","78,124,948.27","75,753,371.69","73,796,898.96","71,917,904.74","69,975,550.93","76,496,963.88","74,833,498.90","73,933,722.69"
递延所得税负债,,,,,,,,,,,,,,,,,,,
在建工程,"523,062.00","431,048.20","9,570,464.65","130,769.23",,,,,,"2,438.00","496,792.23","1,340,971.99","3,463,067.27","4,163,905.80","4,251,657.15","4,352,322.62","1,628,710.00","1,933,079.91","1,714,916.90"
其他非流动负债,"5,731,930.57","6,147,359.63","5,924,163.69","5,758,609.09",,"5,700,967.75",,"5,700,967.75","38,720,000.00","38,720,000.00","38,720,000.00","23,232,000.00","23,232,000.00","23,232,000.00","23,232,000.00","41,966,100.00","41,784,840.00","41,784,840.00","41,611,590.00"
工程物资,,,,,,,,,,,,,,,,,,,
非流动负债合计,"5,731,930.57","6,147,359.63","5,924,163.69","5,758,609.09","5,700,967.75","5,700,967.75","5,589,369.78","5,700,967.75","44,923,969.87","44,923,969.87","44,744,501.90","29,256,501.90","29,227,294.58","29,099,885.59","29,006,976.60","47,630,917.61","47,411,196.76","47,285,037.77","46,989,628.78"
固定资产清理,,,,,,,,,,,,,,,,,,,
负债合计,"265,873,644.00","288,864,088.52","261,539,010.71","398,548,725.47","398,989,113.54","503,399,478.78","375,281,095.55","312,821,390.15","287,031,206.73","339,678,945.97","341,849,764.34","353,306,732.59","320,329,919.85","447,952,508.33","399,162,628.25","565,835,836.14","544,611,633.51","664,341,830.29","607,067,167.78"
生产性生物资产,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","81,600,000.00","81,600,000.00","81,600,000.00","244,800,000.00","244,800,000.00","244,800,000.00","244,800,000.00","244,800,000.00","249,190,000.00","249,172,000.00","249,172,000.00","249,147,000.00"
油气资产,,,,,,,,,,,,,,,,,,,
资本公积,"39,656,872.80","41,805,257.18","41,805,257.18","41,805,257.18","41,805,257.18","285,579,309.49","282,447,521.39","319,567,521.39","320,608,921.39","320,608,921.39","157,408,921.39","157,408,921.39","159,892,321.39","159,892,321.39","159,892,321.39","185,925,021.39","194,364,779.89","194,364,779.89","197,421,914.89"
无形资产,"36,368,277.61","36,119,495.12","35,281,000.88","34,765,231.21","34,552,604.98","34,339,978.75","34,127,352.52","33,988,059.63","33,868,241.77","33,686,952.18","33,434,397.97","33,217,476.07","33,000,554.17","32,783,632.27","32,566,710.37","32,349,788.47","32,542,697.13","32,300,408.58","32,058,120.03"
盈余公积,"1,583,010.10","6,648,550.07","13,104,670.93","13,104,670.93","20,819,235.96","21,309,776.03","20,819,235.96","21,299,036.49","30,106,667.13","30,462,927.85","30,106,667.13","30,106,667.13","35,698,835.10","35,698,835.10","35,698,835.10","35,698,835.10","41,752,094.43","41,752,094.43","41,752,094.43"
开发支出,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,"38,720,000.00","38,720,000.00","38,720,000.00","23,232,000.00","23,232,000.00","23,232,000.00","23,232,000.00","41,966,100.00","41,784,840.00","41,784,840.00","41,611,590.00"
商誉,,,,,,,,,,,,,,,,,,,
未分配利润,"14,966,851.37","62,764,688.07","122,461,137.07","152,590,083.25","173,679,184.39","185,711,385.59","196,450,781.98","216,927,697.57","245,885,049.12","266,060,139.36","258,447,493.00","277,295,797.82","280,841,504.95","296,447,624.47","300,862,832.17","315,261,249.28","320,306,067.31","340,634,055.97","311,527,202.33"
长期待摊费用,,,,,,,"1,333,000.00","1,333,000.00","1,333,000.00","1,333,000.00","666,500.00","666,500.00",,"417,680.92","664,338.88","913,741.16","180,358.07","169,449.56","217,975.01"
少数股东权益,,,,,,,,,,,,,,,,,"677,393.27","677,393.27","2,037,211.30"
递延所得税资产,"962,524.58","2,782,299.10","3,382,758.43","7,052,591.76","6,141,116.84","3,346,526.48","6,725,957.82","5,935,352.69","8,563,591.65","8,218,203.04","7,424,309.05","7,453,292.23","6,930,857.65","6,979,509.63","7,558,451.12","8,383,127.84","10,359,753.36","10,277,264.20","11,176,441.13"
外币报表折算价差,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,"8,180,400.00","8,171,320.75",,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,
非流动资产合计,"137,995,069.20","138,414,846.47","143,649,504.06","143,657,418.97","140,594,911.58","135,810,951.81","137,875,649.15","134,560,041.40","138,647,458.49","137,720,922.03","133,899,666.51","132,055,175.34","138,388,828.53","137,182,117.05","134,937,571.97","134,960,882.60","294,706,636.94","333,123,669.45","339,383,881.20"
所有者权益(或股东权益)合计,"116,206,734.27","171,218,495.32","237,371,065.18","268,569,939.98","297,365,289.64","573,662,083.22","580,779,151.44","640,455,867.56","640,542,249.75","661,073,600.71","653,104,693.63","687,440,998.45","699,062,273.55","714,668,393.07","719,083,600.77","745,170,617.88","765,451,912.25","785,792,976.04","761,486,855.54"
资产总计,"382,080,378.27","460,082,583.84","498,910,075.89","667,118,665.45","696,354,403.18","1,077,061,562.00","956,060,246.99","953,277,257.71","927,573,456.48","1,000,752,546.68","994,954,457.97","1,040,747,731.04","1,019,392,193.40","1,162,620,901.40","1,118,246,229.02","1,311,006,454.02","1,310,063,545.76","1,450,134,806.33","1,368,554,023.32"
负债和所有者(或股东权益)合计,"382,080,378.27","460,082,583.84","498,910,075.89","667,118,665.45","696,354,403.18","1,077,061,562.00","956,060,246.99","953,277,257.71","927,573,456.48","1,000,752,546.68","994,954,457.97","1,040,747,731.04","1,019,392,193.40","1,162,620,901.40","1,118,246,229.02","1,311,006,454.02","1,310,063,545.76","1,450,134,806.33","1,368,554,023.32"
