科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"202,483,471.02","230,473,927.78","213,735,606.48","149,551,239.05","219,248,834.86","352,301,504.83","66,582,673.58","145,045,861.95","211,079,178.49","410,748,675.93","76,010,728.74","149,958,763.62","217,593,170.99","398,199,795.01","60,590,201.12","144,968,098.03","212,616,138.92","415,212,116.85","80,355,398.26","168,633,047.85","259,269,272.34","458,489,400.84","77,413,935.25","177,767,349.85","263,508,051.38","456,848,953.84","85,202,545.16","179,646,932.70","262,314,203.13","676,564,980.75","102,177,573.31","281,209,890.85","538,874,247.17","1,002,258,278.62","187,062,743.99","419,059,063.04","663,520,375.81","1,398,681,368.24","185,595,527.76"
取得子公司及其他营业单位支付的现金净额,"11,439,518.77","7,253,438.44","808,000.00","2,241,050.00","2,241,050.00","2,271,050.00",,,"7,003,000.00",,,,,,,,,,,,,,,,,,,,,"-57,523,335.46",,"23,206,541.71","23,206,541.71","99,031,157.64",,"47,811,245.71","45,266,245.71","39,686,245.71",
收到的税费返还,"169,464.25","1,582,303.09","1,931,054.59","266,509.76","509,155.40","1,212,072.23","236,250.27","475,417.21","743,750.85","1,917,465.79","1,055,585.06","1,540,693.55","1,639,325.70","2,599,766.31","566,110.76","592,715.43","1,193,652.53","2,532,332.16","1,303,737.88","1,467,071.40","4,151,160.69","4,257,718.36","419,564.48","927,388.80","1,813,316.34","2,449,539.31","837,024.87","1,309,525.41","1,607,025.75","2,702,382.02","141,537.37","2,006,262.02","3,335,462.10","4,374,188.23","2,586,277.40","6,290,587.61","8,809,322.51","7,291,196.20","1,257,481.90"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"228,741.71","228,741.71",,,,,,"2,048,500,000.00","503,190,000.00","1,403,900,000.00","1,535,901,000.00","1,917,601,000.00","210,000,000.00"
收到其他与经营活动有关的现金,"25,041,333.65","15,528,303.26","8,738,838.84","5,723,642.84","6,291,028.87","2,729,253.10","1,892,431.18","4,611,881.86","9,462,555.11","5,163,475.56","3,056,454.42","3,900,345.18","9,059,956.82","10,051,745.62","1,834,435.60","2,318,542.17","5,684,720.65","13,289,562.43","2,023,569.82","4,040,893.12","7,225,928.69","8,328,138.68","3,853,369.43","5,795,086.24","6,937,545.40","15,263,614.62","21,954,815.32","11,483,037.05","13,094,196.84","9,966,004.51","5,666,480.00","13,800,075.25","24,594,940.33","26,338,726.49","10,848,087.25","17,676,936.37","23,355,929.69","16,940,160.34","14,102,667.30"
投资活动现金流出小计,"39,050,725.26","61,528,246.15","31,031,863.32","18,883,191.02","20,439,256.73","37,731,249.76","8,141,513.97","20,205,617.98","37,653,705.55","58,111,539.77","5,805,756.00","40,734,160.07","47,282,339.51","72,192,190.14","5,571,401.90","12,185,243.38","15,771,907.48","26,860,996.84","5,387,378.25","13,285,757.87","32,010,774.46","71,877,614.43","12,735,009.89","34,004,387.01","39,726,742.20","66,598,023.53","2,537,477.59","4,645,761.35","8,384,140.47","-26,392,645.55","466,817,968.44","578,145,669.17","869,567,039.11","2,399,425,594.89","679,112,670.08","1,673,100,124.42","1,818,092,042.22","2,211,063,474.51","268,491,118.57"
经营活动现金流入小计,"227,694,268.92","247,584,534.13","224,405,499.91","155,541,391.65","226,049,019.13","356,242,830.16","68,711,355.03","150,133,161.02","221,285,484.45","417,829,617.28","80,122,768.22","155,399,802.35","228,292,453.51","410,851,306.94","62,990,747.48","147,879,355.63","219,494,512.10","431,034,011.44","83,682,705.96","174,141,012.37","270,646,361.72","471,075,257.88","81,686,869.16","184,489,824.89","272,258,913.12","474,562,107.77","107,994,385.35","192,439,495.16","277,015,425.72","689,233,367.28","107,985,590.68","297,016,228.12","566,804,649.60","1,032,971,193.34","200,497,108.64","443,026,587.02","695,685,628.01","1,422,912,724.78","200,955,676.96"
投资活动产生的现金流量净额,"-37,462,473.70","-54,205,680.27","-6,631,620.16","-18,864,042.74","-18,412,408.45","-35,567,058.75","-8,096,453.97","-18,628,795.78","-36,076,883.35","-51,968,749.13","-5,755,756.00","-40,058,490.57","-46,602,370.01","-63,588,205.50","-5,571,401.90","-12,121,726.98","-12,150,911.08","-20,367,652.93","289,064.91","-6,706,080.80","-25,384,547.39","-62,712,975.11","-12,734,709.89","-28,930,817.04","-34,653,172.23","-54,653,850.88","-2,537,477.59","16,044,031.25","16,124,910.42","51,163,537.58","-465,030,490.06","-491,035,375.94","-395,626,011.20","-1,264,959,396.60","2,401,766.89","14,542,526.13","302,499,419.35","334,585,030.15","15,296,020.18"
购买商品、接受劳务支付的现金,"138,715,508.13","166,421,711.99","121,176,133.50","91,220,597.75","126,633,666.72","219,947,682.86","45,811,210.88","77,315,883.93","118,772,158.84","280,955,612.24","40,566,700.95","83,564,987.52","123,385,843.74","250,043,118.20","34,126,130.94","78,568,028.83","118,431,130.15","284,575,398.19","43,680,462.03","91,531,909.73","139,357,154.37","268,984,488.78","51,862,041.69","97,009,266.72","141,913,746.59","261,302,210.35","40,995,205.91","79,788,250.75","116,854,448.19","269,714,683.06","55,279,846.93","123,187,711.83","206,984,888.72","452,502,239.26","131,181,954.00","236,725,337.54","347,302,857.76","707,859,502.87","153,759,761.99"
吸收投资收到的现金,"44,135,600.00","3,867,380.00","3,342,411.80",,,"371,203,513.24",,,,,,,,,,"3,500,000.00","3,500,000.00","3,500,000.00","1,250,000.00","23,420,510.00","23,420,510.00","27,678,065.00",,"500,000.00","680,000.00","800,000.00",,,,"1,166,327,563.63",,,,,"1,410,000.00","1,410,000.00","17,257,700.00","19,047,700.00",
支付给职工以及为职工支付的现金,"13,665,168.67","21,820,910.06","22,099,596.15","15,410,827.60","27,684,105.71","29,854,603.59","14,727,890.69","24,827,952.77","34,491,483.01","49,511,162.76","15,681,009.99","27,495,146.31","40,724,857.09","53,554,483.49","18,117,140.53","31,814,916.10","47,524,478.53","64,049,332.90","21,703,963.91","39,656,400.35","59,061,313.89","78,588,656.19","28,299,683.42","47,824,708.93","67,787,578.55","89,379,328.19","27,293,393.63","46,287,671.46","66,690,348.23","107,942,589.98","49,282,296.15","95,298,233.00","154,604,571.42","242,226,146.38","81,265,476.86","143,680,493.45","218,918,201.41","395,177,329.82","84,093,893.21"
取得借款收到的现金,"63,000,000.00","66,500,000.00","86,900,000.00","28,500,000.00","28,500,000.00","32,950,000.00","3,500,000.00","12,800,000.00","14,800,000.00","14,800,000.00","3,000,000.00","40,000,000.00","41,500,000.00","45,000,000.00","46,500,000.00","49,500,000.00","55,500,000.00","66,500,000.00","29,500,000.00","43,000,000.00","46,000,000.00","53,500,000.00","5,500,000.00","25,500,000.00","37,000,000.00","40,500,000.00","14,500,000.00","14,500,000.00","34,500,000.00","211,500,000.00","3,000,000.00","7,000,000.00","222,100,000.00","226,100,000.00","62,000,000.00","147,000,000.00","234,314,083.05","317,794,756.83","46,896,103.25"
支付的各项税费,"22,143,042.91","27,370,124.97","15,331,754.62","14,148,124.37","17,297,850.47","25,113,550.26","11,383,983.96","18,518,455.00","30,249,585.86","43,250,607.71","5,455,879.92","16,889,578.07","27,323,529.34","34,576,470.76","12,317,477.76","21,746,788.65","28,914,489.73","38,857,847.34","9,092,369.77","27,332,109.97","34,961,726.36","46,686,087.62","11,048,375.67","25,322,058.90","33,556,836.46","41,341,928.34","8,760,176.21","18,470,493.32","28,298,908.78","44,600,566.10","19,258,249.86","37,043,957.85","64,959,643.99","77,076,842.18","33,042,700.24","63,929,397.67","88,007,768.24","106,510,562.76","31,739,937.05"
收到其他与筹资活动有关的现金,,,,,,,"121,624.47","121,633.84","121,633.84",,,,,,,,,,,,,,,,,,,,,"6,000,000.00",,,,"1,680,000.00",,,"1,370,000.00","4,924,150.00","8,966,473.00"
支付其他与经营活动有关的现金,"16,692,052.98","30,443,337.91","39,584,340.49","22,924,917.83","32,798,013.42","19,957,224.71","10,917,027.79","25,633,391.42","35,971,459.75","32,256,990.04","10,768,663.42","21,373,442.18","32,775,585.79","38,926,014.46","11,213,693.23","17,979,744.48","39,554,192.79","42,470,481.78","15,848,495.37","29,024,537.96","45,487,406.19","43,153,998.15","16,636,707.01","31,974,168.23","47,356,801.12","43,177,022.34","18,668,626.06","31,812,035.40","45,193,601.59","44,991,484.66","26,559,218.02","50,026,022.92","95,179,832.10","73,561,390.42","62,920,617.49","86,416,108.81","117,194,169.47","93,917,255.82","96,329,272.73"
筹资活动现金流入小计,"107,135,600.00","70,367,380.00","90,242,411.80","28,500,000.00","28,500,000.00","404,153,513.24","3,621,624.47","12,921,633.84","14,921,633.84","14,800,000.00","3,000,000.00","40,000,000.00","41,500,000.00","45,000,000.00","46,500,000.00","53,000,000.00","59,000,000.00","70,000,000.00","30,750,000.00","66,420,510.00","69,420,510.00","81,178,065.00","5,500,000.00","26,000,000.00","37,680,000.00","41,300,000.00","14,500,000.00","14,500,000.00","34,500,000.00","1,383,827,563.63","3,000,000.00","7,000,000.00","222,100,000.00","227,780,000.00","63,410,000.00","148,410,000.00","252,941,783.05","341,766,606.83","55,862,576.25"
经营活动现金流出小计,"191,215,772.69","246,056,084.93","198,191,824.76","143,704,467.55","204,413,636.32","294,873,061.42","82,840,113.32","146,295,683.12","219,484,687.46","405,974,372.75","72,472,254.28","149,323,154.08","224,209,815.96","377,100,086.91","75,774,442.46","150,109,478.06","234,424,291.20","429,953,060.21","90,325,291.08","187,544,958.01","278,867,600.81","437,413,230.74","107,846,807.79","202,130,202.78","290,614,962.72","435,200,489.22","95,717,401.81","176,358,450.93","257,037,306.79","467,249,323.80","150,379,610.96","305,555,925.60","521,728,936.23","845,366,618.24","308,410,748.59","530,751,337.47","771,422,996.88","1,303,464,651.27","365,922,864.98"
偿还债务支付的现金,"52,500,000.00","47,000,000.00","88,950,000.00","25,500,000.00","51,500,000.00","57,450,000.00","50,000,000.00","61,968,399.96","63,468,399.96","63,450,000.00","3,300,000.00","10,300,000.00","10,300,000.00","43,800,000.00","7,000,000.00","8,000,000.00","54,000,000.00","63,000,000.00",,"6,500,000.00","11,200,000.00","19,000,000.00","4,500,000.00","14,500,000.00","37,200,000.00","44,000,000.00","13,000,000.00","17,000,000.00","18,500,000.00","70,500,000.00","180,150,000.00","184,000,000.00","186,000,000.00","190,000,000.00",,"104,000,000.00","306,517,648.38","467,510,825.50","4,228,703.53"
经营活动产生的现金流量净额,"36,478,496.23","1,528,449.20","26,213,675.15","11,836,924.10","21,635,382.81","61,369,768.74","-14,128,758.29","3,837,477.90","1,800,796.99","11,855,244.53","7,650,513.94","6,076,648.27","4,082,637.55","33,751,220.03","-12,783,694.98","-2,230,122.43","-14,929,779.10","1,080,951.23","-6,642,585.12","-13,403,945.64","-8,221,239.09","33,662,027.14","-26,159,938.63","-17,640,377.89","-18,356,049.60","39,361,618.55","12,276,983.54","16,081,044.23","19,978,118.93","221,984,043.48","-42,394,020.28","-8,539,697.48","45,075,713.37","187,604,575.10","-107,913,639.95","-87,724,750.45","-75,737,368.87","119,448,073.51","-164,967,188.02"
分配股利、利润或偿还利息支付的现金,"10,767,931.42","8,399,395.23","6,192,523.88","2,453,433.16","3,301,872.13","4,729,405.81","488,455.15","29,422,881.33","32,576,987.13","35,165,503.80","4,593,721.21","16,957,649.36","17,775,678.57","18,724,879.20","4,915,965.61","16,822,880.59","18,829,769.77","19,412,424.73","385,866.64","14,782,753.39","15,784,125.07","17,493,906.95","898,557.71","10,054,216.49","10,720,926.44","12,372,407.36","1,309,278.85","10,418,360.96","10,998,712.70","12,179,765.41","872,638.12","1,858,436.99","2,483,065.28","5,117,030.44","2,652,934.25","30,084,085.71","36,560,772.48","40,177,130.78","3,161,208.16"
收回投资收到的现金,"365,496.88",,,,,,,,,,,,,"4,500,000.00",,,"3,401,880.00",,"5,672,758.16","5,672,758.16","5,672,758.16","4,320,600.00",,"3,007,400.00","3,007,400.00","3,007,400.00",,,,,"1,772,383.38","84,772,383.38","464,772,383.38","8,880,000.00",,"2,000,000.00","2,000,000.00","2,000,000.00",
支付其他与筹资活动有关的现金,,,,,,,"4,855,628.50","4,921,078.50","4,921,078.50","4,908,006.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"109,760,000.00","221,384,922.41",
取得投资收益收到的现金,"1,055,029.68","4,302,515.88","3,727,809.68",,"2,000,000.00","2,000,000.00",,"1,555,762.20","1,555,762.20","1,555,762.20",,"595,459.50","595,459.50","3,595,459.50",,"63,516.40","63,516.40","2,563,516.40",,"884,476.20","884,476.20","4,736,634.36",,"2,065,669.97","2,065,669.97","4,565,669.97",,"2,866,262.60","2,866,262.60","2,866,262.60",,"2,309,800.00","9,107,909.60","9,625,925.61","6,430,486.97","21,007,595.55","28,384,397.57","34,493,789.79","3,014,331.75"
