科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"299,382,047.24","435,220,584.69","2,224,124,221.96","810,543,693.36","1,809,237,164.78","2,925,585,187.28","3,853,447,853.67","678,426,689.29","1,573,985,235.43","2,068,039,887.12","2,494,581,271.92","487,552,877.32","934,766,914.81","1,339,741,602.57","1,761,820,027.92","450,657,197.79","946,850,272.97","1,229,515,371.97","1,513,168,624.17","312,624,951.37","911,141,605.10","1,434,840,528.99","1,958,861,291.06","740,707,835.43","1,203,414,975.23","1,616,909,972.46","2,292,299,999.59","671,318,141.76","1,189,867,733.24","1,643,092,826.51","2,260,932,415.76","455,637,144.25","1,050,040,613.07","1,788,269,621.98","2,670,205,861.93","798,062,177.39"
二、营业利润,"73,190,000.46","197,894,623.07","959,765,979.72","293,615,037.69","698,229,499.07","1,111,681,685.87","1,416,625,589.14","178,661,047.16","417,008,871.72","586,758,332.40","719,571,774.98","204,831,023.72","382,782,067.09","560,275,853.62","727,006,070.16","166,966,664.91","294,748,915.50","347,186,353.35","375,257,982.60","86,487,798.56","147,010,432.06","283,604,448.69","390,182,386.76","232,025,510.02","334,576,630.92","486,750,822.59","643,895,916.99","224,789,449.72","298,409,542.04","337,804,231.00","435,611,138.33","-24,687,451.26","-8,381,770.64","35,854,269.91","-7,401,584.69","48,533,396.34"
减:营业成本,"195,259,874.45","190,821,994.69","1,150,470,056.24","457,242,662.40","1,005,864,056.31","1,659,091,804.57","2,231,670,833.62","482,070,611.09","1,136,393,502.92","1,477,156,330.12","1,774,537,959.90","294,604,418.03","575,618,102.42","829,536,094.72","1,094,441,942.04","298,881,387.97","668,164,363.20","889,056,017.06","1,136,964,665.97","253,118,850.78","693,046,073.87","1,020,514,149.69","1,393,486,832.82","472,569,595.53","774,213,126.06","1,039,372,065.52","1,443,572,380.85","423,803,517.07","785,369,804.72","1,123,508,058.97","1,537,596,496.89","344,526,952.77","784,570,256.02","1,375,768,393.96","2,030,197,282.79","546,246,355.49"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"386,185.99","302,100.18","1,023,356.57","366,235.90","828,032.78","1,013,370.65","2,393,307.92","9,031,767.81","20,035,429.68","27,610,317.69","30,719,756.76","13,275,927.41","21,550,306.16","25,475,246.64","29,347,811.58","4,026,108.72","9,661,219.09","11,964,048.54","17,522,462.78","575,698.67","3,013,950.73","6,350,005.05","11,090,243.42","4,517,507.18","9,290,066.93","14,844,919.25","19,101,927.68","5,594,650.29","10,888,202.10","13,810,204.05","24,194,217.90","2,960,391.78","6,561,390.21","12,762,405.93","16,129,262.08","3,507,960.06"
营业外收入,"360,897.50","369,815.18","2,639,726.57","255,046.48","345,510.96","435,975.44","527,222.28","90,596.84","181,493.09","272,834.93","1,381,489.07","146,628.60","340,800.99","534,317.59","1,729,346.20","174,340.77","2,060,555.83","4,362,114.40","4,720,866.24","1,494,933.27","2,087,437.09","2,809,121.92","7,172,504.51","2,132,685.41","3,114,336.62","10,706,186.19","47,692,639.41","1,215,580.01","3,371,784.34","8,622,546.60","40,984,546.39","3,253,698.33","5,812,520.81","9,420,368.23","15,720,862.42","1,273,348.41"
销售费用,"2,020,879.56","2,326,744.03","3,696,413.57","933,288.57","1,675,648.81","2,670,501.98","3,707,086.42","568,726.36","2,496,723.76","3,635,667.36","4,955,390.09","1,835,553.63","2,430,373.62","3,303,438.16","4,473,586.98","955,468.77","3,947,558.22","4,996,956.80","5,881,093.55","258,389.86","4,318,755.04","9,171,030.26","13,034,259.00","3,533,835.87","8,962,335.57","14,254,925.42","23,067,208.82","7,296,781.08","13,531,776.18","19,586,589.48","42,172,027.49","7,836,170.90","16,252,366.36","31,930,629.23","63,582,173.88","21,862,598.53"
减:营业外支出,"1,106.00","852,197.35","620,000.00",,,"150,000.00","239,439.09",,"242,211.14","287,911.99","934,452.19","7,619.70","191,474.61","232,113.39","252,576.15","337,272.54","343,469.53","382,959.11","996,147.48","58,466.65","260,468.13","677,353.55","745,007.31","28,267.27","198,068.48","278,018.25","1,046,908.14","174,981.60","306,284.95","758,982.15","1,656,510.12","17,690.70","468,091.85","1,374,310.14","3,814,569.98","9,451.09"
管理费用,"17,283,480.58","36,165,612.71","94,169,380.24","46,539,703.88","93,940,989.90","150,583,028.43","223,819,573.82","33,039,070.51","52,240,691.96","69,644,629.87","113,037,750.27","23,948,426.05","60,945,841.67","94,177,808.61","142,169,278.36","37,788,513.77","78,524,248.44","143,542,344.98","201,366,106.30","31,291,701.43","166,717,104.02","234,400,402.76","300,155,236.31","70,492,348.17","151,140,998.64","232,559,889.48","356,545,422.55","112,015,250.91","202,630,333.37","293,266,229.81","390,742,585.24","106,345,936.58","204,279,487.20","272,202,356.73","406,925,199.84","103,904,167.00"
其中:非流动资产处置净损失,,"852,197.35",,,,,"49,439.09",,,,"823,049.39","2,244.66","181,741.06","221,642.79","236,094.05","336,627.28","338,924.27","374,945.03","850,663.95","53,326.61","82,681.92","442,025.86","573,561.18","20,340.11","119,566.89","165,585.03","575,699.42","94,065.73","197,946.68","303,136.88","676,608.70","4,042.15","205,940.73","226,525.71",,
