科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"251,568,695.49","354,272,717.06","309,214,832.23","300,674,234.81","295,410,244.65","315,636,489.47","328,908,203.18","289,288,650.08","441,089,134.47","417,890,654.55","395,951,260.49","522,988,399.05","361,758,463.49","362,323,117.31","468,216,879.65","775,348,138.56","590,730,447.46","460,441,856.92","383,417,679.92","324,422,314.13","202,291,153.64","329,769,452.71","356,364,695.52","338,850,104.03","217,263,474.32","190,048,848.26","110,320,051.67","82,456,218.23","124,285,682.86","123,949,826.85","251,566,896.99","220,366,868.54","36,533,398.72","62,556,855.65","83,389,799.28","172,959,413.31","26,108,980.84","33,566,855.12","50,941,988.67","45,667,230.85","44,607,715.00","45,114,379.31","97,995,017.65","129,990,443.40","93,138,974.22","61,706,851.77"
短期借款,"637,900,000.00","603,900,000.00","657,900,000.00","670,300,000.00","716,300,000.00","695,800,000.00","760,800,000.00","725,400,000.00","861,400,000.00","893,550,000.00","851,850,000.00","895,350,000.00","875,550,000.00","841,980,000.00","837,780,000.00","818,180,000.00","810,580,000.00","810,080,000.00","758,580,000.00","726,980,000.00","696,178,445.51","676,428,445.51","576,580,000.00","452,780,000.00","462,780,000.00","454,400,000.00","353,400,000.00","291,100,000.00","320,100,000.00","371,800,000.00","420,300,000.00","399,650,000.00","405,150,000.00","379,590,000.00","323,890,000.00","260,140,000.00","256,140,000.00","224,310,000.00","157,440,000.00","53,440,000.00","109,440,000.00","105,820,000.00","154,459,000.00","230,785,000.00","227,485,000.00","168,699,788.82"
交易性金融资产,"449,560.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"45,467,871.04","61,217,843.40","71,771,927.12","76,557,999.20","105,397,379.87","50,832,721.89","70,881,770.36","44,515,067.00","33,281,811.43","30,763,211.58","35,202,328.47","44,871,794.96","63,214,726.78","59,447,653.57","75,318,371.92","96,824,142.19","119,804,778.80","154,145,077.65","193,685,012.11","186,865,953.26","141,386,161.85","80,963,266.22","97,579,341.18","148,908,891.88","98,846,519.09","101,253,494.49","86,202,409.89","116,488,777.83","71,688,010.13","71,567,015.19","52,815,949.35","86,576,410.30","47,672,104.81","35,068,922.38","32,672,769.73","110,342,161.82","109,407,271.96","107,892,019.65","103,192,177.20","78,592,058.79","59,229,529.80","66,187,854.94","103,493,239.24","213,552,709.12","167,345,635.39","248,377,968.19"
应付票据,"60,700,000.00","103,000,000.00","109,000,000.00","73,000,000.00","65,000,000.00","50,000,000.00","164,000,000.00","207,500,000.00","286,500,000.00","239,000,000.00","213,000,000.00","199,000,000.00","59,000,000.00","95,000,000.00","111,000,000.00","129,500,000.00","74,000,000.00","10,000,000.00","7,000,000.00","9,000,000.00","26,000,000.00","38,000,000.00","68,000,000.00","68,100,000.00","20,000,000.00","10,000,000.00",,,"35,000,000.00","55,000,000.00","165,000,000.00","145,000,000.00",,,"100,000,000.00",,,,,,,,"22,995,000.00","22,995,000.00","58,751,082.25","122,041,387.88"
应收账款,"66,089,184.18","50,281,904.16","43,511,420.54","19,274,306.65","44,284,727.45","37,597,544.35","30,447,836.79","16,110,291.62","30,238,533.34","34,450,479.53","29,905,218.02","14,857,125.92","22,713,400.81","19,447,908.59","24,795,114.85","5,766,107.85","23,363,537.82","17,362,305.30","15,735,500.12","3,062,775.70","19,230,059.64","18,341,227.24","22,087,150.95","3,150,748.50","30,786,723.72","25,912,591.04","27,590,610.22","5,979,446.74","44,391,443.66","36,503,399.63","40,291,985.50","22,626,937.76","34,009,805.68","28,545,695.05","29,307,209.20","4,596,831.99","46,629,601.54","39,540,376.64","39,226,091.22","6,020,286.03","21,480,319.56","18,207,275.51","37,524,711.54","5,930,946.79","27,693,590.25","18,942,268.55"
应付账款,"148,147,621.60","156,018,672.68","164,856,293.49","180,709,052.73","188,578,911.97","194,970,133.86","184,819,460.49","136,422,252.84","173,463,834.62","189,541,396.04","170,207,267.15","147,190,691.86","141,268,680.99","182,551,502.99","159,765,020.94","68,615,128.72","99,651,957.03","103,329,391.97","122,932,241.28","268,357,693.30","233,869,044.51","281,264,828.32","252,651,203.82","283,567,448.82","257,079,118.74","240,024,905.61","216,453,627.26","299,527,058.52","293,157,277.90","274,136,602.35","252,133,920.62","249,250,433.89","205,080,210.55","235,821,431.84","206,202,718.37","212,502,229.04","165,312,331.36","174,058,177.43","182,263,731.20","208,863,492.94","160,390,107.26","149,783,496.17","150,495,421.01","183,848,324.16","161,611,506.08","193,068,788.76"
预付款项,"146,211,488.79","107,329,456.24","143,581,387.22","102,346,658.69","145,338,627.74","105,672,041.62","117,016,927.63","70,514,761.80","73,521,216.00","58,655,737.02","49,957,980.16","74,559,590.27","88,203,770.08","104,549,098.38","119,831,695.21","52,911,367.74","74,746,149.84","73,616,489.36","116,975,768.04","84,721,691.78","84,803,362.53","61,790,830.94","90,905,527.42","88,444,778.19","108,317,620.36","83,690,286.59","89,766,890.66","74,838,580.33","89,605,283.02","90,768,912.84","89,185,903.20","61,806,264.62","79,046,432.73","73,097,981.86","78,132,873.80","8,631,066.14","11,594,838.70","33,874,658.89","23,901,392.37","4,261,871.97","13,916,792.30","11,636,267.04","24,842,881.93","12,616,399.06","50,177,115.64","50,618,130.91"
预收款项,"164,617,602.32","132,168,293.36","134,588,617.84","173,166,224.03","284,613,314.04","275,233,598.54","208,824,466.63","189,415,561.67","247,653,335.67","281,599,442.34","376,380,791.87","271,445,304.87","313,014,362.40","244,694,523.02","171,758,661.48","80,639,950.49","95,561,321.25","64,293,799.04","111,068,030.04","73,302,137.49","78,441,460.08","77,183,387.66","126,453,550.53","64,613,479.38","88,135,425.01","77,722,070.91","106,245,544.63","62,844,825.17","69,753,145.26","114,541,465.52","94,805,524.45","29,183,661.50","46,623,990.17","47,691,433.90","31,803,840.45","36,776,997.82","60,841,251.26","44,076,093.93","68,013,796.50","37,740,696.19","58,889,702.94","51,716,818.62","95,892,245.73","33,922,266.39","30,122,577.96","39,096,043.30"
