科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"359,346,627.17","821,886,463.25","1,234,456,777.79","1,697,275,491.51","417,047,930.62","819,672,933.82","1,154,822,896.27","1,454,610,906.44","262,162,697.62","452,717,676.30","630,836,341.01","832,387,449.04","184,255,955.14","428,384,621.13","642,404,001.58","878,376,003.42","209,663,319.77","454,286,214.44","677,348,044.01","934,718,361.11","144,930,335.67","346,821,908.45","535,428,682.58","739,194,260.49","168,636,483.50","399,113,234.62","606,815,173.46","811,123,424.45","174,436,713.53","420,006,074.24","619,007,722.21","824,599,862.16","178,835,232.51","443,938,464.79","661,893,699.89","879,894,002.28","169,065,420.78","423,273,525.38","637,770,697.96","1,150,093,283.48","359,287,136.47","614,536,185.00","1,051,132,496.03","2,198,618,602.41"
二、营业利润,"-3,739,499.40","1,361,545.59","3,369,515.10","1,667,146.66","-21,026,271.79","-45,912,570.54","-43,211,832.46","-106,023,294.92","-8,122,299.90","-11,284,474.95","-10,476,487.18","14,569,825.68","944,089.20","5,987,271.08","14,827,287.29","26,437,832.19","8,015,278.90","18,687,491.05","48,750,533.85","58,073,115.75","2,315,838.78","13,162,302.58","19,093,291.72","36,222,849.08","3,763,152.49","15,124,406.06","23,387,953.32","37,325,585.66","4,296,526.31","18,584,713.38","26,466,349.12","42,711,082.45","3,468,842.11","16,671,571.51","27,406,907.93","29,697,662.44","-4,409,647.81","2,822,925.65","5,292,477.79","13,170,085.20","-1,444,872.15","-18,906,460.09","-30,603,575.61","-11,577,809.59"
减:营业成本,"342,786,128.95","776,912,566.96","1,162,074,413.99","1,594,373,519.98","399,006,396.38","788,592,415.94","1,090,151,195.09","1,359,846,881.37","243,403,292.63","416,033,565.57","568,964,762.20","707,071,721.47","163,427,194.04","381,601,542.70","565,798,039.70","754,952,416.43","181,152,686.91","389,440,510.87","585,119,846.39","794,177,286.36","124,197,563.47","294,600,121.64","456,513,336.31","621,719,470.48","142,658,056.12","338,733,413.23","517,234,572.25","687,660,770.03","148,683,638.08","361,712,799.88","533,769,522.61","703,053,225.89","159,086,087.56","390,879,605.77","576,917,194.54","764,796,301.49","143,330,617.90","367,201,758.28","554,965,104.19","997,284,858.86","318,628,521.35","539,364,163.70","939,316,228.88","1,988,003,803.12"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"155,981.96","659,114.32","1,278,872.69","3,158,391.50","216,387.42","815,143.41","1,309,466.56","2,062,127.24","543,029.33","1,402,356.33","2,066,589.98","3,809,827.56","1,114,422.66","2,295,992.56","3,421,288.90","5,593,430.36","868,676.95","2,084,702.22","3,221,474.92","5,328,973.17","597,808.48","1,620,918.29","2,621,779.31","3,994,647.10","1,190,756.29","2,689,781.17","3,789,350.65","5,089,234.42","649,232.56","1,921,888.59","3,013,789.99","4,289,360.74","1,055,321.52","2,470,998.27","3,232,943.09","4,269,564.69","726,674.43","980,586.17","1,362,123.81","7,021,947.11","2,193,571.12","3,849,916.57","4,977,485.18","6,580,657.54"
营业外收入,"9,017.57","9,767.57","10,834.05","19,432.29","39,722.44","35,012.44","117,276.69","129,377.97","5,264.67","108,674.35","262,850.39","365,266.97","57,699.16","163,032.91","195,989.52","268,438.81","67,683.38","125,543.57","196,531.20","2,905,106.45","157,654.44","984,592.05","1,234,508.44","1,429,417.11","75,160.69","128,228.54","264,002.96","365,375.87","40,361.44","140,258.32","276,333.26","365,808.39","1,593,807.45","1,675,187.46","1,893,726.86","2,046,567.02","230,143.92","303,034.62","356,372.50","1,163,583.34","1,265,383.53","1,702,392.28","2,279,647.59","2,848,535.29"
销售费用,"11,685,276.19","24,307,975.12","37,732,245.61","54,349,181.13","21,972,853.59","45,518,329.59","67,117,481.72","89,084,724.37","17,970,203.46","31,038,073.77","42,946,659.01","55,037,158.07","8,842,516.37","18,668,553.29","28,883,328.52","40,535,335.22","10,585,260.95","21,201,808.33","32,838,320.34","46,718,486.65","9,856,186.70","20,071,605.96","31,372,681.32","42,705,237.18","12,337,958.33","24,274,427.38","37,212,286.73","49,137,232.48","11,163,317.90","23,547,932.34","35,994,155.61","47,178,330.11","10,090,986.10","23,166,203.44","38,131,592.40","54,043,010.55","12,638,016.18","24,805,312.69","35,372,279.23","47,961,432.24","4,470,546.24","19,399,252.04","31,664,157.56","56,588,850.24"
减:营业外支出,"23,293.92","203,683.31","277,593.57","405,482.18","609,319.32","1,662,591.25","1,736,316.28","44,179,428.62","3,015.60","7,905.62","62,257.68","47,986,431.89","18,987.19","262,348.34","393,453.75","2,982,763.64","14,052.78","193,279.80","-15,836,795.97","-19,338,387.37","22,519.44","169,144.07","248,949.04","5,135,077.58","9,830.35","45,056.18","109,932.59","158,387.77","44,320.72","120,615.20","107,419.52","180,239.82",1.26,"2,331.00","3,236.05","72,299.99","-4,806,846.46","-4,786,391.50","-4,765,440.82","-3,196,125.82","521,692.20","530,957.03","553,928.44","136,149.34"
管理费用,"7,424,084.69","15,599,959.29","23,805,824.91","34,559,391.51","14,666,793.30","25,998,186.10","36,245,991.72","48,212,345.67","10,830,523.02","22,783,936.06","34,764,853.82","48,923,878.28","9,970,769.68","19,698,266.28","29,437,720.99","43,918,595.24","9,145,036.80","23,212,408.28","32,464,111.64","43,264,078.31","9,252,154.18","19,028,708.68","28,611,311.37","40,134,280.91","9,639,942.93","19,263,450.93","29,162,603.69","39,229,137.69","10,527,679.69","19,088,939.14","27,724,666.91","37,367,647.42","7,936,220.09","16,150,197.51","25,014,500.94","37,586,889.16","12,749,993.51","24,428,072.16","39,110,953.13","74,515,733.12","30,347,592.72","59,893,864.23","90,561,677.14","126,283,270.90"
其中:非流动资产处置净损失,,,,,,,,,,,,"93,522.01",,,,"11,747.89",,"14,797.85",,"69,245.49",,"1,142.68","18,109.04","17,192.34",,"5,234.94","5,234.94","9,529.29",,"21,592.70","49,847.02","54,902.32",,,659.35,"4,098.36","5,003.49","5,003.49","5,003.49","172,775.35","471,952.53","471,952.53","471,952.53",
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"1,156,610.83","3,785,383.13","6,983,938.33","4,701,788.69","3,091,326.23","4,399,834.73","3,214,365.25","649,464.88","-1,320,143.41","-1,936,513.43","-2,382,423.59","-2,620,199.78","-20,509.49","65,101.49","111,181.51","9,482.11","-97,386.94","58,054.74","-515,185.31","-1,426,117.08","-1,152,886.90","-1,130,362.54","-1,328,876.64","-1,896,842.56","-201,814.46","-5,894.57","-10,817.51","-111,974.89","48,567.75","378,777.81","379,203.85","239,882.03","-23,274.53","384,340.04","601,641.39","746,354.38","122,267.13","549,828.05","980,872.70","9,752,091.79","5,149,832.34","12,857,191.06","20,072,541.94","29,987,150.81"
