科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"559,124,236.13","470,978,698.95","502,476,155.41","102,170,726.91","208,025,970.02","327,206,190.56","463,631,703.83","136,474,905.38","240,882,428.95","404,251,996.96","567,203,163.61","200,499,524.52","313,390,877.69","442,362,236.09","691,657,346.22","117,489,099.80"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,
收到的税费返还,"9,025,213.85","5,121,505.15","1,220,928.79","687,937.13","2,180,618.45","6,244,149.85","6,370,801.79",,"5,185,031.58","14,084,573.76","19,942,218.97","416,311.63","1,836,679.16","6,938,221.79","14,956,957.11","12,430,751.03"
支付其他与投资活动有关的现金,,,,,"66,000,000.00","220,000,000.00","110,000,000.00",,,,,,,,,
收到其他与经营活动有关的现金,"4,368,005.29","13,143,230.01","8,210,235.97","2,275,354.32","2,850,807.44","6,964,458.86","8,221,657.45","11,037,547.38","4,670,517.44","4,185,734.54","9,041,387.97","4,937,132.59","7,163,543.86","10,536,349.89","13,988,764.62","5,383,671.12"
投资活动现金流出小计,"33,027,969.77","23,138,736.30","9,920,185.80","6,188,807.63","74,513,193.93","233,287,340.57","118,201,673.01","41,548,421.57","143,469,916.91","146,393,706.96","163,377,757.15","30,627,463.29","64,246,087.27","65,896,683.32","53,020,328.53","3,082,591.28"
经营活动现金流入小计,"572,517,455.27","489,243,434.11","511,907,320.17","105,134,018.36","213,057,395.91","340,414,799.27","478,224,163.07","147,512,452.76","250,737,977.97","422,522,305.26","596,186,770.55","205,852,968.74","322,391,100.71","459,836,807.77","720,603,067.95","135,303,521.95"
投资活动产生的现金流量净额,"-25,977,969.77","-16,773,176.94","-8,362,545.02","-6,188,807.63","-74,513,193.93","-231,679,057.45","-113,954,202.67","69,290,066.19","-32,631,429.15","-35,490,500.75","-52,474,550.94","-30,619,782.86","-64,235,087.00","-65,885,683.05","-53,005,715.96","-3,082,591.28"
购买商品、接受劳务支付的现金,"309,140,810.95","323,734,255.74","263,497,716.25","71,278,203.71","133,090,655.65","220,569,951.09","297,985,528.47","92,732,692.78","163,429,650.25","266,793,894.58","350,722,183.81","116,061,390.45","210,326,936.14","353,234,059.61","460,944,000.42","134,275,626.72"
吸收投资收到的现金,,,,,"264,400,000.00","264,400,000.00","264,400,000.00",,,,"1,470,000.00",,"21,731,818.40","35,838,090.47","12,344,539.16",
支付给职工以及为职工支付的现金,"72,690,516.31","81,018,689.87","77,394,673.13","27,874,703.83","48,218,451.45","63,966,535.61","81,945,604.62","28,465,099.99","49,161,451.23","69,956,094.94","90,723,300.62","32,998,226.13","56,743,221.68","80,379,866.26","105,977,263.44","37,920,484.27"
取得借款收到的现金,"60,000,000.00",,,,,,,,,,,,,,,
支付的各项税费,"16,675,461.31","22,643,128.35","47,487,255.20","11,059,921.45","17,589,970.06","19,711,495.29","24,343,513.50","10,002,892.31","14,571,271.86","16,789,011.00","20,745,921.94","21,891,078.01","26,010,675.54","31,701,075.13","37,627,744.00","1,494,252.86"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,"294,000.00","7,503,253.44",,
支付其他与经营活动有关的现金,"83,995,768.71","56,799,315.48","49,689,333.34","9,825,554.33","26,621,815.69","38,591,809.65","60,055,453.08","19,696,502.90","28,847,254.60","40,953,474.64","48,016,760.39","14,689,617.10","14,286,803.80","47,758,055.90","68,147,818.71","17,511,156.10"
筹资活动现金流入小计,"60,000,000.00",,,,"264,400,000.00","264,400,000.00","264,400,000.00",,,,"1,470,000.00",,"22,025,818.40","43,341,343.91","12,344,539.16",
