科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"28,179,389.73","64,332,834.23","52,071,218.23","45,871,239.25","42,649,999.78","72,599,547.02","60,390,296.85","66,886,052.69","68,776,653.92","52,685,489.58","69,034,203.33","66,476,265.95","117,135,789.49","123,211,428.61","108,889,341.87","104,919,745.04","77,068,548.37","79,479,188.82","70,966,631.92","47,824,544.82","47,331,380.30","44,972,197.72","27,456,664.59","81,195,613.23","44,537,901.76","19,889,149.00","29,413,135.99","59,948,837.89","54,138,238.30","310,187,610.69","183,247,183.24","162,957,834.78","147,826,632.29","160,868,670.91","96,213,027.70","114,409,673.14","73,121,696.20","105,022,925.33","96,684,143.27","148,857,538.88","111,845,011.94","150,350,559.03","134,930,284.91","176,988,802.66"
短期借款,"43,400,000.00","81,000,000.00","52,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00","55,000,000.00","60,000,000.00","45,000,000.00","55,000,000.00","45,000,000.00","100,000,000.00","100,000,000.00","80,000,000.00","90,000,000.00","65,000,000.00","100,000,000.00","110,000,000.00","120,000,000.00","123,080,000.00","145,000,000.00","135,000,000.00","150,000,000.00","160,000,000.00","160,000,000.00","180,000,000.00","211,500,000.00","236,500,000.00","170,000,000.00","100,000,000.00","100,000,000.00","65,000,000.00","70,000,000.00","65,000,000.00","75,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"8,777,439.03","12,734,866.91","7,876,156.65","9,671,058.90","13,494,435.61","12,806,040.14","9,855,459.13","13,906,451.08","11,567,283.77","9,527,054.76","11,695,602.38","6,341,762.23","7,918,588.72","12,651,201.70","12,759,686.02","9,490,819.88","8,764,593.17","7,142,877.34","13,584,406.77","14,819,733.59","9,721,610.62","19,903,291.55","26,405,197.48","28,378,003.93","31,290,893.24","16,179,735.20","4,560,428.30","7,541,506.70","8,629,172.50","3,994,256.07","6,423,799.21","10,476,898.91","13,556,347.77","16,712,699.95","23,885,613.61","21,939,778.36","9,342,290.78","7,722,403.73","10,741,122.29","10,605,848.86","15,615,460.85","16,482,831.10","15,568,091.24","15,042,220.64"
应付票据,"11,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,"5,000,000.00","10,000,000.00","13,500,000.00","48,500,000.00","40,000,000.00","5,000,000.00","15,000,000.00","60,000,000.00","163,000,000.00","123,000,000.00","120,000,000.00","110,000,000.00","150,000,000.00","150,000,000.00","169,200,000.00","150,000,000.00","205,000,000.00","205,000,000.00","225,000,000.00"
应收账款,"78,907,254.14","97,497,725.33","92,346,003.54","70,570,310.92","85,296,635.04","80,968,908.50","76,460,580.44","71,044,261.49","74,268,004.88","70,830,851.30","61,689,056.20","65,862,047.48","72,970,375.83","73,027,945.20","71,782,223.13","64,581,148.43","68,735,152.31","91,174,759.13","95,617,476.12","103,001,950.21","100,913,512.37","119,810,600.45","119,527,064.29","119,485,219.28","121,015,693.28","141,670,543.45","136,459,964.75","119,804,352.07","128,667,711.95","132,430,718.81","141,379,598.99","127,005,643.29","106,453,574.07","98,096,830.66","99,596,227.66","92,166,495.65","92,723,561.65","95,627,466.61","90,761,430.09","73,852,681.82","90,952,679.39","91,374,796.59","105,604,896.28","85,979,130.26"
应付账款,"39,876,890.84","53,502,296.91","57,145,662.03","45,840,410.31","48,172,452.98","44,389,457.53","45,324,302.89","39,050,280.28","48,512,541.44","37,575,534.24","41,082,964.98","31,982,943.19","40,151,414.84","47,273,778.41","44,750,769.07","68,644,124.13","69,429,588.47","64,882,870.83","71,473,252.20","69,121,993.29","65,887,491.83","65,589,384.86","60,426,447.29","54,720,948.76","65,211,874.57","83,336,025.53","77,569,446.50","80,731,350.84","76,180,292.83","79,126,197.82","86,700,573.92","74,633,171.54","68,397,198.00","58,794,485.51","54,054,330.40","50,549,325.76","62,275,905.35","62,240,661.56","67,036,127.67","64,897,721.86","71,742,899.14","69,222,013.68","69,745,146.69","72,021,009.70"
预付款项,"24,253,343.31","22,599,434.03","19,844,975.76","7,317,175.15","11,250,009.48","8,918,806.75","12,647,337.13","6,952,934.14","13,295,094.07","11,196,414.89","12,211,194.11","4,381,010.14","8,129,448.23","9,812,425.22","15,132,157.14","14,056,672.95","11,057,872.16","10,995,031.42","16,621,878.92","12,127,289.83","11,249,295.50","14,309,209.80","17,036,555.10","14,310,404.42","48,301,805.56","56,939,362.91","66,534,839.13","71,621,099.78","104,400,796.26","95,680,069.90","89,495,313.05","6,069,153.82","8,650,694.55","8,526,328.99","9,213,774.59","3,010,998.29","5,583,068.69","5,469,574.94","5,632,777.22","4,811,056.04","5,442,558.19","8,850,066.18","7,940,070.12","2,464,543.18"
预收款项,"27,665,182.29","39,227,206.83","33,849,634.74","27,158,469.67","30,967,005.19","33,355,440.73","33,787,678.63","22,764,128.84","24,422,827.94","19,223,910.35","19,444,341.12","22,334,705.07","27,321,926.40","29,727,209.59","39,402,409.58","33,960,829.80","28,924,832.08","33,495,545.91","33,804,945.96","19,881,852.93","23,014,919.95","20,916,252.45","19,873,502.39","28,063,892.01","42,390,796.00","29,321,734.20","23,555,283.80","16,496,209.85","32,404,995.22","33,100,475.93","26,687,637.68","25,879,341.49","18,035,197.35","16,523,162.32","17,246,015.56","21,056,435.71","21,171,337.85","22,099,217.25","22,027,119.96","23,439,276.38","30,334,656.16","34,426,300.48","27,862,660.19","19,763,992.62"
其他应收款,"17,439,022.90","22,593,464.90","23,886,683.23","12,389,335.37","13,560,359.83","11,793,640.12","8,104,813.93","10,418,171.95","9,247,241.51","10,222,389.82","10,898,907.10","6,823,721.53","-1,589,946.46","9,550,629.41","18,862,097.74","8,235,264.24","31,393,088.46","5,407,773.12","12,594,366.62","14,128,601.86","19,569,483.77","16,857,410.86","13,781,514.10","9,016,259.71","12,030,729.20","10,863,362.32","10,812,647.26","8,778,598.83","10,710,894.47","9,563,344.68","11,160,786.97","21,749,217.87","25,337,916.82","24,767,321.79","27,312,062.00","9,631,319.90","12,279,941.43","13,999,810.17","15,902,754.91","5,418,074.53","4,565,331.85","4,668,061.49","5,882,976.80","3,917,023.72"
应付职工薪酬,"9,149,407.80","8,979,172.52","8,489,069.37","2,844,195.76","2,549,061.12","2,828,088.37","3,127,351.19","2,837,494.71","3,045,191.12","3,273,335.50","3,457,497.51","3,675,439.91","3,724,011.76","3,853,451.08","4,100,148.77","1,105,883.46","1,399,435.67","1,770,438.96","2,486,731.65","482,927.76","415,359.78","502,977.58","485,265.29","369,558.29","334,336.09","417,660.74","177,390.29","451,767.69","226,081.80","825,197.00","317,434.00","476,610.61","543,646.01","670,596.81","199,547.71","253,256.00","279,562.00","373,861.60","210,765.30","281,099.80","293,084.80","501,122.80","675,829.80","302,432.80"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"858,854.15","86,193.31","1,163,156.15","213,734.60","1,900,181.43","1,234,246.78","-3,350,409.31","-3,092,351.95","-4,325,983.06","-4,914,594.76","-3,916,595.24","-3,514,153.66","-3,676,574.47","-4,930,868.65","-5,619,491.06","-9,018,595.76","-7,067,152.24","-9,242,237.68","-8,126,368.39","-5,784,221.82","-6,578,860.79","-6,460,240.55","-13,271,979.55","-4,547,470.96","-8,046,810.53","-5,465,287.58","-8,198,551.88","-4,998,443.90","-6,888,109.64","-7,338,300.45","-6,397,916.66","-842,575.28","-2,142,143.29","-1,039,475.17","603,544.71","5,650,255.25","4,739,072.59","5,773,840.36","6,619,097.26","4,379,399.53","4,613,346.39","3,588,015.39","3,327,453.47","4,333,445.58"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"72,000.00","45,000.00","45,000.00","228,300.00","228,300.00","228,300.00","228,300.00","228,300.00","228,300.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","861,700.00","611,700.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00"
存货,"120,950,849.66","124,316,581.98","121,897,447.87","91,513,696.52","89,499,392.20","89,276,328.23","91,921,295.38","87,488,353.33","86,959,753.62","73,150,494.71","74,881,002.28","50,450,580.35","61,831,867.84","65,815,577.25","75,250,876.16","75,824,649.84","70,942,806.55","88,452,107.33","91,824,323.16","84,620,106.56","86,633,499.50","79,247,581.55","71,955,897.30","71,833,452.14","76,058,827.02","87,032,910.42","97,170,056.03","95,658,021.28","114,922,176.10","122,017,170.53","117,455,184.33","88,911,473.15","92,226,937.04","95,295,257.74","98,757,919.79","88,645,674.03","88,179,825.01","85,432,338.14","95,031,092.94","99,314,359.51","107,647,489.47","110,887,573.10","107,792,256.31","104,890,921.84"
