科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他非流动负债,,"1,733,858.43","1,512,900.28","1,512,900.28","1,396,662.58","1,396,662.58","1,280,424.88","1,236,399.70","1,164,244.13","1,106,210.72","1,048,187.61","990,117.12","932,046.78","873,976.44",,,,,,,,,,,,,,,
工程物资,,,,,,"184,148.10","21,320.91","19,885,841.44","2,742,459.15","28,186.52","25,849.24","24,712.32","29,169.85","24,816.00","29,366.90","27,106.39","22,056.48","20,970.49","3,905.04",,"203,597.69","191,202.81","32,004,850.28","32,098,707.41","31,891,655.36","31,891,655.36","28,799,401.30","29,270,897.92","12,769,029.19"
非流动负债合计,"440,502.98","1,733,858.43","1,512,900.28","1,512,900.28","20,396,662.58","20,396,662.58","20,280,424.88","198,336,399.70","238,264,244.13","221,906,210.72","247,948,187.61","219,890,117.12","233,200,796.78","218,511,476.44","254,834,443.20","240,145,122.86","216,755,821.40","215,335,294.19","165,801,801.48","102,019,826.38","159,416,133.11","146,674,380.83","47,409,668.98","59,486,456.31","74,280,844.67","194,088,282.12","146,159,388.38","184,969,735.71","116,230,595.61"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"177,799,466.00","165,307,504.08","303,789,043.44","404,246,828.79","437,181,009.67","359,065,325.19","455,120,857.21","771,910,970.96","842,378,713.85","939,679,987.51","907,264,193.51","714,527,819.32","680,370,555.91","832,865,830.16","873,575,843.16","842,362,767.95","993,629,952.29","1,034,828,093.44","996,182,317.40","1,028,367,228.79","1,123,654,520.33","1,455,328,123.16","1,370,754,603.24","1,403,083,690.46","1,598,744,825.66","1,821,863,407.73","1,571,812,109.98","1,386,979,144.91","1,440,532,418.91"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"46,700,000.00","70,770,000.00","70,770,000.00","70,770,000.00","94,370,000.00","94,370,000.00","94,370,000.00","94,370,000.00","94,370,000.00","188,740,000.00","218,342,903.00","218,342,903.00","443,695,798.00","443,695,798.00","443,695,798.00","443,695,798.00","443,695,798.00","443,695,798.00","443,695,798.00","443,695,798.00","480,723,139.00","480,723,139.00","480,723,139.00","480,723,139.00","476,582,556.00","476,582,556.00","476,582,556.00","472,441,974.00","472,441,974.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"30,759,215.52","30,339,268.14","30,339,268.14","30,339,268.14","473,382,947.71","473,382,947.71","473,382,947.71","473,382,947.71","473,382,947.71","379,012,947.71","812,018,234.51","811,987,953.51","648,703,839.51","648,703,839.51","658,793,439.51","658,793,439.51","658,793,439.51","658,793,439.51","661,897,973.38","661,897,973.38","1,210,596,536.10","1,210,596,536.10","1,206,715,908.49","1,206,715,908.49","1,192,244,941.49","1,192,244,941.49","1,192,244,941.49","1,177,773,975.91","1,177,773,975.91"
无形资产,"15,739,928.52","14,849,349.59","79,601,556.47","90,734,044.38","90,122,669.10","86,725,293.83","106,186,394.96","105,519,233.44","70,649,276.19","70,144,971.36","69,639,600.84","69,135,069.63","68,602,103.49","68,095,257.70","135,383,830.20","158,502,130.45","186,950,847.34","182,272,660.66","200,096,395.25","199,092,005.39","251,937,671.44","251,140,733.42","247,809,389.29","245,745,569.08","292,508,051.27","290,115,305.57","287,730,402.22","285,492,074.67","283,111,945.92"
盈余公积,"3,605,051.12","11,759,357.34","17,989,301.07","17,989,301.07","17,989,301.07","17,989,301.07","28,058,254.43","28,058,254.43","35,755,581.12","35,755,581.12","46,747,730.40","46,747,730.40","46,747,730.40","46,747,730.40","71,784,491.37","71,784,491.37","71,784,491.37","71,784,491.37","74,214,066.69","74,214,066.69","74,214,066.69","74,214,066.69","76,448,275.59","76,448,275.59","76,448,275.59","76,448,275.59","79,651,060.30","79,651,060.30","79,651,060.30"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,"35,898,121.26","35,898,121.26","35,815,309.61","35,815,309.61","37,167,892.24","37,167,892.24","18,556,342.24","18,556,342.24","18,556,342.24",,
商誉,,,,,,,,,,,,,,"629,227.09","629,227.09","629,227.09","629,227.09","2,427,678.40","2,427,678.40","2,427,678.40","213,825,632.77","216,017,076.92","211,019,806.33","211,019,806.33","211,019,806.33","211,019,806.33","210,390,579.24","210,390,579.24","210,390,579.24"
未分配利润,"44,713,317.62","74,168,500.48","90,669,675.33","98,979,650.50","133,385,840.31","159,100,241.54","160,381,857.30","169,493,321.39","180,138,640.30","197,582,371.75","217,347,254.64","226,825,541.88","246,509,946.47","292,336,641.93","313,990,926.02","290,661,570.26","302,032,996.25","310,354,555.45","306,493,741.90","308,156,771.11","330,820,401.94","330,512,912.42","330,980,995.35","306,087,031.41","289,514,349.30","300,618,418.24","375,692,209.06","378,752,758.02","383,592,561.96"
长期待摊费用,,,,,,,,,,,,,,"2,859,320.83","4,834,952.72","4,495,075.12","3,852,796.01","2,851,901.26","2,190,884.11","1,822,175.20","1,512,007.59","1,519,773.70","1,209,606.09","1,058,405.34","18,075,136.26","17,707,533.01","10,980,946.63","11,181,683.89","10,410,378.52"
少数股东权益,"14,924,152.46",,,,,,,,,,,"5,896,619.19","5,465,398.95","5,530,747.09","25,725,084.23","24,761,954.43","23,444,227.69","22,279,795.61","20,728,373.16","19,422,458.09","17,878,508.40","16,110,830.48","14,726,491.23","13,993,523.82","13,386,928.79","8,767,892.36","3,663,757.54","2,768,781.74","20,009,295.93"
递延所得税资产,"1,443,817.75","1,399,382.48","1,728,585.52","1,728,585.52","2,615,800.08","2,838,638.46","4,229,651.36","4,726,879.91","5,668,726.14","6,507,360.26","6,098,064.60","6,479,995.07","8,535,330.62","14,061,392.61","14,129,304.06","13,583,139.08","15,574,181.21","20,517,001.04","22,054,378.06","21,109,037.20","31,674,617.29","30,415,474.70","34,368,572.11","31,693,512.99","42,336,324.31","42,946,635.56","31,375,010.34","29,927,198.27","30,103,024.51"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,"11,010,712.00","11,010,712.00","11,010,712.00","11,010,712.00","11,010,712.00","11,010,712.00","11,010,712.00","11,010,712.00","51,378,607.07","38,390,745.00","29,141,345.00","75,475,883.60","58,334,762.28","70,056,626.96","82,478,284.49","72,040,663.80","80,489,936.65","137,187,283.46","73,089,242.44","40,103,360.09","31,165,985.89","30,847,377.30","27,749,624.30"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"90,407,357.06","106,954,616.72","165,970,404.13","181,285,462.86","191,418,353.62","239,109,203.44","288,034,995.70","313,535,287.72","512,253,905.42","513,316,756.62","665,037,063.69","652,163,436.59","639,495,232.36","657,855,973.59","853,382,202.01","858,715,918.99","903,277,401.33","964,265,815.00","1,066,500,550.74","1,089,569,378.02","1,513,658,343.42","1,496,403,587.86","1,621,438,382.41","1,666,624,005.61","1,753,220,947.69","1,712,455,924.93","1,694,057,286.66","1,676,135,808.79","1,627,520,513.08"
所有者权益(或股东权益)合计,"140,701,736.72","187,037,125.96","209,768,244.54","218,078,219.71","719,128,089.09","744,842,490.32","756,193,059.44","765,304,523.53","783,647,169.13","801,090,900.58","1,294,456,122.55","1,309,800,747.98","1,391,122,713.33","1,437,014,756.93","1,513,989,739.13","1,489,697,253.57","1,499,750,952.82","1,506,908,079.94","1,471,131,831.87","1,471,488,946.01","2,078,417,342.52","2,076,342,175.08","2,072,426,917.42","2,046,799,986.07","2,029,620,708.93","2,036,105,741.44","2,109,278,182.15","2,111,388,549.97","2,133,468,868.10"
资产总计,"318,501,202.72","352,344,630.04","513,557,287.98","622,325,048.50","1,156,309,098.76","1,103,907,815.51","1,211,313,916.65","1,537,215,494.49","1,626,025,882.98","1,740,770,888.09","2,201,720,316.06","2,024,328,567.30","2,071,493,269.24","2,269,880,587.09","2,387,565,582.29","2,332,060,021.52","2,493,380,905.11","2,541,736,173.38","2,467,314,149.27","2,499,856,174.80","3,202,071,862.85","3,531,670,298.24","3,443,181,520.66","3,449,883,676.53","3,628,365,534.59","3,857,969,149.17","3,681,090,292.13","3,498,367,694.88","3,574,001,287.01"
负债和所有者(或股东权益)合计,"318,501,202.72","352,344,630.04","513,557,287.98","622,325,048.50","1,156,309,098.76","1,103,907,815.51","1,211,313,916.65","1,537,215,494.49","1,626,025,882.98","1,740,770,888.09","2,201,720,316.06","2,024,328,567.30","2,071,493,269.24","2,269,880,587.09","2,387,565,582.29","2,332,060,021.52","2,493,380,905.11","2,541,736,173.38","2,467,314,149.27","2,499,856,174.80","3,202,071,862.85","3,531,670,298.24","3,443,181,520.66","3,449,883,676.53","3,628,365,534.59","3,857,969,149.17","3,681,090,292.13","3,498,367,694.88","3,574,001,287.01"
