科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"68,818,254.29","68,764,602.18","77,879,659.07","92,219,608.81","465,824,118.98","286,674,061.88","287,613,591.51","432,289,468.60","401,824,768.44","348,516,529.83","884,408,078.74","576,708,829.40","556,415,643.11","390,896,067.73","584,412,350.17","475,964,870.54","432,841,518.91","272,767,270.96","309,093,248.88","296,464,244.70","263,349,601.65","298,550,956.48","320,743,479.80","324,256,842.22","302,270,437.52","373,019,214.06","312,728,161.67","136,048,598.80","196,694,231.70"
短期借款,"60,700,000.00","65,600,000.00","179,600,000.00","227,600,000.00","257,600,000.00","212,800,000.00","206,800,000.00","319,800,000.00","260,000,000.00","261,000,000.00","233,000,000.00","130,000,000.00","181,000,000.00","231,000,000.00","222,000,000.00","362,000,000.00","460,000,000.00","410,000,000.00","390,000,000.00","441,000,000.00","353,000,000.00","418,000,000.00","481,000,000.00","550,000,000.00","616,000,000.00","616,000,000.00","606,500,000.00","521,500,000.00","532,750,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"3,021,847.80","4,700,000.00","2,666,770.00","2,150,000.00","745,000.00","2,483,200.00","14,220,000.00","12,804,084.42","6,716,040.00","4,960,000.00","600,000.00","1,100,000.00","1,738,000.00","2,857,600.00","5,360,000.00","6,000,000.00","420,000.00","5,541,947.35","12,583,159.37","3,970,000.00","2,340,000.00","6,865,983.42","2,688,395.34","19,310,710.48","28,378,283.31","2,154,546.20","21,220,296.40","5,555,152.01","4,000,000.00"
应付票据,"30,000,000.00","9,850,000.00",,"18,900,000.00","27,800,000.00","16,210,526.90",,"4,000,000.00","13,380,500.00","24,300,000.00","21,089,990.40","16,866,190.40","7,000,000.00",,,,,,,,"11,670,000.00","18,250,000.00","17,460,000.00","6,600,000.00","69,450,000.00","142,650,000.00","61,700,000.00","81,700,000.00","108,750,000.00"
应收账款,"69,645,362.45","101,297,119.10","115,183,776.15","139,940,914.63","186,351,670.91","343,038,407.61","273,846,395.27","297,103,097.30","325,070,972.51","368,093,926.42","278,330,203.06","345,434,528.59","426,964,912.56","489,977,746.12","635,937,656.08","603,577,628.60","770,306,605.77","822,390,253.87","724,435,864.88","740,667,939.51","942,689,132.69","979,274,290.68","1,077,263,575.28","962,378,661.93","1,006,822,887.21","1,162,321,506.28","1,169,569,438.70","1,124,059,544.53","1,098,447,771.45"
应付账款,"50,782,999.29","49,627,070.07","92,737,447.77","76,945,452.00","93,654,930.45","99,734,846.89","101,975,871.14","101,855,281.78","186,306,504.41","247,536,843.70","231,229,879.06","145,551,709.35","195,060,265.86","272,835,797.89","222,617,569.33","156,192,995.89","165,505,310.98","224,210,367.61","215,616,565.38","190,460,169.56","292,825,056.63","422,915,857.09","344,839,471.77","265,643,196.40","374,195,505.49","389,145,411.35","309,419,030.47","227,983,202.66","266,530,991.13"
预付款项,"19,160,638.40","30,524,290.29","73,722,755.57","124,828,772.17","146,737,762.32","123,761,430.07","218,465,520.99","338,916,289.62","209,000,377.56","239,773,758.91","72,279,205.36","126,192,533.05","137,868,824.79","192,120,247.00","26,310,166.05","58,737,666.36","38,816,052.17","44,938,026.58","3,313,084.29","15,633,826.70","16,941,660.52","177,326,228.12","7,603,477.17","32,167,991.07","36,516,701.05","121,646,499.56","25,547,995.48","54,913,158.90","117,485,155.00"
预收款项,"15,872,304.29","13,089,030.95","29,399,448.26","76,810,009.29","30,981,542.06","9,468,299.13","121,691,269.42","139,057,187.61","109,431,226.69","163,239,623.01","146,156,023.79","192,306,998.50","24,997,541.68","38,726,354.33","5,517,059.12","14,608,626.20","19,029,760.62","19,753,637.43","44,805,878.44","63,998,277.64","89,598,530.65","268,707,521.33","247,341,798.35","326,644,977.93","370,533,979.75","394,538,447.47","250,677,603.65","247,062,900.22","281,859,756.79"
其他应收款,"10,305,051.11","2,495,742.09","3,919,799.21","11,601,545.90","3,351,498.89","12,347,165.84","6,594,306.71","17,727,996.95","29,196,916.19","30,831,735.55","17,277,377.67","22,431,286.11","22,123,118.84","52,590,492.85","10,230,821.59","13,360,687.54","39,753,362.76","76,133,625.54","42,279,626.95","37,603,131.09","45,472,851.15","54,190,345.66","39,916,345.05","44,234,304.10","43,226,339.99","54,469,858.04","36,500,203.50","33,923,862.15","54,907,180.39"
应付职工薪酬,"4,976,968.53","2,086,898.71","1,831,110.67","2,141,308.02","4,528,680.25","2,141,591.88","5,292,296.71","4,420,172.21","7,954,199.94","8,762,917.96","5,567,024.04","5,150,455.05","9,686,549.12","8,676,799.11","17,520,865.71","3,321,532.38","11,806,505.99","13,767,632.48","5,357,081.10","5,571,763.37","21,499,529.56","12,926,103.49","11,223,210.70","8,268,985.94","9,913,369.54","10,027,709.18","13,441,972.01","8,669,116.00","10,812,839.84"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"12,214,692.72","21,532,509.33","-1,839,816.21","-254,555.87","1,601,959.20","-2,386,371.04","-1,796,326.56","1,657,572.56","26,408,846.68","10,873,295.58","16,373,088.61","4,081,765.01","28,060,974.01","28,047,267.12","63,190,585.17","1,275,532.83","16,335,545.65","15,883,815.66","17,951,003.44","5,226,868.58","34,125,389.45","9,071,895.76","54,129,973.28","13,932,951.93","4,650,586.11","16,736,163.35","73,947,480.99","29,966,564.21","24,809,682.79"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,"987,047.68",,,,,"2,208,297.90","2,208,297.90","3,857,383.26","3,857,383.26","938,526.91","938,526.91","938,526.91","938,526.91","1,004,018.69","1,004,018.69","1,004,018.69"
存货,"57,142,691.61","37,608,259.66","74,214,123.85","70,298,744.13","161,880,694.04","96,494,346.67","122,539,106.47","124,839,269.88","141,962,902.86","235,278,180.76","255,278,678.18","273,759,639.82","280,482,200.91","463,721,954.90","269,710,902.57","310,644,542.56","304,868,040.56","352,826,603.20","303,329,196.84","313,045,286.81","406,999,641.29","511,425,880.10","363,934,305.12","385,569,924.43","439,700,616.43","419,711,858.73","389,607,161.87","451,127,064.19","453,256,771.45"
其他应付款,"2,811,998.19","1,788,136.59","547,952.67","591,715.07","617,235.13","699,768.85","877,321.62","2,784,357.10","633,192.00","2,061,096.54","5,900,000.00","680,583.89","1,364,428.46","34,081,087.59","83,895,320.63","60,818,957.79","92,497,007.65","132,077,346.07","120,541,689.66","134,957,025.36","128,662,497.67","125,924,981.40","115,486,953.25","120,643,595.04","40,588,263.19","32,276,367.35","66,642,491.90","54,534,733.53","51,383,142.61"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,"4,000,000.00","4,000,000.00","11,700,000.00","3,800,000.00","33,900,000.00","82,925,000.00","29,000,000.00","29,000,000.00","50,925,000.00","50,925,000.00","38,193,750.00","25,462,500.00","42,320,123.89","29,588,873.89","46,401,391.45"
其他流动资产,,,,,,,,,,,"28,509,709.36","26,538,313.74","6,405,336.67","19,860,504.90","2,221,483.82","5,058,706.93","3,097,923.61","2,872,630.88","5,779,417.32","2,902,367.97","10,620,632.13","7,633,025.92","9,593,560.49","15,341,236.69","18,229,321.39","12,189,741.37","31,859,747.85","16,604,505.51","21,689,663.94"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"228,093,845.66","245,390,013.32","347,586,883.85","441,039,585.64","964,890,745.14","864,798,612.07","923,278,920.95","1,223,680,206.77","1,113,771,977.56","1,227,454,131.47","1,536,683,252.37","1,372,165,130.71","1,431,998,036.88","1,612,024,613.50","1,534,183,380.28","1,473,344,102.53","1,590,103,503.78","1,577,470,358.38","1,400,813,598.53","1,410,286,796.78","1,688,413,519.43","2,035,266,710.38","1,821,743,138.25","1,783,259,670.92","1,875,144,586.90","2,145,513,224.24","1,987,033,005.47","1,822,231,886.09","1,946,480,773.93"
流动负债合计,"177,358,963.02","163,573,645.65","302,276,143.16","402,733,928.51","416,784,347.09","338,668,662.61","434,840,432.33","573,574,571.26","604,114,469.72","717,773,776.79","659,316,005.90","494,637,702.20","447,169,759.13","614,354,353.72","618,741,399.96","602,217,645.09","776,874,130.89","819,492,799.25","830,380,515.92","926,347,402.41","964,238,387.22","1,308,653,742.33","1,323,344,934.26","1,343,597,234.15","1,524,463,980.99","1,627,775,125.61","1,425,652,721.60","1,202,009,409.20","1,324,301,823.30"
可供出售金融资产,,,,,,,,,,,,,,,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00"
长期借款,,,,,"19,000,000.00","19,000,000.00","19,000,000.00","197,100,000.00","237,100,000.00","220,800,000.00","246,900,000.00","218,900,000.00","232,268,750.00","217,637,500.00","207,006,250.00","192,375,000.00","169,043,750.00","162,312,500.00","114,581,250.00","50,925,000.00","89,118,750.00","76,387,500.00","12,731,250.00","25,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,"10,400,000.00","7,802,882.86","8,846,738.08","7,704,083.28"
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,"120,000,000.00","74,391,243.37","113,391,243.37","85,501,225.81"
长期股权投资,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,,,,,,,,,,,,,
专项应付款,"440,502.98",,,,,,,,,,,,,,"29,652,287.10","29,652,287.10","29,652,287.10","29,652,287.10","27,975,769.49","27,975,769.49","30,439,671.49","27,975,769.49","2,440,082.00","2,416,922.00","2,416,922.00","2,394,422.00","2,394,422.00","2,373,572.00","2,373,572.00"
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"69,279,777.20","76,365,661.66","78,607,533.31","76,974,808.07","76,636,529.25","69,865,183.37","75,554,849.26","73,957,385.57","235,335,562.84","321,573,473.39","555,053,966.70","540,293,249.08","527,457,672.89","537,624,755.10","541,935,838.89","534,460,189.63","521,904,029.85","515,899,089.81","604,376,469.84","595,354,636.89","682,883,077.40","630,659,540.28","651,913,652.76","635,709,057.01","984,614,775.04","967,868,385.86","1,076,211,560.12","1,050,212,145.37","1,024,384,665.58"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,"12,273,087.11","12,470,003.33","6,918,875.35","6,918,875.35","6,918,492.27","6,918,492.27","6,192,208.36","6,192,208.36","6,181,476.28"
在建工程,"943,833.59","11,340,222.99","3,032,728.83","8,848,024.89","19,043,355.19","76,495,939.68","88,032,067.21","95,435,235.36","183,847,169.10","101,052,053.09","20,208,870.31","22,219,698.49","20,860,243.51","20,550,492.26","102,061,075.08","105,628,306.23","142,202,918.35","161,800,629.74","174,016,077.76","196,707,217.98","246,143,454.75","291,419,122.23","359,622,568.90","369,111,663.99","96,685,956.68","97,403,243.15","6,600,518.06","16,967,114.05","17,897,182.54"
