科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
取得借款收到的现金,"500,000.00",,"48,124,410.00","44,299,460.00","113,773,955.74","166,958,520.37",,,,,"60,219,699.57","104,088,099.69","131,264,802.35","188,173,384.78","56,378,252.66","92,554,527.06","129,033,395.65","465,927,203.98","84,296,830.58","147,679,877.71","270,719,291.05","760,910,730.90","156,134,642.86","191,125,189.67","269,487,404.53","314,361,141.46","39,229,412.70","39,229,412.70","85,111,033.92"
支付的各项税费,"13,630,319.07","15,770,280.11","28,499,963.87","6,090,869.71","21,331,554.70","23,925,103.63","7,434,188.17","14,096,508.67","27,103,081.34","29,374,089.82","14,617,747.99","18,235,180.89","29,724,018.75","33,543,436.14","8,115,917.83","15,508,902.70","23,146,477.42","31,392,705.43","8,990,226.31","30,385,068.63","49,297,164.69","115,515,867.37","28,347,169.85","58,517,272.34","87,429,901.25","116,776,901.02","39,585,711.96","75,333,627.18","123,156,271.73"
收到其他与筹资活动有关的现金,,,,,,,,"3,898,756.89","4,873,838.77","12,337,892.14","432,885.20","6,452,354.68","8,685,977.83","8,641,213.72","732,568.22","2,774,021.19","4,908,337.52","3,649,484.32","911,203.49","1,878,523.33","2,357,353.93","731,377.27","332,431.52","1,573,855.95","573,664.49",,"128,559.61","1,514,157.62","2,712,817.05"
支付其他与经营活动有关的现金,"23,214,879.76","41,526,099.79","11,962,285.26","6,491,080.59","9,633,561.00","19,803,068.68","5,882,277.60","10,054,440.44","11,577,372.54","25,725,390.54","4,084,990.77","4,859,421.55","11,990,304.35","32,873,964.00","3,764,665.85","15,161,099.50","18,486,639.22","41,445,463.05","7,987,591.34","11,211,558.79","17,329,413.06","92,843,355.35","6,456,565.44","39,233,833.50","91,015,706.29","92,334,945.92","21,291,367.93","38,063,586.44","510,638,783.21"
筹资活动现金流入小计,"8,500,000.00","20,000,000.00","83,274,410.00","44,299,460.00","113,773,955.74","818,624,920.37",,"3,898,756.89","4,873,838.77","12,337,892.14","62,819,966.74","112,553,279.11","141,963,604.92","198,634,084.40","58,977,421.18","114,682,248.25","155,427,227.49","490,702,676.30","85,208,034.07","957,368,371.52","1,082,899,615.46","1,563,351,556.65","157,049,252.49","193,281,223.73","270,643,247.13","314,943,319.57","42,208,580.33","78,429,798.00","1,605,160,056.20"
经营活动现金流出小计,"158,552,973.37","188,913,479.17","238,672,735.86","133,744,972.32","258,830,351.23","363,705,766.30","98,587,389.23","181,640,813.49","301,814,338.57","443,302,291.45","131,446,281.19","235,013,141.53","339,182,554.39","492,561,436.30","138,966,030.22","247,962,840.63","379,851,260.73","575,472,740.69","381,055,187.38","739,350,964.84","1,188,809,567.61","1,623,378,684.08","440,489,150.77","801,715,982.37","1,169,196,915.14","1,463,748,162.63","399,062,803.74","775,412,689.85","1,832,432,622.78"
偿还债务支付的现金,,"500,000.00","11,037,290.00","37,379,700.00","98,911,062.30","204,045,640.37",,,,,,"8,530,954.18","71,348,423.45","106,464,378.55","26,877,700.85","118,052,342.08","163,414,902.96","181,897,497.29","37,584,705.39","114,308,382.68","505,878,072.67","1,123,691,409.37","144,890,127.88","290,144,708.22","360,785,956.30","442,965,103.17","97,152,467.53","159,597,905.13","220,765,045.91"
经营活动产生的现金流量净额,"11,746,241.90","48,922,198.08","25,547,820.12","23,698,096.16","19,786,801.37","44,050,831.08","61,241,562.90","73,809,402.77","93,530,679.70","135,379,458.63","62,051,945.37","151,113,265.32","169,537,955.02","166,947,918.27","29,618,451.50","106,358,798.70","142,920,252.47","197,888,683.27","42,386,729.00","56,373,382.50","83,603,163.69","234,717,598.14","251,809,378.70","334,083,035.38","414,362,488.16","567,057,136.01","113,052,512.29","218,452,369.24","443,753,627.08"
分配股利、利润或偿还利息支付的现金,,"25,000,445.50","24,182,855.63","19,907,465.49","20,375,367.93","20,788,026.90",,"36,025,048.82","36,025,048.82","36,000,000.00",,"48,000,000.00","48,000,000.00","48,911,776.69","245,049.80","40,489,028.25","40,639,121.00","42,575,159.36","3,565,862.30","53,659,308.01","57,699,014.26","57,003,199.45","729,274.03","119,229,701.48","120,559,459.42","126,057,505.31","928,317.01","122,239,343.06","123,752,666.84"
收回投资收到的现金,"952,798.50",,"34,750,000.00",,,,,,,,,,"395,029,207.52","579,000,000.00","273,000,000.00",,,"1,041,060,000.00",,,,"643,390,000.00",,,,"1,693,963,260.00",,,
支付其他与筹资活动有关的现金,,,"276,669.49","362,101.00",,"630,876.89",,"241,776.08","58,551.38",,,"107,591.07","107,591.07","91,670.81",,,"601,460.10","2,394,645.27","-58,340.32","8,113,522.00","8,424,949.00","5,927,288.63","252,506.70","527,106.91","97,654.31","907,482.00","1,447,728.22","2,163,903.68","20,221,215.24"
取得投资收益收到的现金,,,"17,347.07",,,,,,,,,,"2,677,403.18","4,538,053.60","2,616,635.90","6,799,164.61",,"16,231,509.99",,,,"6,459,168.48",,,,"16,889,070.43",,,
筹资活动现金流出小计,,"25,500,445.50","35,496,815.12","57,649,266.49","119,286,430.23","225,464,544.16",,"36,266,824.90","36,083,600.20","36,000,000.00",,"56,638,545.25","119,456,014.52","155,467,826.05","27,122,750.65","158,541,370.33","204,655,484.06","226,867,301.92","41,092,227.37","176,081,212.69","572,002,035.93","1,186,621,897.45","145,871,908.61","409,901,516.61","481,443,070.03","569,930,090.48","99,528,512.76","284,001,151.87","364,738,927.99"
处置固定资产、无形资产和其他长期资产收回的现金净额,"362,500.00",,"579,214.37",,,"88,397.60",,,"300,000.00","320,965.81",,"30,000.00","40,000.00","238,108.18","14,000.00","78,500.00","-129,178.43","214,688.59","12,251,328.80","365,309.16","2,230,692.76","1,977,548.82","10,072,088.70","2,432,934.63","2,454,934.63","4,025,427.73","193,000.00","193,608.57","241,994.44"
筹资活动产生的现金流量净额,"8,500,000.00","-5,500,445.50","47,777,594.88","-13,349,806.49","-5,512,474.49","593,160,376.21",,"-32,368,068.01","-31,209,761.43","-23,662,107.86","62,819,966.74","55,914,733.86","22,507,590.40","43,166,258.35","31,854,670.53","-43,859,122.08","-49,228,256.57","263,835,374.38","44,115,806.70","781,287,158.83","510,897,579.53","376,729,659.20","11,177,343.88","-216,620,292.88","-210,799,822.90","-254,986,770.91","-57,319,932.43","-205,571,353.87","1,240,421,128.21"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,248,271.63"
四、汇率变动对现金的影响,"-2,421,899.13","-19,342.91","-2,353,178.95","-1,440,954.69","-2,919,064.31","-4,172,885.34","-44,372.63","905,110.21","1,381,773.85","-1,049,441.02","-1,963,702.97","-3,575,977.85","-4,174,422.82","-6,305,740.17","241,766.66","1,301,662.85","1,272,449.17","-1,107,395.27","-5,069,915.63","-38,693,578.78","-2,194,358.21","14,931,612.72","-1,040,450.93","5,809,636.78","3,276,979.47","37,589,672.91","-773,849.60","-6,925,609.25","-6,422,521.59"
收到其他与投资活动有关的现金,,,"10,000,000.00",,,,,,,,,"189,404,845.12","17,808,554.00","42,333,805.00",,"485,000,000.00","716,291,215.37","111,034.93","171,248,519.89","409,109,809.36","565,358,482.95","193,150,988.85","399,977,279.19","949,096,724.80","1,440,221,168.88",,"818,986,884.20","1,640,095,380.32","2,359,559,899.82"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,315,298.50",,"45,346,561.44",,,"88,397.60",,,"300,000.00","320,965.81",,"189,434,845.12","415,555,164.70","626,109,966.78","275,630,635.90","491,877,664.61","716,162,036.94","1,057,617,233.51","183,499,848.69","409,475,118.52","567,589,175.71","844,977,706.15","410,049,367.89","951,529,659.43","1,442,676,103.51","1,714,877,758.16","819,179,884.20","1,640,288,988.89","2,365,050,165.89"
五、现金及现金等价物净增加额,"11,379,202.79","14,262,018.10","9,465,263.55","-26,910,105.69","-37,508,294.57","574,809,584.54","54,881,191.88","18,540,973.02","21,677,592.79","37,465,156.07","-63,043,553.68","31,019,126.82","24,644,155.06","-67,943,300.70","-3,399,651.90","17,128,797.35","-41,502,635.31","-304,120,597.80","106,282,246.58","805,305,687.34","239,006,799.14","337,049,361.01","434,083,449.88","20,200,751.79","28,395,753.72","346,437,271.88","110,807,707.13","-45,480,128.76","515,218,885.08"
购建固定资产、无形资产和其他长期资产支付的现金,"7,760,438.48","29,140,391.57","71,304,536.03","35,817,440.67","45,863,557.14","58,317,135.01","6,315,998.39","23,805,471.95","42,325,099.33","73,523,719.49","37,797,205.59","43,867,739.63","53,782,132.24","108,441,616.52","26,744,139.49","54,550,206.73","76,500,293.02","120,929,292.94","36,837,577.80","61,501,622.97","94,061,290.96","163,868,489.16","35,852,237.47","53,433,270.70","91,962,716.00","105,447,264.29","39,278,607.33","68,814,523.77","164,296,406.89"
期初现金及现金等价物余额,"9,552,639.20","20,931,841.99","35,193,860.09","44,659,123.64","44,659,123.64","44,659,123.64","619,468,708.18","619,468,708.18","619,468,708.18","619,468,708.18","657,864,796.44","656,933,864.25","657,884,209.29","656,933,864.25","592,190,563.56","588,990,563.56","588,990,563.56","588,990,563.56","409,013,577.46","409,013,562.37","416,662,745.21","284,869,965.76","625,036,906.71","625,042,199.64","625,042,199.64","621,919,326.77","968,356,598.65","968,356,598.65","990,251,784.16"
投资支付的现金,,,"34,750,000.00",,"3,000,000.00",,,,,,"148,154,557.23",,"525,000,000.00","789,347,800.00","314,000,000.00",,,"915,000,000.00",,,,"848,880,000.00",,,,"1,612,653,260.00",,,"1,022,877,107.62"
期末现金及现金等价物余额,"20,931,841.99","35,193,860.09","44,659,123.64","17,749,017.95","7,150,829.07","619,468,708.18","674,349,900.06","638,009,681.20","641,146,300.97","656,933,864.25","594,821,242.76","687,952,991.07","682,528,364.35","588,990,563.55","588,790,911.66","606,119,360.91","547,487,928.25","284,869,965.76","515,295,824.04","1,214,319,249.71","655,669,544.35","621,919,326.77","1,059,120,356.59","645,242,951.43","653,437,953.36","968,356,598.65","1,079,164,305.78","922,876,469.89","1,505,470,669.24"
