科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"17,648,657.18","43,193,471.93","17,314,899.45","36,624,096.19","1,036,742,650.16","1,007,878,906.72","916,072,056.59","877,386,069.73","846,085,310.41","817,920,584.05","723,800,890.40","666,962,510.34","655,301,891.29","533,815,201.67","475,723,064.75","468,198,516.68","443,461,571.67","328,317,258.28","318,532,560.56","228,293,609.93","752,754,412.18","188,040,853.94","196,536,040.93","320,156,008.18","258,792,667.97","247,750,256.50","198,929,586.24","217,770,607.74","264,812,725.20","213,407,015.35","410,714,709.78","223,660,021.78","231,307,735.43","109,814,830.03"
短期借款,"91,000,000.00","30,000,000.00","63,000,000.00","63,000,000.00",,,,,,,,,,,"60,000,000.00","58,000,000.00","20,000,000.00","20,000,000.00","70,000,000.00","120,000,000.00","150,000,000.00",,"10,000,000.00","29,000,000.00","59,000,000.00","119,000,000.00","249,000,000.00","310,000,000.00","507,629,593.47","480,000,000.00","696,000,000.00","674,649,078.97","666,000,000.00","536,000,000.00"
交易性金融资产,"1,649,472.00","494,208.00","991,936.00","825,792.00","550,528.00","577,280.00","567,424.00","600,512.00","579,392.00","487,872.00","2,840,691.82","1,993,223.78","650,693.40","2,527,821.09","3,641,894.74","2,814,103.00","547,213.60","722,428.80","1,153,989.60","460,345.60","482,310.40","588,113.86","593,964.80","762,803.20","659,468.31","1,028,566.40","453,939.20","435,635.20","431,974.40","444,787.20","495,123.20","525,324.80","542,713.60","539,968.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,"326,671.80",,,"18,255.05","168,043.89",,,,,,,
应收票据,,"5,940,000.00","4,221,823.75","3,000,000.00","7,967,800.00","34,189,957.60","36,794,527.40","7,900,000.00","34,274,898.91","34,150,047.20","13,802,150.00","2,425,000.00","35,550,712.52","39,057,502.78","20,483,285.15","9,363,924.64","35,172,828.58","64,950,597.38","112,222,596.21","40,211,334.00","85,019,439.50","45,403,827.49","157,173,846.69","56,140,308.80","83,219,070.06","61,031,284.40","187,210,797.43","59,077,065.40","87,644,721.88","58,322,456.61","255,775,420.19","153,650,707.34","59,496,914.00","68,802,746.08"
应付票据,,"12,819,500.00","3,716,000.00","12,211,000.00","8,495,000.00",,,"20,931,584.00","37,048,684.00","18,307,462.88","5,730,647.88","45,685,845.00","88,387,660.00","58,869,834.30","22,732,625.70","43,850,011.40","72,364,120.00","42,580,025.00","9,377,025.00","35,480,420.00","53,634,380.00","18,746,620.00","58,032,773.00","90,559,773.00","112,304,886.04","131,863,013.44","99,951,954.15","106,309,676.00","166,279,881.00","147,958,805.00","53,090,000.00","9,000,000.00","64,813,000.00","138,457,050.00"
应收账款,"46,514,573.48","25,764,207.77","67,034,700.66","87,077,064.08","122,093,523.91","99,696,727.12","138,317,511.93","199,859,727.99","162,028,535.90","136,009,649.74","176,309,205.96","213,035,369.94","194,775,579.03","177,348,251.05","141,647,619.67","233,367,754.08","277,531,032.50","267,991,235.26","165,767,117.54","304,211,750.89","373,556,209.04","327,904,728.81","255,649,401.26","320,485,602.81","399,983,676.22","449,073,567.30","399,932,722.69","495,409,279.66","580,585,877.86","540,542,517.44","385,271,638.38","466,481,913.48","530,382,701.90","425,481,771.90"
应付账款,"16,283,468.89","21,353,247.75","23,074,551.72","29,070,732.67","27,092,501.08","20,505,105.21","27,260,111.00","46,684,226.27","51,459,991.08","31,478,236.37","76,719,238.31","99,180,863.58","82,798,846.34","68,538,285.93","71,006,272.85","67,908,890.64","83,360,627.59","67,324,482.07","96,466,656.70","102,069,065.41","113,663,893.20","98,731,558.34","111,938,842.41","108,949,702.57","131,469,762.90","144,640,827.80","170,054,530.63","179,631,064.29","181,496,013.44","164,014,497.68","198,300,231.00","159,296,929.16","174,427,071.11","134,202,498.76"
预付款项,"14,730,982.02","21,858,747.59","14,359,926.04","19,079,990.29","14,260,324.88","22,139,095.48","45,279,717.93","61,203,767.21","48,883,779.91","65,576,350.61","89,591,542.32","122,412,945.98","78,322,128.49","126,450,653.09","32,806,089.01","37,176,429.53","39,046,045.75","42,242,361.74","32,557,691.76","33,038,785.01","35,493,323.88","31,331,658.96","22,862,154.59","37,650,281.34","41,536,042.72","33,023,472.68","28,002,357.30","44,040,105.92","31,665,053.65","28,742,688.17","32,225,969.03","58,775,860.55","37,395,679.60","58,566,760.55"
预收款项,"26,465,765.53","79,201,393.13","21,563,097.72","6,472,876.32","18,862,869.29","25,567,985.86","3,933,896.95","7,790,123.20","22,044,179.24","17,438,704.02","1,594,784.38","6,981,744.38","30,433,707.14","20,594,995.80","2,716,389.52","8,800,177.55","9,149,588.90","4,490,711.92","5,095,534.27","11,830,434.24","9,366,667.56","6,490,748.47","6,082,264.80","6,347,319.67","5,271,117.88","6,851,413.46","3,958,492.51","7,544,811.82","10,074,068.45","15,935,174.27","15,705,518.13","30,716,537.74","13,608,250.91","30,713,145.10"
