科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"248,356,709.20","334,551,654.37","388,085,410.82","47,713,545.78","94,348,579.42","171,788,759.25","427,033,157.70","38,192,316.74","114,982,247.41","197,672,378.16","520,284,229.26","57,494,936.25","155,387,427.88","279,584,628.40","657,569,914.24","73,651,418.01"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,"30,297,118.68","30,297,118.68","30,297,118.68",,,,,
收到的税费返还,,,"1,072,275.50",,"66,075.21","66,075.21","931,203.43","907,008.46","1,097,743.53","1,303,614.10","3,398,871.81",,"2,177,756.84","3,685,683.49","4,109,961.38","1,198,632.52"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"3,627,263.06","2,093,171.15","1,680,367.49","214,542.49","395,882.34","3,665,836.06","3,961,945.83","430,539.44","13,170,842.51","11,903,703.06","13,086,491.79","2,480,090.75","4,790,674.66","7,301,284.56","10,598,168.45","10,089,863.67"
投资活动现金流出小计,"36,459,229.64","14,378,162.41","5,826,403.55","990,859.26","4,049,599.17","67,590,026.05","68,745,583.65","23,671,834.71","54,868,438.50","120,172,863.77","206,682,359.24","111,847,291.88","158,798,441.40","264,365,984.74","317,308,831.47","152,189,073.58"
经营活动现金流入小计,"251,983,972.26","336,644,825.52","390,838,053.81","47,928,088.27","94,810,536.97","175,520,670.52","431,926,306.96","39,529,864.64","129,250,833.45","210,879,695.32","536,769,592.86","59,975,027.00","162,355,859.38","290,571,596.45","672,278,044.07","84,939,914.20"
投资活动产生的现金流量净额,"-36,036,814.14","-14,363,162.41","-5,825,203.55","-990,859.26","-4,046,604.17","-67,586,461.05","-6,277,424.43","-23,671,834.71","-54,868,438.50","-120,172,253.77","-205,081,249.24","-111,847,291.88","-158,798,441.40","-246,322,739.08","-299,232,127.81","-121,761,991.39"
购买商品、接受劳务支付的现金,"148,757,282.68","191,572,695.11","212,755,969.32","51,200,535.80","101,056,795.88","166,793,663.20","228,703,749.85","60,847,747.21","118,280,508.18","179,024,065.68","256,111,866.73","55,708,755.55","119,295,029.53","203,602,499.66","323,713,318.65","60,246,955.84"
吸收投资收到的现金,,,,,"283,980,400.00","283,980,400.00","303,152,010.00",,"16,363,240.00","16,363,240.00","21,125,328.00",,"1,812,152.20","346,386,124.68","346,386,124.68","11,573,500.00"
支付给职工以及为职工支付的现金,"39,677,205.22","59,146,214.40","83,955,207.90","32,028,278.56","54,916,378.55","83,420,001.91","109,627,716.51","42,825,327.78","74,303,961.85","108,251,521.82","143,240,780.82","48,245,691.06","80,570,821.95","113,086,008.13","147,582,985.87","52,728,267.63"
取得借款收到的现金,"29,360,000.00","32,000,000.00","33,500,000.00",,,,,,,,"8,000,000.00","23,048,289.07","99,164,755.25","99,164,755.25","99,164,755.25","7,000,000.00"
支付的各项税费,"20,788,724.06","25,700,851.49","30,785,162.21","11,264,535.21","17,742,715.79","23,398,690.91","34,505,414.98","9,439,290.45","21,122,038.95","25,572,249.49","45,132,437.90","18,964,877.41","24,466,821.74","33,858,816.93","46,600,271.75","23,494,181.00"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"19,651,228.26","21,831,309.35","29,910,034.86","10,774,816.19","16,080,432.06","22,868,404.18","33,410,430.55","8,639,211.24","25,255,718.04","31,876,323.00","37,149,274.69","12,466,775.43","20,493,736.39","34,944,114.55","41,855,801.61","8,299,286.00"
筹资活动现金流入小计,"29,360,000.00","32,000,000.00","33,500,000.00",,"283,980,400.00","283,980,400.00","303,152,010.00",,"16,363,240.00","16,363,240.00","29,125,328.00","23,048,289.07","100,976,907.45","445,550,879.93","445,550,879.93","18,573,500.00"
经营活动现金流出小计,"228,874,440.22","298,251,070.35","357,406,374.29","105,268,165.76","189,796,322.28","296,480,760.20","406,247,311.89","121,751,576.68","238,962,227.02","344,724,159.99","481,634,360.14","135,386,099.45","244,826,409.61","385,491,439.27","559,752,377.88","144,768,690.47"
偿还债务支付的现金,"19,591,376.20","18,803,823.71","34,472,552.44","648,595.38","9,309,447.07","35,484,217.17","36,171,093.26","696,861.95","2,452,866.41","4,218,133.34","7,242,784.27","3,534,158.02","7,894,597.00","71,061,125.37","91,993,125.37","12,000,000.00"
