科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
经营活动产生的现金流量净额,"23,109,532.04","38,393,755.17","33,431,679.52","-57,340,077.49","-94,985,785.31","-120,960,089.68","25,678,995.07","-82,221,712.04","-109,711,393.57","-133,844,464.67","55,135,232.72","-75,411,072.45","-82,470,550.23","-94,919,842.82","112,525,666.19","-59,828,776.27"
分配股利、利润或偿还利息支付的现金,"854,090.01","10,942,154.12","15,301,531.82","10,446,748.42","13,255,622.65","13,674,931.99","13,810,625.18","53,420.02","9,806,616.63","12,271,654.99","12,258,875.83","460,480.25","18,840,916.70","20,006,722.24","20,160,214.89","274,593.75"
收回投资收到的现金,,,,,,,"62,000,000.00",,,,,,,"18,000,000.00","18,000,000.00","30,000,000.00"
支付其他与筹资活动有关的现金,,,,,,,,,,,"3,296,447.77","1,140,035.05","1,140,035.05","1,661,211.05","2,319,919.05",
取得投资收益收到的现金,,,,,,,"463,808.22",,,,,,,"40,447.66","40,447.66","399,082.19"
筹资活动现金流出小计,"20,445,466.21","29,745,977.83","49,774,084.26","11,095,343.80","22,565,069.72","49,159,149.16","49,981,718.44","750,281.97","12,259,483.04","16,489,788.33","22,798,107.87","5,134,673.32","27,875,548.75","92,729,058.66","114,473,259.31","12,274,593.75"
处置固定资产、无形资产和其他长期资产收回的现金净额,"422,415.50","15,000.00","1,200.00",,"2,995.00","3,565.00","4,351.00",,,610.00,"1,110.00",,,"2,798.00","36,256.00","28,000.00"
筹资活动产生的现金流量净额,"8,914,533.79","2,254,022.17","-16,274,084.26","-11,095,343.80","261,415,330.28","234,821,250.84","253,170,291.56","-750,281.97","4,103,756.96","-126,548.33","6,327,220.13","17,913,615.75","73,101,358.70","352,821,821.27","331,077,620.62","6,298,906.25"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,"1,600,000.00",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"422,415.50","15,000.00","1,200.00",,"2,995.00","3,565.00","62,468,159.22",,,610.00,"1,601,110.00",,,"18,043,245.66","18,076,703.66","30,427,082.19"
五、现金及现金等价物净增加额,"-4,012,748.31","26,284,614.93","11,332,391.71","-69,426,280.55","162,382,940.80","46,274,700.11","272,571,862.20","-106,643,828.72","-160,476,075.11","-254,143,266.77","-143,618,796.39","-169,344,748.58","-168,167,632.93","11,579,239.37","144,371,159.00","-175,291,861.41"
购建固定资产、无形资产和其他长期资产支付的现金,"36,459,229.64","14,378,162.41","5,826,403.55","990,859.26","4,049,599.17","5,590,026.05","6,745,583.65","6,671,834.71","24,571,319.82","89,875,745.09","176,385,240.56","111,847,291.88","134,644,741.40","147,212,284.74","191,225,131.47","2,189,073.58"
期初现金及现金等价物余额,"99,472,937.60","95,460,189.29","121,744,804.22","133,077,195.93","133,077,195.93","133,077,195.93","133,077,195.93","405,649,058.13","405,649,058.13","405,649,058.13","405,649,058.13","262,030,261.74","262,030,261.74","262,030,261.74","262,030,261.74","406,401,420.74"
投资支付的现金,,,,,,"62,000,000.00","62,000,000.00","17,000,000.00",,,,,"24,153,700.00","117,153,700.00","126,083,700.00","150,000,000.00"
期末现金及现金等价物余额,"95,460,189.29","121,744,804.22","133,077,195.93","63,650,915.38","295,460,136.73","179,351,896.04","405,649,058.13","299,005,229.41","245,172,983.02","151,505,791.36","262,030,261.74","92,685,513.16","93,862,628.81","273,609,501.11","406,401,420.74","231,109,559.33"
