科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"732,767,632.79","919,389,495.71","1,198,043,394.93","705,795,034.22","1,083,294,335.51","1,511,810,233.30","579,662,130.13","1,253,604,938.24","1,788,004,205.42","2,041,413,215.45","455,153,507.52","999,821,912.29","1,525,753,692.12","1,761,046,951.27","392,287,617.24","1,022,266,263.31","1,329,439,831.03","1,716,741,122.65","474,835,077.75","968,993,239.51","1,334,968,380.76","1,796,128,777.59","417,183,931.34","1,012,683,093.54","1,616,582,687.16","2,119,610,912.31","636,985,027.31","1,375,662,721.52","2,108,640,390.02","2,752,282,423.06","806,543,575.14","2,436,898,254.19"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,"2,112,553.69","2,795,854.93",,,,"558,932.50","5,658,978.96",,"-188,727,466.94"
收到的税费返还,,,"1,493,657.43","5,593,790.46","5,593,790.46","10,807,627.50",,,"12,184,535.52","13,143,349.05","6,094,099.59","13,336,236.70","17,223,647.80","33,240,325.68","11,702,935.09","32,608,513.81","52,455,567.54","61,669,051.28","18,595,697.39","33,269,714.62","52,076,740.16","68,685,693.56","8,000,303.72","20,102,106.33","20,236,549.80","22,878,294.65","44,789,088.08","55,442,530.84","58,952,773.75","91,798,650.13","9,954,474.63","54,365,148.13"
支付其他与投资活动有关的现金,,,,,,"1,590,000.00",,,,,,,,,,,,,"1,416,000.00","51,416,000.00","51,416,000.00",,"2,704,207.69","2,704,207.00","2,704,207.69","770,000.00",,"1,400,000.00","495,354.00","495,354.00","128,956,560.00",
收到其他与经营活动有关的现金,"6,674,725.15","10,368,607.07","22,678,975.45","24,502,754.27","27,340,433.35","25,957,952.74","9,465,605.60","13,624,120.88","22,814,844.32","38,874,393.03","1,060,473.85","52,516,930.66","16,288,939.53","26,573,030.27","10,300,667.82","15,446,424.78","25,620,296.53","31,103,718.80","30,633,255.70","34,751,600.18","37,530,826.08","16,265,431.87","6,290,730.76","19,608,470.72","21,651,727.25","18,681,327.04","6,047,214.50","20,470,019.47","43,357,553.17","47,727,817.74","92,239,053.46","28,770,639.33"
投资活动现金流出小计,"75,219,482.05","54,047,790.22","291,111,946.92","113,352,023.40","124,482,746.64","146,327,647.76","10,447,265.57","11,463,261.53","27,834,652.73","205,526,549.18","36,441,809.20","153,549,360.03","251,967,820.85","301,479,891.63","82,639,463.42","177,023,629.19","371,283,396.22","684,753,852.80","52,268,587.03","110,614,074.89","144,309,721.36","1,014,443,060.17","457,901,813.91","426,834,327.47","499,879,119.13","822,461,096.24","305,412,011.89","347,695,680.55","341,922,444.05","745,004,166.66","256,275,730.60","555,943,542.63"
经营活动现金流入小计,"739,442,357.94","929,758,102.78","1,222,216,027.81","735,891,578.95","1,116,228,559.32","1,548,575,813.54","589,127,735.73","1,267,229,059.12","1,823,003,585.26","2,093,430,957.53","462,308,080.96","1,065,675,079.65","1,559,266,279.45","1,820,860,307.22","414,291,220.15","1,070,321,201.90","1,407,515,695.10","1,809,513,892.73","524,064,030.84","1,037,014,554.31","1,424,575,947.00","1,881,079,903.02","431,474,965.82","1,052,393,670.59","1,658,470,964.21","2,161,170,534.00","687,821,329.89","1,451,575,271.83","2,210,950,716.94","2,891,808,890.93","908,737,103.23","2,520,034,041.65"
投资活动产生的现金流量净额,"-75,219,482.05","-54,047,790.22","-291,111,946.92","-113,352,023.40","-124,482,746.64","-125,621,647.76","-10,422,265.57","-11,438,261.53","-27,808,688.73","-179,684,471.18","-36,441,809.20","-153,549,360.03","-251,967,820.85","-297,339,891.63","-82,639,463.42","-177,023,099.19","-347,782,866.22","-666,903,890.76","-52,267,282.03","-110,612,769.89","-144,297,416.36","-412,065,227.11","-429,221,059.11","-204,350,661.72","-258,053,540.35","126,266,467.61","-76,941,323.59","-119,218,205.30","-106,048,968.80","47,217,055.98","-253,775,730.60","-549,323,036.97"
购买商品、接受劳务支付的现金,"743,935,740.41","822,563,640.41","952,137,582.44","818,114,044.69","1,220,223,002.71","1,785,132,897.05","266,017,741.64","668,161,325.50","1,099,444,378.54","1,392,442,313.94","264,575,510.28","704,958,390.97","1,174,110,649.02","1,422,716,147.93","423,413,495.43","1,120,930,825.76","1,428,247,461.20","1,840,178,231.41","345,814,518.56","795,051,590.19","1,054,866,720.52","1,470,918,148.60","359,291,295.12","801,918,177.93","1,343,070,508.99","1,641,882,770.31","471,467,622.87","1,250,838,644.49","1,733,663,669.54","2,349,950,013.51","722,276,919.10","1,998,078,492.57"
吸收投资收到的现金,,,,"1,068,950,069.45","1,068,950,069.45","1,071,923,669.45",,,,,,,,,,,,,,,"967,845,950.00","967,845,950.00",,,"910,000.00","1,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","3,000,000.00","3,000,000.00"
