科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"625,480,776.73","1,015,877,738.38","1,446,511,820.60","452,368,512.30","906,618,391.78","1,269,265,912.03","1,683,864,245.70","460,193,020.93","811,409,856.98","1,202,125,768.17","1,682,519,719.22","505,548,541.55","969,864,281.00","1,511,862,201.18","1,959,777,724.48","513,298,212.09"
取得子公司及其他营业单位支付的现金净额,"4,827,283.54","627,566.14",,,,,,,,,"381,070,000.00",,,,,
收到的税费返还,,,,,,,,,,,"218,522.10","4,658.80","1,840.19","1,840.19","1,840.19",
支付其他与投资活动有关的现金,,,,,,,,"400,000,000.00","400,000,000.00","1,200,000,000.00","25,000,000.00",,"10,000,000.00","10,000,000.00","9,000,000.00",
收到其他与经营活动有关的现金,"86,805,559.79","52,238,320.97","84,944,265.97","25,393,117.63","22,670,558.98","50,115,363.63","103,596,306.07","29,642,649.43","23,737,184.89","107,920,971.44","102,739,359.36","19,765,484.11","30,878,064.48","46,033,263.99","152,342,455.54","43,465,481.67"
投资活动现金流出小计,"120,714,861.40","157,634,766.36","202,045,892.57","32,288,074.47","82,241,604.54","115,848,667.54","256,847,149.40","453,115,206.82","504,592,701.48","1,349,758,258.14","1,736,269,548.26","148,053,371.83","172,885,921.18","208,523,077.91","260,269,019.35","44,804,456.33"
经营活动现金流入小计,"712,286,336.52","1,068,116,059.35","1,531,456,086.57","477,761,629.93","929,288,950.76","1,319,381,275.66","1,787,460,551.77","489,835,670.36","835,147,041.87","1,310,046,739.61","1,785,477,600.68","525,318,684.46","1,000,744,185.67","1,557,897,305.36","2,112,122,020.21","556,763,693.76"
投资活动产生的现金流量净额,"-101,998,515.25","-151,843,288.09","-196,497,288.90","-32,288,074.47","-76,045,708.53","-109,572,771.53","-250,513,217.59","-453,115,206.82","-504,536,312.00","-337,638,803.40","-419,369,339.90","-143,981,596.89","-62,010,819.08","-85,046,260.56","-149,196,877.34","-44,217,807.33"
购买商品、接受劳务支付的现金,"617,061,238.21","440,047,001.56","752,517,639.11","246,947,654.07","459,263,287.08","673,120,903.01","830,213,072.09","205,738,117.35","387,185,557.43","683,693,066.89","927,848,050.51","302,670,567.29","674,913,332.41","1,234,952,039.47","1,563,586,307.97","329,138,992.24"
吸收投资收到的现金,,"5,880,000.00",,,,"446,182,409.40","446,182,409.40",,,,,,,,"4,800,000.00",
支付给职工以及为职工支付的现金,"65,120,039.75","84,285,468.64","112,874,403.23","48,700,012.37","75,101,095.93","108,744,377.66","141,868,793.03","51,051,383.82","85,478,078.72","119,296,249.58","155,104,334.39","54,413,957.55","90,363,740.37","127,010,928.01","165,353,098.75","55,775,549.63"
取得借款收到的现金,"100,000,000.00","130,000,000.00","20,000,000.00",,"1,715,000.00","1,715,000.00",,,,,,"14,023,584.91","8,900,000.00","8,900,000.00","8,900,000.00",
支付的各项税费,"52,320,969.03","85,364,413.72","54,808,224.95","25,285,053.05","40,206,502.23","61,484,402.75","74,654,163.11","36,894,838.41","53,558,610.65","55,423,186.29","87,698,474.18","27,280,220.32","44,455,031.88","67,994,498.56","100,269,007.29","23,572,584.18"
收到其他与筹资活动有关的现金,,,,,,"17,728,190.60",,,,,"21,657,534.25",,"67,047,169.80","120,319,328.73","66,227,000.00","13,200,000.00"
支付其他与经营活动有关的现金,"121,376,665.43","193,391,796.05","227,672,930.54","63,767,371.99","123,893,925.81","179,719,739.56","276,395,901.13","87,347,365.35","135,032,120.07","301,640,629.58","306,011,462.88","166,180,517.73","248,198,884.17","342,309,065.53","432,115,794.67","114,555,040.76"
筹资活动现金流入小计,"100,000,000.00","135,880,000.00","20,000,000.00",,"1,715,000.00","465,625,600.00","446,182,409.40",,,,"21,657,534.25","14,023,584.91","75,947,169.80","129,219,328.73","79,927,000.00","13,200,000.00"
经营活动现金流出小计,"855,878,912.42","803,088,679.97","1,147,873,197.83","384,700,091.48","698,464,811.05","1,023,069,422.98","1,323,131,929.36","381,031,704.93","661,254,366.87","1,160,053,132.34","1,476,662,321.96","550,545,262.89","1,057,930,988.83","1,772,266,531.57","2,261,324,208.68","523,042,166.81"
偿还债务支付的现金,,"150,000,000.00","80,000,000.00","7,620,000.00","27,620,000.00","27,620,000.00","20,000,000.00",,,,"1,540,000.00","40,509,534.25","23,042,000.00","23,542,000.00","24,683,600.00","1,404,600.00"
经营活动产生的现金流量净额,"-143,592,575.90","265,027,379.38","383,582,888.74","93,061,538.45","230,824,139.71","296,311,852.68","464,328,622.41","108,803,965.43","173,892,675.00","149,993,607.27","308,815,278.72","-25,226,578.43","-57,186,803.16","-214,369,226.21","-149,202,188.47","33,721,526.95"
分配股利、利润或偿还利息支付的现金,"932,391.94","5,305,811.09","3,178,928.46","1,160,055.56","2,558,163.21","2,558,163.21","2,995,329.16",,"32,293,781.68","34,037,794.51","44,667,199.41","6,620,179.22","49,772,112.88","65,299,590.26","69,105,714.07","678,880.48"
收回投资收到的现金,"15,000,000.00",,,,,,,,,,"1,200,000,000.00","3,742,958.09","103,750,000.00","116,750,000.00","105,071,365.15","586,649.00"
支付其他与筹资活动有关的现金,"3,180,000.00","2,340,000.00","2,450,000.00",,,"8,173,333.00",,,,,"64,000,000.00",,"34,091,534.25","152,219,286.34","127,918,183.79","5,160,000.00"
取得投资收益收到的现金,"3,082,514.66","5,238,503.94","4,874,685.10",,"6,195,896.01","6,195,896.01","6,195,896.01",,,"12,104,250.74","13,170,641.15","289,689.79","7,067,511.54","6,707,756.05","5,977,772.62",
筹资活动现金流出小计,"4,112,391.94","157,645,811.09","85,628,928.46","8,780,055.56","30,178,163.21","38,351,496.21","22,995,329.16",,"32,293,781.68","34,037,794.51","110,207,199.41","47,129,713.47","106,905,647.13","241,060,876.60","221,707,497.86","7,243,480.48"
处置固定资产、无形资产和其他长期资产收回的现金净额,"633,831.49","552,974.33","673,918.57",,,"80,000.00","138,035.80",,"56,389.48","15,204.00","718,828.57","39,127.06","57,590.56","19,061.30","23,004.24",
筹资活动产生的现金流量净额,"95,887,608.06","-21,765,811.09","-65,628,928.46","-8,780,055.56","-28,463,163.21","427,274,103.79","423,187,080.24",,"-32,293,781.68","-34,037,794.51","-88,549,665.16","-33,106,128.56","-30,958,477.33","-111,841,547.87","-141,780,497.86","5,956,519.52"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
