科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"51,964,777.19","18,959,106.20","25,615,805.12","10,764,255.13","86,644,118.84","350,267,803.86","341,303,687.37","352,091,629.50","316,697,369.21","288,792,025.19","256,624,055.53","241,210,417.19","265,350,518.31","215,844,282.11","133,397,449.57","102,608,542.54","163,757,808.03","746,704,584.26","457,671,186.46","439,805,187.62","496,163,308.22","399,550,602.79","540,608,480.71","368,723,022.27","352,386,169.07","293,303,414.14","315,885,966.56","286,444,489.79","336,008,887.32","617,815,007.53","251,883,959.34","695,971,166.31","1,730,319,326.81","1,264,544,023.41","1,574,906,410.94","1,257,958,739.63"
短期借款,"4,500,000.00","36,700,000.00","61,600,000.00","79,500,000.00","152,740,000.00","75,140,000.00","95,140,000.00","120,140,000.00","145,000,000.00","220,000,000.00","272,000,000.00","323,940,000.00","402,595,110.96","428,540,000.00","439,500,000.00","520,450,000.00","582,050,000.00","602,050,000.00","586,150,000.00","724,718,848.06","769,746,128.26","835,238,737.13","1,052,000,000.00","962,000,000.00","1,022,000,000.00","1,123,420,000.00","1,059,300,000.00","1,184,570,600.00","1,241,100,000.00","1,279,300,000.00","1,119,300,000.00","1,271,800,000.00","783,800,000.00","835,087,272.52","1,151,360,593.03","1,091,567,803.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"62,025.60","275,286.98","1,458,231.40","460,537.39","2,206,675.23","1,767,435.52","10,043,173.05",,"6,116,799.99","5,845,598.75","6,215,174.47","4,097,034.99","8,641,894.91","14,572,352.75","10,977,590.94","24,389,782.48","9,908,270.94","15,466,112.49","16,584,681.33","35,424,111.82","29,757,769.66","37,108,704.75","37,035,698.58","17,242,386.06","12,497,030.12","42,301,518.81","58,944,579.71","22,435,971.97","41,641,949.31","38,457,310.84","43,043,303.21","35,202,828.85","30,575,667.88","117,590,626.03","66,763,313.81"
应付票据,"17,622,607.87","24,068,016.94","23,553,645.06","37,421,398.19","39,787,854.73","38,215,395.27","49,371,252.18","76,801,847.16","69,445,299.60","46,702,623.82","71,231,146.94","86,548,810.58","52,685,156.62","35,799,701.47","40,613,948.97","34,071,856.25","43,560,738.65","36,739,665.81","60,983,928.45","51,120,003.23","38,273,523.31","40,975,036.08","18,784,742.29","71,124,886.31","37,746,198.34","24,043,201.96","59,683,761.86","69,425,828.32","71,745,410.22","24,895,729.49","52,599,946.16","61,362,777.70","118,059,926.09","42,396,963.78","17,823,594.16","45,496,912.11"
应收账款,"43,913,822.48","46,095,670.41","63,008,442.92","87,490,970.76","72,368,738.94","99,865,363.55","138,758,383.30","127,506,916.45","154,677,479.73","195,893,468.57","290,363,957.14","295,165,231.52","387,469,018.35","399,921,607.49","656,247,171.20","709,622,626.12","711,900,751.09","713,466,075.93","756,042,321.85","771,678,053.87","863,165,209.68","828,823,467.79","877,432,556.57","957,944,549.21","853,910,814.82","860,874,783.85","826,742,989.48","823,153,065.16","775,241,427.32","726,908,573.37","871,176,840.70","1,064,586,791.17","1,034,310,694.14","1,135,629,767.93","1,055,055,366.73","1,154,196,273.07"
应付账款,"24,084,768.89","20,562,637.58","24,495,771.07","38,420,804.08","29,676,309.12","41,141,446.11","48,054,262.65","47,588,933.91","45,963,109.92","60,920,705.23","97,944,022.29","106,617,452.42","84,317,469.93","137,587,706.56","299,184,045.21","303,931,655.81","236,384,361.93","273,202,842.76","162,799,101.85","208,712,334.91","304,934,078.06","259,194,454.60","245,476,161.22","293,987,245.13","258,008,180.87","182,355,173.22","268,168,228.08","241,154,404.99","251,493,622.45","232,716,882.74","325,781,134.68","613,839,847.09","476,661,589.83","460,255,035.29","375,068,294.55","347,214,528.76"
预付款项,"11,369,924.07","15,026,143.20","10,056,471.62","43,980,009.48","19,602,912.58","38,697,504.43","24,232,447.77","42,445,419.61","27,694,584.64","62,617,110.12","69,374,632.99","108,701,221.36","72,930,182.57","116,807,402.26","114,091,368.99","165,111,826.78","100,571,887.60","163,333,940.79","129,726,419.94","196,474,503.76","108,323,317.20","202,049,009.19","141,051,292.41","156,770,193.50","55,506,788.35","51,149,450.62","43,868,744.71","45,096,476.83","46,488,915.11","75,504,385.62","67,583,801.85","96,640,893.71","123,595,451.47","193,334,424.34","128,863,651.58","161,402,944.67"
预收款项,"2,164,423.89","2,573,298.19","3,413,023.07","12,770,444.38","8,669,999.16","2,476,021.76","7,945,713.01","6,538,647.08","6,123,064.39","11,202,175.44","7,872,674.13","14,003,773.17","3,159,630.89","18,629,923.58","10,894,648.09","16,570,559.53","9,197,655.05","26,461,791.55","26,636,061.31","37,042,290.25","45,834,839.94","35,689,545.70","30,129,002.98","37,971,366.22","24,565,307.77","18,112,984.64","30,707,537.74","32,994,520.04","30,597,843.08","13,178,765.86","10,186,631.29","13,071,248.23","87,678,423.40","50,193,548.91","41,490,664.80","44,066,157.54"
其他应收款,"4,297,544.73","3,985,271.74","3,611,251.90",,"9,335,232.78","23,150,457.90","9,099,702.11","12,685,764.49","14,441,824.37","35,608,543.11","17,556,963.87","30,071,334.37","18,524,977.10","56,059,592.64","21,403,709.63","24,453,759.08","20,903,998.48","31,477,060.31","44,834,593.08","48,572,951.08","22,195,989.66","28,088,275.65","29,122,298.24","31,918,299.55","18,753,068.56","30,322,267.63","23,972,355.07","36,810,858.13","29,477,514.30","35,024,203.52","35,189,128.76","99,292,487.49","56,430,031.48","50,445,015.31","47,409,689.21","75,900,795.84"
