科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"217,636,523.66","211,141,670.45","230,766,383.24","357,686,720.98","303,549,511.14","312,087,540.88","110,912,993.02","207,831,124.08","133,066,407.01","227,428,189.77","118,360,329.53","168,894,770.58","229,891,623.95","109,863,454.92","116,603,918.86","214,631,044.11","137,110,842.46","239,347,219.42","182,214,707.01","352,022,150.06","209,312,007.93","546,714,122.22","294,498,331.74","488,502,415.15","113,218,573.34","307,905,563.67","134,020,702.71","290,869,742.57","202,060,497.67","382,699,801.61","316,731,323.34","192,977,732.97","265,776,822.75","582,825,434.31","343,258,446.15","486,062,297.07","187,029,155.14","181,442,656.38","172,509,726.76","353,525,264.36","439,486,569.66","301,725,761.89","285,815,430.78","625,132,231.73","892,794,138.58","885,916,346.04"
短期借款,"195,550,000.00","684,064,169.30","190,110,460.00","185,000,000.00","255,000,000.00","315,000,000.00","707,000,000.00","533,000,000.00","533,000,000.00","602,500,000.00","502,500,000.00","462,500,000.00","582,500,000.00","522,500,000.00","473,000,000.00","423,000,000.00","423,000,000.00","523,000,000.00","1,023,000,000.00","560,000,000.00","580,000,000.00","860,000,000.00","860,000,000.00","1,360,000,000.00","1,210,000,000.00","1,231,000,000.00","1,260,000,000.00","1,418,600,000.00","1,470,100,000.00","1,348,000,000.00","1,170,000,000.00","1,038,362,941.38","1,270,635,828.17","1,461,193,191.01","1,304,306,519.14","1,117,589,391.95","1,033,678,737.70","988,285,686.86","1,013,540,073.75","990,000,000.00","1,030,000,000.00","1,186,000,000.00","1,216,000,000.00","1,056,000,000.00","1,059,590,360.00","1,099,990,360.00"
交易性金融资产,"260,130.00",,"2,293,380.00","3,715,200.00",,,,,,,"67,060.00","43,440.00","59,280.00","117,550.00","213,830.00","170,990.00","320,960.00","279,926.50","240,573.00","195,345.00","181,715.50","178,172.00","166,283.50","146,040.50","147,325.10","122,966.00","51,735,575.00","49,895,104.59","57,415,502.91","60,675,332.80","4,488,890.00","53,550.00","5,836,896.00","35,674,936.88","9,880,223.20","47,705,992.70","52,513,661.00","22,337,255.60","684,560.00","684,560.00",,,,,,
交易性金融负债,,,"501,340,000.00","506,365,000.00","511,390,000.00","516,415,000.00",,,,,,,,,"501,100,000.00","505,600,000.00","501,350,555.56","506,875,555.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"4,431,732.96","5,793,909.50","6,929,843.52","13,929,705.97","4,761,800.37","8,023,095.69","16,519,410.79","18,020,334.45","8,293,518.29","8,135,573.07","8,146,999.55","11,697,454.80","7,008,264.94","10,979,617.48","10,306,889.93","27,539,906.70","13,474,167.91","13,951,865.78","24,725,686.21","53,819,898.39","15,807,086.23","26,966,244.60","35,756,366.59","39,528,178.50","17,870,499.20","17,334,792.21","7,984,732.20","32,695,409.47","9,906,224.84","11,993,091.36","11,442,616.58","33,988,427.80","26,126,147.80","19,854,584.80","15,565,848.90","34,196,272.40","5,289,901.80","791,471.72","6,643,901.06","42,041,595.64","29,911,750.25","888,397.00","9,853,954.09","20,072,366.55","27,001,564.41","23,875,227.04"
应付票据,"3,000,000.00","5,000,000.00","5,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,,"5,500,000.00","10,500,000.00","6,815,100.00","4,815,100.00","5,000,000.00","5,000,000.00",,,"3,600,000.00","3,900,000.00",,,,"8,000,000.00",,,,,,,,,,,"5,500,000.00","5,500,000.00","15,010,000.00",,"21,345,000.00","21,345,000.00",,,,,,,
应收账款,"145,040,425.12","158,740,528.77","183,526,930.80","89,490,860.59","172,162,684.77","171,517,539.06","199,956,538.85","48,146,321.45","93,784,719.14","116,892,596.95","139,112,580.75","28,474,083.14","117,611,173.45","111,381,943.52","125,712,190.16","28,023,101.91","92,389,135.56","113,035,999.42","206,499,087.62","32,405,780.15","94,250,086.30","123,089,475.18","145,237,423.80","36,716,192.59","89,864,088.97","149,294,529.83","175,200,163.54","73,862,063.50","138,182,140.02","186,396,843.62","231,223,218.95","136,502,884.37","192,963,903.23","234,038,135.19","237,300,980.10","103,323,820.74","31,026,039.52","43,899,204.77","56,009,902.98","27,799,689.77","30,561,162.84","63,545,092.93","58,754,729.13","85,201,177.76","90,254,899.64","102,590,627.30"
应付账款,"67,913,035.59","71,706,519.95","76,007,719.60","64,085,057.92","99,983,396.64","93,695,809.95","136,970,543.93","67,616,180.44","57,230,714.07","80,611,270.64","80,278,923.71","58,886,982.94","69,901,110.27","69,062,677.55","64,093,254.27","53,432,728.73","117,057,591.39","108,451,499.00","115,712,735.38","36,315,757.56","65,171,299.22","123,828,598.91","85,442,982.78","48,374,649.26","77,545,022.02","66,550,943.66","49,483,543.10","80,075,417.46","109,593,985.98","116,869,169.62","112,093,790.09","83,502,422.65","164,439,438.43","154,834,041.40","154,961,426.02","115,659,857.59","20,406,030.90","21,601,489.91","22,535,006.97","29,649,198.57","26,118,766.65","24,609,520.39","25,216,069.74","511,373,121.02","399,558,145.14","424,964,968.59"
预付款项,"99,605,346.17","76,024,493.68","90,122,541.74","70,776,839.50","97,385,045.75","90,830,092.87","97,696,382.67","34,215,449.19","35,356,182.78","48,816,527.10","79,626,820.98","41,050,815.24","60,103,393.48","145,303,471.15","624,666,821.92","103,468,656.85","118,003,774.43","137,622,955.27","150,458,915.06","97,645,515.85","180,040,946.91","170,062,607.65","214,000,183.76","265,134,697.87","287,870,337.83","139,026,359.30","249,855,985.41","117,419,873.01","162,054,113.03","159,059,717.71","152,701,395.67","85,836,859.68","323,608,725.37","172,458,709.86","105,821,016.45","85,972,010.95","167,566,406.59","224,191,418.78","273,936,546.71","37,162,184.43","154,144,728.10","177,610,469.87","177,383,322.63","80,083,258.87","165,097,797.64","160,768,080.19"
预收款项,"44,646,806.03","36,514,648.70","56,951,664.29","34,480,913.18","42,487,502.75","33,397,237.93","30,994,324.73","23,697,030.19","29,353,809.83","30,109,413.69","35,356,001.65","35,371,080.40","47,451,781.37","36,790,011.99","52,564,650.53","35,716,135.98","63,188,526.26","35,950,708.97","42,647,876.78","29,153,108.48","54,980,020.18","33,047,126.49","33,987,417.90","27,459,842.50","54,964,536.73","40,978,690.31","44,517,016.15","34,256,182.51","34,738,063.55","38,215,826.25","76,109,567.29","76,124,726.67","96,198,575.09","88,687,266.27","68,066,079.83","67,480,362.76","79,824,596.49","87,573,520.34","73,609,100.10","23,670,026.41","24,713,810.46","24,989,038.77","28,292,531.41","54,125,931.04","70,753,140.60","44,478,710.48"
