科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"614,347,313.48","510,137,620.44","789,908,264.48","350,901,313.98","558,404,578.59","857,881,390.38","201,613,271.05","583,545,907.35","667,570,590.98","966,944,668.19","210,472,875.45","534,153,759.35","693,877,606.18","959,666,711.27","304,417,558.19","592,316,845.55","942,650,332.70","1,113,739,246.74","397,870,968.16","810,234,804.07","1,228,367,897.24","1,565,749,321.97","406,626,367.31","664,712,810.12","1,050,227,551.27","1,819,454,102.80","637,882,010.40","1,217,211,740.74","1,985,008,444.64","2,854,624,196.17","828,000,502.39"
取得子公司及其他营业单位支付的现金净额,,"6,650,000.00","2,700,000.00",,,,,"139,459,199.60","139,459,199.60","139,395,733.78",,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,"273,000,000.00",,,"44,000,000.00","37,310,243.14",,"93,000,000.00","131,000,000.00","38,000,000.00","111,000,000.00",,"125,000,000.00",,"83,000,000.00","100,000,000.00","167,700,000.00","30,000,000.00","30,000,000.00","30,000,000.00","25,000,000.00",,"100,000,000.00","150,000,000.00","80,000,000.00","80,000,000.00","50,000,000.00"
收到其他与经营活动有关的现金,"6,013,493.39","324,326.82","2,470,284.59","2,034,931.47","3,332,483.72","5,801,667.68","399,895.09","3,015,660.28","6,610,541.57","6,934,092.64","948,889.96","1,686,932.33","4,400,785.02","2,972,113.29","1,131,460.68","2,031,791.95","3,188,038.87","2,325,519.44","2,030,292.83","3,337,747.55","5,631,154.52","5,739,269.42","52,024,903.06","62,921,987.89","13,467,343.23","7,804,973.43","11,613,540.04","25,709,057.62","26,225,223.63","9,718,524.63","7,599,877.03"
投资活动现金流出小计,"5,190,551.00","8,536,158.10","5,746,277.95","2,176,145.92","3,294,340.07","289,057,789.06","3,493,829.34","144,378,638.15","190,342,213.07","186,451,979.88","13,061,601.97","118,321,005.67","168,281,658.05","89,544,301.52","124,164,629.88","27,066,529.85","185,869,476.72","84,001,977.69","111,525,388.17","143,279,099.00","224,315,705.46","204,098,893.70","167,813,615.37","236,720,519.07","281,915,738.81","436,723,192.46","144,472,066.91","204,787,336.12","147,500,313.79","229,247,737.30","72,605,806.62"
经营活动现金流入小计,"620,360,806.87","510,461,947.26","792,378,549.07","352,936,245.45","561,737,062.31","863,683,058.06","202,013,166.14","586,561,567.63","674,181,132.55","973,878,760.83","211,421,765.41","535,840,691.68","698,278,391.20","962,638,824.56","305,549,018.87","594,348,637.50","945,838,371.57","1,116,064,766.18","399,901,260.99","813,572,551.62","1,233,999,051.76","1,571,488,591.39","458,651,270.37","727,634,798.01","1,063,694,894.50","1,827,259,076.23","649,495,550.44","1,242,920,798.36","2,011,233,668.27","2,864,342,720.80","835,600,379.42"
投资活动产生的现金流量净额,"-5,190,551.00","-8,483,158.10","-5,634,130.29","-2,158,445.92","-3,276,640.07","-287,681,564.15","-2,338,625.47","-50,557,901.35","-96,521,476.27","-176,778,633.06","133,877,275.31","114,832,217.82","67,038,617.88","232,052,223.00","-122,570,258.15","-16,940,118.53","-175,289,462.53","-33,264,996.37","-108,038,860.78","-139,041,344.22","-219,389,978.07","-198,553,678.89","-167,732,574.27","-236,564,724.54","-281,178,684.00","-405,532,818.47","-144,347,381.97","-204,065,527.89","-145,808,368.58","-226,403,983.88","8,183,234.48"
购买商品、接受劳务支付的现金,"537,504,516.16","445,392,199.84","658,774,861.62","324,382,109.43","555,109,280.22","740,053,123.27","246,736,935.79","559,254,944.87","644,321,266.12","880,489,856.89","289,639,804.63","619,221,436.52","780,390,924.18","1,060,522,364.89","311,478,853.85","569,459,804.31","910,708,760.87","920,448,086.83","411,039,090.43","754,123,226.45","1,229,244,619.17","1,494,624,983.53","453,494,333.96","605,507,661.79","969,484,567.51","1,698,750,714.30","615,052,052.90","1,069,586,265.46","1,793,523,279.43","2,579,896,316.81","886,668,825.75"
吸收投资收到的现金,"5,380,000.00",,,,"571,000,000.00","571,000,000.00",,,,,,,,,,,,,,,,"945,000.00",,"828,600,000.00","833,500,000.00","831,475,000.00",,,,,
支付给职工以及为职工支付的现金,"10,398,555.63","10,354,092.61","11,495,271.21","7,174,033.86","11,564,260.37","18,751,487.70","5,525,599.38","10,030,944.44","15,635,865.83","24,634,996.08","6,671,258.26","14,870,493.96","24,239,128.57","35,066,517.15","9,324,945.36","18,949,597.19","30,020,355.69","45,485,670.59","9,441,045.49","18,791,945.22","25,125,997.52","40,196,724.32","9,911,724.75","20,445,326.59","27,947,862.74","41,208,103.06","10,615,735.24","20,713,056.21","35,535,279.23","52,255,925.12","13,410,968.99"
取得借款收到的现金,"49,000,000.00","70,000,000.00","30,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00",,,,,,,,"130,000,000.00",,"59,000,000.00","109,000,000.00","159,000,000.00","30,000,000.00","160,000,000.00","290,000,000.00","360,000,000.00","250,000,000.00","530,000,000.00","610,000,000.00","670,000,000.00",,"330,000,000.00","558,146,000.00","680,000,000.00","180,000,000.00"
支付的各项税费,"26,570,606.36","24,674,074.13","39,800,034.18","25,089,764.75","40,413,405.84","50,230,073.18","5,679,403.23","31,308,510.51","48,123,038.33","60,334,606.67","12,249,189.60","38,551,506.86","55,825,198.54","75,464,475.89","15,354,453.45","50,893,755.25","47,324,792.33","83,033,764.46","15,356,765.37","41,537,631.68","64,791,162.52","85,637,327.03","26,298,744.23","46,322,519.27","68,382,798.05","107,137,671.50","18,887,224.55","47,073,323.79","69,577,112.02","97,437,018.28","27,976,783.18"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"22,417,049.42","10,165,606.77","9,506,876.40","13,256,707.44","16,892,719.69","28,278,044.74","6,761,631.08","17,903,520.01","25,418,025.34","21,224,622.60","10,842,034.41","15,790,236.63","30,093,608.64","33,713,966.11","6,091,508.49","13,736,236.35","18,902,465.41","33,914,408.90","6,983,470.16","14,231,257.39","32,492,817.68","32,219,242.06","4,002,953.07","22,639,813.42","18,824,247.75","33,411,878.57","44,695,195.30","50,864,485.73","55,854,746.65","71,325,496.40","26,703,204.60"
筹资活动现金流入小计,"54,380,000.00","70,000,000.00","30,000,000.00","25,000,000.00","596,000,000.00","596,000,000.00",,,,,,,,"130,000,000.00",,"59,000,000.00","109,000,000.00","159,000,000.00","30,000,000.00","160,000,000.00","290,000,000.00","360,945,000.00","250,000,000.00","1,358,600,000.00","1,443,500,000.00","1,501,475,000.00",,"330,000,000.00","558,146,000.00","680,000,000.00","180,000,000.00"
经营活动现金流出小计,"596,890,727.57","490,585,973.35","719,577,043.41","369,902,615.48","623,979,666.12","837,312,728.89","264,703,569.48","618,497,919.83","733,498,195.62","986,684,082.24","319,402,286.90","688,433,673.97","890,548,859.93","1,204,767,324.04","342,249,761.15","653,039,393.10","1,006,956,374.30","1,082,881,930.78","442,820,371.45","828,684,060.74","1,351,654,596.89","1,652,678,276.94","493,707,756.01","694,915,321.07","1,084,639,476.05","1,880,508,367.43","689,250,207.99","1,188,237,131.19","1,954,490,417.33","2,800,914,756.61","954,759,782.52"
偿还债务支付的现金,"47,500,000.00","69,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","55,000,000.00",,,,,,,,,,,"80,000,000.00","130,000,000.00",,"59,000,000.00","109,000,000.00","159,000,000.00","60,000,000.00","240,000,000.00","615,000,000.00","750,000,000.00",,"170,000,000.00","220,000,000.00","480,000,000.00","98,146,000.00"
经营活动产生的现金流量净额,"23,470,079.30","19,875,973.91","72,801,505.66","-16,966,370.03","-62,242,603.81","26,370,329.17","-62,690,403.34","-31,936,352.20","-59,317,063.07","-12,805,321.41","-107,980,521.49","-152,592,982.29","-192,270,468.73","-242,128,499.48","-36,700,742.28","-58,690,755.60","-61,118,002.73","33,182,835.40","-42,919,110.46","-15,111,509.12","-117,655,545.13","-81,189,685.55","-35,056,485.64","32,719,476.94","-20,944,581.55","-53,249,291.20","-39,754,657.55","54,683,667.17","56,743,250.94","63,427,964.19","-119,159,403.10"
分配股利、利润或偿还利息支付的现金,"1,012,404.64","1,858,685.40","1,349,866.43","631,196.80","759,321.80","1,508,308.36",,,"9,600,000.00","9,600,000.00",,,"5,199,642.50","12,990,000.00","1,421,666.65","4,046,583.30","11,983,838.30","20,563,724.96","2,611,416.66","5,282,199.97","21,898,312.44","26,846,549.88","5,884,784.70","30,669,153.55","36,046,019.96","39,654,186.15","2,963,437.52","6,517,145.86","45,922,466.69","56,752,074.20","4,537,495.04"
收回投资收到的现金,,,,,,,,,,,,,,,,"5,000,000.00","5,000,000.00","5,000,000.00",,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,"2,200,000.00",,,"3,341,500.00",,"3,935,125.01","3,935,125.01","4,286,298.92",,"49,049.84","59,865.39",,,"151,222.22","1,107,168.11",,,,,,,"138,321.49","138,321.49",,,,,,
取得投资收益收到的现金,,,,,,,,,,,,,,"4,337,629.69","1,594,371.73","4,126,411.32","5,577,044.19","7,594,011.32","716,527.39","1,464,954.78","2,110,927.39","2,715,551.49","81,041.10","155,794.53","737,054.81","1,185,273.99","124,684.94","721,808.23","1,691,945.21","2,843,753.42","789,041.10"
筹资活动现金流出小计,"48,512,404.64","70,858,685.40","33,549,866.43","30,631,196.80","30,759,321.80","59,849,808.36",,"3,935,125.01","13,535,125.01","13,886,298.92",,"49,049.84","5,259,507.89","12,990,000.00","1,421,666.65","4,197,805.52","93,091,006.41","150,563,724.96","2,611,416.66","64,282,199.97","130,898,312.44","185,846,549.88","65,884,784.70","270,807,475.04","651,184,341.45","789,654,186.15","2,963,437.52","176,517,145.86","265,922,466.69","536,752,074.20","102,683,495.04"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"53,000.00","112,147.66","17,700.00","17,700.00","17,700.00","1,400.00","1,400.00","1,400.00","1,800.00",,"2,950.00","2,950.00","23,546.15",,,"2,970.00","142,970.00","2,770,000.00","2,772,800.00","2,814,800.00","2,829,663.32",,,,"5,100.00",,,,,
筹资活动产生的现金流量净额,"5,867,595.36","-858,685.40","-3,549,866.43","-5,631,196.80","565,240,678.20","536,150,191.64",,"-3,935,125.01","-13,535,125.01","-13,886,298.92",,"-49,049.84","-5,259,507.89","117,010,000.00","-1,421,666.65","54,802,194.48","15,908,993.59","8,436,275.04","27,388,583.34","95,717,800.03","159,101,687.56","175,098,450.12","184,115,215.30","1,087,792,524.96","792,315,658.55","711,820,813.85","-2,963,437.52","153,482,854.14","292,223,533.31","143,247,925.80","77,316,504.96"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,"1,358,524.91","1,153,803.87","93,819,336.80","93,819,336.80","9,671,546.82","146,938,877.28","233,150,273.49","235,317,325.93","317,235,348.68",,"1,000,000.00",,"38,000,000.00",,,,,,,,"30,000,000.00",,,,,"80,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"53,000.00","112,147.66","17,700.00","17,700.00","1,376,224.91","1,155,203.87","93,820,736.80","93,820,736.80","9,673,346.82","146,938,877.28","233,153,223.49","235,320,275.93","321,596,524.52","1,594,371.73","10,126,411.32","10,580,014.19","50,736,981.32","3,486,527.39","4,237,754.78","4,925,727.39","5,545,214.81","81,041.10","155,794.53","737,054.81","31,190,373.99","124,684.94","721,808.23","1,691,945.21","2,843,753.42","80,789,041.10"
五、现金及现金等价物净增加额,"24,147,123.66","10,534,130.41","63,617,508.94","-24,756,012.75","499,721,434.32","274,838,956.66","-65,029,028.81","-86,429,378.56","-169,373,664.35","-203,470,253.39","25,896,753.82","-37,809,814.31","-130,491,358.74","106,933,723.52","-160,692,667.08","-20,828,679.65","-220,498,471.67","8,354,114.07","-123,569,387.90","-58,435,053.31","-177,943,835.64","-104,644,914.32","-18,673,844.61","883,947,277.36","490,192,393.00","253,038,704.18","-187,065,477.04","4,100,993.42","203,158,415.67","-19,728,093.89","-33,659,663.66"
购建固定资产、无形资产和其他长期资产支付的现金,"5,190,551.00","1,886,158.10","3,046,277.95","2,176,145.92","3,294,340.07","16,057,789.06","3,493,829.34","4,919,438.55","6,883,013.47","9,746,002.96","8,061,601.97","20,321,005.67","32,281,658.05","46,544,301.52","13,164,629.88","27,066,529.85","60,869,476.72","84,001,977.69","28,525,388.17","43,279,099.00","56,615,705.46","74,098,893.70","11,868,615.37","31,720,519.07","53,915,738.81","171,745,757.25","44,472,066.91","54,787,336.12","67,500,313.79","149,247,737.30","22,605,806.62"
