科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"2,623,340,719.85","3,634,302,390.97","4,159,201,577.24","2,475,815,346.37","4,324,141,739.77","5,479,324,278.37","1,616,080,289.55","3,776,486,302.30","6,334,742,941.75","7,626,786,481.41","2,214,524,463.41","5,246,535,518.80","8,263,896,162.91","10,254,217,114.84","2,927,770,009.68","6,592,041,016.19","10,198,538,494.99","11,992,157,368.94","3,087,473,634.57","7,046,931,917.42","11,120,261,416.06","13,554,442,174.90","4,179,071,595.24","9,696,802,459.28","16,235,283,908.27","17,748,028,363.62","4,640,393,244.28","10,565,022,104.54","17,416,748,539.48","18,736,455,230.79","5,713,251,270.61","12,474,591,308.36","18,917,866,253.24","19,833,540,079.43","6,873,888,008.08","13,770,073,843.84"
二、营业利润,"195,477,060.78","231,871,497.48","238,476,271.55","170,550,477.48","310,486,228.69","383,454,059.59","144,058,475.15","274,657,915.32","491,702,202.20","539,463,510.52","198,842,938.44","328,811,881.24","559,433,214.82","616,498,370.40","237,621,059.19","452,270,633.55","759,628,101.36","805,293,012.76","299,194,423.24","582,536,594.02","985,176,612.55","1,029,911,665.64","394,135,494.35","772,338,003.78","1,303,794,389.71","1,284,440,964.84","471,921,455.89","897,415,653.55","1,316,837,043.24","991,586,470.26","587,712,666.33","1,098,541,377.95","1,200,146,649.56","913,895,361.19","710,262,620.75","1,148,475,835.20"
减:营业成本,"2,286,834,274.98","3,130,739,405.09","3,703,461,194.15","2,154,735,610.98","3,797,853,221.98","4,787,587,732.87","1,390,616,410.01","3,282,875,584.47","5,506,305,978.43","6,621,756,589.86","1,890,005,777.84","4,597,994,948.22","7,225,765,801.61","8,991,102,518.15","2,498,920,019.75","5,628,804,891.11","8,717,546,303.71","10,222,392,352.70","2,553,059,850.37","5,801,990,528.12","9,205,053,080.41","11,164,786,929.03","3,443,793,718.26","8,150,785,993.33","13,655,378,033.10","14,895,673,611.54","3,918,112,208.85","9,089,613,054.92","14,975,017,030.43","15,776,205,873.23","4,615,501,470.17","10,344,436,402.07","15,992,064,649.20","16,631,207,825.48","5,649,877,523.92","11,456,862,818.52"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"25,920.27","274,111.90","23,643.53","76,063.23","122,719.38","193,672.70","100,837.36","219,779.99","337,822.44","617,951.59","103,570.61","512,466.23","639,930.75","1,685,966.66","132,500.36","420,493.57","559,481.06","1,594,593.64","32,643.45","91,776.89","124,077.27","474,118.90","24,803.12","107,891.85","219,438.92","6,377,632.90","6,826,629.66","16,237,923.48","29,993,556.70","65,789,893.28","14,156,904.34","34,247,945.95","62,325,879.50","76,426,050.03","16,643,584.18","37,127,785.84"
营业外收入,"3,398,455.23","4,121,326.44","5,299,074.59","1,629,783.56","5,689,895.51","7,296,681.55","472,190.00","1,323,758.63","2,360,260.36","8,287,409.78","792,352.92","1,767,667.77","1,912,857.77","5,043,397.94","683,955.42","1,327,149.30","3,999,750.85","12,832,650.76","1,808,930.02","4,852,898.52","10,886,643.24","23,175,091.45","1,059,358.46","4,500,457.26","9,565,836.21","29,565,982.49","2,045,562.06","28,629,424.95","39,961,036.62","67,318,136.75","4,031,687.60","24,908,990.66","36,445,786.30","25,714,540.98","909,915.74","12,919,625.91"
销售费用,"89,644,961.39","129,208,061.88","144,857,966.81","115,342,988.13","165,432,126.46","239,957,848.87","66,376,913.23","173,475,389.42","259,961,873.71","356,505,907.36","69,865,267.11","201,027,032.85","305,062,607.84","418,008,502.48","124,724,351.20","376,344,783.08","516,795,819.85","484,338,851.22","135,002,715.43","357,496,546.54","488,319,626.89","756,537,543.48","178,202,747.23","388,604,586.57","666,041,288.01","833,364,925.16","121,493,098.28","262,662,444.71","544,530,582.69","1,017,797,412.64","365,052,385.10","727,336,856.08","1,096,799,987.76","1,456,045,880.76","372,940,577.75","875,751,170.89"
减:营业外支出,"1,552,255.68","3,334,596.34","483,378.87","3,000.00","89,720.57","620,797.56",,"2,150.00","45,368.94","1,039,988.82","28,900.00","142,642.75","542,243.21","1,273,069.00","30,100.00","189,994.18","2,271,094.04","2,886,399.31","30,446.26","1,161,920.74","1,172,689.49","2,845,399.47","1,078,268.50","1,196,610.65","3,268,999.10","4,616,584.62","885,330.15","2,053,495.70","4,831,023.91","5,461,682.33","23,576.38","1,952,592.50","5,109,384.80","7,460,165.26","209,421.31","1,357,572.49"
管理费用,"45,028,114.84","93,809,325.95","61,977,062.15","35,986,772.83","52,705,932.51","74,795,744.36","19,624,210.14","50,619,045.38","80,229,945.10","117,040,783.11","44,975,621.15","98,338,815.79","145,902,230.49","194,980,125.91","55,528,128.99","113,661,545.75","174,340,059.10","435,636,872.56","86,067,520.67","275,973,809.19","404,536,221.48","567,233,169.97","157,728,193.75","378,228,827.18","572,276,346.22","724,641,315.87","119,812,095.30","316,117,535.10","603,241,953.81","926,595,435.33","145,444,104.22","339,782,704.49","622,296,866.63","816,765,468.86","163,153,886.56","325,870,639.85"
其中:非流动资产处置净损失,"1,474,862.50",,"197,328.87",,,"49,076.99",,,"9,761.54","273,212.94",,"81,392.84","108,156.07","107,588.76",,"80,825.53","1,087,654.51","1,575,918.94","9,662.65","11,130.06","21,898.81","93,790.94","78,254.43","7,813.59","1,083,931.47","1,628,927.99",,"1,317,666.75","1,783,014.63","2,118,139.69","15,679.22","505,694.51","983,388.96",,,
