科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"25,575,518.36","28,109,386.02","44,146,119.32","24,356,816.92","45,446,033.84","56,004,329.78","20,219,228.92","35,822,878.71","59,706,177.00","74,370,722.97","19,052,347.00","43,707,894.38","68,616,386.20","85,714,764.35","26,205,849.28","50,493,168.93","83,193,852.58","102,079,299.32","24,368,145.18","57,810,772.10","93,668,317.41","120,360,353.22","30,206,264.89","64,357,003.53","103,507,334.58","130,873,156.52","53,165,100.94","108,736,480.96","171,830,002.47"
取得借款收到的现金,"78,201,469.47","91,422,931.05","139,627,220.75","55,894,878.19","63,045,608.09","63,045,608.09","12,451,473.10","25,996,590.28","37,385,765.12","39,036,062.12","15,000,000.00","34,000,000.00","42,000,000.00","142,000,000.00",,"45,500,000.00","122,616,332.05","145,839,036.00","46,520,347.00","116,108,795.20","143,240,291.88","217,023,576.97","67,975,203.35","122,042,593.06","247,949,933.45","284,531,691.45","50,000,000.00","53,000,000.00","58,000,000.00"
支付的各项税费,"23,369,063.69","20,758,152.31","18,817,526.10","15,156,531.28","24,139,660.47","28,644,325.44","959,229.19","3,492,635.66","12,970,713.05","20,019,461.90","7,158,953.91","22,994,778.94","34,620,484.89","37,044,445.26","8,885,685.07","16,772,325.32","29,363,521.50","26,670,447.62","7,422,360.93","16,794,774.25","26,134,512.59","41,369,193.42","12,197,709.86","24,910,496.46","39,903,203.12","56,964,752.47","15,054,365.99","32,457,344.53","55,048,296.02"
收到其他与筹资活动有关的现金,"3,300,000.00","8,520,000.00","17,465,535.72","14,873,831.74","14,873,831.74","32,764,331.74","26,365,558.32","26,365,558.32","26,365,558.32","26,365,558.32","20,012,111.96","20,012,111.96","20,012,111.96","20,012,111.96","10,798,785.85","45,661,825.27","45,661,825.27","45,661,825.27","67,462,238.05","67,462,238.05","67,462,238.05","20,000,000.00",,,,,,,
支付其他与经营活动有关的现金,"11,160,718.01","15,729,195.90","21,388,231.84","6,311,620.51","10,699,310.65","15,532,056.41","4,608,536.39","13,257,469.03","16,226,498.84","28,361,228.45","7,173,727.51","12,576,882.72","18,635,774.83","50,933,787.84","16,285,463.81","16,226,870.01","55,803,690.75","37,514,504.20","17,486,392.51","23,210,689.85","58,613,152.21","114,278,018.18","25,923,603.84","29,258,350.79","81,182,262.56","130,107,595.38","61,959,630.22","106,621,041.69","178,958,196.62"
筹资活动现金流入小计,"81,501,469.47","99,942,931.05","157,092,756.47","70,768,709.93","387,419,439.83","425,809,939.83","38,817,031.42","52,362,148.60","63,751,323.44","65,401,620.44","35,012,111.96","54,012,111.96","62,012,111.96","162,012,111.96","10,798,785.85","91,161,825.27","168,278,157.32","191,500,861.27","114,282,585.05","183,871,033.25","211,002,529.93","279,653,576.97","67,975,203.35","134,042,593.06","259,949,933.45","284,531,691.45","344,484,607.60","379,697,296.50","384,697,296.50"
经营活动现金流出小计,"257,211,749.29","313,456,692.14","358,387,350.98","199,700,899.84","318,217,423.53","449,461,633.15","138,555,304.08","238,421,284.52","380,271,328.02","532,031,954.53","129,200,537.40","278,851,701.62","412,426,791.85","625,609,349.24","141,488,933.38","305,069,817.93","484,826,316.76","648,159,177.49","153,462,295.78","319,249,570.75","493,206,984.61","786,218,570.52","164,224,776.95","382,520,655.25","554,751,709.95","878,715,457.03","309,973,078.76","614,562,751.05","1,008,827,551.29"
偿还债务支付的现金,"22,540,841.94","70,118,230.61","103,303,190.69","68,235,440.73","127,594,599.22","144,455,637.71","7,768,052.02","14,689,142.86","28,949,299.35","48,770,070.53","13,144,625.05","17,044,039.87","19,509,325.57","62,429,507.13","2,567,656.11","5,184,210.23","109,798,751.37","109,767,489.46","41,018,884.12","87,950,486.76","122,600,200.53","197,663,666.10","79,381,802.42","158,597,812.00","247,463,206.19","309,727,457.21","82,314,859.23","111,802,571.05","131,084,127.48"
经营活动产生的现金流量净额,"56,086,774.55","68,011,509.05","118,202,694.98","36,256,313.77","50,516,767.33","75,195,942.10","1,792,216.87","29,856,480.87","44,713,700.59","74,842,519.38","23,198,377.82","30,108,989.58","45,769,170.59","78,881,114.15","9,828,731.93","32,455,748.62","43,048,366.92","67,980,759.13","16,993,740.84","75,026,115.92","123,303,066.10","41,297,225.69","19,899,021.64","82,947,630.52","80,810,148.08","150,211,205.17","-73,561,119.73","-51,696,692.93","-79,556,675.94"
分配股利、利润或偿还利息支付的现金,"2,299,923.50","3,480,439.47","5,988,273.16","3,797,737.13","4,568,286.29","6,034,169.76","588,742.53","9,436,668.03","13,556,403.50","14,450,587.12","2,807,726.63","4,581,683.21","12,395,696.05","13,241,382.28","94,832.16","1,129,513.59","8,110,441.60","10,214,061.13","2,651,155.13","6,639,505.77","8,890,313.83","13,856,197.84","1,998,245.09","3,857,906.45","7,057,766.10","11,531,785.35","1,346,355.91","7,569,029.64","8,373,841.65"
收回投资收到的现金,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,,,,"5,000,000.00"
支付其他与筹资活动有关的现金,"30,961,324.16","44,829,085.29","36,748,983.17","29,242,456.47","46,502,862.78","80,348,795.82","25,042,654.77","58,717,862.72","35,165,105.73","39,175,005.83","20,801,165.46","23,328,644.67","29,350,896.58","54,970,934.13","21,062,736.07","52,343,673.01","21,899,046.16","68,687,643.30","43,454,175.87","50,136,634.81","52,255,131.99",,,,,,,,
取得投资收益收到的现金,,,,,,,"107,931.33","107,931.33","107,931.33","107,931.33",,,,,,,,,,,,,,,,,,"4,324.10","76,217.73"
筹资活动现金流出小计,"55,802,089.60","118,427,755.37","146,040,447.02","101,275,634.33","178,665,748.29","230,838,603.29","33,399,449.32","82,843,673.61","77,670,808.58","102,395,663.48","36,753,517.14","44,954,367.75","61,255,918.20","130,641,823.54","23,725,224.34","58,657,396.83","139,808,239.13","188,669,193.89","87,124,215.12","144,726,627.34","183,745,646.35","211,519,863.94","81,380,047.51","162,455,718.45","254,520,972.29","321,259,242.56","83,661,215.14","119,371,600.69","139,457,969.13"
处置固定资产、无形资产和其他长期资产收回的现金净额,"66,000.00","37,200.00","2,000.00","120,000.00","279,000.00","279,000.00","35,000.00","435,000.00","438,000.00","438,000.00",,"68,000.00","89,000.00","71,256.32",,"24,000.00","84,000.00","58,461.54",,"21,000.00","828,500.00","31,320.00","20,000.00","20,000.00","2,528,755.38","1,611,403.89","14,000.00","24,000.00","908,975.00"
筹资活动产生的现金流量净额,"25,699,379.87","-18,484,824.32","11,052,309.45","-30,506,924.40","208,753,691.54","194,971,336.54","5,417,582.10","-30,481,525.01","-13,919,485.14","-36,994,043.04","-1,741,405.18","9,057,744.21","756,193.76","31,370,288.42","-12,926,438.49","32,504,428.44","28,469,918.19","2,831,667.38","27,158,369.93","39,144,405.91","27,256,883.58","68,133,713.03","-13,404,844.16","-28,413,125.39","5,428,961.16","-36,727,551.11","260,823,392.46","260,325,695.81","245,239,327.37"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-209,891.16","1,777.66","-46,666.62","13,158.11","-23,141.71","-26,850.44","-5,892.37","7,824.65","10,815.84","16,386.69","-1,398.11","12,553.48","13,568.85","111,389.64","65,986.38","72,346.86","136,046.81","247,571.33","47,278.93","68,306.84","242,471.89",,"20,229.93",,"-62,136.46","573,073.72","-38,589.96","-119,556.41","-315,808.18"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,"46,921,000.00",,,,"13,410,000.00",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"66,000.00","37,200.00","2,000.00","120,000.00","279,000.00","279,000.00","10,142,931.33","10,542,931.33","10,545,931.33","10,545,931.33",,"68,000.00","89,000.00","71,256.32",,"24,000.00","84,000.00","58,461.54",,"21,000.00","828,500.00","46,952,320.00","20,000.00","20,000.00","2,528,755.38","15,021,403.89","14,000.00","28,324.10","5,985,192.73"
五、现金及现金等价物净增加额,"-6,281,626.70","8,337,964.56","19,137,004.23","-7,769,121.00","190,902,333.22","134,955,649.21","13,073.94","-44,811,577.40","-23,341,304.76","-37,528,787.08","-9,947,215.55","-16,966,786.28","-67,948,940.31","-5,509,331.96","-23,440,659.21","1,417,393.35","-62,401,142.14","-106,921,890.88","-4,678,948.33","541,275.76","1,619,955.32","4,709,617.39","-8,229,583.71","-9,538,673.53","14,890,622.81","36,919,619.93","135,790,054.07","189,788,958.14","109,269,640.42"
购建固定资产、无形资产和其他长期资产支付的现金,"87,923,889.96","41,227,697.83","110,073,333.58","13,651,668.48","68,623,983.94","125,463,778.99","17,333,763.99","54,737,289.24","64,692,267.38","85,939,581.44","31,402,790.08","56,214,073.55","114,576,873.51","115,943,380.49","20,408,939.03","63,639,130.57","134,139,474.06","178,040,350.26","46,878,338.03","113,718,552.91","130,010,966.25","119,673,641.33","14,763,991.12","44,093,178.66","53,815,105.35","80,953,051.25","20,917,579.52","28,997,253.93","71,610,837.06"
期初现金及现金等价物余额,"12,308,750.27","6,027,123.57","14,365,088.13","33,502,092.36","33,502,092.36","33,502,092.36","168,457,741.57","168,457,741.57","168,457,741.57","168,457,741.57","130,928,954.49","130,928,954.49","150,941,066.45","130,928,954.49","125,419,622.53","125,419,622.53","125,419,622.53","125,419,622.53","18,497,731.65","18,497,731.65","18,497,731.65","18,497,731.65","23,207,349.04","23,207,349.04","23,207,349.04","23,207,349.04","133,565,985.65","60,126,968.97","60,126,968.97"
投资支付的现金,,,,,,"10,000,000.00",,,,,,,,,,,,,"2,000,000.00",,"20,000,000.00","22,000,000.00",,"20,000,000.00","20,000,000.00","11,205,460.49","30,530,049.18","32,660,526.00","33,380,526.00"
期末现金及现金等价物余额,"6,027,123.57","14,365,088.13","33,502,092.36","25,732,971.36","224,404,425.58","168,457,741.57","168,470,815.51","123,646,164.17","145,116,436.81","130,928,954.49","120,981,738.94","113,962,168.21","82,992,126.14","125,419,622.53","101,978,963.32","126,837,015.88","63,018,480.39","18,497,731.65","13,818,783.32","19,039,007.41","20,117,686.97","23,207,349.04","14,977,765.33","13,668,675.51","38,097,971.85","60,126,968.97","269,356,039.72","249,915,927.11","169,396,609.39"
