科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"501,325,763.08","305,081,711.47","295,207,675.27","259,225,842.99","242,824,189.83","488,175,298.68","299,521,562.61","459,085,626.36","803,676,956.06","786,554,325.90","887,216,810.71","794,904,777.33","1,049,931,049.37","1,118,729,565.71","1,163,041,691.08","920,106,571.22","784,012,946.32","744,197,378.53","699,150,503.74","563,448,228.27","804,989,699.04","738,575,084.07","795,467,420.03","697,015,398.85","639,076,093.66","608,619,240.40","723,808,900.46","616,008,990.87","474,085,873.69","848,161,239.29","786,105,456.40","658,608,762.23","691,641,320.19","362,273,897.37","217,070,531.32","240,107,039.78","161,352,250.30","190,701,487.22","144,098,322.96","114,081,381.91","156,226,909.58","274,573,124.83","587,494,293.56","725,369,664.87","639,841,811.16","938,144,117.92","1,337,361,123.70","1,776,666,982.34","1,868,152,731.87"
短期借款,"447,500,000.00","328,500,000.00","414,500,000.00","399,500,000.00","372,000,000.00","432,500,000.00","408,500,000.00","383,500,000.00","562,500,000.00","570,000,000.00","631,000,000.00","596,000,000.00","666,000,000.00","550,000,000.00","406,000,000.00","191,000,000.00","121,000,000.00","91,000,000.00","169,000,000.00","88,000,000.00","188,000,000.00","175,000,000.00","175,000,000.00","195,000,000.00","218,000,000.00","261,000,000.00","326,000,000.00","306,000,000.00","378,000,000.00","505,000,000.00","250,000,000.00","45,000,000.00",,"78,000,000.00","78,000,000.00","118,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","133,000,000.00","71,000,000.00",,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"21,179,253.93","46,714,501.04","18,309,210.31","31,321,077.09","25,353,863.00","10,955,053.89","4,961,473.89","1,100,000.00","2,300,000.00","3,949,713.88","3,150,000.00","3,200,000.00","300,000.00","25,516,400.00","22,228,521.63","38,378,137.30","56,566,087.94","151,027,885.51","273,493,587.27","155,648,208.93","149,750,901.74","239,740,176.02","309,378,570.06","306,921,890.41","263,047,497.18","230,117,613.39","179,045,338.34","122,422,316.00","170,589,724.92","236,279,822.06","196,766,561.54","104,115,783.53","46,858,608.93","11,737,572.80","61,048,654.19","97,945,094.14","199,718,611.66","90,030,427.32","135,066,200.59","505,154,519.85","736,319,661.70","959,680,343.50","898,826,167.37","906,815,218.31","984,906,878.70","904,668,818.47","776,737,233.81","364,163,905.55",
应付票据,,,,,"23,300,000.00","34,300,000.00","26,800,000.00","34,348,000.00","57,383,000.00","59,389,000.00","54,967,152.70","70,746,992.70","69,853,840.00","36,249,000.00","16,443,400.00","27,935,400.00","26,921,000.00","3,800,000.00",,"34,122,065.50","70,103,434.90","53,284,831.90","23,129,908.42","29,044,086.22","27,859,898.33","19,600,000.00","18,820,000.00","68,969,475.60","73,369,475.60","21,620,000.00","81,500,000.00","33,289,000.00","45,603,577.63","54,171,374.14","51,605,796.51","27,420,000.00","54,470,000.00","58,561,320.00","61,305,597.27",,,,,"44,750,000.00",,,,"84,120,000.00",
应收账款,"84,078,136.48","43,559,734.21","37,268,776.15","24,232,209.85","11,679,319.35","483,832.26","1,932,554.97","2,386,141.28","8,190,501.06","7,743,430.23","9,472,961.96","9,358,484.89","17,464,036.65","9,220,356.50","8,135,478.00","7,360,884.16","11,935,797.88","2,790,435.34","4,863,819.94","10,071,379.80","15,287,564.66","26,031,343.72","20,795,579.71","2,441,368.88","2,874,467.63","4,260,642.38","64,266.24","52,585.86","98,254,179.70","2,495,880.19","4,724,039.09","5,413,545.92","3,416,125.53","7,424,128.37","5,180,969.99","7,875,183.49","4,805,355.43","13,052,649.71","12,063,591.19","6,094,508.74","23,114,098.06","17,388,900.56","10,228,195.17","14,430,818.23","12,933,050.91","10,977,909.18","5,766,308.90","2,701,779.79","3,944,780.55"
应付账款,"65,816,605.31","96,110,394.44","107,476,472.71","81,322,286.74","55,092,407.56","101,281,880.33","117,280,732.31","119,603,831.38","126,258,698.09","118,339,347.08","396,304,535.14","156,070,827.22","171,648,122.77","201,581,436.15","231,559,880.64","180,420,721.03","149,169,932.11","273,303,474.02","287,912,527.28","257,253,871.24","264,896,246.29","287,826,525.84","229,137,391.24","155,774,057.66","250,053,158.66","234,119,428.96","269,274,576.61","231,303,252.57","165,101,256.93","218,286,867.11","365,071,780.52","227,028,077.18","298,481,158.03","287,308,160.74","323,426,875.11","372,638,316.73","474,723,531.80","461,731,118.84","348,939,920.01","404,973,233.47","412,130,127.01","405,529,189.51","380,203,527.12","367,399,193.76","377,213,517.87","282,414,858.94",,"284,685,891.21",
预付款项,"27,559,583.68","72,333,399.15","97,688,205.11","94,800,411.24","123,123,661.44","201,722,045.07","207,396,861.34","22,031,427.07","27,395,583.12","27,570,676.26","167,252,562.02","19,848,432.02","43,689,756.31","30,617,087.55","53,538,855.67","52,347,028.91","127,959,371.81","43,608,493.19","36,360,032.21","51,808,273.42","64,974,873.11","60,319,827.51","88,271,264.61","46,183,848.84","44,615,723.72","44,447,976.38","38,054,119.93","26,040,976.03","28,374,742.05","35,595,010.56","42,847,190.46","10,104,440.53","64,875,962.18","23,233,891.16","24,879,388.47","13,386,157.13","27,856,548.85","15,535,980.21","36,666,449.16","40,998,047.41","64,249,484.58","23,471,332.89","38,204,989.28","20,214,653.24","29,814,203.45","29,000,852.22","59,392,592.76","15,910,792.61","17,108,389.73"
预收款项,"30,553,361.70","29,413,602.21","12,517,225.10","45,399,628.07","51,740,878.14","30,624,021.06","36,456,399.83","183,098,798.46","199,144,135.04","202,861,309.58","210,916,571.76","168,956,292.90","164,100,996.72","168,955,365.85","126,849,222.02","69,119,537.17","39,463,364.49","48,386,769.33","90,085,232.13","37,920,359.57","36,257,021.71","41,088,286.01","58,396,403.14","37,814,773.56","37,524,197.67","65,861,281.23","60,029,414.88","26,863,205.87","20,238,653.68","31,304,062.68","59,537,596.12","33,475,096.13","27,125,899.21","21,445,530.48","67,521,536.54","85,389,767.27","53,412,269.06","38,843,668.09","92,632,701.61","108,321,773.52","99,336,512.69","113,294,879.72","162,746,610.23","190,701,937.60","76,428,037.29","117,371,450.29","156,548,392.79","48,150,262.51","126,847,832.61"
其他应收款,"2,322,915.73","3,163,392.30","7,049,519.42","12,027,118.81","10,426,859.73","11,651,164.66","6,418,670.08","4,591,370.40","4,667,703.17","9,193,334.75","12,004,346.35","4,038,684.47","4,462,217.63","5,029,102.06","206,710,649.11","101,917,385.43","7,456,799.69","3,419,892.81","7,605,846.89","5,457,669.00","210,950,097.19","107,254,203.72","8,108,590.75","12,338,902.07","6,906,682.51","11,170,550.00","8,483,827.92","12,172,965.01","7,740,598.95","10,723,068.25","11,158,926.06","15,499,509.46","14,798,122.39","11,529,979.50","10,533,008.63","15,638,761.52","14,746,365.47","8,905,196.98","7,905,774.04","10,014,033.86","11,516,116.01","12,838,144.12","9,854,987.39","14,305,948.28","19,439,011.08","16,154,321.15","15,216,678.68","2,384,615.49","14,357,143.12"
应付职工薪酬,"22,825,050.61","24,269,608.69","27,457,188.30","24,573,499.17","14,257,355.58","16,766,742.26","18,760,544.06","25,678,759.79","12,121,119.53","10,856,031.17","12,975,579.78","20,430,960.33","7,692,827.06","8,560,536.74","7,983,473.19","26,014,150.32","9,223,935.08","16,429,099.99","32,880,366.52","32,208,952.13","17,397,140.84","22,765,374.88","25,696,903.03","27,294,813.89","18,706,609.85","24,130,391.23","40,312,077.97","39,240,480.80","13,315,898.93","14,310,091.41","16,496,741.72","22,364,202.97","17,734,424.26","19,134,477.35","16,091,779.39","50,169,446.98","43,833,249.75","24,369,451.12","15,694,016.76","29,547,995.90","24,214,635.39","28,113,931.67","24,427,305.76","38,819,656.63","25,738,407.51","35,007,940.96","34,188,825.04","50,952,025.76","13,651,208.21"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"16,583,882.65","11,147,346.04","-894,997.51","10,492,994.14","16,422,389.20","24,547,657.11","7,924,629.03","8,289,766.05","6,991,300.39","-1,428,560.79","-15,127,689.00","-9,684,655.82","13,256,858.06","1,061,187.94","7,107,534.60","5,321,376.08","9,928,043.96","-11,956,474.44","-10,213,989.78","-34,976,139.47","-27,235,155.74","-31,892,624.62","25,013,012.33","24,911,381.17","9,536,139.93","11,062,475.81","13,706,448.87","15,099,004.17","14,233,152.38","10,978,498.39","830,826.18","157,480.20","9,003,753.88","99,338.54","4,228,712.22","272,485.54","7,909,426.71","3,615,564.19","22,953,379.59","99,352,764.95","70,405,414.82","172,921,774.19","133,087,021.63","247,801,580.56","161,567,058.08","142,655,029.46","99,293,513.09","27,282,259.77","2,837,020.74"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,"7,920,116.90","6,122,151.40","10,613,671.65",,"3,839,639.74","5,644,753.22","7,097,260.33",,"1,000,000.00","1,936,413.34","11,804,368.62","497,694.46","837,694.46","1,485,250.02","300,000.00",,"73,869.45",,"2,799,145.29","2,774,159.28","2,415,206.63","2,216,769.13","2,007,951.26","1,874,669.83","2,588,528.35","1,583,528.35","1,583,528.35","1,406,468.28","1,406,468.28","1,396,468.28",,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,"501,000.00",,"501,000.00","501,000.00","501,000.00",,"240,480.00","240,480.00","240,480.00",,,,,,,,,,,,"62,987.16",,
应付股利,"156,461.48","217,435.80","217,435.80","217,435.80","217,435.80","272,867.00","62,987.16","62,987.16","62,987.16","19,426,295.15","5,226,295.15","62,987.16","62,987.16","11,664,125.00","11,664,125.00",,"62,987.16","18,914,836.15","62,987.16","62,987.16","62,987.16","4,413,413.85","62,987.16","62,987.16","62,987.16","17,464,693.92","17,464,693.92","17,464,693.92","24,715,405.07","14,715,405.07","14,715,405.07","14,715,405.07","62,987.16","62,987.16","62,987.16","62,987.16","62,987.16","62,987.16","62,987.16","62,987.16","62,987.16","17,749,247.96","17,749,247.96","17,749,247.96","62,987.16","62,987.16","62,987.16","62,987.16","62,987.16"
存货,"195,673,088.18","214,828,394.90","177,696,211.33","185,472,467.67","189,292,369.98","204,684,145.49","201,798,212.58","180,533,061.27","176,991,354.22","180,464,448.83","236,954,491.06","255,241,801.16","298,410,013.51","322,005,837.10","279,408,317.21","325,651,676.40","331,496,682.84","420,330,451.51","321,307,483.77","305,477,911.17","312,430,437.15","426,386,247.55","338,971,885.99","337,380,768.40","412,763,501.41","357,016,352.65","392,241,993.10","345,965,100.69","330,162,638.93","319,228,336.43","384,128,857.20","339,306,412.14","322,580,795.52","419,086,964.18","361,819,441.35","346,578,734.20","308,336,286.52","327,588,816.00","248,336,757.17","208,940,341.73","229,882,134.86","216,845,029.60","231,495,060.09","135,984,081.89","230,389,478.99","141,651,469.87","174,202,456.20","86,158,068.10","114,884,825.46"
其他应付款,"4,048,776.28","16,648,464.09","18,977,365.24","106,408,348.83","82,657,045.06","67,944,052.90","175,684,483.17","153,554,107.05","154,511,996.52","145,516,615.31","26,086,687.01","178,914,094.12","163,091,545.23","131,840,142.31","125,799,098.96","127,279,443.70","130,309,641.39","203,593,374.50","152,023,584.55","141,625,914.91","138,064,912.73","211,972,443.66","200,750,367.62","192,796,826.43","146,250,761.24","138,458,875.13","203,820,012.03","237,955,692.59","212,077,453.76","205,424,498.40","188,624,449.96","250,609,505.72","157,318,264.48","172,793,517.26","180,096,361.76","239,994,696.99","211,128,154.37","177,610,426.22","139,648,418.30","128,112,837.28","116,263,701.70","186,224,105.34","190,994,209.03","160,418,165.91","63,465,073.40","39,918,413.56","42,845,165.60","40,123,280.04","34,074,483.10"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,"659,811.84","599,828.93","299,914.55","1,391,655.26","1,271,689.48","1,271,689.48","1,271,689.48","1,271,689.48","1,981,625.38","1,981,625.38","1,847,456.46","1,847,456.46","2,584,802.08","2,584,802.08","2,584,802.08","2,584,802.08","5,214,831.68","6,434,802.08","2,027,073.56","2,027,073.56","99,167.63","99,167.63","99,167.63","99,167.63",,,,,,,,,,
一年内到期的非流动负债,"20,000,000.00","20,000,000.00","43,000,000.00","23,000,000.00",,,,"59,000,000.00","59,000,000.00","135,750,000.00","135,750,000.00","183,250,000.00","202,000,000.00","222,000,000.00","222,000,000.00","437,920,022.33","437,920,022.33","504,759,468.06","356,542,098.22","425,740,502.99","414,740,502.99","352,191,864.67","333,191,864.67","641,216,527.03","548,694,499.31","355,293,230.44","339,293,230.44","570,244,893.50","570,244,893.50","582,004,893.90","582,004,893.90","453,547,504.06","456,130,746.75","513,083,781.74","512,083,781.74","725,414,526.93","631,713,143.88","791,424,110.78","814,954,831.13","721,088,662.82","610,007,120.89","574,034,422.63","466,055,433.38","76,000,000.00","76,000,000.00",,,"26,831,000.00","26,331,000.00"
其他流动资产,"2,768,633.90","1,849,469.03","2,734,539.34","2,328,601.11","1,874,943.17","1,019,561.96","2,418,982.31","18,090,413.16","17,757,189.83","17,016,663.77","126,825.72","6,170,328.44","5,725,041.98","3,834,780.54","4,388,988.32","3,819,160.67","7,209,198.28","6,277,018.75","7,815,483.88","2,356,608.51","6,188,506.37","2,120,145.34","9,898,489.55","2,969,848.84","32,483,392.71","8,668,456.09","6,239,676.94","23,559,971.07","14,974,033.31","21,718,932.19","25,614,426.98","44,789,774.23","45,204,634.47","37,524,384.36","39,292,897.62","66,179,900.21","53,145,810.45","49,233,095.50","44,076,132.21","51,953,955.36","47,432,557.02","47,228,222.01","46,637,268.96","46,017,868.15","45,560,277.97","47,881,637.45","48,305,335.07","198,877,951.99","411,113,169.57"
其他流动负债,"24,222,362.97","9,032,607.25","8,357,733.40",,,,,,,,,,,,,"62,987.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"834,907,374.98","687,530,602.10","635,954,136.93","609,407,728.76","604,575,206.50","918,691,102.01","724,448,317.78","687,818,039.54","1,040,979,287.46","1,032,492,593.62","1,316,177,997.82","1,092,762,508.31","1,419,982,115.45","1,514,953,129.46","1,737,452,501.02","1,450,240,655.93","1,327,236,713.69","1,371,951,470.19","1,351,988,412.96","1,095,539,968.58","1,565,843,768.74","1,601,698,717.41","1,572,163,490.18","1,407,233,651.67","1,403,748,984.20","1,266,148,287.75","1,350,286,579.39","1,148,807,707.61","1,127,267,593.63","1,477,288,091.05","1,454,431,259.81","1,183,053,059.72","1,196,050,851.29","875,078,371.30","722,092,445.13","787,810,038.10","770,060,396.31","695,146,820.57","628,312,394.95","937,236,788.86","1,268,740,961.81","1,552,025,097.51","1,822,740,961.82","1,863,138,252.97","1,962,884,712.26","2,088,479,126.26","2,416,981,729.12","2,446,864,095.87","2,429,561,040.30"
流动负债合计,"631,706,501.00","535,339,458.52","631,608,423.04","690,914,192.75","615,687,511.34","708,237,220.66","791,469,775.56","967,136,249.89","1,177,973,236.73","1,260,710,037.50","1,458,099,132.54","1,364,747,498.61","1,465,627,293.90","1,338,033,945.39","1,166,020,406.06","1,065,073,637.79","927,838,566.26","1,153,875,300.83","1,085,390,066.41","981,958,514.03","1,103,287,090.88","1,118,586,529.53","1,082,183,206.23","1,304,413,147.58","1,257,525,946.61","1,128,475,626.74","1,289,020,454.72","1,513,140,699.02","1,471,370,059.30","1,603,644,316.96","1,561,580,838.76","1,082,960,430.61","1,013,876,018.03","1,148,315,936.54","1,235,125,781.69","1,621,236,897.43","1,659,841,291.08","1,737,802,174.75","1,677,775,380.18","1,692,866,723.38","1,533,826,967.94","1,699,264,019.30","1,575,263,355.11","1,276,639,782.42","851,475,081.31","617,430,680.37","613,816,215.25","562,144,719.29","503,062,056.31"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,"493,231,713.60","493,231,713.60","470,231,713.60","470,231,713.60","513,231,713.60","708,591,713.60","708,591,713.60","649,591,713.60","809,591,713.60","762,841,713.60","842,841,713.60","755,981,713.60","897,231,713.60","1,128,481,713.60","1,338,231,713.60","1,281,981,713.60","1,376,231,713.60","1,419,181,713.60","1,639,731,713.60","1,592,800,000.00","1,671,050,000.00","1,767,800,000.00","1,669,800,000.00","1,190,600,000.00","1,172,000,000.00","1,244,400,000.00","1,181,200,000.00","1,004,500,000.00","1,004,300,000.00","1,027,600,000.00","799,850,000.00","1,030,300,000.00","1,238,550,000.00","1,065,450,000.00","937,450,000.00","832,490,000.00","783,690,000.00","546,190,000.00","368,700,000.00","202,700,000.00","175,700,000.00","7,700,000.00","7,700,000.00",,,"20,000,000.00","30,000,000.00","14,000,000.00","14,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,"2,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00","23,000,000.00","22,000,000.00","22,000,000.00","22,000,000.00","22,000,000.00","22,000,000.00","22,000,000.00","22,000,000.00",,,,,,
长期应付款,,,,,"-335,348.85",,,,,,,,,,"300,000,000.00","244,811,352.48","232,351,770.63","218,388,763.94","204,348,563.49","189,960,134.69","472,039,854.55","407,526,157.82","385,326,662.01","350,022,835.98","320,509,169.94","290,037,469.15","261,309,877.62","228,603,601.22","199,014,269.74","165,474,631.59","534,632,644.32","622,285,271.01","570,284,980.83","355,194,829.92","307,686,021.95","269,606,837.55","252,625,374.47","220,965,820.88","197,390,167.15","177,924,296.57","159,103,975.79","140,053,106.07","120,768,863.19",,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,757,600.12","3,198,341.74","2,697,341.74","2,697,341.74","2,697,341.74","2,694,308.90","2,453,828.90","2,453,828.90","2,453,828.90","2,453,828.90",,,,,,,,,,,,,
专项应付款,"1,843,099.96","1,843,099.96","1,829,099.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,"8,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,465,500.00","5,465,500.00","5,465,500.00","5,465,500.00",,
固定资产,"1,019,162,800.60","997,936,303.99","976,556,532.36","902,913,885.61","878,939,712.28","865,906,059.30","844,406,324.72","827,746,073.89","801,445,687.42","771,350,933.40","2,190,523,174.42","2,192,754,522.12","2,140,474,223.30","2,090,679,558.46","2,053,437,325.58","2,132,113,366.03","2,084,589,500.65","2,025,847,515.15","1,978,770,947.38","1,934,643,376.64","1,733,089,299.63","2,934,100,855.40","2,872,424,825.02","2,829,382,953.13","2,762,206,603.20","2,688,142,205.85","2,621,367,155.43","3,047,447,112.54","2,974,374,452.18","2,907,390,117.00","2,738,594,951.87","2,918,800,583.34","2,857,980,894.44","2,795,717,579.26","2,726,450,717.43","2,664,022,400.17","2,596,377,534.47","2,529,769,205.34","2,462,015,272.92","2,331,224,212.67","2,266,951,151.72","2,199,944,572.31","2,140,208,957.92","2,204,869,480.48","2,139,652,827.26","2,174,339,506.86","2,120,218,538.89","1,970,805,675.37","1,916,466,807.36"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,183,351.59","3,183,351.59","3,183,351.59","3,183,351.59","11,856,850.33","11,856,850.33","11,856,850.33","11,856,850.33","10,719,113.42","10,719,113.42","10,719,113.42","10,719,113.42","9,581,376.44","9,581,376.44","9,581,376.44","9,581,376.44",,,"37,913,506.12","37,913,506.12","51,448,115.33","50,931,283.78"
在建工程,"143,062,170.23","189,578,745.20","228,352,788.77","274,323,034.70","327,572,854.69","407,546,489.86","670,954,731.22","951,822,784.54","1,265,563,443.40","1,334,223,002.54","31,843,345.52","24,604,468.69","26,242,501.52","43,553,014.31","137,059,814.90","87,277,063.29","121,907,341.01","283,349,143.31","593,052,933.02","920,553,511.09","1,165,851,819.15","55,097,998.26","98,935,716.48","114,441,849.45","144,459,907.93","202,012,193.61","349,084,353.44","57,205,534.89","115,583,235.58","204,744,704.31","310,118,637.54","138,675,631.90","139,170,863.94","141,299,876.90","159,951,089.57","27,443,395.64","31,316,420.14","33,941,767.88","38,648,935.13","24,285,455.94","28,636,404.20","31,477,203.23","37,194,269.12","35,428,728.47","69,115,841.09","11,023,283.80","17,878,106.61","29,292,396.20","35,372,286.94"
其他非流动负债,,,,"1,829,099.96","1,829,099.96","1,600,000.00","1,600,000.00",,,,,"9,433,100.00","9,433,100.00","9,031,700.00","9,031,700.00","8,630,300.00","8,630,300.00","8,630,300.00","8,630,300.00","10,327,500.00","10,327,500.00","10,327,500.00","10,327,500.00","11,983,034.00","11,970,533.00","13,108,032.00","13,095,531.00","11,829,614.69","18,817,113.69","18,804,612.69","17,290,649.74","17,324,912.90","17,312,411.90",,,,,,"21,153,819.22",,"19,275,369.43",,"20,810,367.43",,"18,794,000.97",,,,
工程物资,"386,654,326.21","430,323,180.89","496,809,634.24","571,971,358.72","602,874,572.35","617,438,341.65","627,882,902.29","467,472,528.60","215,484,726.82","224,379,977.52","71,810,379.13","135,606,244.13","154,891,958.58","190,383,557.18","260,232,153.04","290,487,255.48","383,726,184.08","477,106,635.15","346,190,819.86","167,539,786.84","78,111,676.76","62,357,019.74","60,863,790.46","60,713,435.96","61,231,907.33","129,739,125.97","104,550,221.98","60,484,136.70","60,484,136.70","67,481,286.69","61,259,946.51","55,952,806.00","55,952,806.00","77,715,010.66","34,152,519.52","126,620,607.98","126,620,607.98","126,620,607.98","126,620,607.98","112,659,889.76","112,659,889.76","112,659,889.76","111,110,596.76","52,398,948.88","27,953,921.53","990,287.78",,,
非流动负债合计,"495,074,813.56","503,074,813.56","472,060,813.56","472,060,813.56","514,725,464.71","710,191,713.60","710,191,713.60","649,591,713.60","809,591,713.60","762,841,713.60","842,841,713.60","765,414,813.60","906,664,813.60","1,137,513,413.60","1,647,263,413.60","1,535,423,366.08","1,617,213,784.23","1,646,200,777.54","1,852,710,577.09","1,793,087,634.69","2,153,417,354.55","2,185,653,657.82","2,065,454,162.01","1,552,605,869.98","1,504,479,702.94","1,547,545,501.15","1,455,605,408.62","1,248,116,567.50","1,225,314,735.02","1,215,062,595.87","1,354,956,645.65","1,681,767,034.24","1,838,004,243.06","1,453,961,591.15","1,278,440,282.18","1,132,507,273.19","1,066,713,309.11","797,541,254.52","597,963,099.79","409,493,543.44","363,660,721.66","176,597,350.94","158,860,607.06","24,272,001.97","24,259,500.97","82,160,506.09","90,432,043.52","81,870,368.97","80,722,754.21"
固定资产清理,,,,,"-2,028.20",,,"1,222,023.87","1,222,023.87","1,222,023.87","1,222,023.87","200,473.55","200,473.55","260,727.70","259,176.70","254,804.20","52,903.60","52,903.60","42,511.68","53,295.60",,,"104,384.28","665,418.00","658,328.00","658,328.00","658,328.00","104,384.28","104,384.28","104,384.28","104,384.28","1,100.97","1,100.97","1,100.97","1,100.97","1,100.97","1,100.97","1,100.97","1,100.97","19,964.42","227,506.87","236,256.05","216,746.13","2,046,851.17","2,046,851.17","2,091,635.54",,,
