科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"176,620,162.06","294,318,643.38","261,192,118.42","164,013,555.39","1,561,708,614.07","1,563,302,823.20","1,421,117,242.11","1,346,072,809.65","1,377,730,919.59","1,500,928,059.47","1,489,170,460.95","775,484,783.90","1,210,854,495.98","996,603,083.12","980,436,472.96","895,363,004.53","784,154,965.56","737,785,132.41","576,691,554.96","460,872,035.32","490,193,821.33","728,824,740.51","467,859,929.94","499,258,705.10","346,122,709.69","534,038,570.97","620,287,219.98","474,766,034.44","463,466,801.54","760,237,720.95","545,138,953.14","876,140,372.05","872,840,538.78","1,341,040,513.27","1,418,629,071.86"
短期借款,"87,000,000.00",,"11,337,486.89","34,859,067.15","48,674,638.64","73,189,287.28","45,002,234.24","45,000,000.00","136,335,981.69","150,000,000.00","150,000,000.00","150,000,000.00","512,808,000.00","247,550,400.00","234,898,980.00","257,108,182.91","180,891,530.09","120,761,352.09","108,042,580.14","126,620,490.46","204,917,389.56","552,799,230.17","447,901,352.46","540,666,422.10","553,205,896.92","572,739,266.66","588,894,159.21","518,017,018.74","561,777,946.10","360,666,052.94","487,747,452.54","577,391,687.46","475,443,607.39","448,383,351.10","315,238,139.04"
交易性金融资产,,,"6,399,000.00","22,083,300.00","26,578,400.00","10,545,155.00","7,896,640.00",,,"9,441,360.00","12,184,430.00","119,290,810.00","81,269,800.00","22,951,390.00","40,732.30","148,364.18",,,,"5,407,848.00",,"1,121,297,972.60","1,224,697,589.04","1,240,349,883.56","1,255,182,590.25","5,064,753.28","603,253.27",,,"10,550,403.64","20,008,619.75","6,529,205.30",,"18,162,337.18",
交易性金融负债,"15,781,050.00","6,205,800.00",,,,,,"7,680,370.00","1,397,620.00",,,,,"55,675.83","16,346,480.00","19,078,230.00","3,719,560.00","6,432,444.66","824,055.20",,"6,914,048.25","6,977,695.47","3,044,260.00","1,352,600.00",,,,,"4,707,874.50","5,208,268.22","6,265,214.95","33,656,886.50",,"1,812,066.25",
应收票据,,,,,,,"316,975.41","503,349.79",,,"451,936.80","705,861.72","332,224.44","368,674.04",,"536,162.65","351,206.61","241,865.97","456,741.47","100,000.00",,"172,404.59","232,350.00","137,103.80","71,799.20","74,039.13","1,114.00",,"4,162,308.00","182,719.46",,,,"1,105,014.30","508,026.90"
应付票据,"23,558,614.08","100,194,977.79","117,588,399.36","83,977,945.42","96,467,692.21","132,005,920.48","82,054,118.09","70,836,950.07","113,424,748.19","136,340,567.93","120,683,541.65","102,917,899.49","126,399,852.63","135,439,801.11","103,901,693.28","73,958,759.53","100,827,547.88","142,355,712.29","119,909,917.31","109,458,434.30","128,474,539.71","156,150,527.84","148,118,082.40","127,010,252.22","145,073,169.52","176,569,813.96","151,845,768.49","127,828,063.73","169,532,746.71","179,173,919.05","208,455,761.59","258,689,175.43",,"703,065,294.16",
应收账款,"80,348,204.03","130,933,961.15","199,587,926.09","214,622,977.71","444,525,227.40","274,476,510.73","205,445,188.07","238,328,753.47","418,679,958.87","276,877,839.49","216,066,790.82","292,938,497.95","470,704,270.18","282,413,430.47","258,583,606.40","254,365,079.03","437,000,877.91","321,380,844.06","305,070,685.39","288,233,827.56","546,373,099.96","313,329,886.34","246,930,073.37","359,866,370.62","711,305,323.80","633,963,712.48","336,660,456.31","418,927,798.83","712,785,013.89","594,859,710.56","476,086,260.66","514,878,436.18","943,147,062.97","919,777,168.85","787,628,825.73"
应付账款,"265,000,511.20","347,185,133.27","436,173,978.17","435,080,898.89","706,118,576.56","377,777,874.67","299,672,875.89","309,997,621.42","437,303,027.02","350,430,421.23","308,305,577.16","425,587,468.93","515,796,420.97","374,066,208.16","349,782,310.09","437,110,151.98","558,445,965.35","440,207,565.24","368,997,465.91","410,088,685.79","576,936,478.83","428,940,739.78","342,140,185.90","584,266,441.18","639,410,149.12","591,883,622.51","442,747,074.98","539,467,706.74","701,659,057.36","732,646,106.01","648,587,345.76","741,110,169.63",,"830,111,461.04",
预付款项,"44,336,402.35","55,866,001.51","52,895,612.80","41,952,011.46","54,012,590.88","51,352,448.00","58,663,147.75","41,184,010.07","75,470,235.76","60,413,621.52","62,989,232.25","68,138,356.74","47,551,782.10","44,459,072.33","78,097,619.72","54,368,399.33","46,809,099.23","34,604,357.53","48,057,712.62","42,273,012.94","83,062,857.33","107,650,478.87","108,166,065.93","49,535,651.14","40,960,431.00","42,986,823.10","48,546,734.59","86,589,850.24","82,622,908.98","77,806,553.29","119,079,629.67","97,630,317.69","132,982,012.55","148,379,603.41","389,583,562.23"
预收款项,"2,990,575.36","11,691,560.28","14,544,582.84","18,108,490.53","15,672,245.50","17,065,607.15","15,618,830.29","17,068,869.05","20,283,300.93","19,058,599.70","16,978,131.34","24,160,063.18","28,605,842.51","42,145,778.29","45,212,469.42","47,436,751.47","44,511,628.05","40,091,262.04","41,736,316.35","43,301,890.50","47,779,296.74","35,429,844.75","38,478,979.73","66,758,581.98","67,177,164.92","51,569,221.58","56,766,224.40","70,248,024.25","88,548,695.10","87,479,698.70","95,981,351.59","83,439,892.33","90,250,545.20","80,755,149.24","61,196,305.70"
