科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
取得借款收到的现金,"33,000,000.00","29,350,000.00","49,060,000.00","34,683,588.09","34,770,654.76","69,645,938.09",,,,"33,910,884.93",,"88,066,804.92","139,400,773.64","139,526,630.60",,,,,,,"63,052,402.12","91,331,227.09","52,322,859.42","67,795,386.96","117,687,920.98","196,830,208.94","23,743,291.25","36,322,252.60","170,770,038.85","252,918,589.90","29,814,367.03","87,292,548.82","170,793,792.98","251,909,625.45","19,200,000.00","54,994,546.22"
支付的各项税费,"10,084,361.53","11,321,889.16","17,638,385.71","13,520,181.66","19,044,243.34","23,251,220.81","6,379,226.60","9,481,136.90","13,664,594.45","13,889,669.29","4,924,144.78","7,438,061.47","13,974,928.13","17,626,254.76","6,614,623.00","5,277,535.38","13,204,119.60","18,646,861.23","1,362,056.33","3,653,585.28","13,455,787.12","16,149,278.51","1,916,177.51","5,335,212.74","16,708,762.85","18,629,582.85","16,084,776.87","24,788,970.37","31,411,632.25","32,415,021.80","7,467,655.86","17,332,618.09","35,027,010.12","46,869,316.70","1,957,356.25","7,619,747.63"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"26,434,672.63","37,830,819.50","36,621,125.00","13,094,293.96","30,703,270.24","29,669,875.08","7,446,622.45","16,668,962.09","29,819,203.48","43,102,340.26","16,482,487.23","24,944,374.36","43,664,573.21","38,668,589.28","15,019,278.61","18,876,665.86","37,121,384.29","43,778,270.60","19,484,727.84","26,080,263.11","52,272,732.04","49,011,140.51","17,107,039.50","30,697,680.99","76,442,746.41","71,226,847.63","27,081,094.26","60,281,602.37","80,746,470.44","120,693,431.71","15,599,833.38","38,803,605.91","59,906,786.39","107,902,104.43","19,762,749.31","53,560,207.59"
筹资活动现金流入小计,"33,000,000.00","48,085,000.00","49,060,000.00","34,683,588.09","34,770,654.76","815,645,938.09",,,,"33,910,884.93",,"88,066,804.92","139,400,773.64","139,526,630.60",,,,,,,"63,052,402.12","91,331,227.09","52,322,859.42","67,795,386.96","117,687,920.98","199,676,066.35","23,743,291.25","36,322,252.60","170,770,038.85","256,418,589.90","29,814,367.03","92,272,386.15","175,943,312.42","257,178,956.49","19,200,000.00","54,994,546.22"
经营活动现金流出小计,"255,416,304.25","331,982,845.10","364,585,704.07","182,125,818.59","307,833,623.03","414,812,989.25","117,427,608.59","248,076,383.15","458,068,834.47","584,070,517.83","187,533,415.21","352,397,590.56","499,718,488.95","574,569,799.80","97,142,738.26","188,922,900.63","309,451,987.94","436,938,710.37","115,928,845.05","256,456,162.95","481,298,420.29","684,832,769.49","143,179,780.10","294,643,368.97","549,480,996.02","771,981,855.62","234,059,511.67","428,278,453.99","697,026,495.33","951,086,201.15","272,990,502.64","598,025,519.81","926,971,568.77","1,292,914,361.46","229,206,970.45","521,811,623.12"
偿还债务支付的现金,,"46,000,000.00","39,610,000.00","17,698,924.56","25,527,406.57","55,763,589.23","233,581.82","25,467,705.29","25,701,556.14","35,936,107.47","13,999,929.50","14,240,398.02","93,293,777.28","152,066,952.62","24,585,639.70","24,620,069.46","24,620,069.46","24,620,069.46",,,,"62,331,227.09","49,000,000.00","81,339,024.06","107,454,575.31","143,183,626.77","24,771,280.38","49,543,425.63","88,516,778.17","218,357,746.66","25,575,713.34","52,213,993.20","116,887,524.66","207,482,620.82","26,490,411.34","27,449,551.34"
经营活动产生的现金流量净额,"-4,024,648.57","19,252,851.84","21,917,244.96","6,425,918.86","-4,998,215.49","34,336,632.87","-44,763,407.24","-25,270,020.85","-90,859,432.68","-44,346,864.44","-82,543,771.14","-113,104,616.13","-118,090,738.82","-54,142,894.92","6,036,722.46","27,731,977.27","39,319,081.17","64,093,571.33","1,414.12","8,668,391.11","-40,071,242.63","-6,423,328.57","-12,212,936.63","-16,346,528.67","-54,019,381.83","2,267,551.78","-46,386,078.69","-19,365,868.87","-89,081,295.70","-25,070,041.27","-97,794,392.95","-167,987,978.98","-107,334,297.08","-47,511,582.43","-9,289,370.69","20,703,207.98"
分配股利、利润或偿还利息支付的现金,"12,265,749.12","11,444,260.56","9,859,643.38","14,453,842.83","14,941,192.98","15,632,151.26","543,219.95","25,104,217.08","25,157,563.53","25,630,716.99","920,066.14","25,221,538.10","26,397,620.49","27,337,297.30","224,182.58","16,224,182.58","16,224,182.58","16,224,182.58",,"16,000,000.00","16,157,250.00","16,859,752.98","491,689.13","24,652,506.93","24,824,730.80","25,451,976.53","554,436.78","14,787,941.99","35,737,921.75","37,182,234.07","549,303.46","19,932,362.45","34,127,809.39","35,125,968.59","870,501.18","33,695,572.24"
收回投资收到的现金,,,"100,000.00",,,,,,,,,,,,,,,,,,,,"12,500,000.00","12,500,000.00","12,500,000.00","12,500,000.00",,"2,000,000.00","2,000,000.00","2,000,000.00",,,,,,
支付其他与筹资活动有关的现金,,,,,,"5,162,095.46","6,702,903.49","7,987,500.00","7,987,500.00","6,757,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,
取得投资收益收到的现金,,,"19,017.56",,,,,,,,,,,,,,,,,"2,030,237.04","2,030,237.04","2,030,237.04","1,148,000.00","1,148,000.00","3,548,000.00","3,551,846.57",,"5,823,353.42","5,823,353.42","5,823,353.42",,"6,249,375.00","7,413,375.00","7,413,375.00",,"3,080,000.00"
筹资活动现金流出小计,"12,265,749.12","57,444,260.56","49,469,643.38","32,152,767.39","40,468,599.55","76,557,835.95","7,479,705.26","58,559,422.37","58,846,619.67","68,324,324.46","14,919,995.64","39,461,936.12","119,691,397.77","179,404,249.92","24,809,822.28","40,844,252.04","40,844,252.04","40,844,252.04",,"16,000,000.00","16,157,250.00","79,190,980.07","49,491,689.13","105,991,530.99","132,279,306.11","168,635,603.30","25,325,717.16","64,331,367.62","124,254,699.92","255,539,980.73","26,125,016.80","72,146,355.65","151,015,334.05","242,608,589.41","27,360,912.52","61,145,123.58"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"1,000.00","5,480.00","5,480.00","19,810.00","50,745.00","50,840.00","50,840.00","50,582.18","9,111.75","6,500.00","7,200.00","8,625.00",,"8,800.00","8,800.00","8,788.16",,,"107,737.50","138,657.89",,"16,900.00","19,842.31","19,900.00",,"22,537.92","60,234.00","97,865.06","67,940.00","546,283.75","1,549,358.75","1,824,108.75","4,400.00","1,416,860.00"
筹资活动产生的现金流量净额,"20,734,250.88","-9,359,260.56","-409,643.38","2,530,820.70","-5,697,944.79","739,088,102.14","-7,479,705.26","-58,559,422.37","-58,846,619.67","-34,413,439.53","-14,919,995.64","48,604,868.80","19,709,375.87","-39,877,619.32","-24,809,822.28","-40,844,252.04","-40,844,252.04","-40,844,252.04",,"-16,000,000.00","46,895,152.12","12,140,247.02","2,831,170.29","-38,196,144.03","-14,591,385.13","31,040,463.05","-1,582,425.91","-28,009,115.02","46,515,338.93","878,609.17","3,689,350.23","20,126,030.50","24,927,978.37","14,570,367.08","-8,160,912.52","-6,150,577.36"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"86,455,753.44",,,,,,
四、汇率变动对现金的影响,"-204,722.41","-1,388,556.41","343,518.35","-72,615.83","51,295.56","-248,591.24","-60,061.01","-198,927.36","-612,991.60","-1,046,782.75","302,219.63","180,803.33","421,427.85","35,290.63","-132,899.55","-424,864.35","-445,476.65","-593,519.33","404,636.15","670,770.43","196,576.37","-650,270.72","-566,542.62","-131,384.68","29,687.71","808,380.04","794,579.85","1,939,930.91","1,746,495.35","1,634,871.08","543,443.32","-461,981.93","-1,358,414.76","-2,970,813.46","-3,725,543.46","658,364.72"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,240,000.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,"120,017.56","5,480.00","5,480.00","19,810.00","50,745.00","50,840.00","50,840.00","50,582.18","9,111.75","6,500.00","7,200.00","8,625.00",,"8,800.00","8,800.00","8,788.16",,"2,030,237.04","2,137,974.54","2,168,894.93","13,648,000.00","13,664,900.00","16,067,842.31","16,071,746.57",,"7,845,891.34","7,883,587.42","94,376,971.92","67,940.00","6,795,658.75","8,962,733.75","19,477,483.75","4,400.00","4,496,860.00"
五、现金及现金等价物净增加额,"14,618,674.37","8,336,662.24","20,522,662.61","-6,218,084.94","-26,099,858.30","755,461,917.89","-53,086,138.51","-105,696,101.28","-207,377,475.26","-153,838,269.29","-97,742,902.04","-124,705,012.07","-161,529,969.62","-164,757,584.46","-28,201,561.14","-23,809,177.65","-29,890,518.53","-27,024,676.49","-48,932,351.18","-69,223,545.18","-76,079,435.58","-81,809,068.97","-44,449,157.60","-46,488,213.30","-117,273,710.06","-44,313,987.27","-61,257,494.39","-55,450,550.21","-58,948,509.87","23,151,619.03","-116,258,809.42","-174,554,332.39","-161,686,049.31","-127,098,106.70","-42,491,390.27","-2,958,422.72"
购建固定资产、无形资产和其他长期资产支付的现金,"1,886,205.53","68,372.63","1,448,474.88","15,107,688.67","15,460,473.58","17,734,035.88","833,710.00","21,718,570.70","27,109,271.31","44,081,764.75","590,466.64","15,392,568.07","18,577,234.52","25,780,985.85","9,295,561.77","10,280,838.53","27,928,671.01","49,689,264.61","49,338,401.45","52,092,943.76","52,737,895.98","56,544,611.63","148,848.64","5,455,150.59","24,736,567.79","52,478,223.38","14,083,569.64","17,861,388.57","26,012,635.87","40,668,791.87","9,765,150.02","20,026,060.73","22,634,049.59","46,413,561.64","21,319,963.60","22,666,278.06"
期初现金及现金等价物余额,"13,000,629.92","27,619,304.29","35,955,966.53","56,478,629.14","56,478,629.14","56,478,629.14","811,940,547.03","811,940,547.03","811,940,547.03","811,940,547.03","658,102,277.74","658,102,277.74","658,102,277.74","658,102,277.74","493,344,693.28","493,344,693.28","493,344,693.28","493,344,693.28","466,320,016.79","466,320,016.79","466,320,016.79","466,320,016.79","384,510,947.82","384,510,947.82","384,510,947.82","384,510,947.82","340,196,960.55","340,196,960.55","340,196,960.55","340,196,960.55","363,348,579.58","363,348,579.58","363,348,579.58","363,348,579.58","236,250,472.88","236,250,472.88"
投资支付的现金,,"100,000.00",,,,,,,"30,000,000.00","30,000,000.00",,"45,000,000.00","45,000,000.00","45,000,000.00",,,,,,"12,500,000.00","32,500,000.00","32,500,000.00","48,000,000.00",,"40,000,000.00","42,000,000.00",,,,"8,000,000.00","13,000,000.00","13,000,000.00","64,250,000.00","64,250,000.00",,
期末现金及现金等价物余额,"27,619,304.29","35,955,966.53","56,478,629.14","50,260,544.20","30,378,770.84","811,940,547.03","758,854,408.52","706,244,445.75","604,563,071.77","658,102,277.74","560,359,375.70","533,397,265.67","496,572,308.12","493,344,693.28","465,143,132.14","469,535,515.63","463,454,174.75","466,320,016.79","417,387,665.61","397,096,471.61","390,240,581.21","384,510,947.82","340,061,790.22","338,022,734.52","267,237,237.76","340,196,960.55","278,939,466.16","284,746,410.34","281,248,450.68","363,348,579.58","247,089,770.16","188,794,247.19","201,662,530.27","236,250,472.88","193,759,082.61","233,292,050.16"
