科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"176,628,182.46","214,827,371.59","324,282,483.69","152,887,400.78","201,415,647.66","282,743,204.79","111,300,209.68","152,166,061.55","251,459,904.86","285,190,994.42","190,349,279.49","230,719,329.29","335,421,756.84","492,512,098.20","187,251,330.01"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"18,442,154.04","28,921,504.00","18,897,144.31","30,448,252.31","47,108,390.33","83,768,186.57","20,980,152.22","45,714,633.49","49,414,295.77","93,733,601.83","11,812,686.77","19,981,515.97","47,049,503.59","87,272,418.01","37,941,066.43"
投资活动现金流出小计,"4,318,017.50","1,988,736.68","1,779,364.41","972,041.91","1,240,240.30","1,122,405.97","238,879.97","586,955.73","1,344,950.63","14,400,937.32","2,943,091.61","3,066,028.90","3,232,791.69","3,275,239.69","2,680.97"
经营活动现金流入小计,"195,070,336.50","243,748,875.59","343,179,628.00","183,335,653.09","248,524,037.99","366,511,391.36","132,280,361.90","197,880,695.04","300,874,200.63","378,924,596.25","202,161,966.26","250,700,845.26","382,471,260.43","579,784,516.21","225,192,396.44"
投资活动产生的现金流量净额,"-4,318,017.50","-1,988,736.68","-1,779,364.41","-972,041.91","-1,240,240.30","-1,122,405.97","-238,879.97","-586,395.73","-1,343,940.63","-14,334,682.32","-2,938,291.61","-3,061,228.90","-3,227,891.69","-3,259,814.69","-2,680.97"
购买商品、接受劳务支付的现金,"132,743,524.48","168,262,618.33","201,981,736.94","110,196,755.62","182,404,641.82","210,645,192.11","73,383,624.77","108,546,459.64","185,396,946.41","359,162,878.66","62,121,350.75","88,396,299.34","157,076,074.18","228,757,407.59","161,451,287.82"
吸收投资收到的现金,"12,000,000.00",,,,"185,888,134.16","185,888,134.16",,,,,,,,,
支付给职工以及为职工支付的现金,"14,978,715.39","24,196,378.60","28,115,163.88","18,360,860.80","25,204,754.14","31,118,035.83","13,850,512.26","22,592,172.32","32,667,950.81","45,640,901.56","18,153,438.38","31,914,719.90","44,983,850.92","56,053,685.03","14,164,759.66"
取得借款收到的现金,,,,,,,,,,"70,000,000.00","70,000,000.00","70,000,000.00","120,000,000.00","120,000,000.00",
支付的各项税费,"12,252,831.47","15,155,533.76","12,196,832.55","10,691,640.94","11,022,685.46","16,214,063.97","9,685,648.80","10,729,510.04","16,694,094.60","17,582,033.79","11,746,663.92","13,958,880.71","19,325,733.87","19,680,359.91","14,388,031.87"
收到其他与筹资活动有关的现金,,,,,,,,,,"46,066,422.96","11,123,566.37","11,713,754.92","21,710,609.66","15,634,632.91","4,600,081.29"
支付其他与经营活动有关的现金,"34,762,170.69","46,796,132.19","95,646,907.10","19,480,515.75","30,294,062.45","98,829,308.22","13,582,996.37","21,991,846.48","27,268,729.64","86,365,539.35","51,653,963.68","66,540,152.29","91,891,711.43","133,300,603.45","55,353,648.90"
筹资活动现金流入小计,"12,000,000.00",,,,"185,888,134.16","185,888,134.16",,,,"116,066,422.96","81,123,566.37","81,713,754.92","141,710,609.66","135,634,632.91","4,600,081.29"
经营活动现金流出小计,"194,737,242.03","254,410,662.88","337,940,640.47","158,729,773.11","248,926,143.87","356,806,600.13","110,502,782.20","163,859,988.48","262,027,721.46","508,751,353.36","143,675,416.73","200,810,052.24","313,277,370.40","437,792,055.98","245,357,728.25"
偿还债务支付的现金,"2,300,000.00",,,,,,,,,,"70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","120,000,000.00"
经营活动产生的现金流量净额,"333,094.47","-10,661,787.29","5,238,987.53","24,605,879.98","-402,105.88","9,704,791.23","21,777,579.70","34,020,706.56","38,846,479.17","-129,826,757.11","58,486,549.53","49,890,793.02","69,193,890.03","141,992,460.23","-20,165,331.81"
分配股利、利润或偿还利息支付的现金,"4,724,861.47","1,017,355.93",,,,,,,"10,241,807.84","10,241,807.84","12,222,108.66","13,078,092.00","14,295,367.01","15,774,306.60","978,870.85"
收回投资收到的现金,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"1,250,000.00","1,050,000.00","500,000.00","550,000.00","676,583.65","10,137,698.51","577,049.06","1,653,415.00","1,758,626.30","5,103,278.41","176,915.53","4,480,482.33","26,984,577.85","46,492,592.15","5,047,589.62"
取得投资收益收到的现金,,,,,,,,,,,,,,,
筹资活动现金流出小计,"8,274,861.47","2,067,355.93","500,000.00","550,000.00","676,583.65","10,137,698.51","577,049.06","1,653,415.00","12,000,434.14","15,345,086.25","82,399,024.19","87,558,574.33","111,279,944.86","132,266,898.75","126,026,460.47"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,560.00,"1,010.00","66,255.00","4,800.00","4,800.00","4,900.00","15,425.00",
筹资活动产生的现金流量净额,"3,725,138.53","-2,067,355.93","-500,000.00","-550,000.00","185,211,550.51","175,750,435.65","-577,049.06","-1,653,415.00","-12,000,434.14","100,721,336.71","-1,275,457.82","-5,844,819.41","30,430,664.80","3,367,734.16","-121,426,379.18"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,,,,,560.00,"1,010.00","66,255.00","4,800.00","4,800.00","4,900.00","15,425.00",
五、现金及现金等价物净增加额,"-259,784.50","-14,717,879.90","2,959,623.12","23,083,838.07","183,569,204.33","184,332,820.91","20,961,650.67","31,780,895.83","25,502,104.40","-43,440,102.72","54,272,800.10","40,984,744.71","96,396,663.14","142,100,379.70","-141,594,391.96"
购建固定资产、无形资产和其他长期资产支付的现金,"4,318,017.50","1,988,736.68","1,779,364.41","972,041.91","1,240,240.30","1,122,405.97","238,879.97","586,955.73","1,344,950.63","14,400,937.32","2,943,091.61","3,066,028.90","3,232,791.69","3,275,239.69","2,680.97"
期初现金及现金等价物余额,"98,437,066.96","98,177,282.46","83,459,402.56","86,419,025.68","86,419,025.68","86,419,025.68","270,751,846.59","270,751,846.59","270,751,846.59","270,751,846.59","227,311,743.87","227,311,743.87","227,311,743.87","227,311,743.87","369,412,123.57"
投资支付的现金,,,,,,,,,,,,,,,
期末现金及现金等价物余额,"98,177,282.46","83,459,402.56","86,419,025.68","109,502,863.75","269,988,230.01","270,751,846.59","291,713,497.26","302,532,742.42","296,253,950.99","227,311,743.87","281,584,543.97","268,296,488.58","323,708,407.01","369,412,123.57","227,817,731.61"
