科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"258,444,044.99","274,074,762.83","266,722,077.19","232,520,373.62","580,916,904.65","626,089,056.96","402,253,524.69","497,602,685.11","321,195,823.81","315,400,658.50","284,325,962.76","588,967,602.20","172,722,445.12","104,200,927.64","96,277,078.91","87,993,481.76"
短期借款,"20,000,000.00",,,,,,,,,,"10,843,798.56","37,314,798.56","52,307,402.77","60,797,402.77","49,953,604.21",
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,,,,,"50,000.00",,"449,000.00",,,,,"1,000,000.00","2,250,000.00","500,000.00",,"100,000.00"
应付票据,,,,,,,,,,,,,,,,
应收账款,"8,318,893.23","31,144,635.13","17,547,776.13","32,163,852.35","29,781,041.50","47,866,424.76","11,931,745.47","28,785,085.81","30,763,231.45","48,189,112.84","10,754,389.40","27,639,679.67","25,356,882.37","31,817,735.98","17,876,042.43","35,990,433.63"
应付账款,"9,770,786.38","8,892,594.32","16,826,578.28","9,264,901.31","15,284,371.67","16,516,258.22","34,477,915.30","45,269,889.76","89,141,033.82","85,879,358.20","103,181,148.15","94,405,390.46","83,451,689.51","83,186,151.79","67,849,077.40","60,701,498.10"
预付款项,"12,278,278.13","16,057,953.79","21,508,548.37","14,760,651.68","19,179,259.43","18,160,374.69","29,084,888.28","15,172,467.01","28,522,249.55","20,250,280.63","864,463.44","1,808,192.41","6,197,314.37","4,684,759.58","2,608,382.57","2,034,937.73"
预收款项,"24,632,307.33","41,389,826.61","20,052,728.21","24,618,289.22","15,801,044.22","35,466,636.94","29,906,348.29","29,063,672.69","33,352,312.96","52,902,561.28","19,950,330.03","20,058,916.16","41,676,024.89","65,210,489.66","30,633,899.60","27,200,825.85"
其他应收款,"1,846,519.41","5,866,749.55","10,349,724.83","11,654,919.32","5,916,138.95","6,254,961.95","6,099,555.65","10,515,866.58","6,629,087.25","3,504,272.75","1,482,431.22","5,358,912.11","3,620,549.55","2,716,881.67","3,241,131.82","23,159,607.67"
应付职工薪酬,,,,"38,977.95",,,"19,101.27",,,,,,"2,748,039.02","3,217,453.14","4,591,673.64","5,169,333.84"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"7,401,991.54","8,127,680.56","-4,559,875.24","-4,631,801.01","-2,681,240.77","-6,535,587.53","12,436,004.16","17,918,019.16","6,636,203.77","6,439,102.72","11,237,202.65","11,909,194.85","6,218,280.76","5,760,199.10","12,989,710.58","17,700,018.57"
应收利息,,,,,,,"582,445.55","582,445.55","524,105.82","1,321,415.07","332,486.30","1,270,414.66","104,134.63","434,492.77","57,772.60","5,087,861.65"
应付利息,,,,,,"51,392.44","107,478.27","169,026.59","206,893.80","213,842.34","275,681.50","283,493.73","264,130.26","213,880.48","225,852.37","118,750.06"
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,"105,586,541.45",,,,,,,,,,,,
存货,"28,977,814.24","27,248,463.54","36,403,775.18","38,765,522.95","33,684,601.06","33,485,564.08","34,087,955.59","36,617,199.35","39,578,178.79","39,111,911.93","40,154,710.94","44,845,874.08","64,237,322.44","86,073,246.41","99,637,540.93","103,108,310.07"
其他应付款,"1,991,002.30","4,743,721.95","14,801,824.52","7,909,884.48","11,455,832.39","15,271,803.63","27,965,819.23","32,685,483.09","10,733,138.01","30,338,438.20","41,333,653.96","220,290,928.53","56,368,206.01","107,027,112.42","158,292,542.90","265,084,621.27"
