科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"39,854,277.52","71,124,453.56","83,354,732.82","73,541,078.11","739,883,370.94","655,430,497.30","629,200,264.93","627,282,620.92","577,647,535.99","516,578,388.90","513,310,866.21","491,493,573.29","453,400,611.58","414,162,431.47","360,115,996.60","302,834,425.60","247,982,765.30","228,867,804.59","254,404,151.44","378,496,195.49","665,198,601.34","528,427,769.17","659,039,492.53","513,310,074.92","602,507,655.39","733,432,506.53","603,123,778.07","2,149,980,994.87","1,517,161,322.67","1,382,003,523.64","1,674,339,057.11","1,414,190,911.37","1,903,636,408.25","1,803,786,989.45","2,145,132,321.85","1,523,070,631.86","1,668,288,635.92"
短期借款,"155,860,000.00","173,860,000.00","151,860,000.00","181,860,000.00","167,860,000.00","137,860,000.00","134,860,000.00","144,860,000.00","162,860,000.00","151,000,000.00","194,860,000.00","204,860,000.00","229,860,000.00","229,860,000.00","235,110,000.00","227,360,000.00","227,860,000.00","350,660,000.00","321,860,000.00","889,860,000.00","1,271,860,000.00","1,453,860,000.00","1,730,460,000.00","2,050,860,000.00","2,089,860,000.00","2,106,860,000.00","2,340,860,000.00","2,462,377,526.32","2,569,360,000.00","2,690,352,512.72","2,791,552,512.72","2,733,152,512.72","3,351,352,512.72","3,352,360,000.00","3,392,360,000.00","3,307,360,000.00","3,815,690,250.00"
交易性金融资产,,,,,,,,,,,,,"40,000,000.00","30,000,000.00",,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"12,250,812.23","19,331,656.83","35,456,012.63","24,891,419.09","31,423,759.23","24,720,822.80","39,108,618.60","41,028,704.67","39,336,348.77","41,905,582.86","74,044,281.60","71,918,316.08","63,264,509.79","70,829,179.99","105,194,036.38","92,618,026.35","83,816,613.05","84,902,058.87","89,747,195.22","112,687,723.37","73,400,133.65","81,423,139.75","131,819,495.69","113,172,592.87","154,469,623.14","119,698,727.87","145,676,766.57","180,334,592.04","137,936,130.45","154,176,640.33","158,531,144.71","180,904,348.26","165,655,803.98","134,172,103.86","174,186,453.45","144,775,991.01","137,995,530.21"
应付票据,,,,,,,,,,,,,,,,,,,,"91,180,000.00","138,940,576.43","111,556,108.67","145,972,866.23","117,338,900.00","122,326,030.00","173,631,330.90","161,297,921.89","273,387,320.71","204,699,510.95","140,126,071.60","240,999,836.00","133,215,939.19","86,829,382.20","155,329,706.60","240,586,998.30","183,192,816.90","170,042,656.41"
应收账款,"76,682,204.94","72,080,556.39","83,780,165.49","96,025,572.52","87,902,175.73","105,100,246.39","99,594,699.70","106,147,963.05","111,539,464.13","115,736,917.98","121,277,135.32","121,024,513.37","132,064,341.65","145,952,526.42","150,870,773.48","150,063,198.79","156,848,874.48","178,775,429.25","187,247,661.46","638,587,824.27","811,486,603.89","1,035,477,107.68","1,058,090,201.56","1,106,386,684.77","1,379,287,178.82","1,454,398,501.77","1,470,580,427.87","1,436,541,654.15","1,913,876,189.15","2,194,931,741.00","2,203,159,953.24","2,417,185,383.88","2,408,197,611.89","2,523,320,418.30","2,406,603,820.08","2,608,455,081.60","2,900,703,213.49"
应付账款,"12,573,503.70","8,007,757.61","12,788,009.54","8,284,905.59","4,818,975.18","12,413,224.05","12,655,132.29","15,387,185.48","15,582,012.91","22,589,846.88","45,680,896.78","32,753,302.04","16,275,139.61","11,544,059.20","37,515,132.05","40,911,486.82","60,719,335.01","45,190,077.05","64,940,490.61","433,418,381.80","477,293,371.64","611,491,937.02","590,792,640.76","630,904,561.23","798,720,697.24","1,018,632,494.52","981,719,561.53","735,396,116.01","1,103,570,869.08","1,245,678,886.15","954,562,435.52","1,320,527,693.17","1,158,797,723.89","1,140,062,390.67","957,845,975.94","917,231,824.75","1,109,509,379.99"
预付款项,"53,512,765.17","50,080,898.39","41,337,724.79","48,238,602.01","47,600,420.87","62,275,814.83","53,610,353.55","53,069,615.10","60,172,497.91","57,093,505.33","59,989,141.98","56,239,500.26","57,478,921.05","85,614,517.28","85,134,064.35","87,252,114.22","81,144,497.56","88,383,593.14","83,522,196.58","261,407,879.24","349,140,326.41","391,937,761.79","425,963,182.87","427,339,854.55","415,062,481.72","494,859,140.78","500,378,716.80","540,696,386.24","584,502,756.91","541,502,346.10","312,914,836.32","404,047,097.09","403,481,416.66","432,282,347.11","368,394,715.48","412,007,587.38","522,623,633.35"
预收款项,"1,003,689.38","1,001,266.92","1,163,058.56","419,350.56","1,268,182.89","1,491,710.87","2,283,164.12","2,285,264.23","2,120,203.67","1,410,721.67","3,043,558.76","1,617,274.91","1,598,822.23","1,918,756.03","2,527,943.32","2,447,604.99","1,953,482.13","844,920.55","2,296,307.21","22,909,776.71","19,390,804.23","30,930,919.69","48,177,934.66","21,891,456.21","24,509,927.94","34,820,381.80","44,167,780.12","64,262,547.06","44,847,634.51","58,268,236.03","46,703,409.11","16,538,063.49","27,795,138.46","37,275,506.30","33,949,562.08","61,543,277.27","77,144,447.25"
其他应收款,"23,671,571.25","16,762,106.74","14,141,236.95","15,077,901.09","16,128,065.20","24,643,394.35","23,704,117.58","23,713,668.87","30,413,328.19","33,153,162.59","32,975,879.90","42,532,713.15","45,147,979.22","45,305,297.60","48,000,029.79","63,518,555.28","67,550,588.26","64,167,260.00","32,864,481.97","89,081,745.20","103,680,914.99","235,675,757.42","404,935,643.09","437,531,964.29","461,655,302.94","492,990,568.65","432,229,994.70","575,876,107.09","501,077,167.99","530,801,140.45","392,033,881.13","419,429,141.38","436,022,664.09","457,611,474.95","456,489,049.18","656,477,639.20","722,119,088.76"
应付职工薪酬,"1,950,009.79","2,448,735.18","2,261,702.92","2,404,995.71","1,887,308.60","1,699,185.67","1,776,359.91","2,075,105.06","2,108,615.54","1,934,649.65","2,175,705.31","2,457,606.57","2,394,874.32","2,219,099.82","2,351,128.21","2,697,195.95","2,696,263.87","2,554,583.50","2,821,322.04","6,963,061.44","6,808,432.24","6,496,584.96","4,332,257.43","8,357,995.45","8,748,007.12","9,760,260.45","9,442,660.77","10,345,724.59","12,470,824.65","11,553,951.71","20,532,894.35","13,042,950.08","20,338,897.65","12,567,507.79","17,265,092.66","12,976,053.13","15,955,002.22"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"3,705,836.55","7,691,064.51","12,035,791.64","6,671,111.56","9,583,107.38","6,528,354.32","1,686,150.32","371,758.41","1,871,294.46","5,841,321.52","1,473,157.51","1,405,146.44","1,231,508.42","6,692,354.82","4,597,011.05","4,405,320.82","2,658,098.59","8,897,717.56","3,656,763.58","21,756,234.43","16,808,508.78","30,226,470.20","20,329,590.90","19,774,726.49","21,161,448.46","32,694,797.44","46,866,709.31","36,548,147.02","55,580,249.20","68,970,844.81","53,471,781.06","29,825,560.12","47,861,433.83","65,377,905.34","45,125,977.45","101,643,929.61","48,842,254.69"
应收利息,,,,,,,,,,,"1,621,217.36","1,621,217.36","1,335,689.31","656,933.68","1,113,712.63","1,950,799.16",,,,,,,,,,,,,,,,,,,,,
应付利息,"215,338.26",,,"22,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,"431,750.00",,,,,"1,339,000.00","5,974,000.00","10,609,000.00"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,"159,210.00","159,210.00","159,210.00","159,210.00","159,210.00","159,210.00","159,210.00","159,210.00","875,065.32","5,856,749.92","875,065.32","875,065.32","875,065.32","875,065.32","875,065.32","875,065.32","875,065.32","875,065.32"
存货,"34,454,489.44","62,093,253.67","66,077,379.82","65,261,364.99","60,331,469.49","73,327,413.08","71,639,576.03","72,533,098.37","79,468,580.68","109,945,784.72","142,254,296.82","153,163,333.00","156,836,954.81","167,286,023.56","175,673,712.71","194,717,998.10","245,368,214.02","284,741,986.06","326,513,533.05","474,891,572.96","530,354,591.21","608,135,525.00","544,592,165.68","580,083,092.73","632,713,378.19","657,168,294.82","614,855,875.14","720,016,925.79","711,027,533.48","864,723,280.65","744,432,106.27","701,543,400.15","685,582,998.50","628,825,733.34","700,031,808.23","772,719,934.28","903,738,905.89"
其他应付款,"11,869,763.82","10,002,437.01","7,757,630.69","1,654,276.46","6,943,274.60","7,948,917.54","8,842,598.81","9,829,155.06","8,741,094.29","5,997,663.55","5,884,891.69","4,269,259.02","4,149,598.58","4,133,955.40","9,153,893.83","8,178,096.17","31,572,170.72","38,187,302.47","31,349,710.64","77,602,039.50","79,645,869.01","97,873,119.99","91,389,716.84","63,381,055.24","329,841,023.73","261,057,327.40","187,408,626.56","250,958,165.04","154,187,889.36","168,501,571.37","175,161,435.57","174,459,172.82","179,750,014.64","180,755,792.40","184,769,314.73","302,208,379.41","257,253,192.99"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"22,090,000.00","22,090,000.00",,,,,,,,,,,,,,,,,,"78,500,000.00",,"77,000,000.00",,,,,,,,,,,,,,
其他流动资产,,,,,,"286,406.62",,"45,050.00",,,,,,,"20,000,000.00","36,500,000.00","70,000,000.00","150,000,000.00","80,000,000.00",,"230,000,000.00","200,000,000.00","100,000,000.00","200,000,000.00","100,000,000.00","2,000,000.00","60,560,530.69","9,817,913.08","318,462,318.12","278,462,318.12","156,068,597.52","184,746,553.25","104,582,191.95","121,227,226.06","86,967,578.18","39,287,187.57","7,758,453.41"
其他流动负债,"724,741.66","3,966,463.34","4,040,652.34","4,080,652.34","3,689,952.34","3,689,952.34","3,689,952.34","7,537,552.34","7,862,552.34","7,372,500.00",,,,,,,,,,,"88,265.72","221,785.18",,,,,,"611,957.64",,,,,,,,,
流动资产合计,"240,426,120.55","291,472,925.58","324,147,252.50","323,035,937.81","983,269,261.46","945,784,595.37","916,857,630.39","923,820,720.98","898,577,755.67","874,413,342.38","945,472,819.19","937,993,166.51","949,529,007.41","959,806,910.00","946,102,325.94","929,455,117.50","952,711,552.67","1,079,838,131.91","1,054,299,219.72","1,955,152,940.53","2,763,261,171.49","3,081,077,060.81","3,324,440,181.42","3,377,824,264.13","3,745,695,620.20","3,954,547,740.42","3,827,406,089.84","5,613,264,573.26","5,684,043,418.77","5,946,600,990.29","5,641,479,576.30","5,722,046,835.38","6,107,159,095.32","6,101,226,293.07","6,337,805,746.45","6,156,794,052.90","6,863,227,461.03"
流动负债合计,"187,902,883.16","229,067,724.57","213,996,845.69","205,397,792.22","196,050,800.99","171,631,344.79","165,793,357.79","182,346,020.58","201,145,773.21","196,146,703.27","253,118,210.05","247,362,588.98","255,509,943.16","256,368,225.27","291,255,108.46","285,999,704.75","327,459,350.32","446,334,601.13","426,924,594.08","1,543,848,703.88","2,089,495,038.05","2,342,816,135.71","2,708,614,216.82","2,912,667,904.62","3,395,326,344.49","3,637,615,802.51","3,771,922,470.18","3,834,762,569.71","4,150,573,727.67","4,384,758,889.71","4,283,859,369.65","4,421,636,956.91","4,873,600,168.71","4,944,603,874.42","4,874,116,986.48","4,893,005,346.39","5,505,921,248.87"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,"10,050,000.00","10,050,000.00","10,050,000.00","10,050,000.00","30,050,000.00","30,050,000.00","30,050,000.00","30,050,000.00","30,050,000.00","30,050,000.00","93,050,000.00","93,050,000.00","93,050,000.00","92,933,956.18","92,933,956.18","92,670,645.48"
长期借款,"22,090,000.00",,,,,,,,,,,,,,,,,,,"78,500,000.00",,"77,000,000.00",,,"17,000,000.00","16,500,000.00","16,500,000.00","83,400,000.00",,,,,,,,"30,000,000.00","25,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"297,767,901.75","297,882,771.98","297,998,847.95"
长期应收款,,,,,,,,,,,,,,,,,,,,,,"30,000,000.00",,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,"26,143,551.63","22,038,362.26","17,781,141.22","13,507,949.11","9,073,823.50","4,574,061.92",,,,,,,,,,,,
长期股权投资,,,,,,"4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","7,000,000.00","10,050,000.00","10,050,000.00","10,050,000.00","10,050,000.00","10,050,000.00","10,050,000.00","10,050,000.00","10,050,000.00","26,437,086.00","10,050,000.00","10,050,000.00",,,,,,,,,,,,,,,,
专项应付款,"7,000,543.94","5,971,112.31","3,517,000.00","3,517,000.00","3,517,000.00","3,495,717.95","17,000.00","17,000.00","17,000.00","17,000.00",,,,,,,,,,,,,,,,"2,291,900.00",,"1,731,760.03",,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,"1,000,000.00","1,000,000.00","519,851.33","493,906.00","493,906.00","493,906.00","493,906.00","473,906.00","473,906.00","473,906.00","473,906.00","450,906.00","450,906.00","450,906.00","450,906.00","417,906.00","417,906.00","417,906.00"
固定资产,"98,422,213.26","101,000,132.98","91,709,539.54","90,021,272.44","89,717,934.33","89,906,775.55","88,728,572.03","87,644,420.83","86,163,862.82","85,257,373.98","85,308,109.01","84,151,502.32","84,147,140.06","83,111,793.95","100,230,228.08","98,752,118.99","275,867,625.23","274,686,618.50","284,959,681.61","720,718,660.54","702,502,322.35","699,878,403.89","721,793,447.54","876,244,193.21","908,249,512.23","939,776,335.42","1,364,111,863.21","1,439,108,698.99","1,458,069,836.57","1,395,868,448.67","1,497,722,929.53","1,484,611,903.13","1,857,008,890.59","1,982,568,774.39","2,089,038,783.63","2,102,345,902.84","2,208,439,998.00"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
