科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应付职工薪酬,"603,778.85","656,563.60","1,112,992.57","1,391,558.22","1,737,874.92","2,245,737.50","3,316,220.01","2,053,974.43","2,361,974.16","2,906,191.12","4,678,840.83","4,423,055.06","4,659,270.08","4,930,912.18","5,904,238.09","4,452,954.08","4,685,702.91","4,997,192.10","6,161,537.23","4,727,308.08","4,543,293.96","5,083,446.50","6,815,267.38","6,055,453.21","6,953,982.28","6,910,898.85","8,591,014.57","7,572,771.39","7,178,666.92","6,732,317.16"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"3,103,783.52","912,212.68","2,812,955.42","-1,721,215.80","6,547,434.62","-6,004,566.74","13,769,593.24","-1,514,521.14","5,655,426.09","-835,620.23","32,785,281.16","-45,221.40","10,842,570.69","-1,651,626.73","31,921,917.32","2,015,653.79","17,849,315.39","16,909,913.71","53,196,907.09","3,441,200.02","20,942,001.20","18,635,397.59","16,926,333.04","22,087,680.59","5,137,820.49","22,606,546.99","43,009,371.36","1,715,997.95","3,730,222.54","6,117,026.58"
应收利息,,,,,,,"3,232,535.10","887,259.86","922,855.97","447,192.38","806,173.29","904,594.57","768,845.36","617,898.59","829,272.28","1,569,310.44","774,362.82","311,488.30","423,978.67","1,230,621.51","878,370.75","795,097.72","1,210,317.81","2,132,048.43","1,349,294.87","415,687.30","3,284,917.64","5,177,227.22","6,851,746.99","1,509,396.90"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,"8,833,333.33","15,458,333.33","22,083,333.33","2,208,333.33","8,833,333.33"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,"54,950,400.00",,,,,,,,,
存货,"30,402,163.79","43,996,101.49","40,326,071.42","49,522,092.92","56,505,556.14","84,737,799.88","66,473,698.11","82,074,420.09","99,063,950.35","137,427,928.03","102,512,616.52","193,812,143.50","206,601,931.41","241,949,489.24","152,728,634.41","165,303,599.15","149,019,453.14","215,465,554.06","196,793,658.65","190,390,475.82","187,950,547.39","174,999,726.96","201,776,576.84","222,121,698.93","241,784,832.02","203,503,555.49","185,508,059.64","220,271,803.73","258,550,024.79","255,976,712.39"
其他应付款,"20,094,262.47","611,423.99","508,622.10","504,102.54","333,124.44","6,126,670.44","1,065,533.66","722,969.36","413,489.35","1,103,273.78","467,337.86","711,761.60","1,484,653.05","1,850,131.58","1,888,527.30","2,933,265.60","3,511,225.18","4,604,358.16","8,603,771.12","5,012,079.91","24,823,079.15","14,337,299.78","3,737,523.16","8,087,893.37","4,522,915.38","3,017,430.00","4,913,390.00","4,925,602.82","2,072,887.94","15,192,932.35"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,"499,560.00","511,504.06","255,052.30","124,180.63","624,360.00","456,560.33","312,180.00","156,090.00","1,124,360.00","843,269.99","562,179.98","281,089.97"
其他流动资产,"180,576.26","200,292.74","291,015.40","104,470.38","459,941.18","341,722.56","365,039.47","74,046.84","589,320.22","601,199.22","2,419,962.92","14,898,657.27","14,987,698.36","4,380,850.36","11,709,625.77","22,102,903.67","18,946,587.64","18,465,590.82","5,193,624.93","18,168,736.88","23,189,467.28","15,045,853.29","5,875,219.51","33,864,731.24","18,160,380.07","7,880,992.55","34,295,414.35","45,160,462.05","40,418,981.46","11,699,326.83"
其他流动负债,,,"1,280,000.00","1,198,031.20","928,193.73","534,597.03","2,137,142.86","1,602,047.44","1,068,571.42","2,034,285.70","280,000.00","210,000.01","140,000.00","69,999.95","389,780.00","364,693.33","194,890.00","187,036.59",,,,,,,,,,,,
流动资产合计,"97,760,471.04","114,453,337.57","140,161,623.03","134,829,552.12","602,138,616.50","584,191,053.01","644,258,113.13","620,702,244.65","645,400,078.59","649,880,952.82","760,043,096.34","728,637,356.89","770,693,512.91","820,059,456.77","1,020,349,373.11","948,046,022.39","981,152,734.19","1,130,971,674.59","1,484,376,575.10","1,255,093,679.71","1,272,519,376.63","1,278,997,986.21","1,426,966,970.01","1,313,419,244.13","1,724,152,477.18","1,829,974,639.31","2,083,012,702.86","2,045,172,765.31","1,836,980,318.87","1,901,826,868.25"
流动负债合计,"70,510,566.41","39,858,070.59","36,963,836.14","32,876,123.32","43,545,995.58","26,989,520.92","48,779,708.10","21,392,793.99","47,145,556.27","52,577,791.72","132,699,195.32","102,237,944.61","155,732,997.73","176,121,849.47","193,906,318.46","99,713,816.43","117,812,281.62","235,329,803.55","365,779,419.73","186,148,589.67","238,686,220.22","230,176,328.46","223,717,001.52","210,897,854.73","169,439,336.78","158,229,987.79","260,255,666.04","201,076,657.68","190,707,843.32","220,394,127.36"
可供出售金融资产,,,,,,,,,,,,,,,,,,"300,000.00","300,000.00","300,000.00","300,000.00","15,300,000.00","300,000.00","300,000.00","300,000.00","300,000.00","5,300,000.00","5,300,000.00","5,300,000.00","5,300,000.00"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,"493,855,471.70","494,215,100.41","494,488,374.30","494,765,479.62","495,046,470.09","495,331,400.19"
长期应收款,,,,,,,,,,,,,,,,,,,"1,189,942.34","1,293,878.24","1,293,878.24","1,293,878.24","3,602,147.81","3,178,147.81","3,178,147.81","3,178,147.81","2,779,405.18","2,779,405.18","2,779,405.18","2,779,405.18"
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,"4,150,949.18","3,972,338.88","3,700,129.56",,,,"300,000.00","300,000.00","300,000.00","300,000.00","300,000.00","300,000.00","300,000.00","300,000.00","300,000.00",,,,,,,,"134,864,882.81","133,074,948.18","161,834,215.05","160,188,662.01","193,673,052.03","194,027,466.19"
专项应付款,"1,950,000.00","1,600,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,"1,534,992.18","1,505,592.78","1,476,193.38","1,468,843.53","1,461,493.68","1,454,143.83",,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"39,869,395.96","39,985,975.93","49,152,716.38","49,739,251.41","50,296,978.46","59,520,445.63","59,942,931.96","61,491,395.19","60,918,201.21","62,576,786.87","96,891,609.01","103,070,003.58","167,925,806.05","168,197,562.46","190,993,194.26","191,051,155.48","188,553,784.43","197,270,740.11","215,579,167.82","211,833,876.21","267,357,444.76","267,750,165.88","277,945,493.97","273,617,479.34","271,074,540.63","264,430,863.79","327,965,780.81","323,820,581.74","319,218,109.32","315,597,323.82"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,,,,,,,"1,712,409.59","3,502,455.94","8,792,231.86","24,544,827.88","45,321,564.42","49,814,344.37","1,128,873.00","1,148,873.00","1,148,873.00","1,740,006.76","1,540,987.86","2,990,760.61","20,213,879.57","20,673,200.34","48,912,277.51","58,244,777.15","56,522,971.49","54,848,974.97","59,192,500.60","62,671,280.91","2,359,703.35","2,359,703.35","2,359,703.35","2,359,703.35"
其他非流动负债,"4,196,666.67","3,616,666.67","5,056,666.67","5,056,666.67","10,556,666.67","10,556,666.67","2,776,666.67","2,776,666.67","2,776,666.67","2,776,666.67","4,296,666.67","4,296,666.67","4,296,666.67","4,296,666.67","7,136,248.34","7,136,248.34","7,136,248.34","7,136,248.34",,,,,,,,,,,,
工程物资,,,,,,,"45,468.88",,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"6,146,666.67","5,216,666.67","5,056,666.67","5,056,666.67","10,556,666.67","10,556,666.67","2,776,666.67","2,776,666.67","2,776,666.67","2,776,666.67","4,296,666.67","4,296,666.67","4,296,666.67","4,296,666.67","7,136,248.34","7,136,248.34","7,136,248.34","7,136,248.34","6,636,688.34","6,659,489.62","6,659,489.62","6,659,489.62","10,681,928.34","10,681,928.34","504,537,400.04","504,897,028.75","509,045,942.64","509,323,047.96","509,604,038.43","509,888,968.53"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"76,657,233.08","45,074,737.26","42,020,502.81","37,932,789.99","54,102,662.25","37,546,187.59","51,556,374.77","24,169,460.66","49,922,222.94","55,354,458.39","136,995,861.99","106,534,611.28","160,029,664.40","180,418,516.14","201,042,566.80","106,850,064.77","124,948,529.96","242,466,051.89","372,416,108.07","192,808,079.29","245,345,709.84","236,835,818.08","234,398,929.86","221,579,783.07","673,976,736.82","663,127,016.54","769,301,608.68","710,399,705.64","700,311,881.75","730,283,095.89"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"56,000,000.00","63,600,000.00","63,600,000.00","63,600,000.00","84,800,000.00","84,800,000.00","84,800,000.00","84,800,000.00","169,600,000.00","169,600,000.00","169,600,000.00","169,600,000.00","305,280,000.00","305,280,000.00","305,280,000.00","305,280,000.00","549,504,000.00","549,504,000.00","549,504,000.00","549,504,000.00","549,504,000.00","549,504,000.00","549,504,000.00","549,504,000.00","549,504,000.00","549,504,000.00","549,504,000.00","549,504,000.00","549,504,000.00","549,504,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"8,455,271.64","24,555,271.64","24,574,886.27","24,574,886.27","440,163,026.34","440,163,026.34","440,163,026.34","440,163,026.34","355,363,026.34","355,363,026.34","355,363,026.34","355,363,026.34","219,683,026.34","219,683,026.34","219,683,026.34","219,683,026.34","97,571,026.34","97,571,026.34","97,571,026.34","97,571,026.34","97,571,026.34","97,571,026.34","97,571,026.34","97,571,026.34","97,571,026.34","97,571,026.34","97,571,026.34","97,571,026.34","97,571,026.34","97,571,026.34"
无形资产,"7,927,273.67","11,745,295.55","11,772,491.56","11,316,989.41","11,245,994.12","16,345,858.59","15,338,227.98","14,800,910.63","14,244,611.07","13,665,397.85","13,095,712.15","20,706,972.22","20,075,331.15","19,443,757.74","18,838,680.06","18,206,444.34","18,147,730.18","18,809,843.11","29,107,149.13","28,732,895.59","29,133,902.16","28,861,390.80","29,310,491.61","28,755,886.23","28,040,369.16","35,475,270.50","49,877,576.68","53,779,387.39","52,685,698.50","51,572,883.27"
盈余公积,"1,133,738.58","3,639,149.52","7,660,119.36","7,660,119.36","7,660,119.36","7,660,119.36","14,623,544.01","14,623,544.01","14,623,544.01","14,623,544.01","28,911,918.14","28,911,918.14","28,911,918.14","28,911,918.14","56,081,388.91","56,081,388.91","56,081,388.91","56,081,388.91","93,366,087.75","93,366,087.75","93,366,087.75","93,366,087.75","118,802,629.10","118,802,629.10","118,802,629.10","118,802,629.10","128,151,510.24","128,151,510.24","128,151,510.24","128,151,510.24"
开发支出,"4,824,854.03","1,435,135.22",,"1,339,897.37","2,455,260.87","4,229,673.25",,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"10,203,647.44","32,752,345.84","68,941,074.38","68,992,294.46","84,999,146.40","97,631,131.79","131,757,161.04","138,715,245.16","141,930,942.90","157,916,714.80","244,206,535.09","254,198,032.66","258,459,100.55","286,655,031.23","463,582,947.36","482,656,400.64","374,090,613.28","414,618,054.60","643,257,046.29","651,115,036.05","648,418,195.20","686,379,371.95","822,398,281.58","832,937,574.91","792,109,149.02","900,281,528.32","1,080,693,598.10","1,095,916,230.17","931,749,157.75","959,155,152.90"
长期待摊费用,,,,,,"1,804,066.36",,,,,,,,,,,,,,"979,649.84","894,096.86","808,543.88","3,409,933.30","4,070,176.32","4,161,664.91","3,863,578.47","3,557,484.15","3,075,139.16","3,483,663.02","4,771,146.15"
少数股东权益,,,,,,,,,,,,,,,,,,"3,296,757.43","3,103,116.54","2,954,188.16","2,648,194.39","2,293,999.75","2,719,905.01","4,353,021.07","4,192,104.92","14,584,897.14","21,149,702.03","25,478,107.25","25,023,254.80","23,880,670.01"
递延所得税资产,"222,209.42","122,924.62","82,609.29","93,217.36","426,481.16","255,224.41","1,602,954.62","1,974,269.76","1,784,613.46","1,889,778.12","1,135,359.64","1,398,911.36","1,560,186.32","1,424,909.79","1,389,517.38","1,412,799.97","2,222,109.68","2,323,344.30","2,820,958.93","3,592,511.10","3,845,258.47","3,858,204.92","2,978,970.13","2,903,338.80","3,025,553.95","2,817,564.79","2,439,834.05","2,414,224.08","4,498,687.09","3,367,975.96"
外币报表折算价差,,,,,,,,,,,,,,"306,067.91","423,248.40","885,548.28","401,787.85","-190,916.45",,,,,,,,,,,,
其他非流动资产,"310,694.44","373,242.59",,,,,,,,,"18,290,000.00","10,680,000.00","10,680,000.00","10,680,000.00","13,073,540.00","10,680,000.00","10,680,000.00","10,680,000.00","5,051,015.90","63,309,956.00","10,073,621.00","8,650,294.26","21,662,034.22","140,000,000.00","5,000,000.00","5,000,000.00","4,410,489.50","5,510,910.26","8,269,086.76","4,671,154.76"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"54,689,419.70","55,168,166.69","66,634,959.79","67,930,537.96","69,586,337.85","83,609,412.07","78,641,993.03","81,769,031.52","86,039,657.60","102,976,790.72","175,034,245.22","185,970,231.53","201,670,196.52","201,195,102.99","225,743,804.70","223,390,406.55","221,444,612.15","232,374,688.13","274,262,113.69","330,715,967.32","361,810,479.00","384,767,255.13","395,732,042.53","507,674,003.47","508,837,659.87","510,811,654.45","560,524,488.77","559,228,013.17","592,267,405.25","584,447,058.68"
所有者权益(或股东权益)合计,"75,792,657.66","124,546,767.00","164,776,080.01","164,827,300.09","617,622,292.10","630,254,277.49","671,343,731.39","678,301,815.51","681,517,513.25","697,503,285.15","798,081,479.57","808,072,977.14","812,334,045.03","840,836,043.62","1,045,050,611.01","1,064,586,364.17","1,077,648,816.38","1,120,880,310.83","1,386,222,580.72","1,393,001,567.74","1,388,984,145.79","1,426,929,423.26","1,588,300,082.68","1,599,513,464.53","1,559,013,400.23","1,677,659,277.22","1,874,235,582.95","1,894,001,072.84","1,728,935,842.37","1,755,990,831.04"
资产总计,"152,449,890.74","169,621,504.26","206,796,582.82","202,760,090.08","671,724,954.35","667,800,465.08","722,900,106.16","702,471,276.17","731,439,736.19","752,857,743.54","935,077,341.56","914,607,588.42","972,363,709.43","1,021,254,559.76","1,246,093,177.81","1,171,436,428.94","1,202,597,346.34","1,363,346,362.72","1,758,638,688.79","1,585,809,647.03","1,634,329,855.63","1,663,765,241.34","1,822,699,012.54","1,821,093,247.60","2,232,990,137.05","2,340,786,293.76","2,643,537,191.63","2,604,400,778.48","2,429,247,724.12","2,486,273,926.93"
负债和所有者(或股东权益)合计,"152,449,890.74","169,621,504.26","206,796,582.82","202,760,090.08","671,724,954.35","667,800,465.08","722,900,106.16","702,471,276.17","731,439,736.19","752,857,743.54","935,077,341.56","914,607,588.42","972,363,709.43","1,021,254,559.76","1,246,093,177.81","1,171,436,428.94","1,202,597,346.34","1,363,346,362.72","1,758,638,688.79","1,585,809,647.03","1,634,329,855.63","1,663,765,241.34","1,822,699,012.54","1,821,093,247.60","2,232,990,137.05","2,340,786,293.76","2,643,537,191.63","2,604,400,778.48","2,429,247,724.12","2,486,273,926.93"
