科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"992,776,006.83","2,063,171,643.81","3,329,168,110.00","4,946,700,525.24","1,310,934,742.80","2,710,589,582.47","4,371,326,456.83","6,074,955,664.37","913,440,879.17","1,678,610,542.12","2,739,605,892.09","4,443,909,160.23","1,482,573,830.62","3,062,249,839.47","4,703,886,269.15","6,536,689,285.66","1,911,123,834.83","4,380,724,897.15","6,465,854,076.76","8,626,806,019.10","1,950,601,440.19","3,743,802,637.48","5,261,272,611.93","6,937,158,218.68","1,568,538,653.89","3,438,279,161.62","5,091,944,381.18","6,170,562,881.95","1,509,445,754.26","2,842,564,512.30","4,960,539,990.15","6,225,393,990.17","1,817,871,870.53","3,408,655,312.05","5,384,426,327.96","6,454,209,045.89","1,742,177,970.14","3,826,143,669.34","5,591,621,939.77","7,727,586,798.19","1,957,506,681.41","4,451,933,605.09","6,742,656,585.02"
取得子公司及其他营业单位支付的现金净额,,,"27,006,425.84","27,006,425.84",,,,,,,,,,,,,,,,,,,,"5,890,410.70",,,,,,,,,,,,,,,,,,,
收到的税费返还,"9,412,859.66","11,304,989.46","23,046,291.71","29,358,205.46","20,119,907.03","21,339,037.53","26,139,406.10","43,490,098.22","1,414,386.93","14,588,398.10","31,472,118.72","43,953,586.25","17,944,440.46","57,635,257.26","109,379,916.05","167,423,637.68","41,231,208.82","104,323,144.05","142,761,869.53","197,293,573.22","55,313,947.59","77,131,179.39","125,839,876.94","135,860,963.33","26,842,952.14","73,153,068.76","95,819,174.48","108,369,404.36","37,686,451.22","55,508,730.23","92,211,815.70","99,608,979.36","25,232,640.69","58,520,262.56","91,270,232.55","104,103,023.52","37,393,655.45","40,533,561.91","54,787,336.10","57,328,963.65","20,763,067.43","32,458,354.75","40,199,316.89"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"3,575,928.42","3,853,412.77",,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"1,588,703.51","3,630,739.14","5,118,286.79","9,394,528.04","16,678,741.97","2,444,336.63","62,765,977.21","75,730,476.99","14,237,601.76","16,643,187.33","35,114,137.07","85,929,800.34","2,187,785.19","9,497,786.73","7,034,567.66","19,261,028.71","1,010,856.37","5,773,758.60","19,947,002.46","13,121,535.53","14,890,910.14","16,113,685.98","20,816,882.19","31,036,750.67","12,652,174.30","19,835,133.97","26,262,427.00","36,413,630.88","38,564,469.17","15,504,862.99","42,527,450.21","45,433,815.07","2,789,620.24","19,165,860.29","22,732,765.27","34,784,743.70","15,679,825.24","25,414,766.86","66,582,335.40","47,161,318.69","46,344,174.52","11,114,003.11","34,078,027.08"
投资活动现金流出小计,"86,322,429.51","123,643,276.59","189,938,587.74","265,066,673.86","54,716,870.68","166,592,421.99","254,726,220.82","395,380,336.92","186,579,385.97","252,069,666.70","404,161,101.25","488,922,653.77","84,244,809.37","213,593,190.17","456,021,543.27","625,105,899.38","251,978,350.72","482,836,730.64","782,271,200.79","1,147,342,945.41","145,484,198.92","238,827,657.88","318,055,124.03","358,385,524.31","47,118,976.65","319,527,342.16","458,221,912.21","544,388,143.82","47,469,689.71","93,470,954.96","182,866,766.04","331,260,763.35","76,195,675.42","135,039,409.39","233,466,630.79","372,166,304.56","128,533,980.15","225,705,939.36","341,839,506.39","548,202,601.10","63,756,575.94","136,136,808.63","205,453,108.86"
经营活动现金流入小计,"1,003,777,570.00","2,078,107,372.41","3,357,332,688.50","4,985,453,258.74","1,347,733,391.80","2,734,372,956.63","4,460,231,840.14","6,194,176,239.58","929,092,867.86","1,709,842,127.55","2,806,192,147.88","4,573,792,546.82","1,502,706,056.27","3,129,382,883.46","4,820,300,752.86","6,723,373,952.05","1,953,365,900.02","4,490,821,799.80","6,628,562,948.75","8,837,221,127.85","2,020,806,297.92","3,837,047,502.85","5,407,929,371.06","7,104,055,932.68","1,608,033,780.33","3,531,267,364.35","5,214,025,982.66","6,315,345,917.19","1,585,696,674.65","2,913,578,105.52","5,095,279,256.06","6,370,436,784.60","1,845,894,131.46","3,486,341,434.90","5,498,429,325.78","6,593,096,813.11","1,795,251,450.83","3,892,091,998.11","5,712,991,611.27","7,832,077,080.53","2,024,613,923.36","4,495,505,962.95","6,816,933,928.99"
投资活动产生的现金流量净额,"-70,673,707.87","-103,873,757.25","-168,052,890.94","-228,427,489.22","-51,354,440.57","-153,345,878.24","-241,449,074.65","-370,701,177.96","-186,545,385.97","-215,345,293.40","-343,685,895.10","-420,282,977.64","-71,437,574.72","-185,744,170.59","-421,770,257.94","-547,073,636.36","-251,512,028.38","-479,609,697.86","-777,812,568.51","-1,110,680,740.08","-145,118,898.92","-234,416,560.76","-312,453,072.97","-326,056,943.35","-47,002,753.65","-315,961,384.83","-433,319,733.56","-494,740,018.99","-39,006,975.16","-81,221,977.78","-165,045,576.27","-295,646,689.10","-47,021,845.76","-103,536,911.05","-99,569,464.57","-220,741,607.96","-128,483,220.05","-131,446,543.90","-247,435,964.27","-317,655,249.98","-63,323,912.32","-128,655,781.23","-190,646,334.79"
购买商品、接受劳务支付的现金,"708,274,618.02","1,562,217,942.67","2,629,206,875.17","4,226,546,626.32","1,409,795,585.32","2,503,736,901.08","3,777,761,508.62","5,068,744,348.53","720,046,082.19","1,281,877,067.52","2,090,148,566.00","3,364,796,348.10","1,193,616,136.89","2,562,829,861.23","3,816,876,832.97","5,316,461,395.86","1,859,217,543.37","3,777,488,854.23","5,810,082,010.92","7,399,647,717.80","1,667,885,761.30","2,900,850,243.96","4,221,048,630.52","5,458,847,242.63","1,660,595,178.36","2,895,191,200.72","4,285,802,653.22","4,766,786,417.41","1,552,568,745.58","2,607,078,089.70","4,087,771,549.75","4,659,892,174.69","1,532,771,632.99","2,787,756,405.39","4,183,571,027.18","4,720,554,864.21","1,546,179,975.01","2,932,033,803.97","4,009,527,009.67","5,406,101,948.35","2,167,077,091.81","3,822,987,839.39","5,634,445,216.96"
吸收投资收到的现金,,"3,000,000.00","3,000,000.00","3,000,000.00",,,"597,623.89","2,000,000.00",,,,,,,,,"88,666,650.00","88,666,650.00","88,666,650.00","88,666,650.00",,,"498,550,000.00","504,550,000.00",,,"3,000,000.00","3,000,000.00",,,,,,,,"361,199,993.10",,,,,"33,500,000.00","33,500,000.00","33,500,000.00"
