科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
处置固定资产、无形资产和其他长期资产收回的现金净额,"3,101,822.50","109,900.00","290,379.38",,"6,000.00","6,000.00","363,136.27","17,090.00","482,710.00","535,332.19","328,594.44","99,306.89","180,362.29","322,818.28","255,995.21","211,148.21","596,081.18","1,124,721.84","1,640,750.56","62,547.68"
筹资活动产生的现金流量净额,"228,614,241.65","-212,993,223.42","-247,485,642.51","-48,714,847.93","182,032,962.87","-86,096,486.32","-192,184,378.95","-49,561,398.68","-117,884,856.75","-135,720,856.34","-138,095,277.52","67,370,078.59","91,722,620.23","216,294,094.13","187,281,619.01","177,090,539.61","33,034,092.53","-58,811,392.92","-107,656,058.70","54,550,052.85"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,"-3,114,628.18","-1,994,983.39","357,419.47","2,879,442.85","2,518,104.52","-2,029,476.23"
收到其他与投资活动有关的现金,,,,,,,"2,100,000.00",,,"504,000.00","504,000.00",,,,"1,000,000.00",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"15,229,548.55","109,900.00","290,379.38",,"6,000.00","6,000.00","2,463,136.27","17,090.00","482,710.00","1,039,332.19","832,594.44","99,306.89","521,881,168.32","1,642,950,097.89","3,122,881,087.42","1,677,179,937.63","3,039,182,404.72","3,879,742,119.40","5,810,794,768.15","567,117,240.31"
五、现金及现金等价物净增加额,"-74,678,990.43","-18,815,529.22","-1,119,189.90","57,762,661.07","309,751,870.94","50,944,487.30","52,162,931.73","42,205,328.70","-3,612,660.77","-14,142,292.50","-48,672,751.09","49,678,366.40","92,577,551.54","30,232,195.72","48,577,425.78","95,721,243.17","90,964,255.60","-3,187,579.23","21,283,945.37","79,261,088.82"
购建固定资产、无形资产和其他长期资产支付的现金,"383,095,489.29","244,453,112.59","171,562,887.27","54,515,411.53","97,968,180.01","178,682,454.99","220,607,315.21","52,986,667.52","107,175,368.70","150,769,791.39","58,260,867.04","9,408,547.05","9,905,812.01","33,770,802.38","21,265,800.92","9,722,342.80","898,937.29","28,056,951.56","55,069,933.91","57,650,851.03"
期初现金及现金等价物余额,"174,961,965.14","100,282,974.71","81,467,445.49","80,348,255.59","80,348,255.59","80,348,255.59","80,348,255.59","132,511,187.32","132,511,187.32","132,511,187.32","132,511,187.32","83,838,436.23","83,838,436.23","83,838,436.23","83,838,436.23","132,415,862.01","132,415,862.01","132,415,862.01","132,415,862.01","153,699,807.38"
投资支付的现金,"8,039,223.24",,,,,,,,,,,,"619,476,834.54","1,839,432,995.09","3,318,311,816.60","1,880,576,633.33","3,232,422,963.06","4,053,621,951.63","6,050,880,747.37","546,941,268.96"
期末现金及现金等价物余额,"100,282,974.71","81,467,445.49","80,348,255.59","138,110,916.66","390,100,126.53","131,292,742.89","132,511,187.32","174,716,516.02","128,898,526.55","118,368,894.82","83,838,436.23","133,516,802.63","176,415,987.77","114,070,631.95","132,415,862.01","228,137,105.18","223,380,117.61","129,228,282.78","153,699,807.38","232,960,896.20"
