科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"2,053,675,627.61","2,425,593,437.47","2,679,291,602.65","1,524,029,128.92","2,515,324,431.88","3,587,731,727.78","981,383,461.84","2,089,988,162.34","3,460,779,820.36","4,468,115,554.92","1,028,230,218.02","1,980,567,334.78","3,121,600,813.60","4,417,408,923.49","720,932,005.82","1,638,254,392.59","2,744,119,825.67","3,894,464,697.94","563,199,567.27","1,346,856,984.20","2,238,591,839.13","2,789,132,323.39","804,682,713.14","1,593,708,576.16","2,266,181,734.60","2,977,004,829.67","764,883,777.19","1,816,345,240.06","2,476,184,062.35","3,174,229,907.75","983,940,201.59","2,927,634,866.96","4,745,349,116.29","5,741,902,455.89","2,087,943,147.28"
取得子公司及其他营业单位支付的现金净额,,,,,,"9,504,879.12",,,,,,,,,,,,,,,,,,,,,,,,,,"1,501,841,105.39","1,448,151,598.92","4,794,553,915.65",
收到的税费返还,"546,168.89","2,029,679.54","1,051,891.56",,,"360,222.99",,,,"5,591,621.92",,,"558,059.61",,,,,,,,,"297,430.64",,,,,,,,"3,319,939.20",,"997,838.32","4,606,910.89","16,073,600.16","3,029,094.22"
支付其他与投资活动有关的现金,"16,645,005.00","4,399,855.46","90,761,036.56","13,647,225.43","13,745,455.98","14,081,328.98",,,,"25,060,000.00","4,302,188.00","15,801,082.97","7,646,554.97","77,214,420.22",,,,,,"354,138.64","834,138.64","510,000.00",,,,"80,114,338.00","5,610,000.00","5,680,000.00","5,760,000.00","5,767,897.00","28,250.00",,"3,550,004.95","12,212,307.51","1,746,340.05"
收到其他与经营活动有关的现金,"68,696,205.76","32,164,915.44","53,654,059.10","48,717,987.45","34,557,150.16","47,830,508.81","35,957,137.35","86,354,884.79","150,282,466.25","100,552,327.84","59,265,715.73","178,517,847.70","255,226,454.53","219,957,473.13","40,427,765.30","44,318,616.85","107,286,040.60","131,283,001.36","22,678,331.83","81,589,565.77","64,510,455.21","96,303,447.13","11,738,917.76","68,939,195.74","46,201,788.10","86,878,340.14","27,153,534.77","71,657,572.10","114,804,019.28","143,895,972.24","190,417,692.15","239,410,265.35","212,923,663.78","191,781,362.30","36,541,647.16"
投资活动现金流出小计,"104,063,202.47","127,848,167.73","344,729,216.19","236,747,591.69","401,693,575.91","580,444,903.93","196,464,560.50","345,397,809.12","464,531,872.40","554,862,982.55","325,288,281.36","550,089,704.68","744,519,461.51","932,021,047.55","105,199,314.04","137,305,275.11","1,299,540,543.47","986,343,191.35","414,480,294.54","769,228,282.60","622,687,668.89","277,832,277.59","275,690,671.33","1,042,557,490.64","1,072,610,961.69","2,728,207,347.58","107,857,314.91","258,890,659.42","1,259,663,458.17","3,926,495,510.46","2,396,039,199.61","2,929,030,451.99","4,326,671,865.65","8,383,879,618.87","1,003,479,659.23"
经营活动现金流入小计,"2,122,918,002.26","2,459,788,032.45","2,733,997,553.31","1,572,747,116.37","2,549,881,582.04","3,635,922,459.58","1,017,340,599.19","2,176,343,047.13","3,611,062,286.61","4,574,259,504.68","1,087,495,933.75","2,159,085,182.48","3,377,385,327.74","4,637,366,396.62","761,359,771.12","1,682,573,009.44","2,851,405,866.27","4,025,747,699.30","585,877,899.10","1,428,446,549.97","2,303,102,294.34","2,885,733,201.16","816,421,630.90","1,662,647,771.90","2,312,383,522.70","3,063,883,169.81","792,037,311.96","1,888,002,812.16","2,590,988,081.63","3,321,445,819.19","1,174,357,893.74","3,168,042,970.63","4,962,879,690.96","5,949,757,418.35","2,127,513,888.66"
投资活动产生的现金流量净额,"-75,565,955.47","-108,631,729.74","-213,302,700.30","-223,892,351.20","-389,375,321.42","-546,276,649.44","-185,642,587.50","-339,527,384.12","-457,674,588.40","-546,611,098.18","-325,166,281.36","-431,951,196.05","-722,353,912.09","-776,320,738.90","-103,186,044.45","-120,679,452.70","-1,276,648,703.95","-949,413,454.77","-335,971,199.65","-750,509,457.53","-575,468,775.85","-229,412,160.33","-260,833,790.56","-965,609,015.38","-953,358,912.46","-517,785,238.83","420,652,786.46","788,909,308.65","-37,855,993.72","28,817,465.80","-1,298,271,760.03","-1,406,887,017.73","-1,843,142,725.36","-3,417,494,382.15","-988,961,045.91"
购买商品、接受劳务支付的现金,"1,322,923,349.47","1,257,571,981.01","1,298,414,288.08","832,717,187.77","1,277,917,778.04","1,729,076,391.19","309,096,150.44","1,054,066,641.00","2,034,977,748.01","2,647,808,234.09","752,950,086.72","1,456,114,818.08","2,077,831,248.89","2,946,953,938.95","590,678,792.48","1,303,170,690.50","2,428,353,790.23","3,363,732,618.88","370,987,303.47","786,104,586.70","1,291,547,318.03","1,660,453,702.66","440,470,858.53","869,757,925.14","1,389,349,109.92","1,840,380,432.53","360,517,756.66","1,144,671,304.47","1,587,572,938.57","1,969,139,620.24","421,599,647.31","1,592,909,336.20","2,889,881,196.48","3,102,402,765.05","1,320,821,418.25"
吸收投资收到的现金,,"766,192.00","736,000.00","22,660,000.00","2,723,061,900.00","2,730,260,000.00",,,,"113,420,000.00",,,,"1,759,793,043.35",,,,,,,,,,,,,,,,,"155,833,818.72","155,653,818.72","155,653,818.72","155,653,818.72",
支付给职工以及为职工支付的现金,"135,514,368.67","267,971,411.48","259,867,295.36","148,333,549.94","224,119,656.23","331,998,143.05","112,905,135.37","215,880,003.16","335,245,207.87","437,660,866.50","115,278,117.53","221,940,581.76","334,386,571.46","454,138,247.07","114,273,886.70","214,472,480.62","335,255,352.66","455,454,779.60","132,828,947.69","241,231,708.04","342,276,493.92","541,081,040.18","111,578,466.34","224,337,577.35","338,378,693.69","479,870,875.79","109,151,274.18","211,013,526.06","308,292,353.24","405,155,854.93","108,234,553.85","337,334,026.10","541,112,773.73","794,691,627.74","290,864,178.23"
取得借款收到的现金,"50,000,000.00","299,400,000.00","302,000,000.00","92,958,875.00","130,000,000.00","140,000,000.00",,,"15,000,000.00","5,000,000.00",,,,,,,,"97,550,400.00",,,,,,"5,000,000.00","5,000,000.00","5,000,000.00",,,,,"900,000,000.00","918,000,000.00","953,000,000.00","2,084,619,261.19","1,135,546,798.00"
支付的各项税费,"215,142,893.83","288,568,683.74","393,472,874.57","261,874,619.37","410,010,929.91","537,330,047.54","213,399,219.93","387,212,389.57","571,243,498.94","681,707,362.30","175,956,239.97","380,535,968.00","532,108,295.50","722,253,929.05","248,692,535.94","419,824,963.34","491,265,866.70","596,697,912.63","120,015,511.90","252,869,101.34","308,494,318.15","379,431,009.79","45,695,660.26","172,801,072.10","243,744,762.59","340,034,744.88","69,822,994.09","131,863,591.45","172,456,870.26","251,639,685.97","36,113,985.39","228,205,082.84","333,153,838.09","458,151,450.42","121,392,859.37"
收到其他与筹资活动有关的现金,"25,000,000.00","3,000,000.00",,,,,"7,497,546.44",,"12,175,000.00","261,758.74","76,019,623.89","180,023,576.22","180,705,174.79","192,513,200.88","76,671,639.46","133,972,916.70","229,454,594.36","263,936,177.02","445,411.35","30,372,510.16","559,606.96","99,491,961.86","58,318,494.24","25,000,157.25","46,800,157.23","50,812,500.00","6,791,507.41","28,928,773.19","40,374,521.23","86,820,255.76",,"23,281,034.52","27,074,820.25","65,779,955.52","41,005,100.93"
