科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"498,864,432.85","988,381,896.40","1,038,461,086.61","239,232,979.32","280,433,073.30","379,390,535.73","569,283,785.09","211,756,326.33","359,862,113.61","671,585,732.71","979,325,514.44","204,895,028.85","313,241,573.54","479,406,083.55","771,184,638.16","159,980,912.05","261,435,905.40","422,875,564.99","785,380,757.28","237,984,124.97"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,"33,879,220.09",,,,"138,699,831.89",,,,"159,317,728.28",
收到的税费返还,,"3,687,689.37",,,,"96,407.82","96,407.82",,,,,,,,,"2,016,400.00","2,513,663.02","2,513,715.66","2,513,663.02",
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"423,751,481.17","119,696,648.76","54,465,840.91","18,197,549.64","9,705,227.08","16,564,186.41","49,069,935.94","17,408,879.76","17,923,461.82","26,423,648.95","35,104,548.81","-8,750,612.83","16,707,804.72","106,684,766.99","33,091,834.60","94,928,899.33","18,961,253.13","67,383,473.88","99,993,241.56","41,359,134.00"
投资活动现金流出小计,"142,398,987.30","203,136,695.88","144,076,935.61","47,941,381.70","49,972,410.99","65,353,052.64","76,642,446.23","31,493,033.73","103,257,827.90","157,073,339.96","158,022,786.01","25,930,783.70","192,529,135.51","222,717,532.58","245,083,881.21","14,978,687.92","23,897,841.10","194,994,797.08","197,121,426.39","6,513,769.53"
经营活动现金流入小计,"922,615,914.02","1,111,766,234.53","1,092,926,927.52","257,430,528.96","290,138,300.38","396,051,129.96","618,450,128.85","229,165,206.09","377,785,575.43","698,009,381.66","1,014,430,063.25","196,144,416.02","329,949,378.26","586,090,850.54","804,276,472.76","256,926,211.38","282,910,821.55","492,772,754.53","887,887,661.86","279,343,258.97"
投资活动产生的现金流量净额,"-142,348,987.30","-203,007,695.88","-144,024,935.61","-47,941,381.70","-49,972,410.99","-65,318,052.64","-76,607,446.23","-31,493,033.73","-102,719,360.89","-155,025,126.91","-155,934,572.96","-9,972,405.04","-167,575,656.85","-197,764,053.92","-214,434,657.57","35,483,212.08","26,649,058.90","-106,247,897.08","-137,716,721.53","-5,973,769.53"
购买商品、接受劳务支付的现金,"296,731,864.65","538,098,057.09","754,521,717.21","220,077,376.47","288,354,339.29","423,030,468.77","469,422,736.66","106,319,606.20","304,342,793.36","434,846,446.50","568,985,559.19","202,508,360.32","330,852,487.07","433,580,414.84","625,030,835.81","189,996,171.37","297,774,916.76","441,458,284.05","544,187,710.53","222,907,030.60"
吸收投资收到的现金,,,,,"372,318,000.00","372,318,000.00","372,318,000.00",,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"68,255,675.72","124,788,902.59","126,370,435.83","25,259,086.70","45,518,669.10","72,347,352.29","90,036,388.26","17,968,825.59","46,693,657.48","77,765,239.34","103,573,202.28","27,353,443.94","48,715,904.08","72,305,907.71","95,014,548.48","19,476,659.31","41,000,517.42","65,932,658.72","91,026,989.56","25,146,451.00"
取得借款收到的现金,"182,100,000.00","210,846,225.00","451,700,000.00","125,500,000.00","350,700,000.00","470,199,908.00","383,200,000.00","87,500,000.00","293,533,333.33","450,776,812.65","532,733,808.63","100,000,000.00","207,500,000.00","318,000,000.00","552,983,597.23","41,000,000.00","188,594,877.78","332,369,544.44","499,392,116.65","93,726,800.00"
支付的各项税费,"54,595,273.48","40,470,474.50","95,933,501.10","32,172,605.45","58,842,377.31","66,200,133.62","73,605,322.83","23,011,791.51","28,974,729.12","35,392,873.47","52,721,837.27","20,606,146.62","35,143,189.73","48,680,198.90","55,871,781.03","21,255,823.67","30,987,462.37","45,638,170.73","61,881,926.63","38,470,278.23"
收到其他与筹资活动有关的现金,,,,,,,"66,999,908.00",,"47,243,479.32",,"48,493,479.32",,"85,415,812.84","85,415,812.84","113,796,391.56",,,"47,140,972.22",,
支付其他与经营活动有关的现金,"433,702,365.23","222,095,861.86","99,897,398.38","24,154,244.44","21,894,168.70","57,719,278.24","66,913,661.25","74,323,055.36","30,562,032.28","51,317,547.93","142,251,386.01","2,825,718.24","31,175,163.67","53,515,478.16","106,973,948.51","116,978,135.07","57,960,435.77","75,578,781.04","115,268,799.96","51,487,382.98"
筹资活动现金流入小计,"182,100,000.00","210,846,225.00","451,700,000.00","125,500,000.00","723,018,000.00","842,517,908.00","822,517,908.00","87,500,000.00","340,776,812.65","450,776,812.65","581,227,287.95","100,000,000.00","292,915,812.84","403,415,812.84","666,779,988.79","41,000,000.00","188,594,877.78","379,510,516.66","499,392,116.65","93,726,800.00"
经营活动现金流出小计,"853,285,179.08","925,453,296.04","1,076,723,052.52","301,663,313.06","414,609,554.40","619,297,232.92","699,978,109.00","221,623,278.66","410,573,212.24","599,322,107.24","867,531,984.75","253,293,669.12","445,886,744.55","608,081,999.61","882,891,113.83","347,706,789.42","427,723,332.32","628,607,894.54","812,365,426.68","338,011,142.81"
偿还债务支付的现金,"53,800,000.00","176,000,000.00","337,846,225.00","60,000,000.00","357,500,000.00","545,800,000.00","575,800,000.00","37,500,000.00","237,700,000.00","324,699,908.00","357,700,000.00","10,000.00","100,010,000.00","227,302,479.32","399,318,447.89","33,900,000.00","83,900,000.00","127,620,000.00","365,670,000.00","43,000,000.00"
经营活动产生的现金流量净额,"69,330,734.94","186,312,938.49","16,203,875.00","-44,232,784.10","-124,471,254.02","-223,246,102.96","-81,527,980.15","7,541,927.43","-32,787,636.81","98,687,274.42","146,898,078.50","-57,149,253.10","-115,937,366.29","-21,991,149.07","-78,614,641.07","-90,780,578.04","-144,812,510.77","-135,835,140.01","75,522,235.18","-58,667,883.84"
分配股利、利润或偿还利息支付的现金,"11,753,738.23","21,128,717.26","37,451,740.99","7,974,657.47","16,155,274.68","21,005,158.03","25,887,960.05","3,982,404.89","7,435,354.22","18,781,328.55","21,394,842.03","5,453,776.69","11,660,799.24","25,715,102.29","32,483,549.31","5,533,810.85","13,592,800.96","23,537,689.78","37,305,156.29","9,021,309.04"
收回投资收到的现金,,,,,,,,,,,,,,,,"49,754,400.00","49,754,400.00","57,954,400.00","57,954,400.00",
支付其他与筹资活动有关的现金,,,,,"7,759,938.40","10,653,529.00","10,653,529.00",,,,"67,222,683.24","886,079.36","47,243,479.32",,"47,243,479.32","1,452,594.05","86,014,081.80","86,274,081.80","115,158,357.23",
取得投资收益收到的现金,,,,,,,,,"538,467.01","1,968,213.05","1,968,213.05",,,,,,,,"657,804.86",
筹资活动现金流出小计,"65,553,738.23","197,128,717.26","375,297,965.99","67,974,657.47","381,415,213.08","577,458,687.03","612,341,489.05","41,482,404.89","245,135,354.22","343,481,236.55","446,317,525.27","6,349,856.05","158,914,278.56","253,017,581.61","479,045,476.52","40,886,404.90","183,506,882.76","237,431,771.58","518,133,513.52","52,021,309.04"
处置固定资产、无形资产和其他长期资产收回的现金净额,"50,000.00","129,000.00","52,000.00",,,"35,000.00","35,000.00",,,"80,000.00","120,000.00","15,958,378.66","16,063,478.66","16,063,478.66","21,759,223.64","707,500.00","792,500.00","30,792,500.00","792,500.00","540,000.00"
