科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
筹资活动产生的现金流量净额,"116,546,261.77","13,717,507.74","76,402,034.01","57,525,342.53","341,602,786.92","265,059,220.97","210,176,418.95","46,017,595.11","95,641,458.43","107,295,576.10","134,909,762.68","93,650,143.95","134,001,534.28","150,398,231.23","187,734,512.27","113,595.10","5,087,995.02","142,078,745.08","-18,741,396.87","41,705,490.96"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,"4,293.07",
收到其他与投资活动有关的现金,,,,,,,,,,,,,"8,890,000.00","8,890,000.00","8,890,000.00",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"50,000.00","129,000.00","52,000.00",,,"35,000.00","35,000.00",,"538,467.01","2,048,213.05","2,088,213.05","15,958,378.66","24,953,478.66","24,953,478.66","30,649,223.64","50,461,900.00","50,546,900.00","88,746,900.00","59,404,704.86","540,000.00"
五、现金及现金等价物净增加额,"43,528,009.41","-2,977,249.65","-51,419,026.60","-34,648,823.27","167,159,121.91","-23,504,934.63","52,040,992.57","22,066,488.81","-39,865,539.27","50,957,723.61","125,873,268.22","26,528,485.81","-149,511,488.86","-69,356,971.76","-105,314,786.37","-55,183,770.86","-113,075,456.85","-100,004,292.01","-80,931,590.15","-22,936,162.41"
购建固定资产、无形资产和其他长期资产支付的现金,"142,398,987.30","199,636,695.88","144,076,935.61","46,691,381.70","48,722,410.99","64,103,052.64","75,392,446.23","5,493,033.73","47,257,827.90","83,963,339.96","94,143,565.92","17,040,783.70","34,749,135.51","64,937,532.58","88,604,049.32","14,978,687.92","23,897,841.10","34,994,797.08","37,803,698.11","6,513,769.53"
期初现金及现金等价物余额,"97,818,537.29","141,346,546.70","138,369,297.05","86,950,270.45","86,950,270.45","86,950,270.45","86,950,270.45","138,991,263.02","138,991,263.02","138,991,263.02","138,991,263.02","274,958,126.53","264,864,531.24","274,958,126.53","264,864,531.24","221,964,755.62","159,549,744.87","159,510,254.49","159,549,744.87","162,191,772.52"
投资支付的现金,,"3,500,000.00",,"1,250,000.00","1,250,000.00","1,250,000.00","1,250,000.00","26,000,000.00","56,000,000.00","73,110,000.00","30,000,000.00","8,890,000.00","157,780,000.00","157,780,000.00","17,780,000.00",,,"160,000,000.00",,
期末现金及现金等价物余额,"141,346,546.70","138,369,297.05","86,950,270.45","52,301,447.18","254,109,392.36","63,445,335.82","138,991,263.02","161,057,751.83","99,125,723.75","189,948,986.63","264,864,531.24","301,486,612.34","115,353,042.38","205,601,154.77","159,549,744.87","166,780,984.76","46,474,288.02","59,505,962.48","78,618,154.72","139,255,610.11"
