科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应付股利,,,,,,,,,,,,"1,581,682.50","1,581,682.50",,"3,332,000.00","3,332,000.00",,,,,,,,"1,603.61","1,603.61","1,603.61","1,603.61",,,,
存货,"56,195,410.70","88,539,905.24","88,047,556.23","125,508,377.44","118,632,485.58","86,452,693.14","104,512,907.80","106,444,275.72","114,115,469.48","98,479,699.49","119,057,811.65","197,023,815.20","285,260,905.29","193,571,698.49","184,759,127.99","194,152,891.25","194,667,297.92","272,630,328.42","232,091,292.22","245,549,385.31","230,523,482.07","308,728,818.72","273,840,657.02","275,641,701.30","243,916,706.44","273,027,868.72","253,015,638.23","234,360,898.43","251,790,982.25","253,870,591.15","263,573,327.74"
其他应付款,"1,156,188.04","13,739,019.85","11,627,522.89","7,715,517.04","12,861,061.38","5,456,016.24","3,521,409.89","4,071,865.06","2,835,992.36","5,437,593.43","4,881,878.98","5,074,477.45","4,535,982.42","12,488,206.77","15,089,966.72","13,889,526.00","5,621,311.03","4,952,190.25","2,876,208.79","30,634,368.71","3,135,592.60","3,194,699.18","3,836,681.72","4,149,846.33","218,934,693.28","224,619,051.67","227,031,607.17","104,530,331.03","239,849,392.94","197,477,119.56","189,937,151.40"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"22,000,000.00","8,000,000.00","11,200,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,"287,449,995.67","247,731,862.40","199,303,407.68","35,306,894.09","42,007,608.09","32,744,481.26","26,309,875.30","24,810,619.07","25,043,431.13","14,710,195.91","25,368,087.70","25,501,798.54","24,505,329.56","18,654,217.73","18,439,502.65","125,700,579.24","30,187,091.28","24,097,793.33","17,945,479.32","17,561,186.07","188,714,550.97","179,986,607.05"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"207,144,097.74","320,695,245.01","385,526,342.39","397,685,785.83","921,220,472.61","923,429,535.83","859,168,744.26","970,339,836.89","948,581,724.66","832,860,398.89","791,845,034.54","944,553,487.29","1,107,842,474.02","1,002,492,203.74","874,925,473.60","926,962,370.12","992,072,698.38","1,006,349,585.81","875,006,800.81","987,189,606.70","883,662,551.48","925,322,698.87","872,285,974.66","920,403,454.25","1,659,503,993.51","1,710,732,568.12","1,584,642,641.36","1,421,690,531.08","1,515,714,129.73","1,744,590,885.99","1,811,657,844.46"
流动负债合计,"153,802,155.59","211,777,486.61","293,870,260.66","293,784,156.84","309,417,992.27","314,530,117.78","257,875,975.61","401,780,333.76","397,263,868.29","383,567,751.99","353,828,938.77","571,039,273.69","747,856,697.56","693,795,863.91","580,899,811.33","644,943,644.32","732,074,316.49","789,052,934.44","675,152,194.43","830,796,162.91","749,222,881.02","767,432,394.52","704,262,255.90","756,635,264.92","1,278,903,825.52","1,255,841,389.26","1,132,558,708.32","1,008,924,612.53","1,304,692,118.49","1,382,654,571.27","1,454,358,906.62"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,"12,000,000.00","14,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,"4,500,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"3,896,000.00","7,316,000.00","10,010,340.00","10,000,000.00","10,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","17,537,706.16","17,537,706.16","22,737,071.40","22,237,125.40","21,077,479.35","20,525,503.19","20,111,849.72","34,071,788.09","33,106,392.91","41,999,240.58","74,770,319.54","97,468,767.86","96,674,696.07","94,417,955.56","101,417,442.33","104,952,522.79","110,292,604.83","136,227,742.87","138,801,369.74","139,536,372.78","148,385,306.58","158,778,725.83"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"102,132,106.44","166,101,903.67","175,891,953.06","199,429,944.89","205,643,736.00","238,301,811.42","238,391,622.31","241,951,789.77","243,408,751.98","300,225,771.91","307,278,834.16","406,796,297.44","412,721,010.49","528,175,922.36","529,215,407.28","530,618,179.65","548,664,566.77","613,155,581.59","628,940,363.08","621,236,665.73","708,716,045.68","723,196,228.74","709,988,264.37","699,990,194.61","740,525,723.81","736,326,306.44","717,441,116.13","708,226,132.61","691,301,520.46","654,712,754.14","684,256,710.74"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"19,983,235.15","6,399,969.05","35,303,367.95","25,649,964.21","23,262,348.49","11,656,174.53","14,463,747.33","37,961,025.77","43,701,094.05","80,293,182.89","90,978,143.36","52,003,490.20","72,268,319.81","35,755,263.57","34,403,199.72","36,292,680.20","76,318,067.48","61,797,078.39","60,531,757.80","76,312,821.97","15,861,710.19","7,186,908.51","11,758,117.42","11,343,342.95","13,754,877.95","5,686,465.82","6,250,749.34","7,685,922.10","17,266,833.73","24,755,719.80","25,357,453.43"
其他非流动负债,"4,274,446.89","5,687,500.00","10,901,666.69","12,063,333.39","7,491,059.24","8,946,303.39","8,715,797.58","11,275,291.77","11,044,785.96","16,254,280.15","16,148,774.34","15,675,768.53","16,632,762.72",,,"18,273,745.29","26,149,822.82",,"26,978,061.22",,"27,148,589.62",,"25,258,513.50",,,,,,"26,678,960.53",,"26,813,640.63"
工程物资,"20,533.02","29,760.04",,"65,034.15",,"136,752.15","43,589.73",,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"20,774,446.89","19,687,500.00","10,901,666.69","12,063,333.39","7,491,059.24","8,946,303.39","8,715,797.58","11,275,291.77","11,044,785.96","16,254,280.15","16,148,774.34","15,675,768.53","16,632,762.72","18,559,756.91","18,416,751.10","18,273,745.29","26,149,822.82","27,447,942.02","26,978,061.22","26,628,180.42","27,148,589.62","25,171,051.56","25,258,513.50","24,235,975.44","23,863,437.38","23,585,899.32","23,693,361.26","26,377,870.48","26,678,960.53","27,520,050.58","26,813,640.63"
固定资产清理,,,,,,,"-2,191.04",,,,,,"32,711.27",,534.00,,,,,,,,"196,064.06","196,064.06","-75,908.33",,,"-25,532.95",,,
负债合计,"174,576,602.48","231,464,986.61","304,771,927.35","305,847,490.23","316,909,051.51","323,476,421.17","266,591,773.19","413,055,625.53","408,308,654.25","399,822,032.14","369,977,713.11","586,715,042.22","764,489,460.28","712,355,620.82","599,316,562.43","663,217,389.61","758,224,139.31","816,500,876.46","702,130,255.65","857,424,343.33","776,371,470.64","792,603,446.08","729,520,769.40","780,871,240.36","1,302,767,262.90","1,279,427,288.58","1,156,252,069.58","1,035,302,483.01","1,331,371,079.02","1,410,174,621.85","1,481,172,547.25"
生产性生物资产,,,,,,,,,,,,,"2,596,133.48","2,037,365.83","1,822,287.09","1,759,265.17","1,987,958.62","1,816,418.98","1,520,185.96","1,513,899.00","1,764,738.01","1,845,819.20","2,758,575.14","4,483,969.09","4,566,312.65","4,046,909.07","4,013,080.83","3,762,457.74","3,647,770.72",,
实收资本(或股本),"53,562,119.00","66,000,000.00","66,000,000.00","66,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","176,000,000.00","176,000,000.00","176,000,000.00","176,000,000.00","176,000,000.00","176,000,000.00","176,000,000.00","176,000,000.00","176,000,000.00","176,000,000.00","176,000,000.00","176,000,000.00","176,000,000.00","232,535,701.00","232,535,701.00","232,535,701.00","395,310,691.00","395,310,691.00","395,310,691.00","395,310,691.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"15,127,727.57","103,519,720.40","95,783,551.91","95,783,551.91","561,108,326.91","561,108,326.91","560,884,529.37","559,282,809.73","560,183,837.40","556,207,473.07","556,207,473.07","468,207,473.07","468,207,473.07","468,207,473.07","468,207,473.07","468,207,473.07","468,207,473.07","468,207,473.07","468,207,473.07","468,207,473.07","468,207,473.07","468,207,473.07","468,207,473.07","468,207,473.07","1,495,535,177.65","1,494,093,695.85","1,494,093,695.85","1,331,318,705.85","1,331,318,705.85","1,331,318,705.85","1,331,318,705.85"
无形资产,"16,088,332.81","26,300,158.33","37,900,503.98","38,624,543.32","38,442,266.26","38,244,989.20","38,047,712.14","38,818,150.70","66,787,334.78","87,798,567.28","87,797,911.98","89,402,398.02","89,153,672.60","88,932,091.88","88,432,674.61","91,062,745.42","90,801,832.43","89,996,476.28","89,574,694.20","89,009,271.99","88,410,467.78","89,392,850.80","88,776,757.17","95,427,863.54","108,471,942.40","117,548,047.81","119,718,721.92","115,569,361.94","117,249,108.55","162,433,452.89","161,078,598.36"
盈余公积,"5,260,150.61","1,179,102.65","4,338,425.28","4,338,425.28","4,338,425.28","7,690,915.22","7,690,915.22","7,690,915.22","7,690,915.22","18,540,488.67","18,540,488.67","18,540,488.67","18,540,488.67","22,220,012.78","22,220,012.78","22,220,012.78","22,220,012.78","23,741,322.04","23,741,322.04","23,741,322.04","23,741,322.04","24,095,648.72","24,095,648.72","24,095,648.72","24,095,648.72","28,154,814.24","28,154,814.24","28,154,814.24","28,154,814.24","44,096,029.39","44,096,029.39"
开发支出,,,"230,000.00","230,000.00","230,000.00","330,000.00","330,000.00","330,000.00","330,000.00","330,000.00","330,000.00","330,000.00","330,000.00","330,000.00","330,000.00","330,000.00","330,000.00","330,000.00","330,000.00","330,000.00","330,000.00",,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,"205,326.67","205,326.67","205,326.67","205,326.67","205,326.67","205,326.67","205,326.67","205,326.67","12,440,520.47","12,440,520.47","12,440,520.47","12,440,520.47","12,440,520.47","12,440,520.48","12,440,520.47","32,906,620.64","34,316,530.71","34,316,530.71","34,316,530.71","34,316,530.71","34,316,530.71","34,316,530.71","34,316,530.71","848,947,230.97","845,736,948.64","845,736,948.64","845,736,948.64","1,150,076,463.20","889,052,595.95","889,948,478.83"
未分配利润,"89,641,047.76","86,537,497.73","148,194,460.82","175,900,677.20","207,504,463.95","229,486,658.94","232,608,227.07","218,417,221.20","235,270,830.47","249,113,904.82","255,012,924.77","250,856,714.05","267,921,778.54","284,237,779.24","272,498,090.73","265,071,489.69","286,917,369.49","313,394,859.04","314,107,818.45","309,602,936.22","326,827,178.47","354,696,406.01","353,816,114.95","351,649,024.07","387,261,992.30","446,237,095.27","459,703,043.60","415,206,934.24","494,729,961.82","406,049,005.92","413,385,436.27"
长期待摊费用,"131,521.64","62,793.80","42,523.00","33,721.00","1,536,322.22","1,519,327.88","1,502,333.54","1,605,996.40","2,204,461.91","1,756,002.83","1,646,460.73","2,231,162.09","2,544,332.40","1,961,565.78","2,507,833.27","1,971,791.83","1,628,246.40","1,576,533.48","1,524,820.56","1,657,032.60","1,562,875.44","1,625,401.92","1,534,193.46","2,586,985.00","25,287,634.98","22,830,510.23","24,250,018.59","26,752,048.17","25,903,508.96","25,625,868.33","25,236,433.25"
少数股东权益,"11,659,451.59","40,013,739.99","29,386,392.54","28,525,829.80","28,168,468.30","26,769,687.40","19,076,720.39","28,565,197.70","30,254,456.26","30,766,145.22","30,825,181.28","40,502,189.03","40,363,905.34","44,439,619.04","41,317,669.56","41,476,755.35","84,231,882.70","88,348,948.89","88,024,490.88","89,117,067.83","96,987,361.22","98,598,207.82","99,762,167.97","101,492,712.40","101,371,927.24","100,228,409.66","100,425,872.63","97,077,061.92","113,084,055.31","130,491,206.23","131,477,976.56"
递延所得税资产,"431,272.21","1,603,890.81","3,364,400.85","4,471,654.35","5,488,263.70","7,708,091.96","7,701,280.30","8,799,643.18","9,489,999.55","9,207,893.49","8,709,169.50","10,327,480.13","13,356,805.96","14,258,091.97","14,956,375.33","14,643,717.92","17,019,098.54","16,179,375.59","18,577,460.63","17,785,641.27","17,069,765.31","16,770,262.68","18,299,957.36","18,510,467.88","23,496,999.17","23,935,702.45","29,343,236.03","30,630,509.99","31,232,657.92","32,732,706.42","38,406,200.23"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,"27,569,505.76","19,889,505.76","19,971,352.98","18,971,352.98","17,869,784.20","17,069,784.20","13,639,784.20","14,136,379.91","3,540,941.19","3,540,941.19","3,540,941.20","2,040,941.19","35,150,970.14","2,040,941.19"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"142,683,001.27","208,019,802.37","262,948,415.51","278,710,188.59","284,808,263.34","313,102,473.81","315,683,420.98","344,671,932.49","381,126,968.94","509,589,645.03","526,718,746.36","596,268,419.75","627,680,631.88","704,968,301.21","704,634,334.97","709,230,750.38","803,728,178.97","879,843,893.69","897,204,559.28","936,903,535.79","984,472,253.96","988,878,482.83","979,116,199.45","981,912,644.37","1,884,063,716.30","1,869,944,436.48","1,886,522,555.54","1,880,680,159.18","2,178,255,177.51","1,972,849,374.25","1,985,103,541.86"
所有者权益(或股东权益)合计,"175,250,496.53","297,250,060.77","343,702,830.55","370,548,484.19","889,119,684.44","913,055,588.47","908,260,392.05","901,956,143.85","921,400,039.35","942,628,011.78","948,586,067.79","954,106,864.82","971,033,645.62","995,104,884.13","980,243,246.14","972,975,730.89","1,037,576,738.04","1,069,692,603.04","1,070,081,104.44","1,066,668,799.16","1,091,763,334.80","1,121,597,735.62","1,121,881,404.71","1,121,444,858.26","2,240,800,446.91","2,301,249,716.02","2,314,913,127.32","2,267,068,207.25","2,362,598,228.22","2,307,265,638.39","2,315,588,839.07"
资产总计,"349,827,099.01","528,715,047.38","648,474,757.90","676,395,974.42","1,206,028,735.95","1,236,532,009.64","1,174,852,165.24","1,315,011,769.38","1,329,708,693.60","1,342,450,043.92","1,318,563,780.90","1,540,821,907.04","1,735,523,105.90","1,707,460,504.95","1,579,559,808.57","1,636,193,120.50","1,795,800,877.35","1,886,193,479.50","1,772,211,360.09","1,924,093,142.49","1,868,134,805.44","1,914,201,181.70","1,851,402,174.11","1,902,316,098.62","3,543,567,709.81","3,580,677,004.60","3,471,165,196.90","3,302,370,690.26","3,693,969,307.24","3,717,440,260.24","3,796,761,386.32"
负债和所有者(或股东权益)合计,"349,827,099.01","528,715,047.38","648,474,757.90","676,395,974.42","1,206,028,735.95","1,236,532,009.64","1,174,852,165.24","1,315,011,769.38","1,329,708,693.60","1,342,450,043.92","1,318,563,780.90","1,540,821,907.04","1,735,523,105.90","1,707,460,504.95","1,579,559,808.57","1,636,193,120.50","1,795,800,877.35","1,886,193,479.50","1,772,211,360.09","1,924,093,142.49","1,868,134,805.44","1,914,201,181.70","1,851,402,174.11","1,902,316,098.62","3,543,567,709.81","3,580,677,004.60","3,471,165,196.90","3,302,370,690.26","3,693,969,307.24","3,717,440,260.24","3,796,761,386.32"
