科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"20,242,737.15","20,068,735.40","11,347,326.38","14,410,115.77","17,912,356.36","11,424,399.15","7,639,179.76","5,736,743.92","6,608,831.75","4,416,503.61","13,290,333.28","315,528,326.56","316,854,023.85","262,214,636.89","267,869,967.34","281,921,017.09","289,444,953.13","615,199,649.44","442,294,489.28","642,291,896.97","412,798,565.79","498,977,648.70","977,034,440.34","928,966,610.70","590,244,103.25","986,244,460.08","1,447,999,524.49","3,089,610,197.17","2,191,045,849.32","1,970,495,799.00","1,321,107,933.30","2,198,189,309.75","1,379,021,236.02","1,362,262,551.93","1,889,520,074.04","2,276,125,495.40","2,368,543,830.37","3,342,803,124.26","4,504,878,991.35","3,361,783,399.01","4,040,700,145.84","3,845,025,801.37","3,312,498,529.10","4,138,613,799.23","3,877,971,807.07","1,727,161,098.39","1,227,032,623.98","835,465,709.94","1,022,117,307.11"
短期借款,"119,688,173.31","119,688,173.31","119,688,173.31","119,688,173.31","119,688,173.31","119,688,173.31","119,688,173.31","158,688,173.31","158,688,173.31","158,688,173.31","56,915,048.39",,,,,,,"50,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","183,000,000.00","403,000,000.00","683,000,000.00","743,000,000.00","1,108,800,000.00","1,364,000,000.00","587,800,000.00","387,300,000.00","833,000,000.00","672,810,000.00","988,220,000.00","1,019,030,000.00","717,600,000.00","917,600,000.00","625,000,000.00","555,000,000.00","896,100,000.00","1,550,000,000.00","938,000,000.00","1,073,050,255.94","822,715,033.27","702,399,675.66","2,762,188,963.57","2,364,398,027.51","2,681,508,218.81","3,690,844,032.80","2,767,597,145.63","2,306,751,566.31"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,"5,075,177.63","5,499,000.00","5,433,012.00",,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,"800,000.00",,,,,,,"16,400,000.00",,,,"560,000.00","4,160,000.00","400,000.00","400,000.00",,,,,,,"5,000,000.00","5,840,000.00","70,636,865.00","28,356,500.00","152,515,106.48","33,372,800.00","119,435,639.65","118,935,639.65"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,772,800.00",,,
应收账款,"14,302,393.02","17,797,315.21","13,596,034.93","12,066,314.10","8,913,023.40","10,883,775.42","8,250,419.01","2,677,261.86","1,302,720.08","2,560,492.25","506,801.66","37,170,106.82","30,898,511.79","26,840,732.64","22,464,603.19","16,447,222.29","11,096,645.29","69,253,419.95","54,620,961.36","62,895,903.49","49,702,534.93","50,445,113.25","54,043,507.27","46,500,736.66","35,481,124.50","52,718,822.12","38,656,364.60","85,133,300.48","42,529,692.83","54,041,478.44","117,136,329.46","71,756,294.01","315,441,362.40","282,282,043.98","478,740,776.92","316,526,730.19","373,948,598.87","257,462,943.12","219,236,948.95","206,292,224.33","663,628,512.79","677,539,747.89","698,456,329.38","2,712,188,800.08","1,817,008,884.85","1,509,047,153.61","1,766,390,398.35","1,333,836,427.88","1,182,308,590.85"
应付账款,"5,857,887.12","12,825,259.34","3,910,970.42","9,993,260.13","4,128,619.68","8,639,055.69","5,884,495.71","11,850,126.39","11,341,089.22","10,943,760.52","10,736,038.28","2,299,193.75","2,208,765.54","2,380,560.01","2,406,537.16","1,238,916.84","1,238,916.84","845,376,411.43","1,269,666,599.40","1,391,242,842.31","1,200,568,637.10","1,072,399,867.97","1,015,178,115.77","1,330,272,531.27","902,549,089.54","856,340,290.55","1,060,208,980.00","1,224,081,124.28","1,236,783,123.96","1,563,169,915.07","1,512,986,809.50","1,370,675,292.21","988,398,809.42","983,085,302.81","1,113,100,246.13","1,585,464,235.64","1,333,403,737.15","1,239,236,029.00","1,332,274,350.67","1,486,087,601.49","1,683,717,732.59","1,590,991,645.23","1,595,460,567.57","2,739,562,029.53","2,180,105,063.13","2,483,571,762.18",,,
预付款项,"11,881,280.54","23,313,801.30","12,770,025.68","14,617,400.33","23,329,314.84","16,563,533.72","14,013,093.64","235,425.05","638,280.60","229,689.29","386,870.42","109,006.58","240,168.66","246,848.63","309,776.68",,,"1,124,879,607.60","933,062,919.04","912,149,231.37","996,275,750.80","967,440,930.88","1,557,680,122.93","401,859,984.60","426,618,095.72","456,276,352.49","577,836,534.04","435,590,158.47","684,176,079.46","839,485,426.20","665,198,731.49","484,390,836.61","498,300,771.97","771,243,924.08","853,245,881.90","1,039,467,379.72","760,935,035.11","658,814,600.34","684,819,493.59","590,403,065.57","1,088,530,033.22","1,230,785,839.21","1,130,957,290.78","1,364,995,622.91","995,821,619.24","2,451,935,060.79","3,006,148,384.28","1,982,334,944.20","2,602,331,914.83"
预收款项,"36,004,120.50","50,795,453.99","47,400,701.79","33,971,846.12","48,585,050.49","33,114,291.66","29,491,553.18","38,457,646.80","37,037,279.36","10,037,783.37","9,023,535.31","19,717,476.81","19,355,004.94","1,285,084.61","1,732,278.24","101,354.00",,"4,382,356,298.90","3,839,839,449.66","3,260,361,240.38","3,500,503,296.87","3,951,326,528.85","4,215,209,104.04","3,657,429,285.10","4,193,357,818.01","4,146,609,000.76","4,562,924,432.90","5,146,923,640.28","4,400,152,288.15","4,665,898,342.21","3,856,903,475.70","4,842,848,224.28","5,108,367,590.26","5,967,745,787.58","6,384,438,116.06","4,072,688,271.98","4,610,610,546.64","4,194,630,975.33","4,232,405,908.62","2,289,056,918.54","3,014,675,078.08","2,372,914,239.45","2,844,373,526.93","3,682,372,324.29","4,526,510,326.69","5,627,538,672.97","5,896,292,767.66","4,747,805,867.40","4,133,600,713.65"
