科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"983,491,294.81","970,103,243.53","1,023,769,341.05","241,136,042.47","488,638,569.72","771,578,299.66","1,029,148,194.44","179,482,079.29","407,192,163.94","665,817,488.98","977,967,835.52","249,159,648.36","619,959,745.80","832,711,482.06","1,099,455,266.96","247,881,410.45","499,960,049.38","729,773,164.86","937,859,634.16","173,715,764.59","344,195,018.51","481,129,470.79","667,357,602.79","138,314,449.35","257,193,443.43","342,449,020.57","474,880,085.98","81,079,874.72","184,187,910.54","244,973,082.79","407,170,493.58","78,413,934.87","190,853,803.41","284,928,578.80","414,396,876.31","154,278,355.72"
二、营业利润,"20,477,016.56","31,951,077.63","45,343,678.83","9,159,404.89","11,504,289.32","14,755,259.20","26,454,481.91","4,492,395.81","-5,699,678.05","2,165,871.49","17,105,757.74","4,486,231.26","-15,936,407.12","-15,350,488.50","28,531,796.76","7,383,485.85","5,434,690.55","-12,265,109.58","-60,084,251.15","-17,212,725.41","-23,466,879.79","-33,556,081.41","4,635,668.17","-11,997,702.42","-3,278,503.40","-17,627,541.49","-4,405,896.83","-1,914,225.82","-5,075,653.37","-17,546,191.14","3,122,214.60","-9,581,240.02","73,033,541.93","98,617,526.84","112,951,634.99","154,608,959.14"
减:营业成本,"862,826,368.90","788,907,640.38","797,855,508.95","178,852,935.21","364,223,624.55","580,070,102.78","767,132,304.80","114,387,301.03","291,588,338.15","483,479,723.04","708,361,849.91","176,557,516.04","491,104,979.07","631,985,169.91","858,517,545.08","172,312,044.21","354,147,785.39","540,420,863.33","719,162,871.11","134,151,889.60","253,485,676.02","343,262,467.51","461,651,823.27","102,678,128.66","173,188,628.26","230,876,712.27","309,293,671.67","40,900,265.01","105,049,016.76","140,924,040.42","203,286,427.63","44,804,091.97","108,094,912.21","161,341,576.94","244,525,830.25","102,922,609.77"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,198,055.41","6,469,727.55","7,499,875.33","1,974,139.15","4,203,259.94","6,420,392.05","8,793,599.77","2,088,516.04","4,371,164.28","7,539,101.71","11,781,358.04","2,827,434.11","4,701,444.89","7,266,059.99","10,164,586.27","2,698,572.92","5,768,199.05","7,855,206.39","10,530,477.34","2,036,106.49","4,239,659.27","7,444,618.50","9,053,678.57","1,392,836.37","2,645,937.86","3,632,844.04","4,734,709.68","1,292,899.24","1,826,028.18","1,978,803.58","4,070,760.08","799,572.17","1,333,123.05","1,647,057.07","2,605,054.72","448,365.05"
营业外收入,"1,103,313.28","573,006.19","2,850,743.02","571,965.78","571,965.78","571,965.78","1,371,965.78","927,589.41","928,245.51","930,495.51","1,015,675.06","759,292.74","1,160,257.48","1,601,553.41","2,378,022.69","901,212.71","952,640.03","2,297,956.49","4,875,022.99","1,942,352.15","2,260,907.62","6,306,058.57","4,620,904.39","4,125,616.25","4,758,283.32","6,803,686.02","5,395,378.40","980,097.97","2,236,559.97","2,371,755.43","9,688,953.78","1,526,092.15","69,049.05","330,361.21","851,745.98","12,370.18"
销售费用,"83,604,726.33","113,218,620.90","134,063,733.07","39,424,310.98","86,208,825.69","129,467,012.02","177,519,530.46","45,560,629.30","90,438,854.38","135,720,124.72","189,593,891.56","49,939,454.33","104,386,316.01","158,504,168.09","211,342,031.30","45,862,404.60","91,700,951.22","133,563,001.86","175,988,327.72","38,455,557.02","74,008,300.34","106,649,894.52","137,651,876.57","27,086,182.06","50,338,071.16","76,414,209.16","100,802,351.62","23,065,709.90","45,485,919.30","66,998,655.95","96,363,738.38","20,697,919.88","39,739,632.99","58,328,558.51","70,464,103.35","11,804,628.36"
减:营业外支出,"54,721.85","33,443.96","52,406.67",,"15,035.00","15,285.67","33,911.28",0.25,656.72,656.72,"21,158.30",,"12,258.14","13,890.14","103,988.75","110,490.84","316,977.99","387,620.20","500,535.97",128.21,869.50,"55,602.51","87,475.12","131,779.02","146,003.77","193,086.82","195,181.55","24,429.03","56,785.37","62,681.96","813,921.70","224,487.10","6,150,889.28","10,409,992.67","4,978,025.63","2,379.23"
管理费用,"9,916,461.25","27,566,810.38","34,394,544.77","9,645,993.98","19,083,791.23","38,907,465.95","50,230,653.77","14,796,413.32","26,137,958.83","39,056,477.05","55,178,737.65","14,753,022.57","31,313,423.52","46,008,732.51","70,057,922.33","20,400,686.69","44,934,442.11","67,536,568.31","88,685,964.42","18,625,221.55","43,136,594.42","65,586,942.15","84,626,710.59","18,786,742.04","34,252,444.25","52,881,720.81","78,780,806.65","18,691,589.68","39,989,196.23","57,551,927.23","107,984,172.28","21,800,178.19","39,867,492.25","55,513,173.17","80,648,713.38","21,960,083.65"
其中:非流动资产处置净损失,196.00,"24,524.59","13,451.03",,,,,,,,,,"11,778.14",,"91,972.75",,,,"277,035.97",,869.50,,"87,327.46",,"142,974.14",,"194,256.62","7,113.01","39,469.35","44,421.23","81,028.88","18,730.21","5,319,922.39","5,476,690.67",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"1,650,719.88","2,212,883.86","3,914,054.60","1,467,224.27","2,646,777.07","671,051.84","-964,620.03","-1,843,176.21","-3,271,886.94","-5,925,383.21","-7,205,996.92","595,990.05","1,558,975.09","2,399,402.14","2,532,894.25","-695,657.21","-1,684,292.46","-3,662,124.82","-7,548,534.06","-1,415,644.06","-2,278,587.28","-3,120,950.58","-3,973,414.28","-884,481.50","-1,300,934.95","-1,600,878.05","-5,457,575.09","-144,323.68","-346,528.55","272,845.82","-148,011.26","-361,375.45","-2,360,209.67","-4,089,615.15","-5,200,468.25","-2,665,726.80"
