科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"14,339,693.44","35,670,124.27","53,357,010.92","62,741,391.75","297,025,313.13","306,915,550.41","308,155,805.88","285,326,617.67","288,779,430.16","302,739,318.03","299,368,706.64","293,314,848.17","255,052,341.23","238,474,412.63","237,605,492.81","226,933,812.95","209,237,928.15","222,485,177.33","206,425,615.74","205,647,572.80","192,606,549.28","230,075,240.84","213,577,367.23","203,493,867.93","168,641,874.72","182,704,353.70","133,944,279.46","121,710,179.95","120,996,615.85","159,901,506.75","159,668,382.98"
短期借款,"5,000,000.00","5,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00",,,,,,,,"19,074,170.00",,,,,,,,,"5,000,000.00","9,000,000.00","15,000,000.00","15,000,000.00","3,500,000.00","7,059,038.00","18,037,765.00","17,587,765.00","33,173,687.00","35,164,649.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"2,147,400.00","4,547,990.00","300,000.00","3,333,720.00","1,200,000.00","3,204,825.31","2,000,000.00","3,483,010.00","2,473,450.00","976,050.00","959,100.00","821,600.00","495,540.00","1,106,040.00","1,395,200.00","4,308,074.00","2,243,700.00","1,257,876.00","1,839,930.00","1,882,622.00","1,594,680.00","2,992,309.00","958,107.00","875,558.00","610,900.00","882,180.00","1,179,326.00","1,960,090.20","2,314,490.00","1,405,338.00","321,107.00"
应付票据,,"1,054,000.00","3,349,200.00","3,017,500.00","3,483,981.00","8,206,660.25","5,153,830.00","8,004,190.60","7,859,974.00","10,278,133.50","6,168,411.10","8,225,346.00","7,700,917.70","7,718,034.30","2,147,773.20","196,520.00",,,,,"10,552,700.00","16,002,410.00","25,416,206.00","28,222,737.00","27,557,225.60","14,039,801.00","25,912,072.32","13,236,442.30","19,808,336.30","34,822,453.60","26,589,843.39"
应收账款,"14,084,775.11","24,408,609.06","20,152,207.82","23,797,467.99","24,024,732.32","18,596,264.19","18,735,491.50","15,999,131.09","30,123,849.37","25,867,304.81","29,029,892.12","33,013,629.24","43,598,250.79","43,743,818.44","46,722,295.22","43,004,536.57","48,399,774.83","50,376,115.57","66,489,258.44","66,825,308.72","106,393,222.72","75,241,289.94","111,725,460.17","137,267,090.01","140,159,906.43","137,733,800.44","166,520,839.75","180,369,656.40","180,497,158.30","176,959,440.41","194,957,425.77"
应付账款,"15,386,893.69","18,057,092.11","19,275,407.92","23,914,815.65","22,426,517.64","19,567,806.24","23,502,004.45","26,312,521.07","35,806,496.09","27,319,997.04","30,289,692.37","44,377,565.47","39,264,102.07","36,154,113.75","38,861,804.11","45,519,555.69","43,506,221.47","55,381,283.99","58,863,801.96","63,546,224.85","74,183,316.37","61,370,577.59","72,783,643.15","72,373,516.59","72,489,428.65","73,130,294.45","76,901,579.12","83,198,244.95","83,358,570.58","75,379,379.59","90,689,476.80"
预付款项,"4,024,349.47","325,241.56","6,437,191.49","5,832,256.96","3,769,654.69","5,430,862.77","4,844,244.34","4,920,368.56","3,473,139.75","3,679,292.86","4,407,174.46","3,734,962.32","7,302,610.70","9,265,884.00","7,053,893.10","9,508,884.29","16,359,071.61","7,323,747.64","9,568,353.96","7,666,164.61","20,778,794.94","21,119,736.44","19,823,792.21","13,399,435.29","17,061,037.94","9,683,446.30","15,262,202.57","16,900,345.17","20,704,564.55","20,462,970.15","25,770,747.60"
预收款项,"2,938,358.62","860,044.74","2,496,791.20","2,426,732.59","1,452,590.18","2,077,607.47","3,837,147.02","3,532,875.05","5,012,753.33","1,835,888.22","3,947,824.91","3,891,077.76","4,207,790.51","9,367,482.22","7,386,045.96","7,710,361.29","6,906,954.11","6,963,247.12","6,135,632.62","12,471,375.53","8,106,819.10","8,790,698.96","7,547,069.66","10,370,051.84","11,422,566.66","12,205,798.84","11,032,297.06","17,463,341.45","16,765,261.90","27,280,852.00","21,184,458.23"
其他应收款,"9,502,204.04","3,247,896.86","2,139,802.17","3,502,264.82","3,123,277.23","3,707,756.81","3,719,477.45","4,907,964.93","6,512,090.26","4,659,929.72","4,202,699.19","2,708,543.17","5,214,881.06","6,605,281.45","7,594,885.69","8,436,448.02","8,451,504.68","3,172,677.67","3,758,111.59","4,400,599.11","4,575,527.57","1,975,695.43","3,692,625.77","4,905,356.59","5,092,083.26","2,411,771.05","4,691,384.26","4,917,205.38","7,675,089.61","8,817,414.79","8,620,106.64"
应付职工薪酬,"369,755.67","1,103,828.42","1,750,689.00","1,209,542.63","1,189,968.63","2,324,723.00","1,529,100.00","1,406,164.00","1,898,622.79","2,983,964.70","2,037,909.80","2,192,706.47","2,431,908.01","4,238,665.87","2,688,376.53","2,798,247.70","3,202,751.58","4,797,856.05","3,244,436.13","3,382,832.88","3,735,374.34","5,733,886.47","4,040,209.64","4,602,875.65","5,085,141.78","8,047,493.19","4,931,172.48","5,731,027.54","5,690,966.43","9,499,528.54","6,037,932.53"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"562,339.47","3,861,127.94","1,452,545.00","3,991,636.90","1,874,695.71","1,135,177.30","1,145,273.82","3,240,083.80","2,186,503.60","2,323,959.30","2,413,855.23","2,723,721.02","1,617,434.61","1,748,690.14","2,080,696.16","903,194.84","1,601,472.28","3,145,615.86","2,835,099.48","1,557,109.65","5,414,306.18","5,290,404.36","5,021,963.06","4,844,097.72","5,584,724.84","8,444,097.60","9,284,905.52","5,078,025.04","7,558,209.25","9,340,049.76","8,384,030.75"
应收利息,,,,,,"143,154.32","176,907.00","177,387.09","261,639.71","1,368,046.58","124,613.71","410,230.14","16,446.57","25,063.01","130,384.65","116,593.97",,"142,827.40","439,934.24","96,394.52","2,011,048.82","112,102.24","191,858.95","245,289.85",,"23,012.08",,"6,356.25","8,345.24","23,558.52","29,601.66"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,209.37",
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,"2,839,850.00",,,,,,,
