科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"466,690,324.07","1,010,809,633.13","1,540,127,046.51","2,029,975,868.00","503,690,404.39","1,033,447,182.00","1,471,997,383.03","1,802,070,609.61","179,015,324.40","360,594,542.80","584,065,727.40","926,829,422.49","299,330,623.09","671,640,318.41","1,008,322,403.73","1,380,322,316.02","380,505,783.58","799,824,566.09","1,106,489,092.16","1,461,587,597.56","275,145,046.89","512,057,170.69","795,153,371.70","965,169,187.19","197,745,288.24","415,639,751.98","655,504,683.21","868,284,058.20","214,129,979.12","477,256,831.00","729,307,662.54","1,007,882,038.80","253,078,134.32","532,281,878.83","790,323,485.96","997,837,380.09","205,912,445.84","425,347,310.86","664,236,102.92","905,096,099.33","209,296,353.02","524,994,194.23","869,791,866.11","1,243,173,666.89","382,958,676.32","819,392,063.23"
二、营业利润,"8,159,074.06","173,027,492.11","182,878,718.69","234,404,087.00","12,481,850.76","92,012,808.00","98,050,696.61","134,300,446.45","6,476,172.91","60,024,728.65","107,878,678.91","125,547,968.97","-15,129,380.27","38,937,978.01","66,077,942.09","98,695,474.15","1,679,204.25","55,138,605.95","40,768,360.49","102,439,381.94","-8,505,215.77","35,611,117.43","27,768,171.50","25,228,000.02","-4,372,000.42","31,076,752.04","25,713,057.42","79,910,723.51","19,599,262.46","75,388,947.11","85,409,236.57","55,312,723.46","194,693,469.25","243,577,045.19","274,461,873.38","213,875,674.50","13,884,780.62","95,878,638.39","127,811,665.02","323,641,703.19","43,022,896.04","107,759,476.28","139,418,985.18","182,412,687.54","19,425,732.41","94,270,103.02"
减:营业成本,"427,866,632.54","936,102,662.88","1,431,546,026.15","1,889,735,158.00","462,621,170.01","962,423,694.00","1,368,130,757.30","1,664,600,789.52","150,952,287.54","306,514,821.48","505,109,328.40","822,415,470.94","268,554,367.60","609,383,319.29","921,285,813.51","1,262,535,413.42","350,129,461.06","743,780,726.52","1,029,197,650.32","1,365,682,469.71","260,218,083.19","476,642,284.06","741,303,994.73","899,153,240.26","184,641,119.15","389,257,929.91","603,663,670.48","795,716,330.80","192,388,603.89","427,982,135.72","651,768,943.34","902,068,818.57","217,497,399.42","463,957,003.97","682,952,437.12","859,379,903.99","170,857,089.01","345,946,753.17","535,308,251.17","734,986,457.50","171,157,599.11","445,942,365.83","745,266,801.54","1,071,242,711.04","347,048,970.87","740,467,333.78"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"395,494.27","1,006,977.60","1,549,877.31","2,411,615.00","347,232.78","773,578.00","1,390,351.91","2,552,138.13","203,632.45","392,921.78","683,626.66","1,123,213.50","654,878.41","1,259,070.81","1,758,876.91","2,544,792.57","1,177,005.29","1,914,390.23","2,961,194.94","3,674,671.71","598,326.14","1,942,667.91","2,496,536.67","2,785,667.13","333,602.02","695,615.11","1,246,512.95","1,883,158.89","396,621.26","804,252.64","1,221,576.44","1,918,888.25","625,031.10","1,105,138.74","1,888,283.70","2,711,042.29","634,792.52","1,274,549.43","2,243,447.56","4,026,008.86","1,414,377.06","2,364,484.11","4,086,047.97","5,453,695.74","785,723.17","2,074,640.06"
营业外收入,"128,887.00","290,662.61","496,827.84","611,790.00","83,913.30","223,622.00","762,836.30","2,862,217.11","977,166.39","3,881,868.36","10,011,660.26","10,216,797.56","202,481.96","738,367.13","1,069,105.05","4,023,188.70","95,200.51","376,088.43","431,972.19","1,328,441.87","333,862.65","403,952.72","573,623.72","2,366,784.37","1,204.00","121,034.85","131,054.64","198,336.92","82,455.82","118,566.32","163,568.67","163,823.77","4,840.70","4,840.70","13,483.24","64,581.65","61,194.38","74,444.59","206,821.44","214,022.44","32,161.97","2,756,005.58","2,787,884.25","90,864.96",932.00,"2,274.00"
销售费用,"29,013,521.69","54,682,408.46","79,674,560.96","100,884,013.00","24,501,923.57","45,905,913.00","65,093,302.94","92,690,214.72","16,432,090.53","32,666,705.76","46,498,239.31","65,213,498.46","18,368,138.93","29,083,232.31","47,011,246.46","64,915,146.87","20,269,307.87","39,263,415.94","57,998,207.41","75,293,294.53","7,958,500.80","15,661,102.07","23,442,963.52","32,614,216.28","5,492,153.76","12,588,969.06","21,028,394.89","35,235,187.67","9,829,971.13","19,702,567.40","30,671,015.07","41,224,386.37","12,815,789.26","24,854,114.92","38,538,399.79","50,648,009.71","14,726,310.21","26,368,760.02","40,941,252.06","53,906,204.60","15,980,402.80","28,686,017.02","41,413,454.82","56,027,633.60","17,296,966.66","29,445,690.28"
减:营业外支出,"108,427.00","111,207.00","338,349.33","360,782.00","77,800.00","459,048.00","497,679.55","4,871,072.03","179,016.32","262,178.89","316,123.83","726,562.11","90,400.75","417,431.64","794,151.85","1,509,379.44","193,906.88","466,927.32","735,899.44","758,087.04","50,138.52","59,965.06","120,974.11","174,009.01","50,640.02","51,130.02","111,330.02","3,572,015.22","50,000.00","72,453.68","142,453.68","224,877.96","52,096.10","55,347.09","121,535.14","142,983.34",651.85,"20,667.81","31,524.01","57,126.66","50,377.63","51,493.77","68,281.64","121,934.17","12,757.67","117,257.67"
管理费用,"6,604,591.19","15,576,692.94","24,640,727.99","59,350,604.00","12,656,706.12","19,042,731.00","30,243,758.04","55,307,761.17","9,516,081.17","19,142,510.01","27,905,435.00","42,828,747.28","11,825,080.17","18,127,361.10","30,455,189.08","44,000,890.19","13,481,633.05","28,185,002.23","36,557,664.85","83,914,515.01","8,431,862.04","17,997,267.13","24,936,955.53","37,106,591.95","6,034,816.96","14,588,159.97","25,592,521.80","41,047,534.22","8,324,642.89","19,346,693.91","31,446,875.06","48,749,596.84","12,529,305.06","22,638,041.80","31,787,810.53","49,806,704.42","8,513,979.82","20,447,712.93","31,879,614.01","47,156,829.39","8,372,878.72","19,249,698.19","29,812,087.07","47,379,483.05","7,678,192.72","17,381,211.53"
其中:非流动资产处置净损失,,,,"17,269.00",,"29,198.00","43,165.16","3,764,381.68","1,723.42","25,225.99","49,694.28","450,350.81",300.00,"72,214.89","72,214.89","659,273.68","15,206.88","205,927.32","205,927.32","207,134.27",,,326.95,"2,561.85",,,,"93,045.88",,701.26,701.26,"83,125.54","2,096.10","2,096.10","2,620.21","22,962.78",,,856.20,"26,458.85",,500.00,"4,873.76",,,
