科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"1,393,573,385.18","1,441,724,989.19","937,853,278.89","1,449,001,559.23","2,027,083,770.02","545,292,067.25","1,159,838,665.53","1,675,330,600.61","2,527,158,287.87","562,283,661.68","1,233,405,550.84","1,891,133,359.64","2,671,374,649.10","661,611,017.20","1,591,941,195.68","2,886,922,670.91","3,897,852,605.19","1,179,361,756.77","2,474,359,347.33","4,540,713,951.46","6,378,210,363.85","1,995,555,575.18","3,983,982,732.13","6,271,470,252.42","7,758,566,145.92","1,976,343,682.14","3,270,839,282.87","5,437,435,527.91","9,990,569,605.80","2,385,493,794.18","3,742,233,585.05","5,752,622,836.93","9,113,220,962.19","2,140,961,239.02","4,343,203,427.34","6,664,315,888.71","8,493,263,091.26","1,517,000,381.89"
取得子公司及其他营业单位支付的现金净额,,,,,"998,320,800.00",,,,,,,,,,,,,,,"258,673.07","258,673.07","2,236,000.00","2,236,000.00","2,236,000.00","2,236,000.00",,"150,000,000.00","150,000,000.00",,,"132,930,823.00","132,930,823.00","132,909,018.00",,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,"1,490.60","19,402,210.60","1,520,886.19","42,769,892.00","72,875,585.00","123,177,109.04","172,451,145.16","277,019,872.09","546,139,355.00","648,671,782.55","771,632,655.00","59,241,786.00","255,497,183.85","342,318,973.62","345,228,272.48","885,829,355.04","50,529,145.19","54,708,115.19","12,172,552.50","56,973,336.21","65,324,308.41","96,522,823.24","101,906,223.41","7,027,170.81","58,684,267.72","92,211,917.02","259,070,543.94","56,835,112.50","260,113,475.53","456,659,906.80","641,244,170.99","145,982,575.41","163,447,795.15","167,475,295.76","406,805,159.95","19,135,365.89"
收到其他与经营活动有关的现金,"8,469,810.99","10,039,847.04","36,826,400.24","55,226,742.01","10,477,938.69","20,215,603.94","41,821,938.50","47,549,283.11","19,931,418.15","26,240,367.54","39,942,434.53","52,563,871.09","28,424,018.87","36,905,383.08","73,927,584.08","65,516,810.48","74,866,644.32","54,148,123.60","99,606,505.74","112,266,676.59","84,248,617.17","4,771,932.98","48,992,893.12","71,776,369.98","127,480,089.95","26,192,084.89","33,478,418.92","44,635,057.65","101,087,836.28","15,325,632.79","31,956,298.93","81,857,060.80","303,866,342.29","1,012,612.80","78,610,195.55","97,532,002.27","206,657,470.85","21,015,772.88"
投资活动现金流出小计,"447,178,654.76","206,891,355.90","1,047,095,418.21","1,263,340,348.44","1,892,568,264.84","204,205,215.22","869,449,419.37","1,260,810,267.37","1,903,884,948.91","722,290,101.63","1,391,449,755.54","2,122,261,140.70","2,887,089,545.75","634,208,378.83","1,872,366,618.72","2,607,750,835.47","3,106,069,036.52","1,941,887,423.41","1,891,017,037.41","2,546,647,289.31","2,961,522,827.31","929,007,831.58","1,394,642,791.86","2,048,872,325.11","2,640,894,094.03","1,226,044,463.15","2,184,104,228.78","3,368,866,524.48","4,543,012,812.17","1,009,282,398.88","1,491,700,921.05","1,760,881,962.14","2,230,577,309.80","710,964,640.56","808,718,722.67","1,216,995,718.39","2,013,259,509.40","410,391,129.51"
经营活动现金流入小计,"1,402,043,196.17","1,451,764,836.23","974,679,679.13","1,504,228,301.24","2,037,561,708.71","565,507,671.19","1,201,660,604.03","1,722,879,883.72","2,547,089,706.02","588,524,029.22","1,273,347,985.37","1,943,697,230.73","2,699,798,667.97","698,516,400.28","1,665,868,779.76","2,952,439,481.39","3,972,719,249.51","1,233,509,880.37","2,573,965,853.07","4,652,980,628.05","6,462,458,981.02","2,000,327,508.16","4,032,975,625.25","6,343,246,622.40","7,886,046,235.87","2,002,535,767.03","3,304,317,701.79","5,482,070,585.56","10,091,657,442.08","2,400,819,426.97","3,774,189,883.98","5,834,479,897.73","9,417,087,304.48","2,141,973,851.82","4,421,813,622.89","6,761,847,890.98","8,699,920,562.11","1,538,016,154.77"
投资活动产生的现金流量净额,"-312,599,699.79","-157,393,749.91","-1,024,425,099.96","-1,014,929,614.40","-1,587,605,598.64","-196,064,306.98","-843,624,581.03","-1,197,159,766.74","-1,854,718,285.96","-709,606,280.60","-1,350,587,467.66","-2,061,004,689.57","-2,793,220,518.96","-289,691,887.50","-1,450,976,848.38","-2,162,400,372.70","-2,685,544,889.39","-1,771,245,248.32","-1,336,901,440.36","-1,758,445,320.93","-2,374,404,808.97","-688,483,469.11","-1,122,092,989.06","-1,646,847,295.90","-2,212,014,531.08","-1,157,715,538.19","-2,058,942,396.88","-3,077,144,286.41","-4,189,265,346.83","-918,042,564.35","-1,034,456,748.88","-1,075,542,496.11","-1,410,979,481.46","-548,130,204.99","-620,345,433.57","-987,832,671.25","-1,573,018,314.95","-403,232,512.37"
购买商品、接受劳务支付的现金,"224,084,728.80","220,313,716.78","124,326,340.58","189,986,834.40","303,306,744.38","79,346,062.84","190,665,309.38","297,163,878.82","455,156,804.09","272,446,602.33","529,892,903.30","732,365,684.50","958,104,117.19","298,745,314.90","576,394,343.11","1,147,780,335.90","1,497,352,475.83","464,782,084.13","1,834,160,944.49","3,508,637,800.67","5,525,184,296.62","1,328,704,931.67","2,847,174,599.99","4,074,855,751.20","4,938,154,986.47","1,329,931,709.37","2,068,723,110.48","3,732,013,440.71","7,294,607,457.21","1,720,442,925.88","2,423,534,514.63","3,527,013,870.05","5,871,574,065.04","1,434,073,862.65","2,718,318,534.42","4,251,518,607.81","5,513,107,790.72","628,162,396.74"
吸收投资收到的现金,,"1,500,000,000.00",,"1,754,600,000.00","1,754,600,000.00",,,,,,"25,480,000.00","25,480,000.00","25,480,000.00","12,118,000.00","12,118,000.00","12,118,000.00","12,118,000.00",,"7,200,000.00","18,000,000.00","280,965,300.00",,,,,,"120,000,000.00","120,000,000.00","120,000,000.00",,,,,,"20,230,000.00","20,230,000.00","194,470,000.00","49,000,000.00"
