科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"303,706,779.64","376,204,072.05","527,220,408.27","59,634,273.97","117,354,322.51","259,883,653.31","428,616,421.18","106,772,415.49","241,920,156.98","413,026,560.33","627,421,343.77","137,818,210.18","374,298,504.18","792,828,072.61","1,027,017,207.31","225,334,249.52","508,450,151.41","961,879,749.23","1,777,016,248.60","847,774,936.20","1,636,496,132.87","2,794,784,787.83","4,086,453,133.37","1,097,621,453.16","2,484,929,646.30","4,051,319,232.71"
取得子公司及其他营业单位支付的现金净额,"400,000.00",,,,,,,,,,"3,635,681.73",,"27,526,506.38","58,151,506.38","60,271,325.84",,,"162,962,163.70","1,076,506,861.41","47,002,757.30","35,063,035.29","762,997,453.45","772,726,884.44","1,175,653,195.97","1,125,482,060.33","1,125,482,060.33"
收到的税费返还,"4,921,155.80","11,504,541.18","13,781,611.41",,"3,468,835.06","7,927,983.43","9,225,197.86","5,061,166.56","10,281,414.63","17,586,558.56","28,244,740.34","11,548,313.85","22,612,983.30","31,038,283.80","42,977,933.16","18,043,604.68","26,745,088.98","38,796,395.66","63,515,378.50","8,197,577.47","24,203,184.73","44,019,895.72","55,667,589.45","21,612,493.98","50,641,653.14","89,439,367.37"
支付其他与投资活动有关的现金,,,,,,,,,,,"28,204,729.63",,"3,500,000.00","1,119,770.32","62,650,000.00","2,000,000.00","2,000,000.00","7,090,425.27","2,310,734.41",,"37,076,483.74","111,115,173.69","9,690,000.00",,"289,659,999.00","475,581,202.47"
收到其他与经营活动有关的现金,"8,014,753.79","18,656,496.12","28,861,101.21","3,347,654.21","13,480,177.09","16,474,139.86","28,607,491.72","3,136,674.55","10,304,897.04","17,887,971.86","18,588,448.16","13,588,776.41","35,533,969.92","64,305,767.31","174,644,203.55","68,497,547.81","70,238,055.87","378,077,266.16","370,322,459.94","62,979,833.76","111,947,691.22","199,214,310.72","451,557,947.42","74,453,953.85","191,959,570.39","378,456,481.67"
投资活动现金流出小计,"1,786,083.61","12,219,150.36","47,094,369.14","3,324,824.98","8,878,901.39","15,522,973.51","26,576,021.37","17,647,875.92","47,002,246.71","58,333,837.70","106,086,423.27","10,069,271.61","52,161,792.17","106,460,269.61","305,791,446.24","98,582,696.14","135,116,464.69","246,306,780.15","1,325,308,686.22","245,292,677.43","516,178,668.02","5,208,501,549.25","4,080,800,191.88","1,366,979,323.87","1,978,558,756.33","2,315,461,464.60"
经营活动现金流入小计,"316,642,689.23","406,365,109.35","569,863,120.89","62,981,928.18","134,303,334.66","284,285,776.60","466,449,110.76","114,970,256.60","262,506,468.65","448,501,090.75","674,254,532.27","162,955,300.44","432,445,457.40","888,172,123.72","1,244,639,344.02","311,875,402.01","605,433,296.26","1,378,753,411.05","2,210,854,087.04","918,952,347.43","1,772,647,008.82","3,038,018,994.27","4,593,678,670.24","1,193,687,900.99","2,727,530,869.83","4,519,215,081.75"
投资活动产生的现金流量净额,"-1,771,083.61","-12,219,150.36","-47,094,369.14","-3,324,824.98","-8,813,901.39","-15,450,335.15","-26,203,383.01","-17,647,875.92","-47,002,246.71","-58,292,837.70","-106,019,823.27","14,686,228.39","-27,406,292.17","-81,318,228.71","-234,136,862.37","11,183,345.56","-13,419,178.29","-135,758,748.91","-1,159,540,908.29","-85,426,842.79","-210,728,567.63","-1,361,521,050.57","-1,028,928,232.81","-1,189,185,742.91","-1,206,009,024.73","-1,262,594,479.58"
购买商品、接受劳务支付的现金,"260,063,056.60","264,395,252.69","407,098,406.13","75,679,833.55","168,904,697.64","263,845,321.21","354,340,840.56","132,860,934.00","245,822,898.92","388,791,803.31","396,488,478.61","135,226,808.42","295,202,658.82","590,733,006.31","646,467,066.29","142,490,755.56","362,071,261.02","725,567,698.68","1,243,636,726.44","581,354,475.48","1,112,324,451.23","1,893,988,525.58","2,846,834,494.06","883,253,097.76","1,647,689,728.55","2,691,170,844.63"
吸收投资收到的现金,,"67,153,500.00",,"369,300,000.00","369,300,000.00","369,300,000.00","369,300,000.00",,,,,,"75,557,072.97","78,318,550.97","72,228,778.04","672,994.13","36,497,591.78","69,396,142.84","338,813,821.51",,"17,445,237.85","1,494,205,803.56","1,491,904,696.54",,,
支付给职工以及为职工支付的现金,"15,122,791.55","30,238,370.89","51,002,591.15","15,153,169.59","32,036,230.81","49,222,678.47","71,650,093.24","20,807,977.41","41,530,205.31","64,195,956.31","87,496,907.40","26,427,163.21","52,041,200.67","91,039,886.16","142,706,335.98","42,182,009.30","82,858,905.81","152,530,750.12","232,062,489.73","158,345,497.08","320,681,609.12","503,132,436.40","681,793,790.92","185,793,417.67","353,638,711.14","521,534,298.30"
取得借款收到的现金,"22,000,000.00","68,000,000.00","83,000,000.00",,,"40,000,000.00","40,000,000.00","12,000,000.00","30,000,000.00","90,000,000.00","181,000,000.00","12,000,000.00","53,000,000.00","83,000,000.00","103,000,000.00","22,000,000.00","270,963,004.28","553,466,110.43","1,595,209,504.08","108,426,114.16","436,737,097.51","1,056,899,054.94","1,286,788,834.07","1,313,399,889.48","1,468,667,730.10","1,662,470,752.76"
支付的各项税费,"11,818,948.66","24,043,314.95","40,853,907.00","15,009,506.10","21,102,552.63","34,725,863.71","46,228,845.37","12,471,485.90","20,271,472.15","33,188,936.13","49,328,581.20","26,351,112.70","37,682,969.17","52,637,252.69","62,021,519.94","36,741,873.31","57,469,413.31","98,608,325.66","146,010,954.00","108,452,609.28","135,935,082.21","190,951,243.41","260,782,531.69","95,632,147.41","207,115,971.69","292,173,637.70"
收到其他与筹资活动有关的现金,,,,,,,,,"2,526,231.71","2,526,231.71",,,"10,158,662.58","14,059,824.83","12,969,857.71","4,163,113.74","6,433,389.18","11,583,228.91","72,846,600.86","3,048,646.69","110,822,770.61","707,706,337.27","660,341,233.53","1,020,013,688.16","1,106,472,434.93","1,139,555,969.57"
支付其他与经营活动有关的现金,"41,045,792.39","78,539,820.64","59,153,532.99","18,974,329.85","36,531,586.66","54,369,600.36","74,503,554.95","20,743,397.36","46,487,969.54","83,195,808.98","134,965,150.70","42,245,412.55","82,925,206.03","156,352,864.89","309,395,024.18","68,454,694.71","170,894,600.04","387,457,146.08","473,436,943.72","184,458,836.22","328,616,186.12","533,787,656.38","790,498,378.45","166,984,563.76","446,138,586.71","832,119,776.56"
筹资活动现金流入小计,"22,000,000.00","135,153,500.00","83,000,000.00","369,300,000.00","369,300,000.00","409,300,000.00","409,300,000.00","12,000,000.00","32,526,231.71","92,526,231.71","181,000,000.00","12,000,000.00","317,635,735.55","354,298,375.80","367,118,635.75","26,836,107.87","313,893,985.24","634,445,482.18","2,006,869,926.45","111,474,760.85","565,005,105.97","4,153,411,195.77","4,333,634,764.14","2,333,413,577.64","2,575,140,165.03","2,802,026,722.33"
经营活动现金流出小计,"328,050,589.20","397,216,759.17","558,108,437.27","124,816,839.09","258,575,067.74","402,163,463.75","546,723,334.12","186,883,794.67","354,112,545.92","569,372,504.73","668,279,117.91","230,250,496.88","467,852,034.69","890,763,010.05","1,160,589,946.39","289,869,332.88","673,294,180.18","1,364,163,920.54","2,095,147,113.89","1,032,611,418.06","1,897,557,328.68","3,121,859,861.77","4,579,909,195.12","1,331,663,226.60","2,654,582,998.09","4,336,998,557.19"
偿还债务支付的现金,"8,000,000.00","46,000,000.00","54,000,000.00",,"30,000,000.00","63,000,000.00","73,000,000.00",,,"40,000,000.00","100,000,000.00","32,078,270.20","123,836,270.20","143,821,502.51","192,646,311.77","85,183,998.05","159,553,982.43","441,669,442.98","505,306,892.02","78,107,049.42","334,798,612.05","1,750,510,599.22","2,428,342,335.46","48,747,864.64","247,280,063.20","415,757,146.99"
经营活动产生的现金流量净额,"-11,407,899.97","9,148,350.18","11,754,683.62","-61,834,910.91","-124,271,733.08","-117,877,687.15","-80,274,223.36","-71,913,538.07","-91,606,077.27","-120,871,413.98","5,975,414.36","-67,295,196.44","-35,406,577.29","-2,590,886.33","84,049,397.63","22,006,069.13","-67,860,883.92","14,589,490.51","115,706,973.15","-113,659,070.63","-124,910,319.86","-83,840,867.50","13,769,475.12","-137,975,325.61","72,947,871.74","182,216,524.56"
分配股利、利润或偿还利息支付的现金,"747,945.00","2,097,892.77","7,482,982.84","1,373,331.57","8,161,794.77","9,130,712.27","9,804,053.26","600,666.67","15,530,723.62","16,729,356.97","19,602,034.67","1,538,449.99","24,633,125.53","26,039,379.02","29,124,915.08","1,238,544.22","48,146,492.36","54,815,821.67","62,959,315.45","12,649,220.02","92,333,626.43","104,327,243.09","162,426,135.17","7,509,110.02","222,540,023.47","280,861,156.67"
收回投资收到的现金,,,,,,,,,,,,,,,"12,451,583.87","103,651,740.68","115,611,455.47","104,029,552.59","125,817,785.25","159,493,918.86","269,493,918.86","3,744,123,793.15","2,947,020,914.25","177,554,775.38","468,368,630.12","578,145,962.55"
支付其他与筹资活动有关的现金,"688,325.96","1,464,146.92","1,749,701.04","614,437.94","3,621,447.14","4,285,030.14","11,905,134.29",,,"947,713.41","802,289.71","8,187,945.17","7,901,479.95","10,436,485.27","1,554,271.40","3,865,376.79","7,340,251.90","10,449,186.49","30,724,701.81","46,516,923.04","80,693,466.12","297,192,757.04","484,138,353.75","22,026,772.59","53,739,429.24","149,869,890.21"
取得投资收益收到的现金,,,,,,,"7,638.36",,,,,,,,,"6,114,301.02","6,085,830.93","6,360,278.65","1,742,556.67","246,958.87","462,946.72","13,497,117.19","6,319,548.37","160,942.58","994,862.24","1,315,883.23"
筹资活动现金流出小计,"9,436,270.96","49,562,039.69","63,232,683.88","1,987,769.51","41,783,241.91","76,415,742.41","94,709,187.55","600,666.67","15,530,723.62","57,677,070.38","120,404,324.38","41,804,665.36","156,370,875.68","180,297,366.80","223,325,498.25","90,287,919.06","215,040,726.69","506,934,451.14","598,990,909.28","137,273,192.48","507,825,704.60","2,152,030,599.35","3,074,906,824.38","78,283,747.25","523,559,515.91","846,488,193.87"
处置固定资产、无形资产和其他长期资产收回的现金净额,"15,000.00",,,,"65,000.00","72,638.36","365,000.00",,,"41,000.00","66,600.00","5,500.00","5,500.00","73,000.00","73,000.00",,,"158,200.00","2,690,840.41","124,956.91","1,643,135.15","1,601,124.16","2,918,640.08","77,863.00","87,713.00","302,613.00"
筹资活动产生的现金流量净额,"12,563,729.04","85,591,460.31","19,767,316.12","367,312,230.49","327,516,758.09","332,884,257.59","314,590,812.45","11,399,333.33","16,995,508.09","34,849,161.33","60,595,675.62","-29,804,665.36","161,264,859.87","174,001,009.00","143,793,137.50","-63,451,811.19","98,853,258.55","127,511,031.04","1,407,879,017.17","-25,798,431.63","57,179,401.37","2,001,380,596.42","1,258,727,939.76","2,255,129,830.39","2,051,580,649.12","1,955,538,528.46"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,"8,577,273.84","62,977,273.84",,,
四、汇率变动对现金的影响,"76,194.96","-78,444.15","-145,378.18","5,745.81","62,213.19","149,172.83","107,582.60",,"4,868.44","-795,663.95","-843,555.56",,"50,282.66","-1,214,536.90","-2,412,133.54","-1,959,166.08","-935,325.21","3,136,582.66","5,221,905.96","6,121,131.09","9,143,564.79","16,916,810.43","23,846,306.02","6,069,995.61","974,466.13","11,105,640.36"
收到其他与投资活动有关的现金,,,,,,,,,,,,"24,750,000.00","24,750,000.00","25,069,040.90","59,130,000.00",,,,"35,516,595.60",,"33,850,099.66","79,181,190.34","32,635,582.53",,"303,098,526.24","473,102,526.24"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"15,000.00",,,,"65,000.00","72,638.36","372,638.36",,,"41,000.00","66,600.00","24,755,500.00","24,755,500.00","25,142,040.90","71,654,583.87","109,766,041.70","121,697,286.40","110,548,031.24","165,767,777.93","159,865,834.64","305,450,100.39","3,846,980,498.68","3,051,871,959.07","177,793,580.96","772,549,731.60","1,052,866,985.02"
五、现金及现金等价物净增加额,"-539,059.58","82,442,215.98","-15,717,747.58","302,158,240.41","194,493,336.81","199,705,408.12","208,220,788.68","-78,162,080.66","-121,607,947.45","-145,110,754.30","-40,292,288.85","-82,413,633.41","98,502,273.07","88,877,357.06","-8,706,460.78","-32,221,562.58","16,637,871.13","9,478,355.30","369,266,987.99","-218,763,213.96","-269,315,921.33","572,935,488.78","267,415,488.09","934,038,757.48","919,493,962.26","886,266,213.80"
购建固定资产、无形资产和其他长期资产支付的现金,"1,386,083.61","12,219,150.36","47,094,369.14","3,324,824.98","8,878,901.39","15,522,973.51","26,576,021.37","17,647,875.92","47,002,246.71","58,333,837.70","74,246,011.91","10,069,271.61","21,135,285.79","47,188,992.91","92,170,974.24","32,286,721.12","47,129,664.02","69,302,146.43","81,463,238.58","10,795,998.39","37,054,268.35","68,333,803.92","168,190,102.21","26,492,353.96","86,250,652.59","118,859,594.59"
期初现金及现金等价物余额,"17,159,957.75","16,620,898.17","99,063,114.15","86,545,366.30","83,345,366.57","83,345,366.57","83,345,366.57","299,166,259.40","291,566,155.25","291,566,155.25","291,566,155.25","251,273,866.40","251,273,866.40","251,273,866.40","251,273,866.40","242,567,405.62","242,567,405.62","300,284,390.51","242,567,405.62","611,834,393.61","611,834,393.61","611,834,393.61","611,834,393.61","879,249,881.70","879,249,881.70","879,249,881.70"
投资支付的现金,,,,,,,,,,,,,,,"90,699,146.16","64,295,975.02","85,986,800.67","6,952,044.75","165,027,851.82","187,493,921.74","406,984,880.64","4,266,055,118.19","3,130,193,205.23","164,833,773.94","477,166,044.41","595,538,607.21"
期末现金及现金等价物余额,"16,620,898.17","99,063,114.15","83,345,366.57","388,703,606.71","277,838,703.38","283,050,774.69","291,566,155.25","221,004,178.74","169,958,207.80","146,455,400.95","251,273,866.40","168,860,232.99","349,776,139.47","340,151,223.46","242,567,405.62","210,345,843.04","259,205,276.75","309,762,745.81","611,834,393.61","393,071,179.65","342,518,472.28","1,184,769,882.39","879,249,881.70","1,813,288,639.18","1,798,743,843.96","1,765,516,095.50"
