科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
筹资活动产生的现金流量净额,"-671,471,419.36","-254,802,897.17","-109,726,363.04","108,932,009.89","384,900,700.00","2,273,978,960.20","-202,238,499.99","-280,899,703.50","-276,305,186.33","171,331,301.12","628,287,618.62","811,913,149.28","1,526,042,442.99","1,918,347,352.05","2,657,984,200.08"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,"81,206.00",,,,,,,"3,380,182.56",,,,"98,540.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"124,282.07","126,367.30","187,430.00","30,764,366.06",,"70,978,143.88","7,300.00","16,447.60","21,758.00",,"3,380,182.56","1,100.00","1,150.00","211,750.00","98,540.00"
五、现金及现金等价物净增加额,"-448,676,703.69","43,515,635.54","-17,561,824.19","43,024,318.25","216,345,400.00","1,933,561,925.26","-446,293,014.78","-714,111,797.93","-1,324,317,864.52","-1,450,505,619.15","27,761,698.83","184,585,733.07","770,101,019.95","417,545,240.35","1,646,712,520.10"
购建固定资产、无形资产和其他长期资产支付的现金,"436,446,005.54","428,399,304.77","454,077,635.07","379,737,657.50",,"962,993,071.83","252,766,410.45","613,395,368.53","1,373,133,506.91","2,262,238,795.38","586,076,104.57","690,257,108.32","930,898,409.49","2,190,471,631.90","922,281,806.65"
期初现金及现金等价物余额,"654,299,457.52","205,622,753.83","249,138,389.37","231,576,565.18",,"231,576,565.18","2,165,138,490.44","2,165,138,490.44","2,165,138,490.44","2,165,138,490.44","714,632,871.29","714,632,871.29","714,632,871.29","714,632,871.29","1,205,676,179.19"
投资支付的现金,,,"14,280,000.00","70,000,000.00",,"90,000,000.00",,,,"12,000,000.00",,,"10,000,000.00","10,000,000.00",
期末现金及现金等价物余额,"205,622,753.83","249,138,389.37","231,576,565.18","274,600,883.43","447,921,900.00","2,165,138,490.44","1,718,845,475.66","1,451,026,692.51","840,820,625.92","714,632,871.29","742,394,570.12","899,218,604.36","1,484,733,891.24","1,132,178,111.64","2,852,388,699.29"
