科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"1,640,693,957.46","1,899,636,570.27","2,128,518,653.23","1,085,762,862.55",,"2,191,296,188.57","449,796,774.13","907,670,549.76","1,338,775,839.10","2,131,211,509.47","512,715,520.36","981,932,810.79","1,500,905,370.42","2,204,550,205.37","504,114,145.83"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"87,882,552.09","164,956,477.89","80,498,004.07","61,407,987.94",,"92,798,364.38","38,070,699.22","47,504,785.75","127,614,528.20","100,310,633.82","51,555,380.30","71,782,226.04","159,348,205.87","229,422,170.29","20,313,497.55"
投资活动现金流出小计,"436,446,005.54","428,399,304.77","468,357,635.07","449,737,657.50",,"1,052,993,071.83","252,766,410.45","613,395,368.53","1,373,133,506.91","2,274,238,795.38","586,076,104.57","690,257,108.32","940,898,409.49","2,200,471,631.90","922,281,806.65"
经营活动现金流入小计,"1,728,576,509.55","2,064,593,048.16","2,209,016,657.30","1,147,170,850.49",,"2,284,094,552.95","487,867,473.35","955,175,335.51","1,466,390,367.30","2,231,522,143.29","564,270,900.66","1,053,715,036.83","1,660,253,576.29","2,433,972,375.66","524,427,643.38"
投资活动产生的现金流量净额,"-436,321,723.47","-428,272,937.47","-468,170,205.07","-418,973,291.44","-678,218,500.00","-982,014,927.95","-252,759,110.45","-613,378,920.93","-1,373,111,748.91","-2,274,238,795.38","-582,695,922.01","-690,256,008.32","-940,897,259.49","-2,200,259,881.90","-922,183,266.65"
购买商品、接受劳务支付的现金,"219,559,383.44","347,056,178.03","599,801,014.26","241,508,551.30",,"602,050,478.65","122,858,573.22","237,647,312.62","306,225,206.48","466,883,643.28","161,365,791.57","259,396,901.67","404,342,408.62","390,749,267.37","166,178,911.73"
吸收投资收到的现金,,,"4,900,000.00","44,100,000.00",,"1,853,613,800.00",,,,,,,"1,000,000.00","1,000,000.00","300,000.00"
支付给职工以及为职工支付的现金,"413,107,523.83","528,089,906.40","624,699,142.04","372,344,880.54",,"681,496,016.32","271,464,149.02","423,368,135.49","560,125,739.16","755,923,208.11","302,254,295.50","520,076,709.66","714,521,855.24","911,602,798.58","324,573,578.29"
取得借款收到的现金,"70,000,000.00",,,"70,000,000.00",,"400,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","600,000,000.00","630,000,000.00","1,092,000,000.00","2,042,000,000.00","2,933,000,000.00","1,420,000,000.00"
支付的各项税费,"51,966,512.90","17,267,155.11","34,183,694.18","8,998,733.47",,"26,354,314.30","7,391,593.75","19,818,903.97","35,063,471.16","41,062,911.66","8,930,249.85","17,034,296.28","23,974,111.15","22,859,944.56","6,777,955.42"
收到其他与筹资活动有关的现金,"4,753,211.25","6,323,340.70","20,600,000.00","1,017,600.00",,"81,243,254.20",,"36,423,200.00","40,119,600.00","70,522,191.22","1,716,700.00","37,284,970.00","4,324,300.00","6,400,000.00","153,500,000.00"
支付其他与经营活动有关的现金,"384,826,650.24","445,588,338.44","389,998,062.90","171,253,085.38",,"332,595,850.67","77,448,561.70","94,174,156.93","239,876,879.78","315,250,505.13","109,550,561.52","194,278,537.11","332,459,364.83","409,302,594.95","115,985,611.27"
筹资活动现金流入小计,"74,753,211.25","6,323,340.70","25,500,000.00","115,117,600.00",,"2,334,857,054.20","180,000,000.00","216,423,200.00","220,119,600.00","670,522,191.22","631,716,700.00","1,129,284,970.00","2,047,324,300.00","2,940,400,000.00","3,171,400,000.00"
经营活动现金流出小计,"1,069,460,070.41","1,338,001,577.98","1,648,681,913.38","794,105,250.69",,"1,642,496,659.94","479,162,877.69","775,008,509.01","1,141,291,296.58","1,579,120,268.18","582,100,898.44","990,786,444.72","1,475,297,739.84","1,734,514,605.46","613,516,056.71"
偿还债务支付的现金,"649,100,000.00","188,000,000.00","67,000,000.00",,,,"380,265,833.33","380,000,000.00","380,265,833.33","380,000,000.00",,"300,000,000.00","300,000,000.00","820,000,000.00","482,000,000.00"
经营活动产生的现金流量净额,"659,116,439.14","726,591,470.18","560,334,743.92","353,065,599.80","509,663,200.00","641,597,893.01","8,704,595.66","180,166,826.50","325,099,070.72","652,401,875.11","-17,829,997.78","62,928,592.11","184,955,836.45","699,457,770.20","-89,088,413.33"
分配股利、利润或偿还利息支付的现金,"24,439,147.77","31,692,888.87","38,964,036.04","968,705.11",,"60,878,094.00","1,972,666.66","117,322,903.50","116,158,953.00","119,190,890.10","3,429,081.38","17,371,820.72","159,572,867.57","200,690,853.95","31,415,799.92"
收回投资收到的现金,,,,"30,000,000.00",,"70,000,000.00",,,,,,,,,
支付其他与筹资活动有关的现金,"72,685,482.84","41,433,349.00","29,262,327.00","5,216,885.00",,,,,,,,,"61,708,989.44","1,361,794.00",
取得投资收益收到的现金,"99,300.00","119,160.00","139,020.00","677,460.06",,"933,029.98",,,,,,,,,
筹资活动现金流出小计,"746,224,630.61","261,126,237.87","135,226,363.04","6,185,590.11",,"60,878,094.00","382,238,499.99","497,322,903.50","496,424,786.33","499,190,890.10","3,429,081.38","317,371,820.72","521,281,857.01","1,022,052,647.95","513,415,799.92"
处置固定资产、无形资产和其他长期资产收回的现金净额,"24,982.07","7,207.30","48,410.00","5,700.00",,"45,113.90","7,300.00","16,447.60","21,758.00",,,"1,100.00","1,150.00","211,750.00",
