科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"371,848,665.50","740,032,967.96","1,236,271,317.59","1,923,612,115.55","357,635,658.74","781,604,571.38","1,155,115,676.47","1,615,918,865.68","277,006,284.95","577,455,178.83","907,688,854.71","1,443,430,200.29","429,656,691.82","841,853,113.29","1,320,186,557.28","1,942,081,305.71","508,908,501.44","991,835,318.70","3,005,227,805.38","4,085,125,363.42","953,643,777.13","2,008,881,804.66","3,158,801,101.76","4,437,415,483.41","975,299,767.01","2,009,484,857.01","3,147,166,156.94","4,864,762,990.76","1,258,018,490.60","2,562,870,686.24","3,911,467,517.77","5,801,519,361.81","1,339,486,597.30","2,951,661,552.97","4,081,839,482.65","8,779,638,869.94","2,269,755,115.43","4,628,439,070.61","6,863,853,952.16","9,849,179,978.13","2,371,023,646.59","4,832,201,343.42","7,144,792,011.78","9,439,349,687.87","2,435,654,227.05","5,164,560,554.81"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,"38,783,220.48",,,,"99,550,000.00","344,400,000.00","388,040,000.00","388,040,000.00","442,950,000.00","48,000,000.00","83,920,000.00","83,920,000.00","1,428,910,000.00",,"7,680,000.00","7,680,000.00","85,765,216.05",,"34,950,000.00","34,950,000.00","34,950,000.00",,"527,584,121.88"
收到的税费返还,"36,732,961.57","81,110,531.41","116,733,414.05","175,429,973.91","31,799,284.80","56,187,447.34","79,896,342.25","116,957,892.83","9,187,871.11","29,169,242.63","43,364,297.97","60,626,936.06","23,187,570.54","46,710,220.49","68,455,837.58","88,197,356.43","35,361,946.29","66,898,653.89","213,183,115.15","236,671,835.76","59,651,011.43","121,628,476.76","186,750,001.33","226,010,818.32","58,109,577.59","90,836,451.60","169,474,216.49","222,052,821.92","79,738,828.16","141,626,925.15","218,568,440.74","252,172,122.60","80,118,616.27","139,315,609.26","213,359,614.02","262,123,652.48","46,810,829.21","91,163,541.20","198,501,668.36","276,886,556.41","105,240,098.33","200,234,405.57","295,056,383.14","400,240,618.64","70,086,593.03","176,338,256.56"
支付其他与投资活动有关的现金,,,"4,330,000.00","1,921,987.96","9,019,600.00","9,229,600.00","9,229,600.00",,,,,"7,184,127.00","340,840.00","3,090,115.84","3,245,622.51","1,387,445.40",,,,,,,,,"100,000,000.00","58,064,430.00","25,617,640.00",,"65,000,000.00","76,300,000.00","126,300,000.00",,"100,000,000.00","104,900,000.00","72,900,000.00",,"845,139.74",,"30,000,000.00","59,787,125.00","46,293,913.00","35,193,052.89","39,680,529.00","21,114,911.74","7,380,000.00","7,840,000.00"
收到其他与经营活动有关的现金,"26,038,052.59","44,844,946.54","56,098,204.27","49,577,753.67","82,902,901.93","141,915,525.26","187,556,810.68","93,895,032.01","34,960,483.73","67,756,897.81","90,186,359.15","8,683,194.20","16,138,813.87","48,506,204.81","81,166,089.64","12,222,933.26","42,914,420.49","43,768,511.77","45,907,528.74","63,758,830.61","50,111,072.64","105,298,348.10","131,613,879.68","38,198,321.13","38,431,848.98","71,192,260.24","214,629,690.03","56,918,430.74","52,272,093.21","71,034,589.50","124,202,266.54","106,482,788.16","24,816,848.79","19,091,853.34","94,630,637.04","83,988,036.26","96,100,624.92","198,076,109.03","188,018,137.40","139,803,678.54","65,635,892.32","147,597,001.27","238,929,514.52","107,646,529.51","53,168,937.51","382,539,414.78"
投资活动现金流出小计,"80,789,133.14","121,474,227.69","213,240,373.19","238,416,694.53","31,123,335.77","60,378,544.33","66,134,288.01","139,713,888.48","25,276,691.43","39,252,204.60","42,134,905.47","74,225,028.99","8,636,415.71","17,431,064.94","31,998,819.80","72,371,885.02","7,175,069.74","23,262,579.30","80,863,803.28","213,909,772.38","32,217,471.86","55,024,376.89","201,239,593.95","326,650,799.27","195,088,301.06","211,770,902.59","441,909,888.52","586,660,490.70","464,557,923.66","572,732,064.24","820,990,158.53","1,033,910,050.91","265,180,760.58","631,826,918.38","718,246,541.24","2,930,726,648.00","174,799,211.59","283,854,534.48","466,059,412.44","1,113,115,960.78","184,165,627.40","348,622,583.31","484,930,660.48","912,033,389.08","100,460,981.20","925,715,368.56"
经营活动现金流入小计,"434,619,679.66","865,988,445.91","1,409,102,935.91","2,148,619,843.13","472,337,845.47","979,707,543.98","1,422,568,829.40","1,826,771,790.52","321,154,639.79","674,381,319.27","1,041,239,511.83","1,512,740,330.55","468,983,076.23","937,069,538.59","1,469,808,484.50","2,042,501,595.40","587,184,868.22","1,102,502,484.36","3,264,318,449.27","4,385,556,029.79","1,063,405,861.20","2,235,808,629.52","3,477,164,982.77","4,701,624,622.86","1,071,841,193.58","2,171,513,568.85","3,531,270,063.46","5,143,734,243.42","1,390,029,411.97","2,775,532,200.89","4,254,238,225.05","6,160,174,272.57","1,444,422,062.36","3,110,069,015.57","4,389,829,733.71","9,125,750,558.68","2,412,666,569.56","4,917,678,720.84","7,250,373,757.92","10,265,870,213.08","2,541,899,637.24","5,180,032,750.26","7,678,777,909.44","9,947,236,836.02","2,558,909,757.59","5,723,438,226.15"
投资活动产生的现金流量净额,"-80,789,133.14","-121,316,164.69","-187,272,310.19","-234,725,828.53","-23,095,335.77","-48,765,604.33","-53,320,923.01","-116,065,070.33","-27,143,433.43","-46,215,363.60","-49,098,064.47","-67,678,593.01","-8,636,415.71","-17,431,064.94","-28,024,041.45","-66,869,248.39","-4,983,632.46","-21,156,066.96","-69,796,397.95","-196,341,368.63","-26,551,038.84","-45,157,368.52","-190,574,475.03","-310,467,581.12","-191,586,801.06","-202,127,888.68","-429,009,362.51","-560,336,205.92","-414,958,443.40","-519,353,892.14","-763,492,546.02","-897,084,819.74","-259,665,511.94","-615,175,627.87","-694,424,106.53","-2,831,191,793.78","-56,350,120.53","-109,942,645.53","-250,359,057.19","-712,294,173.61","-132,999,477.40","-266,350,088.48","-373,831,315.31","-680,972,165.34","-89,601,965.38","-747,683,745.22"
购买商品、接受劳务支付的现金,"380,213,372.48","729,860,679.93","1,105,323,529.60","1,784,604,259.33","393,504,878.77","789,899,332.46","1,147,232,901.08","1,454,435,964.46","197,854,857.07","433,437,555.52","715,202,976.59","1,174,193,225.11","389,465,922.35","743,057,341.43","1,104,110,996.56","1,558,480,047.31","449,007,766.13","871,989,102.45","2,614,172,025.13","3,473,995,986.99","812,419,287.05","1,599,239,456.29","2,483,920,691.48","3,275,725,210.58","800,013,185.86","1,684,885,808.17","2,523,049,560.51","3,789,860,709.64","936,108,736.59","1,957,140,867.00","3,009,464,993.23","4,264,660,197.06","959,222,676.84","1,993,431,968.64","2,994,883,715.00","5,993,297,291.99","1,576,272,235.89","3,189,814,674.21","4,972,814,042.94","6,825,911,502.51","1,736,149,184.58","3,604,965,481.24","5,599,520,604.21","6,769,095,428.96","1,871,575,558.24","3,869,465,149.26"
吸收投资收到的现金,"9,937,178.01","10,364,078.01","10,361,138.71","10,363,807.31",,,,,,,,,,,,,,,,,,,,,,,,,,"15,000,000.00","15,000,000.00","15,000,000.00",,"15,000,000.00","15,000,000.00","1,744,949,985.11","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00",,,"4,500,000.00","4,500,000.00",,
