科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"57,917,430.21","157,167,195.42","208,511,095.89","442,903,175.28","26,946,176.60","186,370,161.42","406,136,751.62","466,910,266.73","46,556,010.56","117,407,903.44","286,687,941.65","459,147,401.00","16,433,241.23","30,070,744.50","51,102,725.23","71,198,100.03","4,828,943.56","48,371,521.04","568,331,245.56","625,157,091.38","7,241,088.68","15,224,542.84","21,691,399.42","33,389,274.35","3,000,297.65","8,519,473.94","19,785,409.73","29,018,205.05","9,641,580.01","14,010,289.92","17,220,378.82","61,162,317.94","4,112,958.99","12,480,459.03","15,696,548.65","19,764,545.40","3,687,753.02","8,034,395.05","14,960,850.21","299,501,456.57","4,531,253.43","8,615,395.75","17,930,703.90"
二、营业利润,"7,886,419.19","20,098,930.16","23,002,921.16","51,954,121.13","1,736,562.10","42,865,587.34","112,885,029.55","108,967,061.09","4,051,032.50","9,583,344.32","7,865,117.20","23,914,020.43","-14,448,708.17","-28,098,897.81","-34,014,692.32","-43,329,788.51","-21,778,019.33","-12,022,770.95","63,250,442.16","64,514,425.96","-1,458,462.82","-3,657,971.92","-7,959,843.25","-11,791,650.12","-2,006,885.41","-3,301,934.39","-2,107,459.54","-1,153,745.22","5,450,251.43","3,257,089.46","-1,279,926.70","4,091,048.52","-2,615,333.03","-4,947,081.09","-8,715,626.27","-23,986,357.41","-16,108,006.42","-20,593,405.17","-29,978,909.43","51,683,398.88","-21,194,882.64","-39,140,554.18","-58,210,817.38"
减:营业成本,"34,162,181.57","92,088,350.15","127,215,187.60","269,021,170.63","10,930,472.96","82,760,732.81","181,593,177.88","213,033,043.30","26,154,359.22","73,609,603.74","225,291,751.64","351,305,949.76","10,150,686.41","17,813,709.01","31,061,436.86","43,560,318.48","1,211,877.94","22,820,789.58","418,822,903.89","457,658,773.02","2,763,096.12","5,342,276.52","14,719,766.79","19,885,812.05","2,227,072.56","5,561,038.83","11,162,826.67","16,283,821.87","4,908,665.84","7,840,507.75","10,076,860.56","25,256,085.01","2,640,286.88","7,289,918.94","9,808,506.96","12,491,288.73","2,930,036.66","5,617,252.81","8,829,308.48","137,938,171.90","4,248,050.03","7,482,707.27","14,596,081.55"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,744,895.52","10,170,299.67","13,521,181.26","31,157,112.90","2,005,354.91","29,669,282.60","65,320,145.18","79,761,274.40","5,186,301.19","10,092,548.14","19,389,518.02","37,402,219.57","904,444.28","1,660,488.32","2,822,635.53","6,528,343.74","271,892.02","8,480,116.97","45,498,480.11","51,213,001.77","511,598.82","1,029,741.01","3,751,928.19","4,100,506.50","172,619.94","567,092.61","1,875,646.83","4,852,784.03","1,682,056.68","2,047,038.85","2,243,937.54","11,081,841.85","555,901.08","1,018,968.17","1,209,325.80","1,396,754.98","177,221.92","-1,719,546.65","-1,664,350.66","44,977,828.47","72,875.39","185,361.05","378,669.84"
营业外收入,"261,064.24","312,095.72","707,112.29","1,117,359.46","112,123.79","196,483.78","391,422.34","587,362.41","105,586.73","24,765,448.71","24,826,055.67","24,894,559.58","58,051.56","361,902.21","408,445.05","592,404.06","119,984.44","215,295.60","257,411.79","362,694.51","521,870.88","555,197.26","576,995.75","2,439,133.91","32,914.50","51,433.64","86,157.58","330,214.34","46,431.78","109,730.51","148,003.19","201,568.55","51,024.66","215,257.40","317,448.68","418,749.75","82,114.56","528,224.40","752,590.23","2,929,711.25","157,983.80","292,952.23","383,101.66"
销售费用,"3,202,012.38","6,947,372.85","9,918,123.03","12,903,775.83","3,593,993.93","9,226,674.94","15,013,442.30","21,778,204.93","2,618,573.87","6,495,137.91","8,726,153.20","10,570,969.17","4,471,682.51","9,841,518.78","13,853,526.04","18,466,170.43","2,828,795.05","5,686,560.37","10,237,847.57","12,277,634.07","1,347,261.51","3,107,969.87","826,790.35","6,507,945.57","6,691.24","319,344.83","525,176.50","2,213,312.45","158,075.24","268,021.25","377,683.49","584,131.90","109,133.00","360,161.58","566,507.10","599,086.22","39,332.94","52,198.60","93,465.11","386,136.98","452,220.84","1,756,989.83","2,998,436.32"
减:营业外支出,"648,406.23","871,685.22","983,845.12","976,443.83",7.76,"250,757.40","1,027,915.35","1,946,240.62","75,925.97","1,476,390.27","1,543,124.64","1,806,684.20","14,000.81","1,145,572.80","1,268,498.45","1,459,779.92","79,745.98","168,598.72","462,583.08","4,293,589.05","54,730.48","32,138.36","45,250.93","103,621.84","31,301.69","31,704.38","31,704.38","94,976.52","2,850.17","6,486.14","6,822.74","223,101.06","3,342.09","87,998.08","135,680.86","471,360.20","15,514.59","55,883.92","2,056,883.05","2,815,251.21","2,140.42","11,784.85","91,435.10"
管理费用,"8,970,113.23","14,935,241.01","20,643,096.71","19,033,945.06","9,269,695.68","21,978,105.70","31,459,492.76","42,182,587.08","8,546,402.31","17,587,588.34","25,722,352.12","36,211,816.72","14,809,511.14","27,504,625.71","35,932,404.97","44,823,399.17","20,444,091.60","27,302,694.97","34,914,305.03","45,814,522.47","5,729,500.76","12,097,496.85","14,192,489.48","19,317,311.01","3,330,696.49","6,810,408.54","10,469,643.74","15,764,850.80","3,243,483.80","6,882,987.05","12,265,584.04","15,276,944.55","3,663,668.84","9,235,781.65","18,287,651.27","29,849,230.09","17,203,017.22","36,813,106.67","55,259,844.34","79,482,238.86","19,372,299.50","37,289,994.80","57,557,215.72"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,,,,,,,,340.00,,"31,301.69",,"66,351.04",,"3,635.97",,"197,830.34",,"75,897.10",,"87,940.73",,"9,008.41",,"12,592.16","2,057.38","4,094.18","4,094.18"
