科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他应收款,"13,592,507.98","15,497,020.47","26,991,426.26","29,937,535.43","19,292,878.26","23,239,150.50","12,947,803.66","15,651,978.92","11,087,773.59","24,999,412.29","35,556,084.67","135,791,542.82","22,463,365.56","21,828,406.68","18,435,086.42","29,199,102.47","26,988,125.62","59,653,435.08","26,802,291.27","54,899,793.33","33,393,023.87","38,259,149.10","39,077,668.70","41,981,870.48","24,794,204.44","32,872,217.76","54,814,436.00","25,030,775.67","19,792,424.47","24,448,511.64","10,910,616.41","32,058,443.22","23,524,753.95"
应付职工薪酬,"32,282,151.91","44,300,235.61","40,606,818.96","19,032,580.87","29,001,405.05","28,315,139.73","58,535,170.96","30,749,964.91","39,542,475.08","28,887,597.37","102,405,181.07","82,646,063.01","65,390,595.98","36,811,950.30","91,886,106.79","43,640,849.85","41,598,906.68","38,903,173.80","48,273,977.13","41,067,208.17","37,519,420.15","36,247,806.76","68,622,678.59","33,833,734.33","33,058,398.68","31,728,963.95","44,148,958.23","38,194,614.97","37,539,789.95","34,309,910.14","42,574,704.39","34,957,271.17","30,251,805.40"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"56,962,633.66","12,803,025.91","85,888,801.84","82,873,791.83","60,514,025.96","18,936,626.33","91,256,182.97","95,249,542.43","72,350,632.25","73,270,196.83","86,545,723.19","111,375,285.43","113,620,634.75","47,780,725.07","121,379,981.35","74,331,044.59","83,148,562.77","62,743,590.41","91,686,057.41","40,902,242.28","49,389,388.96","19,003,098.73","259,395,483.34","166,037,724.55","39,170,496.59","35,945,712.87","76,068,504.10","137,933,833.55","42,966,515.24","82,965,091.47","90,600,412.63","41,709,378.40","33,688,355.38"
应收利息,,,,,,,"12,239,005.78","5,947,981.94","7,799,967.41","9,902,741.61",,,,"11,970,899.76","14,168,158.80","10,062,184.96","6,171,701.59","5,982,361.18","5,445,228.59","1,383,710.80","2,647,386.23","1,494,138.51","1,696,963.73","111,780.82","259,931.51","140,707.19","2,042,071.58","3,856,875.00","5,791,646.09","7,656,503.94","9,826,556.03","12,053,202.91","14,220,027.77"
应付利息,,,,,,,"438,395.66",,"267,500.69",,,,,,,,,,,,,"404,167.22","435,153.33","657,954.17","704,291.67","1,550,277.77","2,736,202.41","2,941,888.05","2,602,249.70","2,484,659.88","2,608,236.05","2,969,034.93","1,984,988.91"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"28,325,879.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"251,066,225.58","351,515,163.84","435,898,900.86","439,301,143.05","461,031,135.82","525,014,588.49","566,474,795.80","452,237,196.34","458,197,436.13","496,148,831.28","545,509,735.26","431,797,142.93","551,379,842.73","628,197,196.41","864,870,914.06","1,140,076,510.65","1,158,754,341.12","1,341,795,460.27","914,597,187.29","1,105,253,894.42","1,054,606,038.98","868,645,681.51","593,565,073.54","576,859,208.01","673,707,765.16","705,615,412.93","644,130,247.34","563,880,868.56","663,632,806.92","812,724,807.62","692,737,996.20","586,148,518.26","506,376,492.97"
其他应付款,"41,931,177.13","34,128,492.53","44,007,168.60","207,790,314.79","238,044,847.97","238,485,585.24","39,143,081.86","224,813,441.67","300,513,196.47","323,008,855.99","127,551,695.89","185,391,523.73","321,002,068.75","248,842,884.68","138,927,165.72","113,829,459.31","316,042,624.50","253,476,111.00","192,777,912.63","210,785,732.66","473,330,009.46","401,413,545.35","298,201,268.07","248,661,113.90","385,385,324.69","511,351,551.54","518,639,191.15","458,825,920.63","412,651,128.19","515,827,019.77","504,584,244.48","454,626,606.60","418,483,431.76"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"35,000,000.00","47,210,000.00","47,210,000.00",,,"93,010,000.00","113,010,000.00","133,010,000.00",,,,,,"1,000,000.00","1,000,000.00",,,,,,,,,,,,,"250,000,000.00","255,341,356.25","260,663,983.32","260,575,743.72","10,467,680.48"
其他流动资产,,"20,000,000.00",,"23,719,589.48",,"24,038,378.59",,"754,008.85",,,"29,449,592.30","332,395.34","15,540,692.84","12,179,737.69","376,144,242.24","179,746,379.38","257,387,561.54","406,202,617.81","583,669,539.03","399,675,679.71","293,167,828.50","130,031,279.84","652,389,181.21","185,753,340.75","145,942,623.14","298,237,625.29","377,420,607.31","160,253,465.70","168,670,490.86","120,051,795.50","98,603,311.58","83,542,338.19","59,843,717.55"
其他流动负债,"34,173,043.73","77,517,589.07","9,546,990.04","12,178,402.45","30,942,234.11","28,397,010.62","10,209,823.53","11,220,183.77","15,972,083.05","13,852,314.23","52,577,523.10","48,707,929.10","59,031,525.23","48,890,991.96","26,479,483.89","13,265,005.40","11,415,445.73","20,550,003.27","2,909,200.56","2,909,200.56",,,"74,106,093.28","51,169,917.84","123,144,217.72","103,405,276.22","80,301,012.92","97,330,508.47","171,098,640.00","99,659,016.88","155,219,703.50","180,335,682.47","202,423,680.48"
流动资产合计,"783,201,518.64","944,551,305.86","1,393,262,720.45","1,798,434,382.10","2,949,813,502.18","2,943,455,459.99","3,020,319,445.86","3,093,684,478.47","3,269,582,087.42","2,890,581,170.04","3,083,475,819.82","3,512,748,797.92","3,491,184,614.71","3,298,037,529.29","3,323,935,181.70","3,226,857,376.26","2,857,112,946.38","2,927,095,046.89","2,714,911,765.92","2,680,769,916.79","2,472,478,230.16","2,409,285,983.95","3,114,511,145.04","3,081,588,535.43","2,870,359,021.87","3,188,405,326.01","3,238,200,459.33","3,305,952,395.18","2,757,267,159.01","2,962,049,843.54","2,453,292,566.57","2,378,073,452.33","2,150,572,522.09"
流动负债合计,"1,050,082,412.72","1,004,794,751.77","1,189,583,717.66","1,517,036,364.88","916,684,197.57","877,340,820.55","941,862,136.35","958,776,405.70","1,085,318,662.67","1,032,434,129.77","1,156,995,918.03","1,408,193,094.34","1,404,133,462.94","1,184,706,502.74","1,174,853,430.31","1,004,400,465.06","1,051,351,262.31","1,186,703,764.16","1,141,476,814.43","1,129,362,961.91","1,197,952,645.63","1,259,551,382.72","1,611,148,358.15","1,682,535,924.48","1,865,722,075.61","2,173,129,483.73","2,289,463,644.11","2,361,906,468.02","2,395,694,675.13","2,546,139,045.80","2,520,198,865.48","2,424,460,620.34","2,196,969,161.59"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,402,186.91","43,901,603.03","52,039,349.81","52,534,252.78","53,485,557.65","46,930,538.52","61,824,892.80"
长期借款,"10,527,517.36","179,630,000.00","350,990,000.00","350,990,000.00","270,000,000.00","270,000,000.00","146,990,000.00","126,990,000.00","106,990,000.00",,,,,,,,,,,,,,,,,"250,000,000.00","757,055,386.00","761,586,879.50","532,482,548.61","532,195,191.00","520,092,641.85","515,793,143.57","504,806,641.29"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,"10,000,000.00","1,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00",,,,,,,,,,,,,,,,,,,
长期股权投资,"1,000,000.00","296,059.30",,,,,,,,,,,,,,,,,,,,,,,,,"521,656,866.93","561,521,924.55","566,488,731.02","579,022,967.84","577,965,430.71","559,949,332.02","575,183,288.44"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,"419,722.21",,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,"118,075.74","118,075.74","61,760.00",,,,,,,,,,,,,,,,,,,,,,"50,032,969.68","25,342,028.11","16,091,855.57"
固定资产,"373,898,813.79","628,176,313.43","1,107,950,288.69","1,095,727,423.05","1,092,471,868.73","1,076,815,140.41","1,093,437,837.10","1,082,786,180.13","1,090,354,196.55","1,082,134,338.53","1,083,707,524.12","1,059,921,442.18","1,043,727,846.04","1,028,860,515.02","1,405,704,536.29","1,391,081,019.76","1,418,107,081.19","1,430,129,422.54","1,603,546,196.85","1,567,881,763.62","1,627,796,052.98","1,601,191,482.02","1,610,630,852.62","1,619,545,665.39","1,597,398,436.98","1,563,574,847.47","1,647,908,747.69","1,604,340,119.13","1,580,192,785.73","1,574,039,194.52","1,539,962,655.39","1,500,181,476.75","1,436,910,155.59"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"107,225,884.62","292,674,234.83","2,031,636.65","3,811,378.09","2,077,701.89","6,107,427.37","16,527,313.63","21,360,520.92","35,086,899.95","67,119,844.45","194,054,499.09","196,580,246.25","243,163,484.08","354,471,358.86","118,254,442.48","128,305,835.68","174,697,714.38","194,254,247.15","47,821,613.45","60,341,609.46","80,813,208.96","104,210,696.33","129,263,030.40","135,092,280.13","140,033,096.96","165,336,090.57","127,388,656.88","124,761,855.92","153,771,868.04","119,896,570.71","116,145,672.44","142,321,084.55","165,929,943.80"
其他非流动负债,"1,528,700.00","4,474,800.00","4,325,640.00","4,325,640.00","4,325,640.00","4,325,640.00","4,176,480.00","4,325,640.00","4,481,387.18","4,481,387.18","4,386,294.36","4,386,294.36","4,291,201.54","4,291,201.54","4,196,108.72","4,196,108.72","13,101,015.90","13,101,015.90",,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"22,056,217.36","185,104,800.00","366,315,640.00","366,315,640.00","285,325,640.00","285,325,640.00","162,284,555.74","142,433,715.74","122,533,147.18","15,481,387.18","15,386,294.36","15,386,294.36","15,291,201.54","15,291,201.54","4,196,108.72","4,196,108.72","13,101,015.90","13,101,015.90","14,105,923.08","16,381,000.00","24,323,303.08","50,259,199.77","45,646,965.42","45,357,729.31","42,438,430.81","292,252,228.76","810,213,336.92","817,593,011.73","611,995,040.94","611,510,802.27","653,150,339.88","622,786,843.41","599,836,763.26"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,469,206.43","4,469,206.43","4,469,206.43",,,,
负债合计,"1,072,138,630.08","1,189,899,551.77","1,555,899,357.66","1,883,352,004.88","1,202,009,837.57","1,162,666,460.55","1,104,146,692.09","1,101,210,121.44","1,207,851,809.85","1,047,915,516.95","1,172,382,212.39","1,423,579,388.70","1,419,424,664.48","1,199,997,704.28","1,179,049,539.03","1,008,596,573.78","1,064,452,278.21","1,199,804,780.06","1,155,582,737.51","1,145,743,961.91","1,222,275,948.71","1,309,810,582.49","1,656,795,323.57","1,727,893,653.79","1,908,160,506.42","2,465,381,712.49","3,099,676,981.03","3,179,499,479.75","3,007,689,716.07","3,157,649,848.07","3,173,349,205.36","3,047,247,463.75","2,796,805,924.85"
生产性生物资产,,,,,,,,,,,,,,,,,,,"31,006,582.63","34,892,757.15","38,686,269.03","43,047,150.26","46,904,494.13","43,375,796.29","42,837,191.86","43,030,970.29","43,984,424.87","44,345,668.22","44,835,518.95","46,028,126.14","45,234,535.26","44,110,216.98","44,016,918.60"
实收资本(或股本),"135,000,000.00","383,050,000.00","383,050,000.00","383,050,000.00","426,050,000.00","426,050,000.00","426,050,000.00","426,050,000.00","426,050,000.00","426,050,000.00","426,050,000.00","426,050,000.00","639,075,000.00","639,075,000.00","639,075,000.00","639,075,000.00","1,022,520,000.00","1,022,520,000.00","1,022,520,000.00","1,022,520,000.00","1,022,520,000.00","1,022,520,000.00","1,022,520,000.00","1,022,520,000.00","1,022,520,000.00","1,022,520,000.00","1,022,520,000.00","1,022,520,000.00","1,022,520,000.00","1,022,520,000.00","1,022,520,000.00","1,022,520,000.00","1,022,520,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"102,168,650.15","77,608,347.26","77,608,347.26","77,608,347.26","1,738,216,680.96","1,737,916,680.96","1,737,401,876.74","1,737,401,876.74","1,737,401,876.74","1,737,401,876.74","1,737,401,876.74","1,779,232,545.38","1,566,906,763.43","1,566,906,763.43","1,566,906,763.43","1,566,906,763.43","1,183,461,763.43","1,183,461,763.43","1,183,461,763.43","1,183,461,763.43","1,183,461,763.43","1,183,461,763.43","1,183,461,763.43","1,183,461,763.43","1,183,461,763.43","1,183,461,763.43","1,183,461,763.43","1,183,461,763.43","1,183,461,763.43","1,183,461,763.43","1,212,850,681.84","1,212,850,681.84","1,212,850,681.84"
无形资产,"110,871,534.84","123,082,794.86","119,241,712.46","117,593,651.66","116,613,514.50","117,196,339.33","118,901,896.71","116,821,366.51","139,869,685.85","140,608,649.97","139,550,957.26","141,374,510.93","137,450,778.02","136,115,185.17","138,568,345.99","135,907,549.90","134,324,870.05","132,718,592.31","156,523,463.49","155,141,999.42","183,193,161.40","186,325,207.83","256,838,125.72","272,330,368.25","270,216,789.47","271,686,760.87","270,980,744.42","265,131,111.36","261,721,344.08","235,327,317.17","220,932,153.03","219,925,611.18","207,010,035.53"
盈余公积,"19,568,426.10","51,509,894.97","76,963,573.94","76,963,573.94","76,963,573.94","71,070,864.30","82,163,432.46","82,163,432.46","82,163,432.46","82,163,432.46","122,974,053.92","122,974,053.92","123,044,823.50","123,044,823.50","174,772,138.48","174,772,138.48","174,772,138.48","174,772,138.48","228,311,933.13","228,311,933.13","228,311,933.13","228,311,933.13","253,993,951.66","253,993,951.66","253,993,951.66","253,993,951.66","253,993,951.66","253,993,951.66","253,993,951.66","253,993,951.66","253,993,951.66","253,993,951.66","253,993,951.66"
开发支出,"167,840.00","215,940.00","215,940.00","215,940.00","215,940.00","11,540.00","162,230.00","162,230.00","162,230.00","155,130.00","165,300.00","243,100.00","287,300.00","1,348,934.95","1,312,239.20","1,456,783.42","1,603,797.64","11,730,025.83","19,144,908.86","28,041,705.89","6,752,372.61","6,443,934.45","7,374,322.15","9,778,010.14","9,887,872.28","3,101,908.07","1,980,591.84","6,685,864.75","2,922,930.38","2,363,721.80","2,558,143.11","2,653,668.58","2,672,209.86"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,"311,136.62",,,,,,,,,,,,,,,,,,,,,,"84,619,326.45","85,718,019.54","85,718,019.54","68,824,301.37","68,824,301.37","68,824,301.37","68,824,301.37","13,000,000.00","13,000,000.00","13,000,000.00"
未分配利润,"67,089,588.67","323,177,385.62","566,747,864.81","632,283,418.44","761,653,639.61","783,854,994.26","939,560,047.09","1,016,399,625.15","1,138,460,108.08","946,371,656.12","1,109,938,881.03","1,217,660,985.92","1,249,470,296.50","1,364,309,480.21","1,532,525,062.03","1,601,100,209.87","1,224,927,552.28","1,251,674,830.18","1,132,472,751.77","1,181,046,477.81","1,029,514,240.04","916,563,985.58","1,210,431,120.60","1,270,473,168.45","996,208,621.64","801,400,238.41","429,765,761.18","440,689,391.15","61,600,370.35","66,549,840.53","-627,278,708.27","-619,363,236.46","-618,748,260.04"
长期待摊费用,,"13,219,934.65","12,352,984.63","12,260,708.83","12,300,383.04","11,702,290.59","11,151,463.97","10,574,644.61","10,180,689.16","9,574,439.92","8,728,471.74","587,917.52","872,525.60","822,141.68","851,595.33","762,044.61","970,410.56","1,354,134.22","11,379,704.79","12,726,007.46","8,118,338.23","6,528,463.48","4,615,617.17","3,222,321.07","1,780,677.22","1,090,123.03","1,148,270.60","1,029,289.04","910,307.48","857,685.95","777,676.76","705,332.99","546,638.60"
少数股东权益,"566,203.85","1,350,967.79",,,,,,,,,,,,,,,"11,088,869.54","14,658,899.44","4,124,836.92","-7,223,327.10","-14,124,463.89","-18,744,799.15","-1,356,860.21","-2,766,958.50","-34,832,285.00","-55,821,842.63","23,926,247.21","22,220,865.43","23,235,225.29","22,090,827.54","21,187,790.91","21,262,108.86","22,978,459.09"
递延所得税资产,"20,165,906.96","24,068,427.86","25,213,860.79","25,213,860.79","31,400,821.74","26,270,802.38","28,821,861.11","37,835,635.15","46,691,438.20","49,728,909.36","44,377,581.07","42,704,949.95","57,259,664.21","52,800,129.68","41,211,865.39","61,410,704.57","86,658,226.79","142,709,547.78","103,343,974.27","134,834,021.39","222,545,488.02","246,452,354.06","129,198,929.43","167,478,964.79","258,909,586.06","308,175,201.03","25,475,482.75","35,165,170.64","34,764,878.14","30,895,645.54","12,421,024.16","10,778,698.92","12,129,288.59"
外币报表折算价差,,,,,,,,,,,,,,,"-239,487.66","-239,487.66","65,512.34",,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,"14,686,870.98","15,336,009.17","23,975,335.25","20,877,976.77","62,250,808.93","44,429,883.70","7,813,067.29","6,966,907.21","38,189,539.56","78,624,755.06","30,637,464.26","37,499,357.33","24,163,805.50","33,508,209.57","44,811,414.23","33,961,711.53","19,133,930.97","29,807,768.27","22,864,017.23","33,682,560.07","20,708,690.07","23,366,196.80","22,886,532.69"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"613,329,980.21","1,082,044,841.55","1,267,006,423.22","1,254,822,962.42","1,255,080,229.90","1,238,103,540.08","1,269,002,602.52","1,269,540,577.32","1,322,345,139.71","1,349,321,312.23","1,485,271,204.26","1,456,748,176.00","1,506,736,933.20","1,595,296,242.13","1,768,153,833.61","1,763,353,821.64","1,824,175,167.90","1,919,862,877.04","2,010,955,983.90","2,072,484,619.45","2,198,542,355.49","2,231,698,645.76","2,208,989,177.12","2,368,950,942.08","2,451,593,084.60","2,475,675,632.40","2,768,353,411.66","2,789,983,882.71","2,793,805,238.66","2,743,472,343.89","2,603,191,538.58","2,563,922,157.29","2,542,109,904.50"
所有者权益(或股东权益)合计,"324,392,868.77","836,696,595.64","1,104,369,786.01","1,169,905,339.64","3,002,883,894.51","3,018,892,539.52","3,185,175,356.29","3,262,014,934.35","3,384,075,417.28","3,191,986,965.32","3,396,364,811.69","3,545,917,585.22","3,578,496,883.43","3,693,336,067.14","3,913,039,476.28","3,981,614,624.12","3,616,835,836.07","3,647,153,143.87","3,570,285,012.31","3,607,510,574.33","3,448,744,636.94","3,331,174,047.22","3,666,704,998.59","3,722,645,823.72","3,413,791,600.05","3,198,699,245.92","2,906,876,889.96","2,916,436,798.14","2,543,382,681.60","2,547,872,339.36","1,883,134,899.79","1,894,748,145.87","1,895,876,501.74"
资产总计,"1,396,531,498.85","2,026,596,147.41","2,660,269,143.67","3,053,257,344.52","4,204,893,732.08","4,181,559,000.07","4,289,322,048.38","4,363,225,055.79","4,591,927,227.13","4,239,902,482.27","4,568,747,024.08","4,969,496,973.92","4,997,921,547.91","4,893,333,771.42","5,092,089,015.31","4,990,211,197.90","4,681,288,114.28","4,846,957,923.93","4,725,867,749.82","4,753,254,536.24","4,671,020,585.65","4,640,984,629.71","5,323,500,322.16","5,450,539,477.51","5,321,952,106.47","5,664,080,958.41","6,006,553,870.99","6,095,936,277.89","5,551,072,397.67","5,705,522,187.43","5,056,484,105.15","4,941,995,609.62","4,692,682,426.59"
负债和所有者(或股东权益)合计,"1,396,531,498.85","2,026,596,147.41","2,660,269,143.67","3,053,257,344.52","4,204,893,732.08","4,181,559,000.07","4,289,322,048.38","4,363,225,055.79","4,591,927,227.13","4,239,902,482.27","4,568,747,024.08","4,969,496,973.92","4,997,921,547.91","4,893,333,771.42","5,092,089,015.31","4,990,211,197.90","4,681,288,114.28","4,846,957,923.93","4,725,867,749.82","4,753,254,536.24","4,671,020,585.65","4,640,984,629.71","5,323,500,322.16","5,450,539,477.51","5,321,952,106.47","5,664,080,958.41","6,006,553,870.99","6,095,936,277.89","5,551,072,397.67","5,705,522,187.43","5,056,484,105.15","4,941,995,609.62","4,692,682,426.59"
