科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"453,932,076.89","391,887,306.95","495,418,861.15","57,529,460.08","2,433,291,605.87","1,430,748,048.83","1,363,390,540.98","1,045,662,437.48","1,274,938,929.46","1,067,415,274.75","757,974,237.20","2,503,339,741.98","2,529,713,258.12","2,030,738,842.59","2,567,381,206.63","1,912,591,517.77","2,388,268,188.70","1,947,272,051.71","2,196,683,673.32","2,166,990,455.22","1,834,071,313.69","1,465,910,412.47","1,460,694,453.95","1,491,045,503.99","1,461,138,955.91","1,557,564,144.51","2,499,476,714.01","1,484,589,824.36","1,479,787,180.32","1,702,824,170.61","1,044,203,433.79","1,272,302,609.18","799,550,791.27","811,968,504.05","1,160,189,515.63","811,988,042.28","1,177,235,488.43","1,605,575,908.62","3,387,739,231.32","3,925,369,498.72","2,981,057,518.03","2,084,475,358.18","1,646,961,413.39","2,065,755,430.31","3,025,128,591.86"
短期借款,"115,500,000.00","269,700,000.00","107,840,000.00","57,000,000.00","114,500,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","110,000,000.00","160,000,000.00","190,000,000.00","190,000,000.00","170,000,000.00","180,000,000.00","120,000,000.00","210,000,000.00","330,000,000.00","330,000,000.00","306,500,000.00","877,000,000.00","830,000,000.00","906,800,000.00","809,800,000.00","729,800,000.00","230,000,000.00","230,000,000.00","150,000,000.00",,"232,670,000.00","193,110,000.00","113,110,000.00","107,110,000.00","165,000,000.00","465,000,000.00","30,000,000.00","460,000,000.00","560,000,000.00","560,000,000.00",,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,000,000.00","5,400,000.00",,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,"45,000,000.00","57,000,000.00","38,564,005.00","26,564,005.00","13,400,000.00",,"30,000,000.00","30,000,000.00","36,000,000.00","36,000,000.00",,,,"30,000,000.00","30,000,000.00","30,000,000.00","50,000,000.00","50,000,000.00","177,670,000.00","164,660,000.00","175,450,000.00","175,450,000.00","47,780,000.00",,,,
应收账款,"6,197,912.79","25,914,107.09","22,464,416.84","19,008,999.66","32,125,291.13","30,704,298.56","39,740,144.65","31,427,485.58","32,236,740.37","41,260,756.14","59,914,640.44","75,171,993.12","147,191,021.37","87,873,132.01","95,588,612.90","217,180,888.38","186,695,588.25","65,748,470.15","49,122,815.70","60,022,232.54","54,253,333.68","59,994,495.89","41,131,213.32","140,850,862.40","108,800,835.16","108,262,404.56","136,901,222.54","175,973,810.38","152,847,584.51","209,006,269.66","140,299,850.17","121,674,255.94","88,963,517.03","133,139,791.58","117,570,960.54","240,539,675.60","158,249,373.09","42,912,430.27","37,723,505.84","38,583,623.75","48,353,161.72","34,450,144.48","36,963,098.96","46,877,788.70","62,406,822.71"
应付账款,"42,115,729.18","269,992,064.66","183,227,350.30","73,160,525.04","170,216,152.14","190,928,644.08","106,001,371.21","297,737,918.52","171,385,863.10","226,892,695.23","170,765,045.45","140,953,251.42","106,504,460.30","102,182,874.76","135,016,381.85","471,136,850.23","355,629,878.62","492,846,768.85","429,479,444.97","548,010,707.59","444,611,225.89","523,274,132.52","484,421,570.56","837,241,392.33","719,355,279.35","579,540,865.72","554,985,628.24","1,522,369,733.20","1,303,175,280.62","1,185,926,890.16","1,054,845,771.65","915,216,841.19","867,472,748.60","890,869,182.15","1,336,650,578.25","1,804,416,082.61","1,569,632,661.38","1,515,423,748.78","1,250,053,798.00","1,255,099,418.46","1,196,741,380.46","1,193,574,702.02","1,076,599,826.19","1,425,716,362.39","826,746,479.11"
预付款项,"285,229,007.41","467,459,554.39","426,483,029.33","468,604,074.11","646,486,825.88","606,907,834.20","717,729,967.94","635,832,463.63","732,561,981.67","1,115,302,913.79","946,371,776.26","660,443,383.57","617,742,497.93","1,237,099,824.78","1,416,446,128.87","1,245,617,149.74","1,394,928,930.26","1,563,575,086.69","1,799,580,639.76","1,659,375,915.37","1,921,890,549.87","1,676,692,520.29","1,067,382,823.27","957,409,960.20","937,226,454.30","956,105,563.97","1,068,220,788.09","1,043,654,480.14","1,843,138,209.13","1,190,496,168.08","1,243,190,357.34","1,059,582,040.53","1,157,577,112.23","1,157,240,246.93","1,323,530,797.70","1,934,380,026.92","1,852,430,614.62","2,019,274,857.70","1,461,115,838.23","1,491,956,161.96","1,613,988,757.63","1,664,134,130.95","1,272,716,525.24","527,426,518.05","516,266,989.09"
预收款项,"35,065,823.00","143,631,415.00","145,191,581.71","193,499,676.76","152,811,025.87","33,542,999.02","38,322,237.90","15,157,723.22","16,681,605.08","32,183,485.36","13,935,396.36","127,574,946.68","151,699,081.82","592,414,552.20","1,044,435,248.69","772,063,397.87","687,399,331.78","761,361,587.79","777,875,159.16","751,197,652.37","664,219,230.51","758,877,134.24","1,082,623,872.95","1,223,227,910.03","1,545,346,393.50","1,918,926,291.66","2,722,439,593.04","1,556,611,322.78","1,790,754,794.51","2,244,016,459.31","2,545,114,559.57","2,808,136,844.82","3,356,824,408.52","3,326,085,231.60","3,220,024,238.06","1,739,067,335.98","1,688,641,641.55","1,896,578,019.92","2,902,332,088.40","2,600,002,569.37","2,957,168,426.90","2,447,598,750.73","2,777,592,512.28","1,715,257,092.57","2,976,879,809.37"
其他应收款,"31,167,484.61","16,883,596.80","12,186,560.76","15,809,102.95","21,278,223.64","641,776,707.42","178,630,773.49","469,517,857.75","56,809,219.57","45,817,191.91","108,371,077.20","272,856,159.49","124,870,172.74","34,893,253.01","35,835,043.72","485,498,311.55","52,815,051.19","678,120,957.85","302,757,441.56","83,595,532.47","271,570,616.46","229,597,021.13","231,629,626.79","147,674,516.82","323,474,075.13","289,575,285.55","231,414,175.04","74,656,970.92","219,693,756.17","222,710,722.76","1,368,189,981.41","270,606,364.46","409,412,811.96","203,808,035.30","218,200,894.54","226,977,196.48","214,154,529.22","210,157,702.17","220,265,955.09","864,569,817.92","864,342,453.55","911,480,655.73","924,811,502.01","1,750,131,626.73","1,954,553,953.77"
应付职工薪酬,"1,556,168.98","2,344,433.77","3,337,204.16","2,518,816.53","3,066,972.42","3,776,914.57","3,954,483.14","3,775,484.17","1,094,267.99","1,870,741.55","1,921,779.82","12,354,956.10","3,535,361.36","3,644,930.90","4,708,580.35","17,378,241.14","5,303,723.34","5,191,136.42","5,565,413.82","22,547,913.29","7,623,218.99","7,380,770.71","7,512,134.72","23,717,621.22","8,517,581.13","8,788,672.12","9,970,046.62","29,592,168.86","12,466,241.24","15,293,575.16","18,141,466.90","22,384,910.00","14,113,687.72","16,851,157.75","18,952,849.48","24,761,737.53","14,666,523.34","17,436,945.11","20,458,018.85","82,306,613.89","16,830,390.18","19,205,760.31","23,083,395.94","64,025,450.14","26,444,922.75"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
