科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"255,427,313.55","362,043,760.54","1,088,430,175.41","303,291,404.14","407,127,964.67","527,294,787.81","89,607,624.08","198,374,709.81","289,952,555.67","379,671,825.84","84,262,692.13","190,142,014.41","289,895,941.67","389,697,552.61","83,465,225.69","184,497,126.47","277,623,823.11","391,328,211.45","112,700,371.41","254,659,698.10","416,789,462.77","786,990,823.79","325,146,245.69","746,955,816.15","1,319,833,683.47","2,060,599,656.75","608,602,799.70","1,184,955,873.64","1,645,511,448.27","2,202,287,833.99","382,146,415.26"
二、营业利润,"30,169,707.14","38,911,959.08","217,461,252.30","47,180,975.49","58,629,303.52","45,846,594.34","3,720,594.33","681,719.74","2,425,063.59","1,215,675.25","352,903.98","918,404.58","-18,764,686.60","-54,420,594.43","-6,071,945.16","-12,413,966.43","-23,399,430.79","-96,510,723.71","2,188,028.16","8,130,254.11","10,539,534.53","31,573,382.01","22,780,095.84","60,573,867.00","146,084,307.55","146,353,530.67","30,585,926.58","39,058,130.28","53,037,088.84","63,141,242.86","24,425,662.97"
减:营业成本,"194,978,655.79","290,984,151.04","792,801,191.52","230,385,880.07","313,206,493.53","419,600,060.85","79,358,131.63","179,938,920.14","267,709,150.51","336,873,996.98","73,487,187.94","164,923,799.85","261,032,652.44","362,608,534.06","78,914,192.47","172,188,292.37","262,638,420.49","380,386,040.08","100,533,520.23","230,070,295.05","375,990,413.58","678,866,939.55","269,322,943.61","601,323,504.90","1,065,456,019.68","1,688,979,185.69","519,651,166.30","1,010,989,940.13","1,404,452,537.03","1,857,350,034.91","320,808,908.56"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"934,634.47","1,307,637.95","5,267,903.05","1,416,325.82","1,927,705.84","2,762,589.72","439,141.71","868,882.63","1,276,050.51","1,804,792.63","362,610.58","813,250.40","1,498,392.66","2,197,279.38","354,792.67","790,579.12","1,291,712.78","1,747,347.57","202,520.33","449,615.28","1,594,885.37","3,891,559.77","1,066,093.16","2,335,546.81","5,492,618.58","9,509,062.53","1,037,402.04","2,063,124.54","4,516,338.68","7,428,172.63","1,205,650.60"
营业外收入,"1,024,288.72","2,386,120.44","2,644,088.65","6,509,149.60","6,512,159.20","4,457,729.20","495,693.49","3,589,855.37","4,986,559.79","4,230,922.85","263,655.06","200,475.78","221,974.09","1,463,250.08","40,419.62","608,805.26","682,466.59","1,053,430.10","1,291.18","1,765.34","15,173.30","8,290,189.26","696,851.22","3,346,184.44","5,075,001.68","235,086.72","25,114.97","73,491.04","99,153.34","92,705.49","10,700.05"
销售费用,"4,623,316.36","7,927,282.88","11,802,727.95","3,339,699.91","5,243,574.34","7,361,849.53","1,416,941.43","3,208,201.57","6,153,119.44","8,955,626.82","2,501,530.36","5,995,241.58","9,493,401.71","13,114,960.78","2,570,421.47","6,658,167.54","10,091,966.95","14,529,578.14","1,614,483.64","4,996,513.96","8,751,955.32","20,349,415.17","6,894,360.20","18,061,994.99","36,577,263.84","54,474,115.26","7,792,857.79","16,222,523.52","25,061,895.75","38,878,175.65","11,191,385.84"
减:营业外支出,"62,941.43","177,443.25","80,417.38","2,000.00","368,423.00","1,051,025.06","444,649.33","445,649.33","453,956.72","464,556.72",600.00,"1,351.39","1,351.39","3,131,021.76","124,380.17","220,710.13","375,662.72","1,942,896.58","50,800.00","3,258,299.93","3,258,302.26","4,649,516.53","15,867.07","135,867.07","336,317.07","10,333,723.97","419,250.00","430,190.00","577,104.52","7,118,098.21","878,916.25"
管理费用,"18,186,429.00","21,269,488.84","49,395,470.35","18,022,643.76","25,556,878.37","33,582,851.07","9,800,716.71","20,881,549.90","29,500,106.78","37,784,170.57","10,251,808.59","20,220,728.86","30,058,888.68","42,786,672.83","10,133,453.98","20,688,048.00","29,859,644.68","44,837,617.71","6,434,119.92","16,473,681.25","27,606,492.12","56,933,839.95","26,454,323.81","59,769,334.22","104,084,588.86","181,276,391.98","38,259,798.46","81,177,953.88","116,308,094.52","72,605,163.74","17,807,427.17"
其中:非流动资产处置净损失,"6,488.82","18,880.00","25,903.38",,,"8,377.70",,,,"435,849.33",,,,"825,536.44",,,,"1,482,402.11",,"129,760.94","129,760.94","162,329.74",,"15,692.31","15,692.31",,,,,,
