科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"185,935,213.53","81,686,377.39","77,531,708.61","104,777,131.74","121,904,025.10","767,055,006.13","580,608,768.63","565,262,720.94","486,816,422.50","735,012,870.27","477,279,642.19","773,611,898.67","386,487,050.13","442,563,518.45","297,270,603.41","570,412,607.51","577,118,937.36","677,353,620.35","467,537,543.99","681,173,868.23","766,568,477.70","765,186,296.44","483,818,390.77","567,628,951.20","390,309,453.35","711,239,287.90","948,010,128.13","882,345,521.04","816,975,379.36","1,050,330,701.71","1,426,354,376.94","1,058,833,330.99","911,995,786.89","1,152,587,254.08","1,313,281,350.33","1,468,897,921.86"
短期借款,"136,456,751.35","251,514,898.67","267,048,264.32","341,184,879.23","416,227,828.37","196,000,000.00","298,750,266.00","408,750,266.00","360,750,266.00","401,000,000.00","521,000,000.00","700,600,000.00","706,600,000.00","782,057,648.31","945,228,474.63","1,002,128,694.71","1,338,626,406.34","1,415,170,084.51","1,476,535,917.07","1,886,343,301.93","1,481,393,182.65","1,442,655,157.45","1,436,190,000.00","1,573,480,000.00","1,418,820,000.00","1,468,000,000.00","2,108,250,000.00","2,159,389,000.00","1,997,389,000.00","2,088,957,233.90","2,210,493,000.00","2,282,946,200.00","2,316,026,600.00","2,276,715,200.00","2,785,438,492.00","2,935,608,958.00"
交易性金融资产,,,,,,"847,000.00",,,,,"483,250.00",,"2,169,200.00","887,250.00",,,"540,300.00","386,050.00",,"470,750.00","18,400.00",,"893,750.00",,,,"54,950.00","72,200.00",,"526,200.00",,"246,000.00","109,450.00","468,600.00",,
交易性金融负债,,,,,,,"478,000.00","346,800.00","5,446,100.00","3,034,500.00",,"906,500.00",,,"1,174,650.00","1,473,150.00",,,"823,900.00",,,"176,300.00",,"233,150.00","141,800.00","196,350.00",,,"11,250.00",,"79,350.00",,,,"494,200.00","75,200.00"
应收票据,"21,656,751.35","2,090,088.30","1,839,005.96","13,720,000.00","13,620,000.00","3,016,464.36","2,242,360.00","14,961,294.41","2,854,271.15","34,896,274.36","12,217,828.01","38,929,107.19","37,862,010.86","94,334,620.73","34,500,390.12","109,395,354.54","93,705,244.23","137,027,443.88","99,483,682.67","159,128,133.45","144,184,197.44","49,253,139.88","36,450,908.38","64,036,831.07","42,008,476.69","48,413,178.79","64,067,364.70","50,933,145.93","65,060,784.10","54,557,862.63","41,592,607.50","128,261,260.00","86,959,269.52","44,109,210.07","46,900,797.37","31,675,678.86"
应付票据,"224,080,000.00","2,000,000.00","3,777,230.60","32,022,050.60","91,398,735.00","183,740,000.00","103,610,000.00","128,440,000.00","151,650,000.00","201,848,202.90","207,166,287.15","390,716,415.62","369,197,472.04","146,758,418.07","160,977,340.37","396,147,274.04","281,533,146.73","313,015,247.12","237,671,907.60","342,428,896.47","339,977,232.38","411,827,315.06","294,848,063.49","264,832,601.98","292,774,802.85","308,721,618.20","413,730,379.27","279,948,329.15","371,716,182.11","396,149,253.64","356,533,986.66","423,151,142.38","360,590,932.31","289,516,956.07","344,704,173.86","374,349,600.48"
应收账款,"182,337,987.97","205,449,750.50","149,571,554.55","228,718,111.64","326,064,896.24","244,487,367.85","438,762,467.42","469,482,146.82","576,300,975.86","352,622,762.27","635,369,401.24","744,064,587.04","883,387,373.83","622,008,871.36","804,472,482.36","863,368,741.14","1,103,219,545.01","888,898,582.57","1,079,813,545.64","1,060,303,330.70","1,119,845,001.38","1,025,070,149.74","1,197,919,305.30","1,329,980,718.22","1,426,658,656.21","1,165,042,536.78","1,664,744,279.56","1,613,976,205.34","1,684,625,433.79","1,525,055,130.94","1,836,626,752.00","1,997,877,310.02","2,047,816,301.11","1,740,345,092.76","2,018,529,313.86","2,260,790,660.77"
应付账款,"35,746,504.63","41,933,379.36","54,222,230.67","119,521,446.32","98,682,971.22","78,964,549.86","110,629,498.75","92,928,213.27","172,508,626.53","206,837,581.05","320,553,197.55","303,488,105.45","236,572,445.99","301,586,237.56","328,144,906.76","331,070,863.33","418,993,392.46","260,081,507.19","356,574,113.89","295,348,477.85","364,084,418.82","343,003,140.94","309,890,487.46","360,611,433.67","315,028,518.90","306,422,269.79","602,069,297.25","524,679,833.47","467,891,245.26","410,792,641.32","433,965,575.44","549,790,027.81","590,589,593.28","457,748,827.94","591,851,777.14","545,771,273.74"
预付款项,"923,670.77","9,784,400.95","13,088,930.85","2,379,757.97","8,506,968.02","66,590,036.54","13,353,717.20","53,810,308.31","18,708,468.87","74,240,757.49","19,485,022.36","20,642,996.51","28,274,724.76","249,745,586.32","281,602,799.90","319,484,658.38","179,854,500.29","94,601,707.91","135,339,773.55","94,208,470.22","85,338,289.21","44,297,716.12","90,216,633.96","64,148,276.68","132,046,481.13","80,733,349.44","67,650,541.37","84,384,645.08","63,228,044.27","102,669,014.59","301,971,298.74","126,165,735.25","224,157,910.28","144,859,722.56","315,838,633.63","170,012,223.73"
预收款项,"14,727,570.88","16,125,867.92","1,949,011.00","5,350,628.21","20,708,674.26","30,910,484.81","20,117,759.21","12,695,804.33","13,570,105.85","17,811,723.35","13,422,680.84","25,633,395.71","31,196,907.92","28,128,134.11","31,904,984.81","33,555,707.93","32,685,792.26","35,246,145.63","27,313,214.69","26,461,613.58","28,769,399.23","26,799,965.34","29,231,464.82","34,136,489.70","25,598,554.85","64,342,714.75","115,525,178.59","71,081,714.84","52,269,010.86","63,603,689.31","112,074,883.02","65,391,763.26","68,563,796.16","42,825,422.97","32,911,726.87","36,194,726.89"
