科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"650,752,968.05","1,423,961,816.58","2,253,130,432.95","3,200,867,436.59","919,037,929.09","2,048,507,807.23","3,240,421,841.72","4,008,368,540.67","586,145,145.23","1,473,613,838.66","2,324,722,764.76","3,170,935,643.57","787,762,812.29","2,252,484,377.27","3,344,649,546.50","4,765,021,506.34","1,433,901,486.26","2,786,172,547.89","3,997,083,428.96","5,038,391,742.61","1,126,695,854.98","2,663,523,631.86","4,073,954,759.94","5,103,082,383.84","1,166,986,014.63","2,576,462,756.18","3,908,953,746.58","5,209,641,310.30","1,163,308,775.19","2,833,986,152.38","4,417,209,388.72","6,268,153,539.62","1,655,850,177.05","3,453,165,822.49","5,232,256,665.68","7,054,787,299.99","1,762,206,167.56","3,716,358,879.89","5,519,435,166.50","7,446,333,673.92","1,859,506,018.28","4,077,468,446.60","6,439,317,649.58"
二、营业利润,"92,392,244.81","255,951,080.42","467,569,956.58","703,709,845.98","184,743,751.14","469,388,060.55","696,505,705.80","609,779,286.14","-1,255,284.44","-27,711,452.88","-144,922,997.94","-399,182,841.99","49,615,988.09","176,119,837.62","288,185,996.29","463,842,784.20","150,396,455.79","350,248,899.03","447,638,128.88","489,558,913.26","45,020,534.40","94,872,822.98","201,884,410.58","302,108,801.84","44,530,550.03","135,102,122.37","211,009,893.20","297,833,867.55","38,955,940.75","188,254,013.53","376,679,273.02","590,078,830.83","217,068,654.21","557,035,560.82","887,392,955.42","1,138,027,964.04","428,086,192.50","931,945,787.24","1,394,192,938.09","1,746,052,904.80","539,675,813.06","1,192,367,605.62","1,838,349,837.59"
减:营业成本,"438,829,292.18","983,640,052.84","1,505,585,557.06","2,140,500,861.59","598,357,178.71","1,330,615,022.73","2,100,279,422.12","2,710,790,588.68","458,864,324.81","1,152,710,128.24","1,882,701,249.68","2,705,716,024.58","519,072,391.21","1,539,697,254.98","2,283,835,725.67","3,285,416,515.12","988,002,758.65","1,827,345,998.63","2,619,868,747.58","3,230,119,744.88","758,802,524.96","1,876,455,382.73","2,812,654,877.06","3,384,615,888.54","794,714,208.76","1,763,625,790.46","2,697,880,169.97","3,575,218,482.94","790,093,644.81","1,873,054,581.11","2,878,918,930.15","4,050,327,752.77","1,017,983,242.77","2,053,791,413.92","3,121,732,176.53","4,211,593,626.06","1,027,415,012.99","2,088,877,983.90","3,095,138,600.91","4,116,424,876.34","983,819,798.61","2,190,641,727.02","3,522,947,583.64"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,582,719.46","6,304,572.00","10,148,780.64","13,943,474.95","3,542,147.66","8,620,755.58","12,355,581.08","15,359,052.58","718,376.77","1,862,364.41","3,734,920.30","7,889,640.49","1,915,331.10","7,164,686.86","10,170,727.59","17,004,033.47","13,406,898.58","26,153,601.24","34,623,636.19","43,899,223.36","8,418,857.70","22,851,492.43","35,759,427.28","50,141,660.45","9,685,813.04","23,515,470.32","33,333,077.62","47,870,108.14","13,023,014.77","27,633,498.27","34,753,154.57","47,405,026.66","10,236,673.67","23,583,256.32","31,992,815.35","43,527,745.30","11,058,484.02","24,386,117.76","31,479,479.96","62,404,547.45","18,907,758.97","42,186,492.54","66,266,795.35"
营业外收入,"1,450,228.24","17,655,683.95","19,092,884.76","49,734,778.53","16,077,796.75","6,936,974.49","18,969,889.05","101,435,888.61","12,860,859.80","66,274,228.70","88,353,321.05","104,432,274.16","14,948,840.60","22,351,622.61","27,494,398.33","53,765,981.16","62,462,153.65","13,040,865.51","41,397,455.99","71,896,589.64","3,952,740.47","39,297,428.13","44,555,166.20","72,492,054.65","5,046,047.62","8,300,643.29","59,361,734.79","149,469,618.14","5,168,749.41","14,736,724.34","34,558,834.12","47,636,921.93","15,270,641.81","22,020,884.10","34,544,542.98","72,022,550.94","4,322,970.15","18,045,537.21","28,877,593.21","112,916,453.69","25,179,576.97","33,756,988.14","45,001,307.17"
销售费用,"17,860,990.49","33,621,249.25","51,044,614.98","76,753,513.93","13,977,036.95","36,546,457.85","58,885,806.80","78,908,948.83","16,019,180.60","34,587,500.85","54,530,526.32","81,335,991.99","22,537,112.44","52,388,546.95","83,835,039.26","121,317,073.51","36,080,158.10","71,630,975.30","110,932,259.87","160,692,724.95","29,397,049.81","68,965,359.20","101,810,652.89","174,633,902.79","33,396,744.31","72,984,659.47","112,751,578.70","173,195,284.28","38,007,241.46","81,929,017.78","135,503,010.24","201,421,910.27","62,218,152.38","122,497,301.32","175,773,631.28","281,168,427.94","64,543,290.83","149,708,852.62","211,999,783.32","295,479,170.05","72,004,062.25","159,340,432.96","246,142,417.41"
减:营业外支出,"855,214.65","1,570,703.26","2,976,025.65","15,676,816.89","1,807,162.83","15,179,615.67","15,584,246.32","19,376,321.63","314,249.20","930,015.99","1,550,104.76","5,254,946.49","4,019,437.26","5,074,013.71","7,480,669.45","9,650,107.63","52,481,867.46","5,059,422.57","8,695,836.30","10,553,373.26","634,487.99","2,254,225.05","7,031,892.24","2,164,427.16","1,402,812.38","1,882,737.14","3,145,751.18","4,528,008.03","3,538,364.07","5,198,455.34","14,260,498.31","31,757,657.48","1,256,663.52","1,941,011.49","7,971,233.40","28,957,278.92","8,202,128.35","11,982,556.46","22,775,617.75","32,898,877.50","4,459,282.23","7,093,617.58","11,844,576.29"
管理费用,"43,395,402.20","82,880,981.70","133,313,143.02","189,880,203.77","56,629,631.86","112,114,945.60","162,557,375.52","214,426,505.83","55,743,832.51","102,955,725.22","198,860,253.01","314,687,806.46","74,109,675.26","170,940,414.61","270,327,068.92","424,892,331.41","109,660,522.67","213,768,055.18","340,934,810.94","472,283,678.17","112,556,588.16","228,786,215.69","362,788,609.59","485,659,782.96","113,524,475.71","235,235,868.56","352,781,559.80","505,129,816.92","113,587,258.93","259,316,485.94","389,948,447.85","570,678,893.29","139,499,835.43","294,031,688.52","434,204,128.78","569,670,144.51","137,793,989.86","316,976,703.52","491,103,527.73","655,768,663.13","156,983,591.40","323,638,929.81","509,563,859.26"
其中:非流动资产处置净损失,,,,"9,751,589.46",,"6,656,680.33",,,,"57,483.65",,"2,105,036.24",,"4,342,434.55",,"6,861,361.72",,"3,807,294.46",,"5,441,673.45",,"2,137,050.91",,"1,458,192.14",,"1,400,183.09",,"1,794,290.82",,"1,351,092.91",,"23,936,435.86","1,004,083.00","1,665,494.27","7,362,814.97","22,408,778.78","7,513,594.51","11,314,749.72","21,021,284.68","28,096,696.12","3,188,702.94","3,396,629.47","7,803,886.06"
