科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"86,803,658.70","95,905,115.21","158,331,163.54","134,734,340.96","638,406,130.51","530,018,534.20","442,034,799.31","408,163,571.30","446,980,012.17","278,060,104.54","313,278,484.51","312,348,698.75","144,592,854.26","246,425,084.23","346,234,661.55","387,438,145.46","464,479,379.86","494,454,502.24","1,371,017,445.39","1,132,276,294.36","1,091,831,262.99","1,143,867,683.19","1,251,569,181.14","1,116,515,366.63","1,418,955,368.44","1,747,597,407.19","1,560,486,421.54","1,785,920,152.70","2,252,966,944.18","2,716,330,831.67","2,633,459,082.76","2,782,615,991.90","2,423,808,014.18","2,618,728,792.27","1,916,854,653.40","2,806,862,248.00","2,561,393,311.23","2,980,517,397.83"
短期借款,"423,470,000.00","464,464,000.00","508,864,000.00","511,670,000.00","546,870,000.00","664,870,000.00","755,270,000.00","816,270,000.00","808,070,000.00","781,870,000.00","855,870,000.00","807,870,000.00","690,770,000.00","882,730,000.00","1,001,930,000.00","1,162,730,000.00","1,050,270,000.00","1,178,270,000.00","1,278,730,000.00","1,142,530,000.00","1,233,130,000.00","1,198,170,000.00","1,158,170,000.00","1,248,870,000.00","1,318,070,000.00","1,466,670,000.00","1,382,800,000.00","1,561,200,000.00","1,673,050,000.00","1,630,800,000.00","1,674,950,000.00","1,651,950,000.00","1,257,650,000.00","2,057,650,000.00","1,939,000,000.00","2,288,799,999.07","2,222,100,000.00","2,400,400,000.00"
交易性金融资产,,"300,000.00","300,000.00","300,000.00","200,000.00",,,"100,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"750,000.00","16,196,863.78","11,428,102.00","9,539,400.00","19,070,016.53","28,092,435.16","4,668,511.00"
应付票据,"23,950,000.00","7,000,000.00","10,500,000.00","14,500,000.00","70,000,000.00","50,000,000.00","60,000,000.00","40,000,000.00","79,970,000.00","50,000,000.00","53,000,000.00","83,000,000.00","60,000,000.00","46,000,000.00","71,000,000.00","91,000,000.00","129,000,000.00","130,000,000.00","286,000,000.00","258,000,000.00","243,000,000.00","508,000,000.00","668,000,000.00","538,000,000.00","611,000,000.00","847,000,000.00","995,000,000.00","1,050,000,000.00","852,000,000.00","928,660,000.00","602,616,000.00","645,485,600.00","1,034,905,149.80","793,294,496.16","847,826,168.97","927,022,898.27","843,757,993.17","724,387,184.72"
应收账款,"78,359,534.99","73,127,645.23","65,165,867.14","77,557,273.02","95,120,266.00","96,931,421.28","109,525,625.56","126,442,127.65","110,352,194.01","117,360,387.64","118,041,690.75","106,008,399.28","149,667,333.54","157,778,907.79","160,921,957.16","163,486,080.17","192,093,829.73","195,529,235.08","212,859,512.04","210,588,899.81","172,188,325.29","185,936,662.68","194,314,681.79","197,434,376.16","146,923,716.49","181,361,809.39","198,081,929.35","208,255,667.58","140,142,277.34","161,832,838.28","167,068,484.64","355,914,556.59","294,966,258.73","313,605,436.81","392,593,634.83","567,454,293.87","453,203,784.99","532,837,540.57"
应付账款,"82,321,487.37","140,993,342.45","159,322,332.09","99,446,342.20","112,566,527.06","26,389,948.54","33,980,348.66","60,681,114.52","141,605,650.09","105,129,917.44","120,821,425.47","141,744,983.05","235,081,688.07","209,100,000.47","234,014,643.19","231,747,387.33","220,191,982.13","196,247,723.31","245,989,015.17","237,500,757.47","246,912,018.85","222,810,331.33","244,391,386.17","232,407,932.99","343,013,149.41","312,622,338.42","254,615,721.68","224,638,156.87","329,622,858.79","156,164,702.35","242,589,161.93","468,543,222.15","442,984,722.27","454,146,440.54","579,881,775.17","574,584,094.55","589,656,255.90","456,907,490.02"
预付款项,"36,490,895.74","23,619,800.48","23,754,240.84","25,881,117.10","76,733,008.65","80,571,898.25","149,746,924.86","155,709,753.63","180,884,132.30","152,232,840.82","134,128,685.63","119,454,246.96","90,271,756.57","107,919,983.31","100,328,280.27","149,301,238.11","112,430,098.23","81,667,645.21","51,023,958.05","60,689,617.68","58,823,918.22","64,279,093.18","88,600,748.73","88,223,804.90","166,016,568.89","175,821,699.93","192,922,918.80","203,355,028.63","52,990,544.37","113,693,095.26","139,070,447.17","121,051,468.33","130,030,590.96","291,617,921.69","323,269,893.30","293,384,024.25","407,308,626.12","449,526,019.83"
预收款项,"30,032,038.05","24,745,620.75","25,509,894.49","25,844,927.18","14,701,479.33","5,536,171.99","3,480,890.85","5,649,307.77","32,866,027.44","30,789,826.09","37,278,276.62","41,410,961.81","34,531,304.42","37,079,067.62","43,307,241.61","39,251,424.41","45,388,078.26","42,214,878.66","68,061,563.44","57,616,185.83","57,008,793.55","54,033,708.89","58,228,958.07","53,129,984.78","103,172,667.07","95,592,764.72","73,304,131.41","58,130,871.01","92,200,624.04","57,984,900.25","69,728,884.17","84,126,163.37","75,691,904.35","97,119,917.88","203,689,802.33","174,978,643.39","91,261,127.01","217,173,558.99"
