科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"462,099,074.46","1,000,054,671.61","1,538,212,987.50","1,691,579,745.03","526,769,103.31","1,174,689,658.41","1,891,703,717.37","2,173,164,576.13","600,047,056.47","1,568,829,350.49","2,405,999,950.56","3,060,401,840.38","850,335,393.71","2,015,443,636.58","3,205,929,678.06","4,047,004,844.14","1,049,233,778.54","2,287,799,637.03","3,691,990,734.37","4,741,170,377.87","964,468,528.55","2,246,276,034.97","3,449,610,913.54","4,383,224,049.34","936,765,473.59","2,432,873,427.29","3,996,194,152.11","4,942,696,911.30","1,027,896,536.00","2,303,082,860.16","3,487,549,389.81","4,507,143,433.06","873,807,985.38","2,031,789,097.08","3,121,987,757.53","4,015,394,372.07","896,241,699.83","1,963,025,911.38","2,961,684,169.47","3,993,095,915.91","955,130,190.64","2,092,006,456.68","3,669,102,897.47","5,248,663,339.89","1,185,256,452.15","2,706,300,018.23"
取得子公司及其他营业单位支付的现金净额,"4,500,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"8,565,275.89","12,202,814.30","16,527,125.38","28,256,992.58","6,283,191.36","19,261,645.37","21,946,438.40","40,584,531.83","5,077,625.41","15,062,175.47","25,660,091.73","31,593,185.68","26,164,903.35","33,210,084.21","46,277,813.23","71,895,077.46","16,217,829.80","31,734,349.21","45,852,369.21","74,300,097.03","21,574,536.96","31,148,739.07","51,923,092.28","68,813,276.03","11,739,211.84","29,273,988.95","49,257,920.52","82,584,949.11","2,360,490.16","15,208,263.11","48,401,229.83","58,020,511.98","12,457,599.06","31,939,748.78","51,705,190.11","66,261,142.25","7,610,605.64","35,267,240.37","48,345,930.89","84,715,659.50","20,583,766.27","39,126,475.79","69,427,022.76","89,253,583.90","30,556,506.47","56,106,918.27"
支付其他与投资活动有关的现金,,"1,075.00",,,,,,,,,,,,,,,,,,,,,,,,,,"15,073,970.30","7,000,000.00","7,015,000.00","10,500,000.00","53,650,000.00",,,,,,,,"20,000,000.00",,"20,000,000.00","20,000,000.00","20,000,000.00","2,710,867.86","11,386,486.81"
收到其他与经营活动有关的现金,"8,647,294.27","16,006,665.13","16,453,282.02","94,854,369.65","30,509,488.22","276,300,942.46","276,871,334.27","287,531,355.13","14,652,736.12","172,046,195.35","173,245,059.97","283,468,405.96","5,559,880.08","3,598,329.19","7,485,902.05","28,924,747.68","9,705,826.34","13,623,574.41","16,705,637.01","22,464,722.01","6,123,504.81","12,305,714.55","38,280,979.75","45,672,492.46","14,577,159.30","22,193,235.43","38,957,643.05","116,282,439.55","11,194,510.07","26,152,905.64","39,261,660.13","118,708,392.72","6,201,761.92","16,652,690.77","27,457,299.69","63,197,537.88","8,642,433.62","17,925,189.64","39,766,169.70","56,529,699.83","24,742,548.02","37,869,065.76","55,200,292.79","73,178,516.37","14,734,988.13","61,044,611.89"
投资活动现金流出小计,"6,890,267.73","10,194,523.84","16,900,797.74","23,983,035.89","6,334,640.18","20,613,861.94","24,995,282.39","40,176,009.79","4,699,436.95","14,144,762.64","46,438,352.22","89,821,799.76","7,644,225.95","27,419,749.65","53,016,880.48","70,178,935.75","31,349,604.46","71,996,223.00","107,502,499.14","147,510,443.02","8,372,761.88","41,944,582.73","69,493,192.18","104,225,706.88","20,442,117.67","579,369,271.73","1,584,827,199.88","3,457,641,365.26","433,844,929.14","1,089,979,866.34","1,597,246,215.67","2,300,480,211.24","167,443,469.53","319,223,331.01","334,958,800.72","348,720,437.55","19,902,044.07","58,148,489.45","109,082,322.96","212,439,657.40","55,427,735.48","165,738,735.95","793,111,064.55","1,583,818,218.02","447,084,526.07","1,234,212,684.12"
经营活动现金流入小计,"479,311,644.62","1,028,264,151.04","1,571,193,394.90","1,814,691,107.26","563,561,782.89","1,470,252,246.24","2,190,521,490.04","2,501,280,463.09","619,777,418.00","1,755,937,721.31","2,604,905,102.26","3,375,463,432.02","882,060,177.14","2,052,252,049.98","3,259,693,393.34","4,147,824,669.28","1,075,157,434.68","2,333,157,560.65","3,754,548,740.59","4,837,935,196.91","992,166,570.32","2,289,730,488.59","3,539,814,985.57","4,497,709,817.83","963,081,844.73","2,484,340,651.67","4,084,409,715.68","5,141,564,299.96","1,041,451,536.23","2,344,444,028.91","3,575,212,279.77","4,683,872,337.76","892,467,346.36","2,080,381,536.63","3,201,150,247.33","4,144,853,052.20","912,494,739.09","2,016,218,341.39","3,049,796,270.06","4,134,341,275.24","1,000,456,504.93","2,169,001,998.23","3,793,730,213.02","5,411,095,440.16","1,230,547,946.75","2,823,451,548.39"
投资活动产生的现金流量净额,"-6,722,400.69","-9,096,925.70","-16,559,601.90","-20,575,996.72","-4,986,302.89","-19,102,016.43","-23,276,936.88","209,466,032.30","-3,635,475.95","18,298,114.03","-15,953,618.82","-2,012,350.89","-6,477,164.22","-13,636,989.08","-31,630,046.72","-21,639,078.94","-31,245,535.11","-71,024,382.20","-104,985,929.91","-108,350,415.85","-8,371,261.88","-41,530,610.00","-68,861,294.21","-103,142,811.32","-19,424,541.95","-77,743,822.73","-197,336,459.09","-272,210,153.66","50,132,200.58","-78,745,585.86","-59,791,954.37","-69,229,118.98","-6,778,981.11","-20,985,885.27","-35,954,730.57","-9,428,037.23","-15,834,474.28","-53,532,025.30","-103,993,019.60","-207,108,269.92","-34,003,489.61","-128,014,464.54","-391,623,354.35","-458,167,147.15","125,003,304.16","69,171,336.08"
购买商品、接受劳务支付的现金,"517,113,799.55","902,866,665.61","1,265,530,689.88","1,568,070,771.35","487,978,168.50","961,929,861.95","1,534,970,471.30","1,753,192,246.19","454,586,051.74","1,125,038,726.98","1,776,172,882.78","2,180,796,887.80","663,913,824.29","1,606,946,305.64","2,397,901,309.28","3,177,013,371.61","795,288,883.71","1,814,365,047.15","2,713,735,889.21","3,695,833,619.23","767,478,962.98","1,696,221,270.50","2,476,495,113.41","3,440,749,451.16","696,176,507.58","1,866,632,156.15","2,763,604,999.78","3,758,948,716.86","928,216,506.14","1,956,211,988.33","2,752,209,328.34","3,580,937,936.69","662,932,240.00","1,369,734,055.17","2,005,365,900.75","2,667,261,282.29","679,278,701.33","1,473,345,547.32","2,007,858,048.87","2,846,658,020.53","790,050,331.91","1,743,872,197.80","2,945,830,022.83","4,163,647,522.88","1,284,474,970.61","2,350,749,081.60"
吸收投资收到的现金,,,,,,"2,550,000.00",,,,,,,,,,,,,,,,,,,,"6,893,333.68","6,893,333.68","6,893,333.68",,,,"51,259,500.00",,,,,,"51,259,500.00","51,259,500.00","780,739,971.94",,"54,000,000.00","54,000,000.00","54,000,000.00","11,280,000.00","11,280,000.00"
支付给职工以及为职工支付的现金,"26,980,686.91","59,345,260.62","89,403,857.18","114,892,663.25","51,720,129.79","105,024,285.32","149,125,576.03","183,858,841.58","48,105,013.54","109,050,923.54","166,177,965.07","217,244,740.51","61,720,936.59","152,180,021.48","251,706,764.58","332,698,621.68","82,091,141.40","176,198,606.96","296,379,233.40","385,151,405.22","94,587,119.80","193,672,474.51","294,446,400.51","388,525,626.08","97,477,213.14","212,035,910.69","304,568,174.35","421,205,020.58","107,634,365.54","215,069,961.69","319,370,053.11","415,474,842.17","120,780,709.65","231,758,612.10","325,011,478.77","424,535,065.76","121,720,765.37","240,403,191.37","345,120,232.01","446,854,688.60","125,922,451.07","249,396,696.10","362,560,481.30","478,270,466.71","141,071,396.05","285,038,402.44"
取得借款收到的现金,"99,958,000.00","343,993,000.00","367,408,000.00","658,908,000.00","35,000,000.00","259,050,000.00","323,450,000.00","535,950,000.00","30,000,000.00","137,000,000.00","220,492,950.55","373,000,000.00","41,000,000.00","202,600,000.00","202,600,000.00","302,200,000.00","20,000,000.00","179,000,000.00","449,835,160.76","266,000,000.00","45,000,000.00","214,000,000.00","249,000,000.00","375,000,000.00","100,000,000.00","341,000,000.00","406,000,000.00","482,000,000.00","95,000,000.00","512,000,000.00","512,000,000.00","675,350,961.40","239,000,000.00","388,000,000.00","323,000,000.00","615,000,000.00","42,279,522.68","188,484,822.68","232,543,719.10","432,543,719.10","129,447,580.00","384,447,580.00","685,711,232.83","780,854,403.07","188,888,200.00","377,365,916.59"
支付的各项税费,"8,541,388.19","34,600,023.21","60,625,698.81","75,327,255.99","11,573,566.54","41,565,500.72","62,290,889.60","74,466,186.14","13,692,391.83","47,834,589.86","109,750,508.74","165,830,959.76","33,349,922.92","79,172,513.86","131,854,175.80","172,395,699.82","26,660,809.32","70,681,473.87","127,731,568.45","165,869,672.49","39,845,452.26","112,383,562.66","159,673,711.07","232,627,206.45","21,612,209.04","83,931,412.13","142,059,864.43","212,381,262.48","44,992,084.20","125,697,913.05","195,121,408.94","228,159,034.67","37,631,809.84","130,520,308.48","183,281,388.06","226,369,388.39","44,482,550.39","128,685,800.31","181,207,565.23","234,831,351.69","32,177,994.21","96,649,235.48","146,295,115.34","185,561,282.68","41,238,114.08","122,842,693.10"
收到其他与筹资活动有关的现金,"1,097,752.30","1,967,652.78","1,651,187.74","3,124,898.30","2,229,565.37","5,718,916.92","7,286,226.33",,"1,131,917.52","1,782,378.73","2,934,377.84","3,410.13","578,219.63",,,,,,"218,332.25",,,,,"320,000,000.00",,,,"300,000,000.00","108,860.49",,,"229,750,000.00",,,,,"220,000,000.00","220,000,000.00","220,000,000.00","220,000,000.00",,,,,,
