科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"350,009,585.60","385,968,041.00","500,013,875.04","97,861,715.15","196,420,659.79","340,430,823.55","535,749,298.13","113,098,463.27","259,046,111.76","392,189,234.41","594,751,292.77","206,080,989.56","354,830,472.17","519,311,400.99","850,948,877.09","282,795,647.70","510,063,862.50","785,739,184.97","1,203,710,481.72","318,370,971.56","728,897,847.22","1,107,384,073.99","1,740,381,496.43","415,234,279.04","918,405,622.31","1,471,341,640.38","2,447,443,158.50","566,050,445.24","1,187,074,921.22","1,862,739,931.76","2,651,127,677.71","658,414,398.04"
取得子公司及其他营业单位支付的现金净额,"967,234.58","3,737,674.32",,,,,,,,,,,"36,480,000.00","36,480,000.00",,,,,,"675,000.00","192,393,991.79","192,393,991.79","214,678,991.79","150,750,000.00","237,718,409.87","469,025,099.87","469,025,099.87",,"50,000,000.00","50,000,000.00","50,000,000.00",
收到的税费返还,,,"3,947,732.31",,,,,,,,,,,,,,,,,,,,"3,496,904.01",,"4,597,482.93","7,077,873.26","7,653,611.26","297,725.27","2,235,785.08","3,926,645.51","4,858,224.51",634.73
支付其他与投资活动有关的现金,,,"199,094.02",,,,"74,323.09",,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"4,254,704.51","5,762,354.72","20,703,892.74","4,679,532.09","6,450,474.78","13,470,096.45","95,907,430.48","6,898,907.39","26,697,309.56","38,091,442.40","64,824,823.25","13,087,118.56","33,957,805.89","59,636,964.10","69,496,802.69","10,683,061.15","33,185,578.00","90,318,214.75","143,425,210.46","40,103,619.10","75,919,253.67","116,257,921.59","174,027,082.49","47,340,267.87","82,673,387.37","112,323,590.10","155,635,442.88","47,493,233.24","76,127,848.59","114,651,426.25","83,611,514.06","39,019,559.10"
投资活动现金流出小计,"15,870,257.40","15,050,237.23","9,683,591.36","1,537,127.90","11,259,551.71","13,806,973.58","15,365,309.41","1,431,731.99","4,328,889.44","60,092,943.98","69,623,850.79","7,733,641.66","49,608,623.09","52,583,252.15","56,207,891.65","4,000,329.76","15,348,208.32","35,546,933.48","40,460,236.95","77,507,774.53","563,011,274.38","571,922,118.40","644,648,171.21","178,296,937.28","278,584,892.94","746,247,168.69","964,778,669.30","155,119,715.44","334,635,593.59","390,784,638.22","400,824,160.94","118,566,015.93"
经营活动现金流入小计,"354,264,290.11","391,730,395.72","524,665,500.09","102,541,247.24","202,871,134.57","353,900,920.00","631,656,728.61","119,997,370.66","285,743,421.32","430,280,676.81","659,576,116.02","219,168,108.12","388,788,278.06","578,948,365.09","920,445,679.78","293,478,708.85","543,249,440.50","876,057,399.72","1,347,135,692.18","358,474,590.66","804,817,100.89","1,223,641,995.58","1,917,905,482.93","462,574,546.91","1,005,676,492.61","1,590,743,103.74","2,610,732,212.64","613,841,403.75","1,265,438,554.89","1,981,318,003.52","2,739,597,416.28","697,434,591.87"
投资活动产生的现金流量净额,"-5,215,699.13","-9,445,821.27","-9,468,729.27","-1,502,004.56","-11,232,460.58","-13,763,604.99","-15,267,153.07","-1,425,811.43","-4,322,778.88","-60,079,356.99","-69,578,042.21","-7,359,702.54","-49,515,853.82","-52,481,711.10","-56,106,402.69","-3,969,163.80","-15,314,157.36","-34,981,327.30","-39,377,999.31","-77,082,195.22","-563,644,523.30","-572,555,297.32","-227,415,723.62","-178,293,281.16","-278,579,077.20","-738,192,187.26","-874,565,126.69","-22,365,896.26","72,936,279.38","17,716,572.27","-212,921,433.09","22,428,317.01"
购买商品、接受劳务支付的现金,"165,684,814.05","140,620,027.64","193,429,608.29","67,220,033.11","114,199,851.13","206,415,577.06","258,501,771.73","121,201,921.47","183,917,139.29","306,237,642.89","318,201,074.20","112,948,631.63","202,444,397.23","329,711,873.14","396,295,480.87","215,087,322.63","338,367,457.94","478,843,176.48","593,377,152.10","284,930,416.70","540,476,137.09","845,359,249.61","1,036,788,095.58","399,526,378.07","715,814,127.03","1,113,332,910.57","1,594,288,172.81","580,388,005.03","899,822,286.34","1,313,978,861.00","1,793,105,100.44","541,736,522.80"
吸收投资收到的现金,,"9,300,000.00",,,"347,560,000.00","347,560,000.00","347,560,000.00",,,,,,,,,,"1,400,000.00","4,120,000.00","4,120,000.00","969,999,957.15","969,999,957.15","972,396,487.15","976,470,017.15","1,425,000.00","458,798,110.80","458,798,110.80","537,254,362.52","70,000.00","10,070,000.00","10,070,000.00","10,070,000.00","500,000.00"
