科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"274,795,035.37","468,411,575.30","2,127,302,871.83","860,596,914.89","1,811,675,271.20","2,938,821,330.10","3,775,670,335.08","702,325,224.37","1,252,949,351.85","2,126,571,596.16","2,508,345,764.81","635,408,044.26","1,015,085,485.62","1,415,330,619.00","1,747,163,494.47","437,459,547.72","985,493,329.92","1,419,339,588.39","1,710,025,364.05","302,872,483.34","848,063,442.41","1,538,182,499.59","1,985,230,243.03","620,694,031.57","1,120,352,759.00","1,698,820,166.41","2,293,029,260.95","665,187,872.33","1,324,770,616.51","1,771,545,881.74","2,153,423,832.39","440,065,557.40","1,100,070,372.95","1,674,933,781.32","2,354,651,999.09","766,189,003.39","1,684,043,022.52","3,299,579,873.22","4,418,189,381.88","935,193,243.89"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,"1,372,855,416.60","1,372,855,416.60","1,384,432,987.16",,,,"1,207,093,119.95",,,,,,,,,,"1,223,999,900.00","1,223,999,900.00",,
收到的税费返还,,,,"84,305,139.77","124,723,869.40","227,889,273.75","277,521,819.24","153,908,419.41","202,115,406.83","232,176,991.99","232,176,991.99","12,774,509.05","57,983,869.08","106,997,481.20","117,106,850.29","40,931,358.13","138,060,354.81","181,510,888.26","202,752,479.01","34,292,446.43","44,693,721.56","57,073,955.39","62,157,247.04","2,701,955.67","11,517,419.37","11,614,741.71","13,101,476.32","20,882,228.70","28,247,367.73","41,146,012.79","43,859,357.64","5,251,806.82","5,251,806.82","8,978,163.21","29,258,649.79","26,457,401.65","41,688,075.57","112,531,773.75","236,907,027.39","65,348,558.36"
支付其他与投资活动有关的现金,,,,,,"1,318,516.00",,"126,104.88","200,079.09","240,665.10",,,,,,,,,,,,"3,077,654.63","11,760.00",,,,"1,069,733.35",,,,,,"13,144,771.00","13,144,771.00","56,431,314.61",,,,"3,533,500.50",
收到其他与经营活动有关的现金,"30,627,148.15","36,841,545.49","91,150,268.26","206,570.94","9,258,763.38","27,267,399.91","39,638,551.53","28,046,722.75","43,140,607.41","111,966,998.44","126,729,655.03","66,690,766.39","70,818,840.21","204,655,015.45","249,120,117.89","47,768,384.72","77,216,433.40","182,223,053.52","213,750,704.57","43,286,584.72","56,015,358.08","272,942,988.76","326,108,531.38","15,169,811.36","48,271,058.78","224,395,966.60","237,248,345.09","18,581,201.74","32,735,262.30","63,167,317.77","137,854,410.07","24,127,755.14","54,886,942.30","143,430,092.53","135,843,545.06","15,514,978.25","112,048,402.29","261,034,151.73","268,543,203.98","17,185,635.09"
投资活动现金流出小计,"11,951,734.31","10,811,614.33","54,914,369.19","2,479,632.36","15,098,086.31","25,684,412.10","35,933,355.37","28,664,590.92","58,825,727.53","103,941,648.90","141,363,442.24","44,360,030.26","79,399,478.36","123,554,899.38","237,546,753.95","203,629,693.42","270,652,039.65","325,759,852.32","488,135,197.46","67,079,680.12","1,472,504,945.32","2,266,041,625.05","3,144,568,971.34","169,926,574.94","450,337,322.73","1,097,781,015.60","3,565,899,274.67","498,706,094.87","862,151,308.18","1,067,740,006.47","2,250,774,854.54","810,323,599.75","1,221,547,503.20","1,628,359,075.72","2,837,105,420.72","297,923,987.07","1,619,181,264.70","2,123,705,983.08","1,437,871,473.87","578,701,801.35"
经营活动现金流入小计,"305,422,183.52","505,253,120.79","2,218,453,140.09","945,108,625.60","1,945,657,903.98","3,193,978,003.76","4,092,830,705.85","884,280,366.53","1,498,205,366.09","2,470,715,586.59","2,867,252,411.83","714,873,319.70","1,143,888,194.91","1,726,983,115.65","2,113,390,462.65","526,159,290.57","1,200,770,118.13","1,783,073,530.17","2,126,528,547.63","380,451,514.49","948,772,522.05","1,868,199,443.74","2,373,496,021.45","638,565,798.60","1,180,141,237.15","1,934,830,874.72","2,543,379,082.36","704,651,302.77","1,385,753,246.54","1,875,859,212.30","2,335,137,600.10","469,445,119.36","1,160,209,122.07","1,827,342,037.06","2,519,754,193.94","808,161,383.29","1,837,779,500.38","3,673,145,798.70","4,923,639,613.25","1,017,727,437.34"
投资活动产生的现金流量净额,"-11,431,734.31","-10,729,114.33","-54,914,369.19","-2,479,632.36","-15,098,086.31","-24,125,396.10","-35,932,705.37","-28,664,590.92","-58,808,227.53","-103,924,148.90","-141,211,642.24","-44,358,650.26","-79,348,048.36","-123,487,489.38","-237,479,343.95","-203,619,213.42","-270,640,259.65","-295,586,062.11","-406,641,398.69","-645,725.13","-1,401,007,564.36","-2,182,146,116.11","-2,812,373,120.82","201,386,793.83","-43,314,084.97","-46,887,288.26","-1,655,921,580.71","627,765,758.83","524,946,127.96","522,119,697.65","-273,016,549.25","-339,025,043.35","-285,637,637.15","-502,845,501.10","-1,206,598,364.44","-39,000,310.26","-1,326,031,949.52","-1,579,670,052.63","-544,303,127.53","-99,612,740.75"
购买商品、接受劳务支付的现金,"194,528,622.68","391,807,809.74","1,703,028,730.48","844,250,455.22","1,995,702,573.10","2,844,759,665.27","3,344,780,755.54","428,871,104.95","529,120,531.98","773,202,400.97","1,139,396,703.25","148,556,684.60","553,474,829.12","869,020,769.00","1,279,414,713.25","415,994,590.14","887,196,273.48","1,113,538,879.35","1,389,439,185.95","136,256,662.89","484,199,396.03","775,385,751.34","844,015,671.04","260,872,310.09","473,035,692.48","735,712,055.83","997,108,442.85","442,792,898.43","859,886,979.36","1,015,013,098.77","1,207,277,613.07","299,928,902.46","941,045,085.10","1,645,986,377.29","2,127,878,389.84","613,817,414.27","1,287,408,510.56","2,128,216,898.11","2,865,010,337.79","738,420,165.39"
吸收投资收到的现金,"36,948,387.60",,"5,400,000.00",,"5,934,800,000.00","5,939,300,000.00","5,754,082,000.00",,"13,500,000.00","24,400,000.00","51,600,000.00","4,000,000.00","18,000,000.00","18,000,000.00","18,000,000.00",,,,"1,200,000.00","4,200,000.00","4,200,000.00","64,200,000.00","4,200,000.00",,"340,000.00","340,000.00","1,552,913.95",,"299,642.00","26,299,642.00","48,578,542.00",,,,"16,600.00",,,"100,000.00","96,861,280.00","13,581,800.00"
