科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"12,770,699.67","34,202,784.90","55,429,591.27","97,044,917.70","19,279,560.68","75,162,270.37","96,450,089.43","131,392,867.42","20,580,387.45","44,919,928.93","57,918,970.41","74,787,719.04","14,395,862.19","28,665,658.48","35,911,336.30","79,778,499.78","15,011,518.01","28,700,473.23","53,532,567.46","78,652,249.70","21,331,761.32","35,032,404.76","50,933,189.09","81,566,936.81","19,273,789.12","295,674,678.85","448,799,594.87","604,185,604.93","99,028,429.96","228,631,512.34","373,509,284.10","575,657,561.28","139,342,128.21","292,104,861.68","460,469,810.73","586,276,079.59","134,882,365.07","255,642,311.79","468,462,034.48","591,367,256.36","202,425,622.04","455,842,740.70","656,954,544.27","977,717,452.93","217,239,753.41","532,730,243.39","855,702,967.88","1,199,329,502.18","356,121,521.46"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,"8,611.07",,,,"23,131.61","45,551.27","62,963.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,"21,702.68",,"21,702.68",,,,,,,,,,,,,,,,,,,,,,,"4,287,266.75","36,376,855.73","37,273,300.00","7,524,147.58","13,443,500.74","22,904,921.56","98,040,434.28","35,038,066.10","37,035,450.04","41,714,570.54","80,363,178.82","970,934.50","1,436,557.00","1,436,557.00",,,,,"706,000.00","1,999,601.84",,,"3,180,183.84","1,347,212.74"
收到其他与经营活动有关的现金,"1,173,730.59","673,856.78","13,012,757.90","15,035,787.44","33,286,217.26","9,968,703.91","16,834,711.68","39,979,274.43","13,173,308.38","23,276,958.94","5,967,782.31","500,082.10","141,937,821.87","383,425.00","383,425.00","3,083,766.37","2,000,000.00","6,666,400.00","6,980,080.12","11,639,544.02","2,481.73","22,911.73","262,401.23","1,806,744.59","21,826.62","10,665,288.69","12,340,922.71","124,465,648.43","7,420,187.05","12,580,896.49","25,025,621.24","140,607,158.09","24,546,942.51","5,678,751.66","7,755,329.41","50,291,141.91","30,079,008.67","31,127,248.04","38,826,212.14","153,230,893.66","1,527,293.90","6,399,447.47","10,388,482.92","11,148,665.32","4,913,926.97","7,977,489.62","13,675,489.08","29,654,570.76","4,548,496.82"
投资活动现金流出小计,"23,202.68","16,618.80","23,202.68","2,291,899.69","367,644.00","359,214.38","368,911.92","443,591.35","1,709.40",,"8,647,634.88","33,840,801.89","14,540,303.94","12,899,808.74","16,268,843.93","42,808,465.00",,"580,350.00","710,350.00","1,040,679.00",,"99,117.95","284,885.00","3,056,104.02",,"19,890,919.25","58,092,860.22","80,657,713.88","108,686,077.13","174,695,985.32","211,935,370.72","1,831,081,608.34","1,498,911,972.76","2,541,096,612.81","2,586,235,918.47","3,247,519,412.94","591,983,220.09","1,069,802,745.12","1,722,896,021.87","1,903,681,946.44","322,684,036.27","324,478,609.80","422,915,998.30","577,147,716.72","37,443,047.63","40,041,625.85","362,111,983.29","466,643,778.60","1,964,040.29"
经营活动现金流入小计,"13,944,430.26","34,885,252.75","68,442,349.17","112,080,705.14","52,565,777.94","85,154,105.89","113,330,352.38","171,435,105.77","33,753,695.83","68,196,887.87","63,886,752.72","75,287,801.14","156,333,684.06","29,049,083.48","36,294,761.30","82,862,266.15","17,011,518.01","35,366,873.23","60,512,647.58","90,291,793.72","21,334,243.05","35,055,316.49","51,195,590.32","83,373,681.40","19,295,615.74","306,339,967.54","461,140,517.58","728,651,253.36","106,448,617.01","241,212,408.83","398,534,905.34","716,264,719.37","163,889,070.72","297,783,613.34","468,225,140.14","636,567,221.50","164,961,373.74","286,769,559.83","507,288,246.62","744,598,150.02","203,952,915.94","462,242,188.17","667,343,027.19","988,866,118.25","222,153,680.38","540,707,733.01","869,378,456.96","1,228,984,072.94","360,670,018.28"
投资活动产生的现金流量净额,"15,965,657.32","28,550,431.20","28,543,847.32","26,275,150.31","-348,744.00","-340,314.38","-350,011.92","-424,691.35","-1,709.40","7,976,500.00","114,908,534.62","100,525,367.61","-14,540,303.94","-12,899,808.74","-6,768,843.93","-33,601,065.00","500,000.00","-80,350.00","-210,350.00","-1,040,679.00",,"-99,117.95","-284,885.00","-3,056,104.02",,"21,549,590.12","12,831,309.15","11,944,027.52","-10,808,047.74","-67,491,127.01","-90,945,880.65","-916,769,433.60","-47,972,984.43","-204,971,238.66","-128,768,699.13","-189,760,720.26","-59,639,076.98","685,771.46","-76,104,473.14","-35,712,630.48","-50,335,171.25","3,273,925.68","21,240,292.44","209,276,705.28","97,496,229.28","202,553,098.70","-119,453,858.74","-214,396,190.92","-1,957,709.29"
购买商品、接受劳务支付的现金,"8,124,434.38","34,372,973.46","49,978,250.04","69,497,176.73","28,273,769.47","37,627,292.55","49,756,622.28","88,307,333.14","12,436,704.22","23,996,062.31","38,357,519.94","39,424,415.95","20,113,261.55","32,642,180.43","42,486,931.73","30,756,141.43","7,706,308.65","12,658,038.22","21,033,234.99","31,580,007.26","11,240,393.00","15,587,133.98","30,508,310.57","29,221,937.49","7,396,517.10","203,130,999.11","279,916,854.45","377,386,403.78","100,505,708.75","167,749,765.58","253,857,852.59","362,078,804.03","92,748,678.34","189,452,549.03","328,574,426.21","382,321,963.36","148,951,215.36","314,293,391.72","470,572,874.80","583,777,790.63","119,837,191.89","290,771,325.98","424,594,237.39","490,949,540.76","322,063,494.21","527,193,596.42","1,104,155,805.63","1,304,157,068.34","242,882,744.33"
吸收投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"828,264,497.33",,,,,,"14,691,042.80","14,691,042.80",,,,,,,,,,
