科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"1,618,166,752.24","2,626,169,488.03","3,958,627,234.46","5,372,378,425.11","1,934,248,312.84","3,298,193,495.72","4,253,542,155.55","4,651,231,870.93","328,895,269.04","473,840,933.08","639,574,400.96","944,529,615.77","320,118,099.25","475,050,630.13","643,203,785.15","978,049,345.17","317,723,252.46","491,612,301.66","686,424,669.77","1,042,413,557.57","280,482,566.20","423,364,063.35","616,385,234.29","951,180,160.77","326,596,606.03","476,678,669.48","679,860,479.48","1,025,854,990.93","264,865,615.18","446,944,854.36","659,769,850.24","941,548,526.27","284,173,735.30","441,537,252.33","701,864,075.14","1,067,215,020.93","335,307,353.03","480,026,601.90","753,233,259.35","1,075,404,793.55","296,982,250.63","430,149,481.43","670,059,418.77"
二、营业利润,"122,031,617.41","126,452,697.08","203,483,727.55","286,712,193.18","105,110,838.47","132,239,467.53","164,181,745.57","242,466,868.66","94,631,399.09","95,453,126.18","123,580,124.14","173,599,678.71","103,861,140.39","97,516,372.84","127,657,259.14","189,678,312.13","93,561,707.72","91,904,640.32","112,126,915.46","170,671,782.69","89,662,002.21","79,184,058.87","93,230,299.45","133,630,889.27","101,030,500.20","91,710,649.43","107,410,018.19","152,068,426.19","78,547,720.73","72,594,236.53","82,163,387.47","77,579,880.81","80,859,340.12","48,210,393.43","73,657,893.73","96,710,059.34","81,412,968.21","44,866,405.28","65,907,885.76","80,723,289.53","74,300,361.13","45,410,308.69","65,934,182.96"
减:营业成本,"1,319,319,335.04","2,167,971,833.25","3,301,247,056.87","4,453,502,019.79","1,641,258,659.21","2,804,578,305.36","3,544,808,402.38","3,779,817,489.88","134,604,850.39","210,314,478.16","302,247,097.95","432,406,702.62","131,354,934.08","209,786,573.86","287,807,260.36","427,413,767.65","128,435,982.23","217,692,374.68","310,730,873.07","471,801,365.73","122,771,328.95","198,090,092.07","289,716,221.56","442,517,414.54","136,419,102.91","218,429,301.99","322,689,723.57","476,749,172.51","115,596,946.57","215,980,315.96","327,878,406.84","487,781,843.83","130,374,570.76","222,417,176.63","363,918,242.49","549,638,292.83","155,778,823.40","250,357,612.90","402,341,980.99","567,370,122.07","149,218,933.57","232,096,283.66","359,811,470.14"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"9,685,966.38","21,927,778.92","29,896,843.50","41,363,150.09","10,356,329.57","18,974,298.09","35,750,112.12","48,669,046.46","11,090,769.51","18,135,453.96","25,070,993.66","37,350,939.82","11,921,924.23","19,094,628.88","24,912,036.90","35,371,073.44","10,603,067.69","18,069,390.27","26,260,306.73","37,851,514.94","9,252,530.80","14,724,486.14","23,158,105.63","37,563,903.43","10,916,260.99","16,641,198.27","24,349,738.93","35,827,325.06","8,939,912.34","16,169,689.04","24,260,098.51","34,936,979.82","9,159,891.38","15,348,749.94","25,958,285.02","39,312,436.43","11,546,140.18","17,325,244.09","28,138,113.84","43,882,594.52","12,302,002.80","18,428,008.27","27,766,537.66"
营业外收入,"10,005,018.01","10,260,594.55","11,554,961.72","13,988,372.96","12,803,299.41","18,475,335.40","18,698,929.32","20,717,519.14","7,407,927.00","10,159,502.29","12,106,593.29","13,555,924.79","130,894.00","5,550,543.00","5,663,479.42","9,040,499.55","182,152.00","5,223,641.13","5,387,351.63","15,340,669.63",223.00,"1,923.00","1,854,203.51","3,795,586.60",333.52,"333,340.52","1,436,037.87","4,359,384.49","7,050,000.00","7,332,585.22","8,699,936.32","17,139,921.23","20,285.01","61,477.78","68,448.62","10,229,969.86","653,111.10","2,843,427.63","2,879,188.18","12,771,971.93","135,502.68","37,262.09","93,167.35"
销售费用,"107,549,926.32","205,153,537.70","286,199,746.76","397,757,041.38","126,360,682.31","238,514,865.02","352,444,541.19","413,025,780.81","55,523,745.29","94,084,471.14","107,783,797.03","171,662,487.67","41,195,627.20","87,781,310.28","119,140,821.06","179,440,635.69","51,561,700.24","93,457,468.90","130,808,508.48","200,320,606.37","22,962,224.59","63,650,694.51","110,278,008.06","170,852,044.94","44,256,096.33","82,261,999.53","125,219,718.47","197,730,213.08","27,707,534.79","74,404,032.73","122,349,010.58","187,899,958.16","29,451,723.51","81,209,275.63","124,804,718.97","202,404,045.03","49,037,367.39","94,867,205.75","145,461,077.87","213,412,765.70","25,488,861.60","62,702,037.17","107,714,731.71"
减:营业外支出,"544,162.20","698,250.32","2,766,901.85","7,132,040.17","756,606.87","3,992,396.59","4,921,520.53","8,926,124.26","303,421.07","359,278.07","1,061,856.17","3,956,049.66","2,050,960.00","4,054,107.50","6,516,353.68","11,004,375.61","110,662.40","244,598.55","493,043.50","161,509.25","111,510.00","291,415.13","973,241.73","740,554.72","617,178.00","1,613,291.82","1,823,501.82","960,731.56","73,074.27","113,674.64","295,201.64","186,583.84","3,510.04","99,445.05","3,139,134.72","4,000,667.35","88,142.90","115,720.23","1,026,526.59","12,441,519.60",130.38,"104,805.15","316,875.73"
管理费用,"50,704,977.84","85,248,916.43","112,317,439.66","162,594,225.24","50,613,900.33","88,410,735.51","138,925,715.64","178,594,935.88","32,444,742.09","55,542,434.66","80,704,380.27","130,791,060.18","32,508,026.22","62,103,325.41","85,298,145.36","148,444,548.62","34,446,773.68","72,574,533.27","108,703,044.39","163,524,424.75","36,426,511.75","69,454,153.09","103,922,170.88","171,347,013.42","34,562,294.21","69,353,847.70","102,738,407.01","164,891,901.22","35,130,853.20","67,852,955.49","107,199,497.07","163,801,456.53","39,200,569.92","82,499,554.78","123,689,538.95","182,549,378.18","39,457,310.00","75,887,534.76","116,103,349.83","169,854,818.37","37,214,247.43","75,024,675.18","114,364,648.12"
其中:非流动资产处置净损失,"52,335.40","127,339.71","1,647,983.61","4,644,542.63","246,190.13","262,029.34","593,831.70",,"4,349.45","1,965.60","265,514.21","272,677.70",,"21,984.50","22,307.00","1,635,271.93",,149.95,"43,943.30","14,109.25",,,,"706,054.72",,"897,351.82","897,351.82","842,807.67","1,074.27","3,075.70","3,075.70","14,574.90",510.04,"54,968.78","3,068,817.01","3,731,650.64","34,897.67","48,359.43","959,165.77","1,487,150.28",130.34,130.34,"6,999.19"
