科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"222,208,353.05","185,426,646.33","257,011,507.94","297,094,743.71","291,014,376.72","273,603,478.66","334,451,687.35","309,236,697.87","365,593,449.18","429,214,177.28","430,014,238.01","403,599,798.71","461,296,999.71","596,966,862.89","601,384,130.46","408,866,399.38","548,054,069.47","634,310,653.80","542,660,863.87"
短期借款,"69,486,363.00","151,000,000.00","64,824,248.36",,,,,,,"19,494,264.00","19,359,776.40",,,"25,000,000.00","38,800,000.00","28,800,000.00","28,800,000.00","28,800,000.00","30,000,000.00"
交易性金融资产,"4,880,008.50","335,204.00","6,992,654.50",,,,,,,,"29,781.04",,,,,"1,341,198.00","1,819,355.00","1,911,950.00","5,527,450.00"
交易性金融负债,,,,"6,509,599.00","3,242,818.00","4,805,913.00","3,778,119.00","296,097.00","2,027,352.00","91,800.00",,"3,674,311.00","2,390,390.20","4,028,730.00","1,421,538.00",,,,
应收票据,"1,040,000.00","1,644,286.00","724,880.00","549,400.00","316,400.00","957,500.00","2,280,000.00","2,380,000.00","3,074,354.49","6,056,368.02","3,512,875.00","5,212,660.83","3,894,453.34","68,104,182.46","66,326,172.80","69,895,879.67","56,008,979.78","79,960,592.61","28,897,289.50"
应付票据,"22,053,184.00",,,,,,,,,,,,,"38,055,000.00","44,776,900.00","54,309,152.28","96,622,691.30","114,821,364.72","69,888,906.10"
应收账款,"81,026,535.05","78,589,591.58","60,778,189.78","100,740,733.91","120,130,327.00","97,704,406.69","123,297,684.18","139,780,940.41","138,131,373.73","143,976,083.44","165,064,630.98","197,433,944.58","201,364,970.21","298,465,376.50","360,801,526.72","442,163,832.91","446,766,507.55","456,852,368.33","417,609,470.70"
应付账款,"230,696,999.71","199,957,117.72","196,050,413.48","234,383,477.28","235,893,834.44","231,762,016.03","219,402,899.54","236,215,712.85","244,776,782.92","254,128,200.52","245,339,880.28","244,049,578.30","244,691,231.82","359,100,802.21","385,412,764.79","456,091,646.85","474,846,878.04","533,919,590.26","529,289,623.93"
预付款项,"10,892,864.20","10,213,900.23","9,630,856.04","12,490,702.53","9,875,574.34","15,437,972.60","21,880,140.45","24,422,820.17","25,978,392.10","11,763,771.39","12,308,900.15","14,879,355.65","26,273,943.14","47,591,133.42","79,034,424.79","95,705,224.51","93,689,073.62","54,071,082.81","50,255,061.73"
预收款项,"18,343,941.93","17,111,697.78","20,005,026.10","21,441,982.86","10,305,288.74","11,100,851.02","11,254,715.75","13,495,952.57","10,637,203.81","13,411,479.83","11,373,622.28","25,674,977.07","17,382,258.08","295,783,385.29","401,843,294.68","439,654,768.67","515,514,054.31","454,726,963.23","418,629,409.86"
其他应收款,"19,230,050.44","8,883,161.29","9,783,347.65","10,355,910.24","13,022,506.81","21,622,591.69","21,864,009.83","20,148,895.54","16,812,152.57","10,809,079.82","10,369,112.28","17,395,050.16","15,229,895.23","26,776,769.61","26,323,774.06","40,666,603.06","32,681,017.78","43,372,339.15","37,941,301.92"
应付职工薪酬,"12,896,540.92","13,796,005.10","13,221,594.18","9,648,292.62","11,005,712.17","13,440,913.69","9,791,563.42","10,025,303.31","9,871,747.27","15,402,949.19","9,712,177.79","11,734,880.22","12,553,709.69","27,032,164.46","15,875,037.35","19,580,294.76","20,483,341.18","32,291,244.18","17,559,373.44"
应收关联公司款,,,,,,,,,,,,,,,,,,,
应交税费,"14,739,163.53","3,364,218.07","11,194,662.99","9,863,459.50","4,850,812.28","5,395,639.35","4,378,072.98","7,437,724.75","11,469,458.89","9,168,390.25","14,877,496.34","12,119,599.84","24,634,132.23","31,246,548.84","17,957,240.23","23,920,230.77","13,919,783.55","35,454,812.50","31,580,672.06"
应收利息,,,,,,,,,,"1,879,479.45","835,482.88","1,123,808.22","1,553,150.68","1,758,575.34","440,383.56","860,547.95","1,231,506.85","108,525.49","73,029.68"
应付利息,"314,462.28","230,000.00","252,783.09","191,983.08","150,983.07","165,983.07","21,933.33","281,260.84","280,983.05","143,851.14","84,654.87","106,158.70","225,059.30","38,787.14","520,781.18","1,173,432.08","516,394.15","63,356.41","151,656.76"
应收股利,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,
存货,"186,761,088.72","160,280,778.80","227,329,389.10","189,832,556.52","179,677,603.31","170,725,289.67","179,453,414.84","174,375,823.52","171,359,942.57","145,472,817.32","151,042,269.27","154,463,553.74","150,773,650.57","381,576,072.85","454,464,671.89","495,468,164.90","656,476,187.97","675,522,031.59","806,389,385.50"
其他应付款,"15,225,185.88","18,694,317.86","22,106,988.63","15,084,467.41","17,807,192.34","22,196,565.06","25,647,952.90","23,119,532.75","34,830,481.53","54,938,077.86","56,501,015.16","64,464,416.94","60,026,161.41","296,614,719.87","59,348,823.06","57,575,927.28","127,717,621.80","113,477,629.60","123,700,270.68"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"150,000,000.00",,,"150,000,000.00","150,000,000.00","100,000,000.00","50,000,000.00",,,"9,596,246.40","9,530,043.53","50,000,000.00",,"50,000,000.00","50,000,000.00",,,,
其他流动资产,,,"16,399,651.88",,"4,980,999.68","3,590,248.39","175,088,818.45","178,458,983.10","193,757,467.53","204,726,739.55","209,592,702.82","161,903,903.01","159,559,153.83","140,841,477.43","135,391,031.59","136,834,987.18","96,650,121.69","15,121,884.48","15,946,476.13"
其他流动负债,,,,,,,,,,,,,,,,,,,
流动资产合计,"526,038,899.96","445,373,568.23","588,650,476.89","611,064,046.91","619,017,787.86","583,641,487.70","858,315,755.10","848,804,160.61","914,707,132.17","953,898,516.27","982,769,992.43","956,012,074.90","1,019,946,216.71","1,562,080,450.50","1,724,166,115.87","1,691,802,837.56","1,933,376,819.71","1,961,231,428.26","1,905,300,329.03"
流动负债合计,"533,755,841.25","404,153,356.53","327,655,716.83","447,123,261.75","433,256,641.04","388,867,881.22","324,275,256.92","290,871,584.07","313,894,009.47","376,375,259.19","366,778,666.65","411,823,922.07","361,902,942.73","1,126,900,137.81","1,015,956,379.29","1,081,105,452.69","1,278,420,764.33","1,313,554,960.90","1,220,799,912.83"
可供出售金融资产,,,,,,,,,,,,,,,,,,"13,901,600.00","12,576,200.00"
长期借款,,,"150,000,000.00","36,596,591.20","35,735,457.83","27,148,656.82","27,599,530.12","68,341,789.97","87,864,989.56","50,000,000.00","50,000,000.00",,"50,000,000.00",,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,"4,462,034.56","4,519,186.53","4,556,873.78","4,604,293.39","3,375,711.46","3,375,711.46"
长期应付款,,,,,,,,,,,,,,,,,,,
长期股权投资,"57,631,868.34","54,592,886.61","51,326,372.60","48,731,976.98","49,226,691.07","49,839,927.77","50,224,846.54","50,528,261.66","50,935,156.98","45,209,201.20","45,292,587.42","45,326,476.72","45,243,501.41","47,584,355.10","36,881,312.44","37,718,943.61","37,754,416.50","41,086,137.40","41,035,460.02"
专项应付款,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,"822,233.01","822,233.01",,
固定资产,"209,130,900.00","202,636,514.50","208,930,495.10","201,444,530.42","202,084,668.10","197,724,860.84","192,550,507.43","191,947,570.79","188,202,610.86","224,502,773.46","221,392,086.48","215,733,384.75","211,737,407.94","261,774,675.45","255,512,256.95","249,349,578.14","244,298,221.40","242,210,620.69","236,109,982.60"
递延所得税负债,"732,001.28","50,280.60","1,048,898.18",,,,,"1,326,691.52","1,157,647.04",,,,,,,"201,179.70","272,903.25","286,792.50","542,325.00"
在建工程,"1,893,557.82",,"293,501.42","8,488,496.71","8,698,296.71","16,474,096.47","22,277,096.47","27,596,856.68","38,605,658.35","21,045,520.34","32,530,789.45","57,382,516.83","58,790,019.18","112,102,648.84","120,422,238.56","149,367,703.05","161,844,794.71","206,689,987.97","213,519,077.64"
其他非流动负债,"5,927,166.64","5,956,166.60","16,585,166.56","16,249,666.54","16,081,916.53",,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,
非流动负债合计,"6,659,167.92","6,006,447.20","167,634,064.74","52,846,257.74","51,817,374.36","44,062,823.34","43,688,133.70","86,247,147.99","105,019,823.49","67,243,166.48","77,908,749.81","29,531,666.46","80,363,916.45","32,444,166.44","32,276,416.43","33,132,079.13","25,036,052.67","28,646,098.90","27,733,881.39"
固定资产清理,,,,,,,,,,,,,,,,,,,
负债合计,"540,415,009.17","410,159,803.73","495,289,781.57","499,969,519.49","485,074,015.40","432,930,704.56","367,963,390.62","377,118,732.06","418,913,832.96","443,618,425.67","444,687,416.46","441,355,588.53","442,266,859.18","1,159,344,304.25","1,048,232,795.72","1,114,237,531.82","1,303,456,817.00","1,342,201,059.80","1,248,533,794.22"
生产性生物资产,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","174,869,205.00","185,837,539.00","185,837,539.00","191,402,539.00","191,402,539.00","191,402,539.00"
油气资产,,,,,,,,,,,,,,,,,,,
资本公积,"13,797,310.50","15,518,023.48","16,137,039.35","15,973,012.26","15,973,012.26","16,305,198.46","320,996,153.46","241,661,958.79","241,661,958.79","237,266,738.41","237,266,738.41","237,300,150.85","237,300,150.85","546,430,922.80","763,068,493.32","762,805,552.76","829,418,602.76","838,360,733.93","838,360,733.93"
无形资产,"33,769,158.57","67,209,798.78","65,517,911.57","64,522,229.32","64,645,857.67","64,342,083.79","63,862,089.65","63,493,323.74","65,567,455.15","66,121,719.79","65,517,554.59","64,916,264.54","64,278,437.01","90,838,605.92","89,661,610.28","89,578,026.95","88,592,526.11","91,237,931.24","90,787,332.53"
盈余公积,"30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","37,991,969.76","37,991,969.76","37,991,969.76","37,991,969.76","50,729,598.18","50,729,598.18","50,729,598.18","50,729,598.18","61,723,303.64","61,723,303.64"
开发支出,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,"72,178,050.00","72,178,050.00","72,178,050.00"
商誉,,,,,,,,,,,,,,"392,760,556.14","392,760,556.14","392,760,556.14","392,760,556.14","392,760,556.14","392,760,556.14"
未分配利润,"184,626,814.21","253,615,870.25","317,361,734.32","330,151,710.96","355,862,104.69","376,601,876.18","396,066,614.50","378,713,948.35","414,253,234.67","435,806,885.90","465,730,614.88","456,945,969.90","516,169,697.47","527,912,022.57","561,947,472.83","484,578,832.24","541,405,665.17","570,494,876.28","609,563,523.96"
长期待摊费用,"671,468.87",,"3,292,967.14","2,984,303.87","3,059,818.03","2,496,642.27","2,987,344.32","3,075,415.75","2,358,514.71","3,115,016.35","2,766,809.07","2,224,486.61","2,233,225.16","2,476,997.30","2,932,660.08","2,588,936.23","2,228,039.49","4,661,403.78","4,085,148.82"
少数股东权益,"1,396,861.68","1,574,740.82","3,278,957.93","3,499,943.59","4,007,781.90","4,260,133.42","4,703,125.95","5,113,864.15","4,639,708.01","7,796,435.17","8,888,339.50","12,869,705.69","13,368,746.03","24,722,162.35","26,471,256.14","26,944,389.26","28,992,246.39","32,174,574.72","32,992,075.69"
递延所得税资产,"982,901.56","953,481.21","3,636,502.20","2,967,552.59","2,282,099.11","1,820,877.61","1,646,266.24","1,915,837.58","2,733,373.46","1,719,072.74","1,779,233.45","2,436,492.56","2,889,491.69","4,719,343.71","4,746,702.38","5,187,305.66","5,276,002.36","7,031,443.78","8,134,105.64"
外币报表折算价差,"-117,240.44","-102,188.95","-419,286.25","608,950.50",,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,"-1,901,695.70",,,,,,,,,,,,,,
非流动资产合计,"304,079,855.16","325,392,681.10","332,997,750.03","329,139,089.89","329,997,430.69","332,698,488.75","333,548,150.65","338,557,266.20","348,402,769.51","361,713,303.88","369,279,060.46","388,019,622.01","385,172,082.39","916,719,217.02","907,436,523.36","931,107,923.56","937,358,850.10","1,002,955,392.46","1,002,383,574.85"
所有者权益(或股东权益)合计,"289,703,745.95","360,606,445.60","426,358,445.35","440,233,617.31","463,941,203.15","483,409,271.89","823,900,515.13","810,242,694.75","844,196,068.72","871,993,394.48","907,361,636.43","902,676,108.38","962,851,439.92","1,319,455,363.27","1,583,369,843.51","1,508,673,229.30","1,567,278,852.81","1,621,985,760.92","1,659,150,109.66"
