科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"991,785,074.45","2,293,865,260.17","5,191,743,278.19","6,672,074,109.91","1,789,750,487.58","4,514,175,598.35","7,832,850,020.58","10,445,366,640.20","1,953,752,093.97","4,605,635,116.64","8,106,141,244.41","10,622,360,062.65","1,690,024,583.73","3,987,093,538.36","7,186,631,893.48","9,310,647,007.08","1,748,067,043.17","4,546,667,649.57","8,662,180,181.67","11,812,342,207.63","2,404,093,228.59","5,957,165,072.26","10,574,993,436.88","13,677,503,395.22","2,719,010,626.71","6,452,472,491.87","11,703,705,309.38","15,464,467,774.49","2,571,121,624.68","6,855,908,291.24","11,779,964,266.50","15,594,512,379.27","2,588,673,631.52","6,952,374,130.32","10,911,861,626.54","14,379,541,172.73","2,763,792,723.97","7,255,405,198.03","12,519,268,834.47","19,572,514,481.45","4,033,471,748.07","9,193,832,882.02","15,979,474,147.84","20,208,219,095.22","5,757,769,777.54","9,191,799,709.17"
取得子公司及其他营业单位支付的现金净额,,,,"50,119,556.18","65,058,950.91","101,815,904.26","101,815,904.26","218,981,760.30",,,,"4,365,621.47",,,,"2,787,259.60",,,,,,,,,,,,,,,,,,,,,,,,"80,770,382.20",,,,"4,300,000.00",,
收到的税费返还,"460,685.38","487,551.38","5,747,321.42","4,420,817.92",,"5,770,568.16","4,832,677.98","4,550,810.53","2,880,460.83","3,537,315.39","4,249,716.81","9,239,381.66","4,784,610.15","12,582,262.62","24,334,043.51","39,296,413.28","9,957,505.34","22,127,438.76","27,931,801.05","37,857,716.36","7,095,571.65","17,488,425.05","29,462,891.30","40,989,683.90","3,123,914.67","16,268,265.78","25,798,895.91","34,354,350.74","6,496,844.27","27,883,657.97","46,104,207.85","46,397,329.76","9,748,024.03","22,318,380.63","28,391,171.76","34,477,655.82","3,976,252.68","8,104,988.65","21,861,300.84","23,579,580.83","26,475,286.70","52,802,170.06","74,847,988.39","85,464,559.68","20,346,668.82","22,605,061.70"
支付其他与投资活动有关的现金,,,,,"257,731.00","257,731.00","257,731.00",,,,,569.16,,,,,,,,,,,,,,,,,,,"551,048.89",,,,,,,"18,604,011.26","18,604,011.26","25,390,638.41",,"51,567,920.12","52,845,272.00","54,565,272.00","13,099,319.01","54,233,000.00"
收到其他与经营活动有关的现金,"32,129,402.29","2,512,547.72","11,746,647.56","18,128,489.92","10,248,226.19","12,700,215.95","15,058,277.45","20,667,321.33","4,514,579.71","7,682,220.39","8,202,688.69","53,990,344.60","1,721,261.35","10,285,052.26","14,060,434.82","23,366,888.48","5,639,065.61","7,568,689.34","17,666,673.73","30,902,795.13","2,879,658.63","5,052,794.55","14,454,374.29","36,823,512.84","8,663,429.20","14,638,564.16","26,918,304.53","45,371,823.12","13,538,794.13","29,359,003.77","44,596,556.18","69,689,480.26","10,757,077.22","43,316,067.13","43,418,756.95","47,265,905.08","18,208,367.71","70,712,065.95","154,178,063.86","177,348,044.28","56,361,822.04","203,300,345.22","256,416,549.54","270,166,011.34","132,550,054.66","182,973,074.10"
投资活动现金流出小计,"42,222,358.07","116,992,192.12","285,392,588.01","479,419,918.11","375,219,724.94","643,105,532.58","883,616,082.53","1,321,845,887.81","224,683,046.52","237,713,780.69","268,963,980.90","448,976,734.57","65,187,011.82","157,383,969.00","228,641,336.78","323,772,633.83","139,086,405.42","967,158,326.72","1,118,479,622.08","1,169,416,723.76","65,926,806.44","631,424,572.00","828,018,601.14","1,041,652,212.58","65,618,052.03","165,981,609.45","315,543,635.33","637,571,028.69","128,597,923.81","457,664,614.12","607,734,385.67","637,425,498.87","82,911,889.63","296,992,232.54","517,121,005.72","879,808,010.05","255,487,447.91","724,234,326.25","3,319,315,763.98","5,226,404,015.68","2,529,297,608.52","4,596,609,547.22","7,466,753,759.45","11,062,024,732.03","1,102,910,434.88","2,479,973,458.02"
经营活动现金流入小计,"1,024,375,162.12","2,296,865,359.27","5,209,237,247.17","6,694,623,417.75","1,799,998,713.77","4,532,646,382.46","7,852,740,976.01","10,470,584,772.06","1,961,147,134.51","4,616,854,652.42","8,118,593,649.91","10,685,589,788.91","1,696,530,455.23","4,009,960,853.24","7,225,026,371.81","9,373,310,308.84","1,763,663,614.12","4,576,363,777.67","8,707,778,656.45","11,881,102,719.12","2,414,068,458.87","5,979,706,291.86","10,618,910,702.47","13,755,316,591.96","2,730,797,970.58","6,483,379,321.81","11,756,422,509.82","15,544,193,948.35","2,591,157,263.08","6,913,150,952.98","11,870,665,030.53","15,710,599,189.29","2,609,178,732.77","7,018,008,578.08","10,983,671,555.25","14,461,284,733.63","2,785,977,344.36","7,334,222,252.63","12,695,308,199.17","19,773,442,106.56","4,116,308,856.81","9,449,935,397.30","16,310,738,685.77","20,563,849,666.24","5,910,666,501.02","9,397,377,844.97"
投资活动产生的现金流量净额,"-42,077,461.26","-115,977,057.11","-283,140,209.29","-476,159,521.77","-374,963,354.59","-642,616,421.78","-882,860,062.36","-1,304,609,835.24","-224,583,860.76","-237,423,040.89","-268,347,774.68","-428,688,198.95","-53,549,855.14","12,400,421.72","83,102,826.76","40,809,848.96","-24,781,379.25","-90,064,346.91","-139,970,558.63","-181,001,020.55","-63,552,729.43","-177,164,560.15","-351,983,912.45","-400,925,522.34","-63,043,853.09","-161,155,731.53","-310,354,757.41","-504,120,297.57","-6,728,978.36","-296,312,205.16","-387,315,379.88","-489,449,510.01","-82,060,578.82","-240,584,629.65","-449,240,571.16","-811,928,002.76","-237,078,866.06","-675,335,720.88","-2,688,016,609.95","-4,393,073,625.14","-2,456,834,345.49","-3,641,117,430.64","-3,998,133,588.37","-3,987,699,101.69","-443,070,224.29","-1,640,987,070.86"
购买商品、接受劳务支付的现金,"910,017,584.17","2,032,392,680.43","4,474,525,571.21","5,934,449,347.74","1,395,394,982.58","3,753,479,367.20","6,788,894,437.41","9,248,304,860.85","1,454,880,562.77","3,814,579,860.98","7,056,815,790.22","9,661,654,586.93","1,523,296,036.94","3,579,734,189.80","6,248,281,639.40","8,508,310,765.33","1,473,505,925.84","3,880,001,956.17","7,864,940,501.89","10,786,111,455.24","1,905,037,085.08","5,027,988,506.00","9,533,518,079.10","12,226,409,429.96","2,134,497,377.56","5,198,355,122.37","10,078,511,407.29","13,442,729,471.83","2,431,224,549.66","5,948,182,139.31","10,431,743,874.91","13,670,731,784.85","2,050,611,530.19","5,534,670,529.35","8,963,304,474.31","11,878,139,478.04","1,770,004,645.14","5,113,392,394.97","9,696,786,233.76","15,183,284,974.40","3,197,602,152.21","7,352,947,250.42","12,659,658,862.15","14,999,508,125.70","4,602,007,210.11","6,809,632,609.96"
吸收投资收到的现金,,"2,160,000.00","3,418,250.00",,,,,"175,000.00",,,,,,,,"6,884,900.00",,,,,,,,"9,000,000.00",,"8,055,000.00","583,355,212.30","577,013,712.30","6,500,000.00","6,500,000.00","6,500,000.00","29,234,813.22",,"4,580,000.00","4,580,000.00","4,605,000.00","810,000.00","1,974,185,780.52","1,995,825,555.52","4,987,412,635.93","34,480,000.00","107,390,000.00","156,290,000.00","170,905,000.00","79,785,952.00","81,596,952.00"
