科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"394,210,610.99","435,137,954.13","194,328,628.58","326,517,135.47","497,825,826.49","124,419,292.57","305,122,620.51","451,931,943.23","590,293,977.15","151,262,981.83","300,836,227.23","478,399,616.94","671,085,833.39","286,902,362.75","376,119,928.97","616,007,739.12","792,808,881.06","283,307,078.64","576,454,229.72","903,531,789.51","1,239,005,709.83","376,222,077.48","790,968,594.47","1,278,797,422.26","1,567,169,981.95","510,448,892.96","1,143,783,512.68","1,801,522,489.24","2,519,987,720.41","587,548,808.29","1,364,773,821.19","2,076,761,168.09","2,660,346,794.59","526,248,895.51","1,022,421,535.75","1,637,849,099.25","2,431,130,122.50","510,187,317.72","874,019,162.87"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"439,114,745.75",,,,,,,,,,
收到的税费返还,,,,,"9,684,470.00","3,480,000.00","9,321,870.00","10,718,774.74",,"1,355,500.00","8,628,390.00",,,"120,000.00",,,,,,"1,529,700.00",,,,,,"2,362,201.49","289,692.30","2,011,941.08","643,191.14","29,298.11",,"29,298.11","287,359.90","613,161.18","113,661.72","9,940,824.31","516,640.95","1,098,859.25","2,387,630.70"
支付其他与投资活动有关的现金,,,,,,"2,615,877.98",,,"2,000,000.00","3,460,000.00",,,"1,500,000.00",,,,"15,000,000.00",,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"8,322,500.32","7,532,132.60","924,054.03","4,078,445.51","383,724.86","365,394.54","357,870.58","693,983.30","14,775,237.95","684,544.76","4,930,668.76","15,748,634.85","14,040,499.72","142,950.96","9,060,014.94","19,579,752.44","25,441,659.21","598,209.10","13,806,619.38","17,935,345.83","24,035,405.41","11,285,000.00","16,905,119.36","35,663,047.70","34,921,943.31","102,199,275.84","10,824,109.88","67,614,613.47","31,775,526.19","33,527,460.19","38,184,408.36","47,021,009.34","28,828,933.40","45,366,915.52","72,244,434.37","78,357,180.36","68,138,450.41","6,886,533.48","17,967,706.79"
投资活动现金流出小计,"4,930,945.74","4,316,226.28","14,123,579.47","32,444,860.78","571,057,609.17","19,337,219.22","31,160,104.12","46,410,653.76","98,428,429.97","71,384,116.42","107,061,065.97","152,923,361.43","220,705,720.92","25,458,494.94","120,315,187.31","149,655,185.92","158,752,997.49","36,582,202.20","61,590,590.79","88,170,041.08","103,402,694.10","32,672,942.20","38,744,752.59","50,242,484.30","191,433,936.90","414,261,061.25","491,193,200.82","511,163,260.79","533,840,233.90","9,544,609.44","24,010,002.35","64,362,838.60","152,338,667.38","22,189,998.98","61,002,103.10","79,591,827.34","56,434,472.51","38,789,837.42","32,640,251.15"
经营活动现金流入小计,"402,533,111.31","442,670,086.73","195,252,682.61","330,595,580.98","507,894,021.35","128,264,687.11","314,802,361.09","463,344,701.27","605,069,215.10","153,303,026.59","314,395,285.99","494,148,251.79","685,126,333.11","287,165,313.71","385,179,943.91","635,587,491.56","818,250,540.27","283,905,287.74","590,260,849.10","922,996,835.34","1,263,041,115.24","387,507,077.48","807,873,713.83","1,314,460,469.96","1,602,091,925.26","615,010,370.29","1,154,897,314.86","1,871,149,043.79","2,552,406,437.74","621,105,566.59","1,402,958,229.55","2,123,811,475.54","2,689,463,087.89","572,228,972.21","1,094,779,631.84","1,726,147,103.92","2,499,785,213.86","518,172,710.45","894,374,500.36"
投资活动产生的现金流量净额,"-4,912,476.86","-4,172,714.28","-14,123,579.47","-32,440,757.78","-571,053,506.17","39,282,780.78","31,100,329.98","16,543,650.34","335,093,808.99","-68,204,116.42","-99,974,245.97","-145,814,541.43","-107,547,392.71","-25,458,494.94","-118,866,655.62","-148,200,654.23","-158,464,076.06","-21,582,202.20","-46,590,590.79","-73,170,041.08","-86,915,880.67","-32,672,942.20","-38,744,752.59","-50,242,484.30","-45,638,452.71","-414,678,284.58","-448,382,289.15","-467,878,567.12","-472,878,580.87","-9,544,609.44","-23,985,730.51","-64,337,838.60","-149,012,559.42","-22,189,998.98","-40,801,103.10","-59,313,827.34","-39,089,644.76","-38,789,837.42","-32,640,251.15"
购买商品、接受劳务支付的现金,"336,131,098.60","351,622,429.22","148,262,250.63","304,110,579.13","391,265,905.09","262,715,001.12","396,483,068.51","524,955,621.56","582,319,682.58","211,190,941.78","336,490,613.14","506,126,038.14","675,735,060.28","336,636,703.15","347,634,112.44","542,748,518.12","731,602,893.17","322,338,033.23","573,439,747.59","796,141,373.32","1,029,662,309.19","377,449,195.94","662,204,074.14","1,034,202,801.25","1,155,429,247.84","496,265,786.89","965,251,385.73","1,394,103,427.55","1,823,057,250.40","543,769,838.89","1,108,337,975.56","1,539,716,661.01","2,051,398,124.53","589,450,128.82","870,945,678.76","1,436,028,842.60","2,244,421,934.70","430,613,972.45","645,137,203.54"
吸收投资收到的现金,"21,000,000.00",,,,"741,375,000.00",,,,,,,,,,,,,,,,,,,,,"766,296.96",,,,,,,,,,,"18,000,000.00",,"4,500,000.00"
支付给职工以及为职工支付的现金,"9,108,671.90","18,651,815.45","8,550,289.79","12,218,516.28","19,844,070.52","4,862,095.21","10,534,618.67","16,840,438.04","24,680,230.63","7,548,118.65","17,746,907.20","29,717,747.20","35,512,139.32","10,782,860.76","21,829,543.23","33,096,769.68","41,444,675.85","17,865,212.04","30,469,589.58","42,171,595.66","67,674,053.02","18,694,116.69","35,802,538.08","54,850,038.94","73,824,923.00","26,241,631.08","132,888,535.71","188,324,929.00","266,484,084.12","71,460,766.18","134,184,487.02","197,642,841.11","250,323,281.30","75,117,954.04","153,409,046.63","218,518,923.39","271,337,360.72","68,244,911.68","110,543,719.16"
取得借款收到的现金,"80,000,000.00","45,000,000.00",,"30,000,000.00","50,000,000.00",,,,"6,707,867.92",,,"14,926,523.00","54,504,108.14",,"62,454,775.73","62,454,775.73","157,854,134.12","107,683,596.19","177,192,876.71","200,184,937.85","361,597,740.27","121,948,077.01","150,903,502.70","164,544,444.38","466,492,079.79","454,873,386.76","583,742,153.67","684,231,237.20","735,725,298.93","199,024,676.44","337,031,015.72","358,060,933.41","648,170,370.08","260,477,980.32","667,585,832.71","979,220,586.83","1,322,682,503.03","402,554,000.00","899,740,000.00"
支付的各项税费,"14,103,786.30","23,461,688.56","13,277,098.03","23,563,100.55","35,861,550.20","6,384,611.90","27,266,455.50","40,224,453.58","38,240,131.68","9,077,920.46","21,079,162.75","33,685,509.75","35,797,583.34","2,768,951.85","24,677,826.16","45,900,684.78","74,215,208.67","8,463,063.24","75,299,820.77","109,885,152.11","120,486,575.11","23,506,786.01","60,257,352.10","75,062,707.54","104,624,347.38","38,319,790.26","70,191,322.13","96,313,049.73","143,040,333.54","47,309,991.36","105,627,279.84","147,857,404.48","205,084,767.28","35,400,233.50","50,126,329.39","79,478,327.76","90,971,158.76","20,473,848.23","70,443,577.34"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,"4,801,774.00",,,,,,,"4,000,000.00",,,,,"112,470.15",,,,,,,,,,,,,
支付其他与经营活动有关的现金,"6,280,707.16","7,836,315.14","4,064,322.55","6,793,346.18","10,710,838.77","2,679,415.13","7,296,091.93","13,051,104.91","12,974,853.26","4,383,055.07","18,571,558.24","26,555,765.00","12,133,687.47","3,803,722.19","13,472,168.92","27,690,148.14","34,449,228.55","10,778,384.17","13,007,549.99","55,320,723.70","37,288,092.62","30,865,700.18","49,928,125.11","72,477,186.97","49,963,501.45","164,846,771.75","26,899,288.31","67,830,233.03","75,179,223.68","17,321,341.94","52,781,879.85","80,175,047.62","56,888,975.56","25,672,720.22","51,210,083.52","85,399,905.09","76,049,794.97","38,216,433.30","75,472,123.60"
筹资活动现金流入小计,"101,000,000.00","45,000,000.00",,"30,000,000.00","791,375,000.00",,,,"6,707,867.92",,,"14,926,523.00","54,504,108.14","4,801,774.00","62,454,775.73","62,454,775.73","157,854,134.12","107,683,596.19","177,192,876.71","200,184,937.85","365,597,740.27","121,948,077.01","150,903,502.70","164,544,444.38","466,492,079.79","455,752,153.87","583,742,153.67","684,231,237.20","735,725,298.93","199,024,676.44","337,031,015.72","358,060,933.41","648,170,370.08","260,477,980.32","667,585,832.71","979,220,586.83","1,340,682,503.03","402,554,000.00","904,240,000.00"
经营活动现金流出小计,"365,624,263.96","401,572,248.37","174,153,961.00","346,685,542.14","457,682,364.58","276,641,123.36","441,580,234.61","595,071,618.09","658,214,898.15","232,200,035.96","393,888,241.33","596,085,060.09","759,178,470.41","353,992,237.95","407,613,650.75","649,436,120.72","881,712,006.24","359,444,692.68","692,216,707.93","1,003,518,844.79","1,255,111,029.94","450,515,798.82","808,192,089.43","1,236,592,734.70","1,383,842,019.67","725,673,979.98","1,195,230,531.88","1,746,571,639.31","2,307,760,891.74","679,861,938.37","1,400,931,622.27","1,965,391,954.22","2,563,695,148.67","725,641,036.58","1,125,691,138.30","1,819,425,998.84","2,682,780,249.15","557,549,165.66","901,596,623.64"
偿还债务支付的现金,"65,000,000.00","48,800,000.00","16,200,000.00","41,200,000.00","41,200,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","3,109,977.86","6,645,275.11","6,645,275.11","11,634,391.42",,"35,993,718.68","55,993,718.68","95,696,924.27",,"34,890,000.00","73,751,276.16","176,185,475.06","134,555,987.60","207,773,895.03","237,819,800.53","505,060,394.06","102,225,128.10","259,007,091.77","493,891,766.60","616,116,255.66","133,360,667.10","269,993,071.68","476,848,030.23","592,677,354.63","87,943,691.51","562,125,400.22","819,604,993.41","1,021,771,368.12","311,684,105.52","784,091,244.17"
经营活动产生的现金流量净额,"36,908,847.35","41,097,838.36","21,098,721.61","-16,089,961.16","50,211,656.77","-148,376,436.25","-126,777,873.52","-131,726,916.82","-53,145,683.05","-78,897,009.37","-79,492,955.34","-101,936,808.30","-74,052,137.30","-66,826,924.24","-22,433,706.84","-13,848,629.16","-63,461,465.97","-75,539,404.94","-101,955,858.83","-80,522,009.45","7,930,085.30","-63,008,721.34","-318,375.60","77,867,735.26","218,249,905.59","-110,663,609.69","-40,333,217.02","124,577,404.48","244,645,546.00","-58,756,371.78","2,026,607.28","158,419,521.32","125,767,939.22","-153,412,064.37","-30,911,506.46","-93,278,894.92","-182,995,035.29","-39,376,455.21","-7,222,123.28"
分配股利、利润或偿还利息支付的现金,"2,337,897.55","4,820,393.13","1,086,406.88","1,501,184.19","2,323,223.27","517,725.00","21,482,167.76","41,017,032.00","41,017,735.10",,"13,569,775.39","13,569,775.39","14,272,307.66",,"29,341,409.72","29,341,409.72","30,941,729.46","2,633,978.46","29,949,031.21","32,080,129.62","34,302,933.68",,"54,810,872.54","54,984,428.40","72,379,209.45","987,995.35","8,274,687.17","44,688,977.81","47,343,209.59","6,706,056.95","37,400,317.21","46,140,143.59","52,421,379.54","9,593,576.62","21,596,273.55","51,310,272.63","69,209,538.89","11,384,512.14","53,292,814.05"
收回投资收到的现金,,,,,,"58,620,000.00","61,800,000.00","61,800,000.00","425,271,800.00","3,180,000.00","6,940,000.00","6,940,000.00","107,440,000.00",,,,,"15,000,000.00","15,000,000.00","15,000,000.00","16,400,000.00",,,,"140,000,000.00",,"40,000,000.00","40,370,000.00","40,370,000.00",,,,"500,000.00",,"20,000,000.00","20,000,000.00",,,
支付其他与筹资活动有关的现金,"138,345.98","169,343.89","48,434.29","84,832.82","6,038,650.38",,"2,733,678.86","2,733,678.86","2,920,778.53",,,,"14,400,006.51",,"1,631,896.71","1,631,896.71",,,,,,"1,453,963.72","2,335,801.37","2,710,266.27",,"614,035.00",,,,,,,,,,,"147,200.00",,
