科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
其他应收款,"12,178,783.70","11,872,289.87","14,119,881.73","19,284,267.95","13,206,090.90","18,255,850.00","19,579,577.41","20,807,953.94","15,964,620.84","28,437,871.83","33,991,901.86","35,015,181.86","27,021,991.78","33,336,719.28","26,678,012.78","33,579,568.33","28,053,431.18","34,426,731.30","34,413,662.19","39,239,413.64","34,966,319.18","38,062,624.47","48,455,785.96","48,686,046.70","39,465,034.54","74,684,016.89","77,017,882.29","147,945,283.79","51,567,791.90","113,678,239.66","134,041,394.42","133,435,488.89","77,291,047.43","109,187,714.88","106,479,988.85","149,994,755.63","98,522,831.84"
应付职工薪酬,"2,007,031.21","8,757,003.67","5,417,077.14","6,238,779.91","9,180,421.35","3,121,856.41","10,336,631.23","10,499,644.50","6,472,535.97","1,377,685.24","1,481,469.79","4,728,192.48","6,232,129.30","1,135,396.11","972,463.34","5,828,579.69","7,394,770.47","2,851,614.95","9,373,540.20","12,037,658.98","15,355,688.67","5,629,032.36","8,998,114.98","13,181,071.81","19,712,934.80","11,381,769.99","14,688,804.76","20,021,667.66","37,642,237.28","17,795,855.40","21,451,573.11","21,641,086.39","48,304,105.30","20,793,618.05","35,176,908.33","46,578,578.30","70,997,737.48"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"8,028,612.49","5,843,760.09","8,877,046.62","9,540,887.10","15,250,928.83","18,149,525.47","17,637,984.09","17,486,391.21","28,756,954.34","38,550,607.62","21,259,094.57","24,946,432.88","30,003,136.59","49,587,378.95","17,492,771.66","18,765,043.65","25,433,858.95","34,835,887.48","24,043,491.88","30,144,718.28","27,029,508.97","35,531,393.03","35,297,600.06","36,999,872.69","38,050,286.36","56,487,183.31","48,237,523.71","63,566,730.53","79,846,810.92","83,822,065.20","85,801,352.98","89,699,128.95","100,955,757.17","126,894,843.36","108,681,728.68","107,227,189.89","116,611,624.04"
应收利息,,"253,293.36",,,"4,009,195.31","6,259,403.88","7,877,887.08","6,979,721.56","7,977,751.56","7,302,692.23","7,151,146.91","8,879,644.42","12,138,393.01","16,697,254.80","19,635,865.79","24,187,160.53","24,046,323.22","26,607,759.30","19,412,648.85","18,444,529.95","12,712,988.19","15,220,387.43","12,987,322.67","13,561,489.34",,,"466,555.56","74,750.00",,"500,000.00",,,"4,441,763.89","4,423,774.23","6,272,696.77","3,129,552.81","5,412,374.52"
应付利息,,,,,"39,825.00",,,,,,,,,,,,,,,,,,,,"329,000.00","1,144,662.02","1,245,664.08","2,011,031.98","1,200,871.80","1,061,535.39","2,425,525.25","1,600,760.67","4,576,996.62","10,849,535.85","14,951,485.76","17,975,316.70","15,000,930.59"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"3,024,000.00","17,678,665.50","40,842,032.70",,,,"25,998,037.50","25,998,037.50","18,112,303.75","17,956,503.75","68,927,775.00","51,619,200.00",,"146,160,000.00","31,833,394.00",,,,"11,080,800.00",,,,,,,,"40,145,471.80","30,812,163.35","5,919,125.67","5,919,125.67","37,876,932.82","12,157,250.00","3,638,000.00","2,686,000.00","62,392,695.67","39,147,052.75","4,296,800.00"
存货,"43,891,495.42","53,402,497.22","69,145,089.57","68,630,212.42","79,029,790.57","82,543,619.08","92,784,715.98","99,055,192.56","101,818,451.81","102,815,713.35","113,758,032.95","118,175,740.63","118,532,749.31","118,380,340.53","135,041,767.71","154,769,280.04","151,094,401.04","185,068,944.24","213,333,508.18","206,017,378.90","220,140,720.56","233,351,972.64","228,935,691.14","240,160,128.68","249,696,493.45","441,994,489.53","454,607,931.64","528,731,850.99","518,555,677.09","502,860,941.66","522,830,168.82","570,196,677.66","574,161,234.06","619,763,800.21","667,342,498.76","691,918,556.73","702,334,986.77"
其他应付款,"28,702,393.31","36,706,061.07","29,716,604.98","33,955,180.51","16,798,817.64","21,900,067.43","20,316,385.44","20,515,996.01","51,579,874.09","24,273,512.71","21,757,766.23","13,817,550.62","15,201,771.14","15,721,455.36","18,414,024.35","22,447,195.86","27,861,299.13","32,409,569.11","29,593,414.37","57,110,070.35","47,737,154.55","52,792,268.26","48,365,557.03","52,596,096.01","55,530,329.66","329,999,234.30","82,217,155.17","624,702,843.63","334,179,812.82","574,292,618.82","196,716,721.25","339,953,989.43","129,621,029.97","483,975,738.47","470,835,763.67","498,322,357.87","720,110,997.44"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,"18,393.10","5,512.50",,,,,"94,210,442.25","128,456,421.07","153,881,386.06","158,507,095.08","164,969,992.55","199,559,999.49","207,579,660.36"
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"983,214.00",,"143,014,430.00"
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,"22,050.00","7,029.79","74,343.34","165,801.64","17,796,591.46","19,352,445.76","15,397,696.37","13,131,247.21","19,220,718.28","22,393,725.22","18,859,803.31","23,261,412.51","46,844,592.45"
其他流动负债,,,,,"321,350.06","385,831.67","530,660.73","445,513.32",,,,,,,,"699,043.89",,,,,,,,,,,"500,647,260.28","507,878,371.39","512,725,000.00","518,752,500.00",,"601,050,000.00","606,400,000.00","612,117,522.15","616,659,433.96","694,838.03",
流动资产合计,"335,768,281.71","343,036,102.16","414,368,405.50","1,460,009,914.52","1,504,983,049.79","1,572,270,418.07","1,527,842,413.26","1,606,669,164.14","1,573,819,212.23","1,677,312,831.51","1,581,794,983.47","1,650,340,867.60","1,671,908,807.24","1,824,785,635.41","1,722,168,655.33","1,797,586,713.11","1,865,723,137.80","1,988,053,699.51","1,818,438,718.77","1,715,150,141.15","1,726,047,879.57","1,844,205,131.05","1,819,417,736.62","1,792,165,240.88","1,715,132,893.55","2,133,387,050.20","2,363,135,482.47","2,643,852,989.92","3,815,018,113.92","2,954,576,679.51","3,026,777,620.80","3,228,673,956.57","4,143,092,774.45","3,734,171,343.61","3,866,350,669.79","4,373,800,656.85","5,158,708,161.36"
流动负债合计,"64,341,757.00","93,712,446.20","152,541,132.20","102,081,421.81","94,911,168.11","76,795,133.79","97,781,524.98","104,506,293.06","150,197,615.84","130,548,779.39","162,488,432.03","154,293,941.00","91,262,645.58","274,218,412.34","129,138,728.37","118,701,045.63","120,204,527.81","140,433,647.21","161,455,882.45","230,062,232.83","218,309,668.68","248,169,369.22","228,097,239.12","251,795,105.76","517,211,899.14","1,183,483,518.46","1,571,044,576.06","2,175,763,908.23","2,002,681,004.73","1,815,128,724.38","1,648,252,545.27","2,358,475,611.20","2,035,406,163.33","2,241,591,239.82","2,412,548,685.02","2,613,133,112.53","3,216,702,765.78"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,"500,000.00","500,000.00","500,000.00","25,500,000.00","34,577,694.70","172,854,264.18","187,955,115.00","492,155,115.00","443,480,000.00","457,480,000.00","451,760,000.00","657,358,953.74","971,234,646.13"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,"310,000,000.00","310,000,000.00","394,500,000.00","769,500,000.00","749,000,000.00","729,000,000.00","688,500,000.00","668,500,000.00","904,935,398.00","1,192,046,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"594,750,000.00","595,199,999.99","595,650,000.00","601,006,333.33","1,191,750,000.00"
长期应收款,"30,000,000.00",,"3,333,400.00","3,333,400.00","4,283,500.00","5,491,900.00","10,392,585.44","9,611,507.29","57,381,197.41","7,731,738.59","6,280,571.34","8,602,136.04","5,248,837.29","4,695,402.16","3,532,010.35","2,673,862.03","3,450,474.87","2,542,354.01","2,649,435.27","3,401,290.31","2,494,879.09","1,800,578.61","1,453,131.79","2,636,878.40","7,679,905.20","7,521,337.45","16,638,407.27","22,228,387.55","28,898,009.90","62,617,764.50","147,998,949.67","159,038,120.39","148,668,296.21","134,908,177.80","118,142,074.42","108,146,166.30","87,130,860.56"
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"675,640.97",,,"29,599,916.12","31,024,022.39","29,068,185.14","28,633,305.18","32,876,655.89"
长期股权投资,,"10,622,622.24","10,644,741.32","10,712,687.20","10,887,691.02","10,922,617.27",,,,"49,207,067.09","50,753,905.95","51,953,414.21","52,753,732.80","53,712,211.86","55,024,246.75","56,496,053.35","94,353,923.60","4,000,000.00","120,799,638.43","4,201,905.90","4,145,206.54","4,145,206.54","3,854,167.63","3,298,589.72","160,056,086.24","161,836,686.81","206,558,567.30","244,182,476.69","268,630,087.21","318,334,890.95","319,463,543.45","458,482,632.92","560,398,670.21","558,306,313.94","582,884,007.01","582,474,589.94","794,161,654.98"
专项应付款,"3,250,000.00","4,300,000.00","4,300,000.00","4,300,000.00","4,300,000.00","9,500,000.00","9,500,000.00","9,500,000.00","8,850,000.00","10,850,000.00","9,000,000.00","9,940,000.00","9,111,500.00","10,511,500.00","10,511,500.00","10,511,500.00","11,511,500.00","12,361,500.00","12,777,500.00","12,777,500.00",,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,"18,106,325.34","17,924,712.48","17,743,099.62","17,561,486.76","17,379,873.90","17,198,261.04","17,016,648.18","16,835,035.32","41,327,292.06","66,891,398.64","66,239,221.46","65,587,044.29","64,554,836.51","100,910,626.90","99,972,153.36","99,033,679.84","98,095,206.30","99,909,290.26"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"70,478,859.42","96,413,638.10","102,149,398.02","102,729,162.03","105,627,532.94","106,780,371.95","114,088,459.16","159,520,300.27","176,807,915.23","177,430,313.30","250,807,768.76","241,975,741.68","287,998,680.97","296,653,223.67","384,654,317.22","390,774,147.86","383,854,574.21","406,243,126.70","400,517,957.65","401,979,790.00","489,617,862.35","486,340,605.83","493,886,842.83","503,334,489.82","522,711,149.44","705,461,349.55","710,181,531.95","797,586,773.16","898,781,050.76","879,729,885.83","891,196,613.56","966,276,479.06","1,105,587,444.84","1,094,305,566.68","1,125,736,525.56","1,133,440,744.72","1,132,666,090.76"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,432,089.19","57,090,286.82","46,646,709.19","45,641,912.31","44,636,972.71","46,988,360.39","64,744,552.86","61,665,343.90","71,129,199.52","80,803,603.51","87,737,631.21"
在建工程,"6,962,771.51","100,268,888.16","139,844,908.43","140,193,519.04","167,613,572.21","193,448,325.86","239,450,231.16","215,665,405.59","212,262,091.24","227,294,657.36","198,388,991.78","221,661,559.61","192,555,184.89","225,477,589.17","177,241,347.03","181,505,207.58","128,961,841.67","132,488,276.62","136,402,891.74","178,887,888.67","196,916,904.70","201,057,484.88","204,291,465.80","200,300,699.18","204,797,144.69","226,296,988.60","280,452,161.07","282,795,460.33","106,622,924.26","138,206,728.31","144,723,643.43","136,711,033.68","58,758,421.09","115,342,416.94","132,045,925.16","195,785,313.03","281,473,734.33"
其他非流动负债,,,"517,808.95","299,860.23",,,,,"1,407,368.42","1,572,039.45","1,336,710.48","1,101,381.51","923,325.27","679,814.49","436,303.71","336,542.93","62,053.11","28,966.32","26,192.14","13,745,370.25","15,507,547.91","15,507,547.91","15,219,214.59","22,432,047.93","20,128,303.04",,,"1,470,806.89",,,,,,,,"3,000,000.00",
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"3,250,000.00","4,300,000.00","4,817,808.95","4,599,860.23","4,300,000.00","9,500,000.00","9,500,000.00","9,500,000.00","10,257,368.42","12,422,039.45","10,336,710.48","11,041,381.51","10,034,825.27","11,191,314.49","10,947,803.71","10,848,042.93","11,573,553.11","12,390,466.32","12,803,692.14","26,522,870.25","15,507,547.91","15,507,547.91","15,219,214.59","22,432,047.93","20,128,303.04","19,584,662.70","53,335,369.79","378,706,560.38","388,600,987.37","472,686,820.24","845,221,228.45","827,542,586.23","1,451,716,997.28","1,411,075,565.35","1,399,522,090.51","1,653,162,772.92","2,546,768,671.27"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"195,264.45",,,,,,,
负债合计,"67,591,757.00","98,012,446.20","157,358,941.15","106,681,282.04","99,211,168.11","86,295,133.79","107,281,524.98","114,006,293.06","160,454,984.26","142,970,818.84","172,825,142.51","165,335,322.51","101,297,470.85","285,409,726.83","140,086,532.08","129,549,088.56","131,778,080.92","152,824,113.53","174,259,574.59","256,585,103.08","233,817,216.59","263,676,917.13","243,316,453.71","274,227,153.69","537,340,202.18","1,203,068,181.16","1,624,379,945.85","2,554,470,468.61","2,391,281,992.10","2,287,815,544.62","2,493,473,773.72","3,186,018,197.43","3,487,123,160.61","3,652,666,805.17","3,812,070,775.53","4,266,295,885.45","5,763,471,437.05"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"297,590,000.00","365,000,000.00","365,000,000.00","406,000,000.00","406,000,000.00","406,000,000.00","812,000,000.00","812,000,000.00","812,000,000.00","812,000,000.00","812,000,000.00","812,000,000.00","812,000,000.00","812,000,000.00","812,000,000.00","812,000,000.00","812,000,000.00","812,000,000.00","812,000,000.00","812,000,000.00","812,000,000.00","812,000,000.00","812,000,000.00","812,000,000.00","812,000,000.00","812,000,000.00","812,000,000.00","812,000,000.00","871,785,147.00","871,785,147.00","1,743,570,294.00","1,743,570,294.00","1,781,652,921.00","1,781,652,921.00","1,781,652,921.00","1,781,652,921.00","1,781,652,921.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"86,290,922.18","21,056,200.00","26,600,300.00","1,125,207,800.00","1,133,179,171.00","1,133,179,171.00","727,179,171.00","727,179,171.00","735,478,108.50","735,578,108.50","739,905,608.50","739,905,608.50","740,552,984.62","751,707,584.62","751,707,584.62","751,707,584.62","752,767,584.62","752,767,584.62","752,767,584.62","752,767,584.62","752,767,584.62","752,767,584.62","752,767,584.62","752,767,584.62","752,767,584.62","752,767,584.62","752,767,584.62","757,427,606.31","1,951,393,650.84","1,372,382,823.42","481,186,922.79","481,186,922.79","1,144,398,243.05","1,145,133,417.54","1,144,398,243.05","1,144,398,243.05","1,144,398,243.05"
无形资产,"8,045,300.79","6,176,075.64","5,446,559.75","4,936,463.33","4,563,445.25","4,319,702.99","3,962,609.85","3,566,723.82","3,957,544.73","3,803,408.29","3,346,361.72","3,144,625.76","3,596,099.21","3,449,349.37","10,191,371.74","10,142,862.61","10,531,341.32","19,641,709.31","31,272,502.03","51,480,799.14","80,921,181.12","79,102,073.36","79,112,523.36","76,448,925.48","121,652,024.74","374,830,930.48","363,675,399.90","420,654,757.26","455,760,639.60","452,010,997.14","482,312,930.38","497,874,739.44","531,943,900.03","1,281,221,030.53","1,334,314,477.06","1,310,036,855.35","1,312,688,959.57"
盈余公积,,"15,532,265.25","28,700,756.04","28,700,756.04","41,911,881.46","41,911,881.46","61,080,808.01","73,462,810.62","83,130,829.81","95,738,626.90","106,446,845.38","114,977,531.15","124,854,541.40","124,854,541.40","124,854,541.40","124,854,541.40","162,228,000.22","162,228,000.22","162,228,000.22","162,228,000.22","192,282,874.11","192,282,874.11","192,282,874.11","192,282,874.11","221,387,207.63","221,387,207.63","221,387,207.63","221,387,207.63","256,333,478.60","256,333,478.60","256,333,478.60","256,333,478.60","291,832,679.46","291,832,679.46","291,832,679.46","291,832,679.46","332,416,782.34"
开发支出,,"3,745,551.68","6,152,547.53","6,703,171.68","7,235,209.31","8,331,488.53","9,712,456.93","12,361,751.27","21,508,984.60","27,421,058.19","31,306,958.22","36,922,836.30","43,539,314.50","46,498,759.66","41,665,887.73","44,391,048.33","47,885,879.02","48,811,876.47","38,891,059.76","40,268,562.68","32,718,932.01","40,027,575.90","53,636,625.44","61,425,257.22","92,532,090.31","101,176,327.86","114,291,690.10","123,674,404.11","149,881,027.67","153,279,705.56","151,179,263.54","195,466,165.99","182,232,374.68","195,489,249.01","204,901,975.00","217,016,863.08","223,113,190.59"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,"48,281,830.04","48,281,830.04","48,281,830.04","48,281,830.04","48,281,830.04","56,188,580.42","56,188,580.42","179,495,735.42","179,495,735.42","179,495,735.42","179,495,735.42","179,495,735.42","179,495,735.42","179,495,735.42","181,466,591.80","198,080,981.19","241,156,543.08","264,087,751.03","603,047,042.69","556,582,115.22","556,582,115.22","556,582,115.22","556,582,115.22","719,887,035.61","1,059,336,007.37","1,091,672,602.43","1,849,266,907.33","1,798,817,981.05","1,798,817,981.05","1,798,817,981.05","2,027,270,748.68","2,068,567,362.95","2,074,789,724.57","2,113,768,065.48","2,119,459,249.17","2,163,004,749.20"
未分配利润,,"102,839,142.28","146,481,361.46","104,476,288.52","167,921,661.67","276,496,470.80","255,538,114.95","338,373,322.53","435,685,435.04","564,961,151.45","472,681,589.85","563,596,189.32","664,119,395.37","663,557,341.57","754,757,984.41","843,093,575.04","883,859,226.55","976,792,223.56","925,219,983.56","1,012,412,587.30","1,069,289,825.70","1,162,825,484.72","1,174,582,880.50","1,282,187,999.33","1,357,818,043.42","1,486,265,069.13","1,532,175,254.29","1,659,757,833.61","1,730,082,379.02","1,906,944,059.44","1,968,051,137.75","2,134,108,805.53","2,234,353,292.27","2,466,325,552.47","2,555,084,236.63","2,798,001,356.58","2,918,252,533.18"
长期待摊费用,,,,"383,627.76",,,,,,,,,"3,012,194.21",,"4,521,628.03","4,003,951.54","13,135,761.58","14,413,350.37","14,145,393.76","14,121,049.42","7,735,367.19","9,733,501.51","8,333,198.27","8,528,761.46","14,704,578.19","18,424,903.24","19,055,919.54","21,558,797.70","42,081,893.81","46,099,662.41","48,040,626.24","53,341,445.82","62,689,059.74","67,822,920.09","79,896,261.83","89,752,209.55","95,197,076.37"
少数股东权益,,"6,801,632.32","7,025,860.70","7,163,077.76","6,947,564.57","7,151,436.57",,,,,,,,,,"13,456,587.72","6,262,979.23","7,778,158.55","7,564,526.39","44,202,866.13","66,856,523.34","68,249,480.57","76,399,150.52","84,365,778.14","150,028,304.07","391,586,392.29","394,516,212.79","514,464,846.43","531,711,746.30","414,541,895.25","418,885,108.25","425,973,949.46","478,925,191.33","502,223,690.64","562,924,662.14","592,107,933.97","597,582,666.05"
递延所得税资产,"217,465.75","696,978.03","945,428.76","945,428.76","1,695,616.25","1,187,438.91","1,442,282.72","1,438,164.41","1,516,676.75","1,551,895.94","1,683,909.58","1,717,734.86","2,715,805.71","2,761,287.70","3,400,249.60","3,549,017.34","4,215,328.74","6,580,665.19","6,993,641.15","10,467,441.24","11,568,814.18","11,228,830.28","13,217,742.11","13,513,125.30","21,235,336.69","23,050,660.38","26,104,404.44","29,631,026.15","29,191,322.05","30,014,789.09","30,204,261.15","31,141,077.33","40,959,907.74","41,402,717.94","40,468,313.25","42,843,651.72","51,663,005.44"
外币报表折算价差,,,,,,,,,,,,,,,"-1,511,193.31","-2,071,921.79","1,297,372.46","-458,479.22","159,320.21","916,095.19","1,233,623.41","1,622,809.05","1,412,829.25","-466,606.12",,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,"1,573,793.32","1,458,947.40","1,414,736.88","161,750,827.19","231,846,315.84","35,282,105.32","125,519,244.45","15,000,000.00","34,740,305.73","34,434,137.39","65,184,936.55","15,393,303.82","50,182,687.86","54,478,148.80","66,254,716.64","80,391,339.61","416,793,592.22"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"115,704,397.47","266,205,583.89","316,798,813.85","318,219,289.84","350,188,397.02","378,763,675.55","435,237,205.68","458,352,433.07","652,930,145.38","673,935,874.18","722,064,202.77","745,473,783.88","770,915,585.00","812,743,559.01","859,726,793.87","875,002,742.44","884,470,106.20","875,877,901.75","1,015,760,270.82","1,325,962,095.39","1,402,199,768.20","1,409,220,019.15","1,433,344,036.09","1,605,199,542.89","2,114,799,927.99","2,730,733,945.24","2,971,484,963.77","3,873,406,282.34","3,914,874,335.38","4,152,835,292.32","4,332,664,908.31","5,097,705,698.64","5,357,354,752.25","6,178,494,419.66","6,352,182,021.25","6,637,777,142.51","7,632,012,850.41"
所有者权益(或股东权益)合计,"383,880,922.18","511,229,239.85","573,808,278.20","1,671,547,922.32","1,755,960,278.70","1,864,738,959.83","1,855,798,093.96","1,951,015,304.15","2,066,294,373.35","2,208,277,886.85","2,131,034,043.73","2,230,479,328.97","2,341,526,921.39","2,352,119,467.59","2,441,808,917.12","2,543,040,366.99","2,618,415,163.08","2,711,107,487.73","2,659,939,415.00","2,784,527,133.46","2,894,430,431.18","2,989,748,233.07","3,009,445,319.00","3,123,137,630.08","3,292,592,619.36","3,661,052,814.28","3,710,240,500.39","3,962,788,803.65","5,338,610,457.20","4,819,596,427.21","4,865,968,755.39","5,140,361,457.78","6,013,324,366.09","6,259,998,958.10","6,406,461,915.51","6,745,281,913.91","7,027,249,574.72"
资产总计,"451,472,679.18","609,241,686.05","731,167,219.35","1,778,229,204.36","1,855,171,446.81","1,951,034,093.62","1,963,079,618.94","2,065,021,597.21","2,226,749,357.61","2,351,248,705.69","2,303,859,186.24","2,395,814,651.48","2,442,824,392.24","2,637,529,194.42","2,581,895,449.20","2,672,589,455.55","2,750,193,244.00","2,863,931,601.26","2,834,198,989.59","3,041,112,236.54","3,128,247,647.77","3,253,425,150.20","3,252,761,772.71","3,397,364,783.77","3,829,932,821.54","4,864,120,995.44","5,334,620,446.24","6,517,259,272.26","7,729,892,449.30","7,107,411,971.83","7,359,442,529.11","8,326,379,655.21","9,500,447,526.70","9,912,665,763.27","10,218,532,691.04","11,011,577,799.36","12,790,721,011.77"
