科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,836.71,"24,280,859.04","24,121,695.41","40,289,050.95","43,591,854.81","34,767,936.08","40,706,399.92","70,769,055.63","99,303,184.96","257,930,575.04","243,682,528.45","273,281,855.03","255,316,831.29","201,791,334.37","154,596,046.05","143,827,977.17","106,473,818.17","75,921,908.76","73,136,904.35","177,579,567.64","110,866,679.51","54,435,676.86","66,519,006.81","146,763,128.46","146,652,317.92","65,787,585.00","91,413,149.66","163,005,366.29","142,837,068.44","142,746,146.65","170,250,619.24","216,159,263.56","213,030,860.11","187,990,344.69","189,943,016.00","235,272,410.45","194,258,362.90","200,786,217.15","173,183,354.22","238,212,588.67","67,801,787.84","134,017,162.52","237,070,108.89","292,871,660.83","198,166,884.45","210,327,825.90"
短期借款,,,,,,,,,"24,000,000.00",,,,,"28,000,000.00",,,,"47,450,000.00","47,450,000.00","47,450,000.00","20,000,000.00","40,000,000.00","40,000,000.00",,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,"21,680.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,"100,000.00",,,,,,,"500,000.00",,,"418,324.71","200,000.00","76,501.61","492,865.63",,"100,000.00","42,017.76","83,184.74",,,,"314,946.26","107,447.86","208,026.84","164,940.07",,,,,"252,273.14",,,,"65,000.00",,,,,"200,000.00","100,000.00",,,"200,000.00"
应付票据,,"18,036,300.00","13,316,250.00","22,673,650.00","21,823,600.00","26,277,632.00","30,555,285.00","29,822,133.00","33,071,353.00","42,480,752.00","58,381,646.30","64,912,678.30","75,905,916.10","73,841,573.50","61,893,541.45","77,977,837.53","74,376,355.96","33,466,287.00","42,926,900.00","53,547,598.00","34,080,648.00","23,607,643.00","12,231,579.00","32,742,797.00","52,116,932.00","41,689,452.00","41,090,280.00","37,110,700.00","23,857,700.00","27,836,092.00","27,354,482.00","29,908,890.00","38,532,400.00","29,240,300.00","27,422,800.00","31,309,900.00","24,386,150.00","33,750,418.00","46,536,995.52","48,550,901.52","43,994,074.00","43,840,863.48","41,242,443.48","56,946,530.26","68,895,342.72","42,910,210.46"
应收账款,,"20,378,601.69","20,806,621.94","37,158,393.39","28,990,226.68","44,161,884.48","44,992,672.41","29,515,904.02","27,957,819.01","45,519,801.78","59,780,222.58","27,471,705.16","27,194,598.87","29,193,077.93","33,266,521.58","25,177,432.36","26,325,836.27","22,783,580.66","24,940,101.86","54,770,708.31","42,738,358.49","23,302,519.04","58,193,797.40","96,299,477.04","82,688,919.53","90,320,688.11","90,013,653.97","71,304,662.20","64,014,932.56","55,420,612.50","52,934,281.08","61,058,975.64","46,968,812.28","41,834,901.02","39,993,855.21","46,108,378.36","47,242,638.98","37,850,081.78","45,895,609.02","45,458,404.05","38,993,973.82","36,995,975.15","75,980,911.89","61,212,115.90","46,653,333.52","59,714,402.62"
应付账款,,"16,240,122.12","18,529,666.75","22,523,591.38","12,128,061.40","18,758,303.19","21,412,748.94","23,618,784.36","49,407,638.11","35,957,329.46","59,888,374.12","60,860,380.03","37,230,249.45","46,266,678.09","79,568,456.99","76,552,187.90","51,887,367.44","35,101,019.17","69,157,210.90","106,036,970.68","60,265,542.88","38,768,275.76","79,719,323.55","110,607,606.40","77,370,123.38","88,773,842.26","114,464,862.25","81,115,748.57","64,508,429.98","64,970,841.56","75,596,117.23","85,156,715.64","60,615,315.04","49,808,485.30","50,756,257.13","57,483,032.25","51,076,086.30","47,592,441.39","50,666,537.28","63,882,299.46","53,382,538.73","49,721,684.47","69,172,665.82","97,497,369.33","66,939,404.17","63,424,842.02"
预付款项,,"6,545,525.56","5,229,484.91","2,279,644.30","7,358,776.73","11,419,326.58","12,570,436.09","3,574,915.57","10,590,889.66","31,193,390.84","33,085,345.07","15,424,415.10","31,841,568.73","115,986,772.52","61,176,085.15","31,587,978.76","40,495,824.44","70,468,325.46","62,496,521.93","14,854,257.56","18,460,120.53","90,270,280.64","43,245,479.92","14,288,679.01","30,583,755.83","83,018,517.55","83,964,374.41","17,896,409.80","16,388,246.70","28,454,903.48","28,385,798.23","8,323,119.30","7,551,244.30","24,062,284.63","28,638,616.07","4,721,530.38","4,672,079.56","12,714,275.42","18,634,496.26","5,868,832.95","9,295,314.35","22,522,444.75","16,090,713.13","6,979,912.49","15,597,805.14","56,397,264.44"
预收款项,,"8,028,002.62","9,522,517.73","5,423,179.44","13,459,613.90","6,173,218.91","11,337,862.08","13,186,699.32","12,976,598.44","9,270,246.56","14,745,045.05","26,338,244.37","32,027,685.67","44,428,629.32","57,468,073.07","15,295,275.23","16,164,959.36","20,432,058.13","33,513,775.10","14,331,928.08","17,067,580.92","34,828,338.16","11,045,526.99","9,962,822.09","12,243,227.13","27,604,057.86","13,817,754.29","7,768,562.00","5,671,045.12","14,706,058.75","17,147,483.84","9,333,733.46","7,987,545.66","7,847,465.74","10,350,137.00","7,797,971.66","7,120,014.60","10,637,096.48","8,356,267.25","6,091,648.69","8,629,440.21","12,338,687.32","6,766,998.12","8,294,702.93","6,594,753.92","13,319,687.02"
