科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"314,286,718.04","412,340,361.65","404,831,780.17","1,347,496,531.06","1,520,940,909.05","1,800,023,069.72","1,420,122,432.89","1,203,478,136.41","1,337,221,195.62","1,442,047,142.27","1,731,394,134.86","1,672,813,853.76","1,874,558,298.85","1,738,760,936.41","1,232,774,446.48","1,526,142,358.81","1,752,897,023.88","2,460,221,534.85","2,067,840,667.69","2,048,835,890.69","2,023,822,388.00","904,998,678.52","1,058,421,569.81","1,403,330,727.94","1,200,052,870.30","1,447,056,971.71","1,098,624,890.75","1,258,972,220.35","1,117,581,608.35","1,357,088,607.38","1,868,796,128.68","1,991,803,129.99","1,369,605,482.94","1,076,805,285.98","1,642,469,581.23","1,620,339,056.13","1,484,360,317.81","1,525,024,727.87","1,925,348,806.56"
短期借款,"58,000,000.00","40,000,000.00",,,,,,,,,"10,000,000.00","10,000,000.00","50,000,000.00","80,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","90,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","200,000,000.00","295,000,000.00","222,000,000.00","260,000,000.00","655,000,000.00","900,000,000.00","933,000,000.00","1,010,000,000.00","1,010,000,000.00","585,000,000.00","280,000,000.00","180,000,000.00","280,000,000.00","430,000,000.00","271,773,940.35","235,161,604.00","292,954,762.37","789,541,912.80"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,"23,835,000.00","36,112,500.00","35,136,000.00","11,525,000.00","29,178,500.00",,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,"78,695,000.00","64,750,000.00","58,750,000.00","69,950,000.00","70,445,000.00","70,152,000.00","84,824,000.00","96,565,500.00","87,457,500.00","74,820,500.00","70,941,500.00","130,989,000.00","114,261,500.00","63,590,000.00","67,357,000.00","102,732,000.00","94,162,000.00","67,284,500.00","79,447,500.00","113,932,500.00","97,395,000.00","68,057,500.00","58,769,000.00","87,427,676.95","90,206,000.00","45,536,000.00","46,780,000.00","70,965,000.00","66,850,000.00","34,510,000.00","31,300,000.00","66,290,000.00","88,295,000.00","51,130,000.00","42,135,000.00","68,140,000.00","70,109,500.00","27,804,500.00","25,975,000.00"
应收账款,"36,758,751.54","22,207,486.85","10,779,111.23","24,036,285.30","15,174,266.07","10,264,205.89","10,002,031.09","19,712,725.29","15,421,252.53","16,777,120.82","21,805,465.40","20,007,299.32","17,306,835.54","10,530,311.17","18,250,204.40","31,728,991.58","26,842,185.70","21,109,200.55","15,439,333.50","12,682,883.66","11,912,027.98","14,626,689.83","4,763,024.85","7,235,864.25","3,522,263.49","10,641,810.31","7,800,275.96","9,398,564.73","6,118,815.16","14,491,845.25","6,213,538.73","8,046,921.68","9,551,069.83","8,074,986.41","9,391,733.47","57,110,086.22","82,519,998.47","77,077,621.06","97,744,607.23"
应付账款,"205,189,331.74","287,802,273.71","228,004,008.76","204,412,938.84","338,395,197.44","403,942,299.58","299,875,370.86","293,909,167.94","476,670,248.56","428,330,919.66","473,150,808.27","428,548,919.65","527,266,303.48","490,444,923.79","516,363,048.17","444,879,620.96","726,941,633.78","603,841,321.68","487,878,190.47","403,683,416.78","779,480,425.34","578,067,765.60","476,892,427.03","460,366,436.17","721,650,874.24","626,032,352.72","446,289,499.05","415,289,716.54","878,437,061.09","872,677,653.08","752,963,360.50","710,840,950.07","1,202,012,179.43","1,136,846,599.59","1,101,939,444.71","1,123,617,127.59","1,277,595,270.35","1,090,116,466.38","934,024,029.09"
预付款项,"122,310,469.62","49,124,036.44","47,987,679.68","61,016,004.58","35,576,442.42","53,132,896.39","135,380,774.06","244,424,133.58","431,785,984.33","362,977,219.96","208,025,661.62","210,883,666.05","78,051,874.60","70,881,724.73","75,196,772.22","105,620,723.58","147,612,427.83","173,905,337.60","230,491,179.81","329,515,586.50","519,222,145.79","921,217,529.12","1,025,606,682.42","1,197,248,046.86","72,439,976.77","230,574,784.74","170,991,836.59","208,185,167.53","265,121,734.34","304,861,276.73","59,412,272.91","84,326,920.87","48,255,392.53","69,316,611.26","292,019,243.41","104,625,650.54","72,040,918.70","95,526,948.66","104,306,309.73"
预收款项,"252,601,420.02","374,553,238.27","425,408,189.95","567,692,268.37","531,480,712.25","718,547,431.84","661,432,564.69","802,033,856.72","765,215,709.43","974,351,450.60","895,022,442.61","915,900,942.42","1,044,313,068.22","1,078,139,007.80","1,065,796,959.70","1,270,725,942.56","1,203,429,144.69","1,357,142,091.47","1,262,625,968.57","1,336,878,357.29","1,301,456,528.52","1,280,289,467.25","1,230,740,379.82","1,156,442,494.92","1,217,294,633.58","1,210,505,730.68","1,187,255,478.68","1,214,304,729.47","983,741,185.98","1,116,707,318.30","1,137,815,200.49","1,289,370,828.51","1,343,044,407.43","1,188,806,769.97","1,185,908,255.39","1,346,035,781.13","1,137,125,534.24","788,466,717.83","787,969,218.53"
