科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"73,868,414.28","129,892,354.85","150,363,772.18","242,161,687.34","143,781,882.35","290,423,137.64","240,930,584.89","271,708,727.86","566,943,162.66","614,310,477.28","646,910,616.69","830,055,588.25","648,156,016.15","705,762,683.59","578,400,142.19","534,418,695.36","528,671,205.69","446,585,257.08","456,840,184.52","463,775,328.93","449,179,326.12","653,189,645.56","894,505,651.12","797,724,311.37","650,753,968.54","903,972,985.55","842,640,896.69","977,171,814.20","812,653,140.95","567,270,884.70","980,137,188.41","808,963,376.68","606,851,635.14","482,997,421.84","680,694,809.40","945,739,975.77","1,681,836,953.16","2,128,458,135.68","2,717,238,442.31","2,869,755,216.85","2,616,228,627.31","2,259,441,557.08","2,474,901,711.24","2,477,028,815.21","2,453,857,323.12","2,147,138,565.07","2,428,047,410.08","3,389,234,357.72","3,260,838,968.03"
短期借款,"409,233,467.78","404,205,408.12","273,040,774.90","286,640,774.90","254,040,774.90","246,000,000.00","238,000,000.00","369,000,000.00","324,000,000.00","292,000,000.00","249,000,000.00","200,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","10,000,000.00","500,000,000.00","550,096,450.00","557,695,212.00","601,495,212.00","540,000,000.00","660,000,000.00","660,000,000.00","360,000,000.00","120,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","180,000,000.00","140,000,000.00","250,000,000.00","100,000,000.00","30,000,000.00","88,000,000.00","88,000,000.00","8,000,000.00",,,,,,,,,,,,,
交易性金融资产,"22,662,096.50","23,959,456.47","20,893,853.11","5,192,690.52","4,328,745.39","3,371,423.89","2,550,415.01","2,670,729.47","3,381,271.91","4,018,124.69","3,657,594.89","232,200.00","267,300.00","272,100.00","272,100.00","272,100.00","272,100.00","272,100.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,"300,000.00","300,000.00",,,"200,000.00","200,000.00","300,000.00","300,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"74,125,299.18","73,251,691.33","71,114,818.90","66,415,218.51","69,079,933.10","65,736,968.76","68,837,886.18","68,605,911.80","68,698,176.96","74,146,219.12","74,818,686.53","66,938,998.94","68,650,121.06","71,102,235.73","73,367,472.85","67,935,785.29","75,347,965.47","76,828,194.74","77,848,992.52","70,531,339.78","74,424,068.05","87,869,971.92","81,724,927.45","20,584,008.68","80,402,598.04","83,326,211.14","86,616,169.36","22,208,022.21","27,803,524.05","28,838,591.38","29,302,653.48","26,585,132.12","38,471,654.21","40,331,332.76","43,029,628.94","38,772,146.41","35,756,034.81","40,962,133.32","44,763,793.07","31,564,219.86","35,535,383.61","40,558,549.40","45,864,363.96","46,272,600.86","51,644,714.05","67,064,515.20","88,089,246.66","64,231,267.94","79,973,193.40"
应付账款,"194,967,724.02","174,986,089.30","163,839,914.65","78,261,460.46","62,137,031.10","61,943,263.93","60,709,282.15","137,040,777.65","114,688,841.44","115,958,638.00","110,280,654.79","112,470,139.39","92,529,260.89","139,948,109.34","151,311,687.11","105,465,038.93","94,738,800.87","97,684,187.85","93,841,620.32","187,083,147.42","179,186,407.52","175,845,270.52","172,015,698.95","298,525,752.32","291,526,211.56","270,583,152.07","254,342,305.98","265,697,047.64","236,748,987.85","235,637,274.77","227,367,133.95","175,347,021.19","149,966,620.38","140,537,143.91","173,185,350.75","191,524,938.54","178,540,466.51","183,713,716.76","183,259,011.22","419,926,139.39","357,249,410.81","353,291,549.78","441,094,299.31","491,963,303.62","437,656,848.86","432,104,006.55",,"398,429,855.96",
预付款项,"1,490,105.01","2,549,233.58","3,491,066.68","68,288,274.02","10,621,506.99","13,762,381.74","17,310,325.31","2,305,629.53","6,151,143.72","2,106,665.21","16,059,850.88","46,862,874.11","234,877,737.99","61,566,126.82","287,481,116.15","49,360,431.87","391,278,337.28","391,083,162.72","395,473,073.04","474,354,748.39","487,433,587.51","513,852,637.52","715,666,958.85","64,714,990.11","27,036,496.12","19,649,514.13","51,993,679.82","35,904,799.33","38,427,463.73","55,962,806.45","32,810,753.10","25,989,832.24","41,558,900.88","33,968,177.26","34,207,546.97","28,415,733.43","108,453,534.21","193,415,543.75","216,593,583.78","120,532,275.38","100,700,700.46","104,188,676.90","27,775,804.00","28,149,956.60","28,386,207.66","33,041,588.11","42,552,532.47","35,913,164.32","40,306,062.36"
预收款项,"23,855,716.85","24,282,156.87","43,665,451.44","135,947,584.01","156,448,016.33","226,896,160.07","294,311,524.70","67,150,023.78","270,469,557.02","382,617,130.29","459,068,614.08","745,527,226.22","979,788,873.63","708,793,267.09","817,792,165.86","878,660,737.46","34,766,758.80","28,734,267.71","32,901,735.73","208,655,909.41","519,252,897.14","729,056,567.31","979,075,004.46","678,075,291.01","147,707,818.55","41,284,037.14","58,043,576.34","141,082,677.48","150,089,069.75","92,322,222.63","124,675,390.96","28,756,337.08","48,414,575.43","121,945,329.53","262,106,765.42","652,369,778.20","1,750,819,898.23","2,606,286,303.68","3,350,814,047.99","2,231,321,227.65","1,509,870,526.11","1,517,598,186.69","611,457,740.27","516,984,711.11","131,168,812.43","192,254,264.83","524,845,793.05","265,338,215.34","332,463,520.29"
