科目,2007-12-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"52,816,810.79","26,718,869.42","202,059,414.72","113,113,137.90","147,478,475.42","183,870,403.15","133,480,167.18","158,528,819.87","131,038,516.63","205,584,727.94","190,636,806.48","778,906,261.55","530,847,803.12","374,042,338.24","573,052,635.15","358,639,171.13","308,060,144.73","379,798,026.32","340,935,635.53","416,874,983.70","335,559,388.35","526,115,158.96","387,889,301.38","414,072,718.95","399,718,701.75","404,395,937.40","642,439,273.58","969,218,480.55","755,542,688.51","503,296,981.30","834,509,070.23","624,214,968.32","539,727,106.12","1,062,303,992.01","1,215,661,820.46","1,611,155,281.10","1,298,211,290.38","1,327,981,108.00","3,217,528,824.13","2,423,169,504.29","1,373,004,452.26","2,429,037,131.00"
短期借款,"39,000,000.00","74,000,000.00","126,000,000.00","93,000,000.00","168,000,000.00","168,000,000.00","193,000,000.00","292,500,000.00","431,500,000.00","619,500,000.00","704,500,000.00","814,500,000.00","894,500,000.00","899,500,000.00","1,025,230,000.00","860,230,000.00","1,168,730,000.00","1,038,730,000.00","810,530,000.00","757,529,198.90","870,530,000.00","1,000,530,000.00","958,330,000.00","993,330,000.00","1,095,000,000.00","1,277,810,000.00","422,150,000.00","560,195,426.93","530,195,426.93","529,589,741.79","1,050,419,325.10","622,816,164.23","559,909,100.60","1,450,453,421.48","1,253,302,350.68","1,062,840,844.84","1,155,291,304.34","2,013,494,052.16","2,363,818,217.44","1,326,651,564.54","1,451,205,124.61","2,554,628,014.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67,380.00","67,380.00","24,420.00",,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,600.00","1,216,860.00","1,960,680.00","1,951,500.00",,,,,,,
应收票据,,,"400,000.00",,,"350,000.00","2,282,248.00","788,940.00","771,107.95","1,000,000.00","830,972.00","7,568,031.21","1,977,545.00","27,273,601.44","11,513,500.00","16,236,912.00","6,567,900.00","8,314,812.00","16,840,749.00","34,585,910.16","15,733,266.80","44,295,740.25","77,625,412.38","58,447,611.91","65,993,538.21","128,750,365.43","169,398,185.38","256,643,613.74","310,875,217.45","353,088,865.82","307,209,366.50","368,953,305.60","301,092,455.81","284,442,951.65","262,398,087.64","368,145,411.76","320,359,629.62","280,843,272.11","231,738,482.46","376,784,033.09","405,249,115.86","343,521,062.21"
应付票据,"32,000,000.00","35,000,000.00","28,100,000.00","12,000,000.00","72,310,000.00","129,109,640.60","57,800,000.00","44,821,800.00","32,154,791.00","75,630,391.00","67,359,000.00","61,009,000.00","54,459,000.00","59,852,375.00","24,637,375.00","43,797,752.75","21,700,000.00","50,594,777.75","127,392,718.91","103,451,543.32","130,727,072.40","210,892,583.74","192,750,230.45","95,086,018.70","147,265,626.61","101,781,077.83","109,346,102.04","129,140,836.63","71,233,603.42","90,168,655.25","111,391,047.77","110,361,096.59","164,252,729.88","414,574,066.76","343,653,079.54","297,638,134.90","88,131,741.70","104,616,390.87","279,342,080.46","203,174,481.15","28,461,560.14","625,815,344.05"
应收账款,"88,773,222.18","168,819,562.97","172,106,540.37","225,597,630.12","216,903,074.12","240,183,584.16","239,838,769.82","298,097,459.63","308,030,917.53","535,441,425.63","530,048,654.47","537,309,004.25","604,408,017.14","715,516,828.14","752,429,070.98","722,174,212.05","760,490,224.55","782,326,664.76","872,841,034.00","897,009,960.16","736,317,054.66","1,027,052,681.09","1,121,735,403.00","1,218,979,544.71","1,199,717,400.98","1,480,022,791.87","1,526,500,145.41","1,542,413,536.94","1,203,366,871.42","1,612,189,929.24","1,847,385,402.39","2,082,081,140.56","1,880,259,935.30","2,584,081,537.58","2,984,679,444.05","2,883,103,322.95","2,635,836,476.97","3,918,501,551.26","4,427,308,264.85","4,281,922,598.71","3,882,998,737.78","5,172,756,062.52"
应付账款,"10,654,356.52","47,203,831.78","30,792,480.67","31,151,635.13","37,087,426.49","52,723,621.72","49,616,567.15","39,666,305.59","35,125,740.85","79,569,120.00","49,579,388.19","58,437,406.12","68,596,348.07","91,595,757.58","89,935,010.04","109,122,592.06","148,153,249.92","121,431,198.06","119,704,769.20","170,325,920.56","136,625,593.22","239,619,450.56","209,507,476.24","209,840,253.60","290,809,179.99","363,974,062.24","329,717,660.45","271,766,098.22","197,087,698.46","346,838,451.10","349,790,265.54","368,196,388.72","386,224,856.10","533,669,815.20","519,868,244.41","547,668,080.01","483,201,956.54","793,260,670.11","797,689,130.11","901,040,263.12","781,063,422.98","1,360,569,378.89"
预付款项,"23,393,329.62","46,160,072.57","42,685,459.85","51,257,026.38","72,640,827.59","66,627,380.47","66,757,156.39","80,486,770.55","143,684,376.00","119,622,324.48","136,864,737.15","135,549,133.18","222,526,922.69","226,467,901.02","164,625,683.11","166,520,203.36","154,152,044.39","199,802,243.74","258,471,245.22","87,711,096.32","163,899,336.97","79,256,530.30","156,046,450.26","159,658,464.55","155,791,513.57","181,293,988.29","252,696,773.01","74,418,485.69","95,821,293.04","154,765,089.03","130,794,811.44","70,341,530.59","232,303,441.43","158,125,562.12","180,688,549.57","132,053,144.27","265,285,137.02","262,542,660.28","369,195,192.84","293,151,552.24","482,531,451.97","493,535,725.31"
预收款项,"55,788,331.57","76,059,200.10","63,292,885.21","37,480,766.87","52,710,014.17","70,541,456.87","85,354,905.18","76,525,514.73","112,056,569.33","87,740,470.47","91,952,600.30","133,475,734.99","134,011,177.27","111,936,816.89","151,135,832.10","116,200,872.66","141,504,013.34","118,558,769.78","126,831,766.10","194,537,700.87","194,080,682.68","200,723,381.09","199,991,655.09","212,598,954.45","293,563,722.00","231,416,773.61","204,833,128.53","215,644,069.97","270,744,745.26","258,361,084.28","330,401,768.34","288,266,569.22","340,523,599.36","354,484,950.49","433,576,636.12","370,156,986.85","423,918,467.80","432,472,429.84","539,010,327.08","598,381,583.47","599,707,467.82","597,131,784.10"
其他应收款,"24,774,640.11","41,302,981.32","46,879,631.99","42,138,871.23","53,616,356.40","64,668,593.58","88,925,503.10","43,606,167.69","68,048,411.25","46,762,475.72","75,256,480.87","50,338,486.29","60,330,584.22","67,611,521.76","64,952,906.38","46,118,978.61","56,689,118.45","54,660,174.64","59,635,812.37","39,334,621.06","46,441,165.78","58,599,932.73","74,629,217.84","56,487,897.20","85,598,487.67","80,082,176.11","103,955,980.81","72,416,865.68","86,926,536.29","99,462,174.66","100,813,164.41","120,651,947.51","141,328,158.49","186,721,495.70","171,603,813.16","303,460,923.17","245,909,816.07","187,156,745.16","321,032,097.11","144,141,477.39","777,855,663.65","647,095,294.85"
应付职工薪酬,"2,119,505.64","2,714,612.08","2,060,883.02","2,174,634.13","1,799,069.39","3,327,279.93","3,792,494.28","3,241,013.68","3,406,430.07","5,121,923.92","2,272,105.22","6,260,204.69","2,369,736.48","4,273,157.16","3,804,769.12","6,259,670.28","4,413,276.06","7,262,454.65","11,588,495.66","6,900,175.73","5,162,685.37","11,343,777.42","36,529,555.54","8,312,169.58","14,184,386.98","12,719,592.37","12,884,005.97","23,008,288.46","13,139,810.97","14,155,311.37","12,664,113.20","28,950,167.31","13,025,487.55","17,751,112.52","19,784,904.39","33,537,733.70","21,785,135.60","22,595,701.26","21,446,719.07","52,653,278.92","39,356,204.86","37,203,789.70"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"24,484,875.36","28,520,605.13","36,284,060.86","30,000,583.53","19,612,203.28","34,054,348.22","44,866,842.63","38,430,244.68","37,866,175.44","45,070,383.52","54,052,522.00","53,202,984.88","1,254,755.94","38,002,957.70","50,816,148.81","39,687,292.69","-11,378,791.51","39,211,395.93","65,569,204.55","82,659,968.96","42,465,054.57","93,910,363.67","127,082,476.32","170,610,164.62","101,400,787.90","154,125,796.74","146,620,922.00","164,000,214.62","74,507,285.58","130,094,105.25","129,702,227.44","137,434,222.00","125,453,389.14","198,357,054.29","271,712,781.41","218,488,045.38","187,849,812.02","207,835,468.57","275,776,696.05","305,915,610.43","170,542,260.48","253,781,504.73"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,645.37","3,645.37","3,645.37"
应付利息,"120,914.75","1,528,988.50",,,,,,,,,,,,,,,"210,466.67",,,"5,025,000.00","7,537,500.00","10,050,000.00",,,,,,"7,879,258.80","6,889,370.89","6,715,022.70","6,132,904.65","6,825,171.82","6,752,405.37","6,151,099.80","6,151,099.80","1,368,742.15","899,813.94","293,016.81","1,774,729.02","2,879,846.27","3,512,114.85","7,728,552.24"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"3,708,750.00","3,708,750.00",,"603,871.04","603,871.04","603,871.04","603,871.04","603,871.04","24,345,871.04","735,229.82","662,451.05",,,,,,,"34,352,000.00",,,,,,,,"3,263,200.00","2,579,279.23","2,384,400.00","2,384,400.00","4,908,400.00","3,435,716.66","3,062,900.00","3,062,900.00","4,788,414.25","4,788,414.25","2,217,000.00","2,217,000.00","1,906,650.00","1,906,650.00","39,800.00","39,800.00","39,800.00"
存货,"109,815,532.24","138,564,002.42","158,569,055.06","94,230,436.85","194,641,295.55","210,087,934.92","214,607,868.11","234,076,829.85","304,642,976.49","321,999,392.46","385,713,681.07","412,338,301.81","528,237,016.18","510,783,906.37","490,056,482.31","548,771,100.57","758,075,437.36","606,623,609.68","521,073,989.19","517,302,321.16","700,007,615.04","638,584,366.02","610,451,315.86","489,872,144.64","751,147,289.11","671,277,543.70","693,798,101.98","626,187,297.68","805,652,071.63","821,782,585.72","860,465,687.62","636,284,084.70","725,180,473.43","1,179,454,005.70","1,311,359,369.34","712,354,916.16","928,609,493.77","1,104,995,060.34","1,268,825,857.47","1,508,681,179.94","1,559,090,474.54","1,804,717,452.44"
其他应付款,"5,530,434.37","42,800,215.32","16,378,007.33","14,774,042.02","20,975,195.88","10,774,058.05","9,832,214.57","20,469,211.41","14,073,032.06","20,893,604.33","25,523,724.61","36,443,448.97","53,762,167.56","37,907,157.37","50,490,440.92","51,809,717.20","9,982,118.26","55,929,655.76","55,783,731.87","83,582,191.13","79,709,728.28","102,944,355.89","124,593,674.09","115,604,570.87","123,845,715.41","148,174,173.46","144,175,614.12","198,258,456.26","173,025,037.73","218,880,641.47","250,856,281.28","385,980,178.56","433,431,352.58","591,422,106.25","1,172,333,694.15","1,273,284,742.49","1,225,278,224.10","1,429,816,129.38","1,401,825,486.89","1,502,288,199.95","1,344,242,483.23","1,422,105,883.68"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"11,500,000.00","12,500,000.00","12,500,000.00","2,500,000.00",,,,,,,,"849,729.72","849,729.72","849,729.72","849,729.72","849,729.75","637,297.32","424,864.89","212,432.46",,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,"10,000,000.00",,,,,,,,,,,,,,,,"20,760,080.71","21,958,986.93","29,306,141.50","22,894,802.35","31,963,923.78","47,260,024.83","25,285,734.28","7,964,564.86","29,854,682.94","29,797,309.27","50,938,132.09","49,018,997.01","41,385,162.18","72,190,061.34","72,834,517.54","61,089,895.63","44,346,959.36","64,899,268.27","102,860,559.23","138,301,427.78","302,777,595.38","322,333,699.59","309,524,694.28"
其他流动负债,,,"3,897,107.70",,,,,,,,,,,,,,,,,"150,000,000.00","150,000,000.00","150,000,000.00",,,,,,,,,,,,,,,,,,,,
流动资产合计,"299,573,534.94","421,565,488.70","622,700,101.99","536,337,102.48","685,280,029.08","765,787,896.28","745,891,712.60","815,584,987.59","956,216,305.85","1,230,410,346.23","1,319,351,332.04","1,922,009,218.29","1,948,327,888.35","1,921,696,096.97","2,056,630,277.93","1,858,460,577.72","2,044,034,869.48","2,031,525,531.14","2,069,798,465.31","2,013,578,973.27","2,019,916,814.53","2,403,210,550.85","2,451,271,903.07","2,429,482,305.74","2,705,226,956.12","2,971,108,537.08","3,396,753,025.03","3,571,220,343.22","3,288,049,367.61","3,595,548,177.86","4,130,196,499.60","3,943,912,139.46","3,892,081,631.92","5,527,964,062.30","6,187,480,979.85","6,054,619,958.77","5,759,111,112.10","7,184,880,956.38","9,973,930,146.64","9,330,631,586.41","8,803,067,241.02","11,200,191,067.98"
流动负债合计,"184,907,168.21","324,036,202.91","319,305,424.79","223,685,532.72","373,097,780.25","469,134,276.43","444,866,894.85","516,257,961.13","690,528,609.79","934,261,123.06","995,901,791.37","1,164,178,509.37","1,209,802,915.04","1,243,917,951.42","1,396,899,305.71","1,227,957,627.39","1,483,951,630.06","1,466,495,116.82","1,317,613,118.75","1,554,011,699.47","1,616,838,316.52","2,020,013,912.37","1,848,785,067.73","1,805,382,131.82","2,066,069,418.89","2,293,264,676.25","1,372,306,712.34","1,572,277,049.89","1,339,207,379.24","1,599,711,413.21","2,244,793,649.98","1,951,920,458.45","2,033,852,680.58","3,573,612,721.04","4,027,122,704.75","3,807,200,310.32","3,588,573,456.04","5,006,290,509.00","5,682,590,036.12","4,893,024,627.85","4,418,130,438.97","6,859,004,051.39"
