科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"71,103,109.05","60,009,825.47","44,387,317.77","76,583,130.59","48,781,725.74","97,685,423.58","82,995,198.99","87,423,905.72","121,761,773.46","209,397,645.73","126,777,460.65","158,862,697.48","162,550,988.18","151,569,630.16","128,856,971.81","175,613,885.36","594,816,716.27","436,170,468.86","456,094,517.44","529,742,094.92","405,042,694.79","450,081,009.11","419,441,804.68","340,748,179.82","412,926,641.75","300,011,079.82","300,656,666.34","314,719,349.27","251,457,888.43","233,575,940.73","230,620,007.78","233,811,301.20","216,591,676.69","414,730,960.17","309,418,039.66","292,261,635.26","368,450,121.17","322,995,015.95","286,955,617.68","309,863,448.71","302,384,215.31","301,987,579.56","385,629,258.31","448,970,646.73","459,738,519.44"
短期借款,"42,390,795.00","49,000,000.00","69,000,000.00","69,000,000.00","114,107,565.73","123,500,000.00","103,500,000.00","73,500,000.00","29,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","90,000,000.00","100,000,000.00","90,000,000.00","97,865,247.40","95,043,855.34","109,077,852.76","104,566,985.18","149,173,682.83","149,173,682.83","105,462,739.29","159,173,682.83","134,614,805.20","143,367,609.11","128,352,485.08","278,152,485.08","347,971,926.60","362,475,926.60","325,967,665.83","424,619,441.52","431,650,325.50","402,057,954.68","640,346,065.45","456,077,024.87","588,831,273.62","453,176,626.14","326,424,646.67","372,398,291.91","648,883,189.03","674,162,033.67","1,061,554,131.11","1,031,424,245.84","661,342,777.62","1,062,383,731.25"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"8,263,996.05","3,682,000.00","3,001,352.00","5,552,128.55","1,510,621.53","1,551,651.92","945,125.04","40,730,449.73","35,692,522.48","74,912,520.75","38,129,814.96","43,885,410.44","30,367,474.19","30,399,090.22","21,531,107.63","32,029,753.38","2,042,192.51","5,111,552.61","93,320,283.01","33,655,602.76","63,449,500.00","43,293,704.76","22,391,435.30","84,502,161.97","98,687,152.97","101,745,403.29","100,761,034.17","37,152,757.10","47,703,883.96","62,323,938.58","1,037,659.02","4,360,850.60","8,327,585.32","15,753,639.71","3,022,743.42","51,226,475.80","38,109,813.78","9,249,557.41","4,818,720.45","225,510,125.81","103,552,673.41","4,203,000.00","10,603,660.88","400,338,638.21","315,023,307.41"
应付票据,"31,792,325.50","2,506,280.05","31,581,669.95","31,825,275.00","25,360,000.00","40,700,000.00","46,900,000.00",,"90,300,000.00","150,900,000.00","63,600,000.00","42,000,000.00","54,000,000.00","30,000,000.00","46,000,000.00","74,000,000.00","40,000,000.00","26,500,000.00","145,260,608.01","160,760,608.01","217,882,190.50","405,251,185.80","410,545,309.43","455,888,490.49","432,016,748.53","531,219,778.34","518,954,728.65","580,721,774.15","453,335,137.81","730,832,879.34","671,348,536.64","825,840,172.03","953,834,275.56","983,643,641.50","999,650,629.90","1,236,515,474.94","1,067,360,301.00","1,099,458,235.43","1,085,115,505.15","900,904,494.55","1,171,430,618.50","1,158,499,687.38","1,307,662,309.00","1,242,224,062.85","1,913,250,768.64"
应收账款,"100,559,840.55","129,688,388.36","137,990,367.47","152,902,501.56","196,048,018.21","198,706,179.12","185,459,373.37","130,116,775.52","149,358,557.90","128,290,337.40","136,782,038.13","122,144,747.28","125,225,980.95","139,353,027.88","135,163,778.70","145,939,195.75","179,412,253.24","258,543,361.04","200,054,775.19","205,952,552.54","208,557,598.84","273,563,981.55","286,571,573.01","382,070,853.14","292,560,150.96","421,757,655.32","377,746,033.58","644,863,139.31","542,384,237.40","647,941,984.18","686,879,588.33","910,946,191.13","792,299,010.70","902,430,000.65","984,239,282.47","1,307,970,518.53","1,199,631,913.82","1,242,310,621.11","1,354,449,875.06","1,756,363,128.65","1,744,990,841.11","2,087,147,142.14","2,147,251,474.69","2,241,185,692.49","2,575,396,425.12"
应付账款,"57,804,967.51","108,633,875.08","60,121,511.93","85,911,984.60","73,199,431.00","107,162,503.10","78,928,066.96","85,973,482.96","91,377,717.14","105,205,628.89","90,959,079.79","107,869,618.29","81,303,508.50","114,597,359.99","118,616,614.22","168,341,318.84","154,257,306.57","195,776,178.07","139,900,855.75","140,080,064.45","94,116,753.14","163,733,301.57","53,233,582.55","148,859,887.10","117,277,529.22","104,709,610.15","141,854,477.00","394,966,700.54","353,915,541.06","373,592,202.48","342,906,789.20","424,806,795.04","328,709,095.92","279,163,233.54","383,732,352.68","223,613,300.99","63,022,307.87","79,445,637.84","152,697,222.17","368,109,023.87","395,210,821.35","28,643,048.05","131,309,240.16","537,798,337.87","313,432,596.23"
预付款项,"25,854,638.63","36,077,228.63","26,281,393.63","42,024,454.30","42,415,104.18","15,015,780.94","14,597,955.14","6,274,708.28","5,276,862.80","31,819,857.81","23,374,345.34","41,244,745.27","38,916,500.63","40,502,080.41","24,114,131.43","95,072,047.10","81,655,657.72","70,676,710.20","73,557,751.58","111,732,200.15","167,961,469.01","262,890,466.50","233,442,589.77","238,374,739.93","189,272,274.12","223,721,538.19","239,250,103.72","288,436,684.89","305,779,552.54","341,754,701.12","400,861,824.21","332,960,401.44","358,481,200.14","394,686,027.03","390,330,218.76","418,435,310.69","392,160,827.83","415,669,779.08","390,277,611.28","438,239,231.03","568,471,464.41","588,041,149.68","576,097,419.17","492,839,290.30","568,995,149.02"
预收款项,"1,823,645.78","11,823,645.78","12,953,348.86","20,344,725.88","15,527,093.74","10,769,132.04","12,263,781.97","4,358,114.66","6,097,858.41","10,693,390.39","7,332,579.28","7,446,806.83","7,699,259.32","7,732,717.57","8,639,278.29","55,029,597.81","47,643,909.94","31,094,650.65","21,425,340.80","30,740,521.93","8,744,957.48","6,786,064.60","19,930,070.43","30,405,564.33","18,928,952.04","28,545,368.21","63,888,637.73","32,358,057.83","38,963,390.15","57,121,457.51","36,138,124.39","121,144,087.40","116,682,459.95","129,289,444.83","144,257,721.14","158,325,207.58","39,087,449.07","15,294,258.53","129,966,037.78","189,913,984.90","182,681,321.22","117,406,223.44","83,388,808.40","116,518,663.02","105,133,823.74"
其他应收款,"3,234,554.70","3,558,355.96","3,313,543.97","3,595,977.44","3,429,904.64","4,470,172.03","3,061,798.09","1,480,578.21","1,734,324.23","2,088,286.93","1,469,174.45","2,049,100.92","1,303,697.53","2,137,297.41","2,453,483.96","1,194,876.73","2,141,560.06","3,682,914.28","6,291,016.58","6,184,991.98","6,454,438.07","9,734,723.13","11,121,479.33","4,483,047.87","7,209,162.53","5,400,345.06","7,669,610.83","18,390,963.82","20,039,715.50","24,089,980.42","39,337,110.94","41,198,742.43","47,454,009.49","29,893,142.17","17,497,278.98","47,112,646.26","41,675,894.24","49,162,838.54","44,895,760.92","34,115,813.52","45,250,373.58","25,308,656.79","28,641,471.15","23,730,120.49","32,188,489.01"
应付职工薪酬,"920,330.56","5,173,346.09","4,873,095.53","6,240,663.33","3,899,734.89","2,914,122.45","5,697,776.82","6,302,181.02","3,231,409.08","4,722,257.37","4,563,716.80","6,753,783.38","3,148,345.71","3,427,423.98","3,397,079.91","6,509,200.51","1,649,200.84","1,810,490.98","2,544,553.52","7,796,478.71","420,520.92","963,773.33","485,774.17","6,886,267.65","385,350.60","1,573,014.45","1,637,809.19","7,362,509.33","1,089,621.20","1,369,940.60","1,319,402.80","8,688,749.26","5,111,192.36","5,109,656.22","5,099,639.94","11,982,444.30","4,057,813.53","8,047,193.18","8,695,733.20","12,584,730.46","3,853,428.96","7,022,463.30","9,974,545.32","19,659,758.55","5,492,176.22"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"6,178,670.80","4,561,732.68","5,545,378.98","7,287,326.43","7,479,780.73","1,169,636.40","779,623.88","8,697,294.59","4,966,582.57","2,124,135.51","9,014,135.93","10,216,602.13","735,451.14","5,270,129.75","7,609,966.99","7,909,005.08","3,447,953.73","1,287,694.26","3,272,833.38","1,612,716.91","5,759,125.36","-5,091,066.18","-9,721,162.40","3,489,686.63","694,597.78","-2,571,680.23","-4,954,540.53","17,218,263.65","-566,402.69","-8,561,670.52","-684,949.26","17,157,618.76","-3,741,572.65","14,205,835.12","6,945,757.87","51,410,738.77","6,687,954.29","786,039.56","11,606,564.71","135,633,469.43","60,051,692.90","12,350,819.07","57,614.43","83,182,403.78","25,757,021.61"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,"107,879.50","107,879.50","64,410.30","63,720.00","96,243.75","131,422.50","165,937.50","165,863.33","131,431.63","157,217.50","331,573.21","132,890.86","307,439.02","299,608.49","241,026.24","175,083.50","213,512.60","245,155.02","126,155.02","908,343.92","4,115,809.70","432,592.99","3,538,376.73","6,277,160.05","11,358,966.05","4,565,427.45","6,574,786.36","5,243,122.71","9,461,833.93","10,318,860.35","1,908,332.67","957,796.04","1,900,875.17","2,723,324.37","4,970,414.53","6,472,008.25","11,206,532.00","15,881,069.66"
应收股利,,,,,"64,000.00",,,,,,,"40,800.00",,"1,507,066.66","40,400.00","604,198.84","604,198.84","604,198.84",,"148,209.20","148,209.20",,,,,"44,735.20","44,735.20",,,,"35,896.00",,,"40,832.00",,,,"21,000,000.00","21,000,000.00","11,000,000.00",,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,"8,903,271.76",,,,"8,903,271.76",,,,,,,,"10,458,885.42",,,,"10,458,885.42",,,
存货,"127,214,965.16","140,100,050.80","146,130,877.89","127,455,184.23","143,169,018.71","161,610,376.45","157,859,890.65","111,616,009.11","113,630,295.55","94,216,907.26","102,057,276.86","82,380,955.50","92,387,508.49","112,692,364.07","155,494,235.28","150,892,006.82","178,607,891.56","253,186,010.73","213,665,866.13","203,098,273.50","220,657,974.54","222,411,964.95","207,887,462.74","241,077,676.48","242,273,576.36","249,609,937.76","281,953,185.89","307,858,057.13","292,837,337.45","421,148,831.20","381,771,579.93","582,464,484.57","662,702,166.03","618,789,725.67","625,195,178.85","533,673,624.37","596,563,943.17","563,462,019.51","680,553,352.61","502,899,355.26","740,721,629.44","444,543,456.85","458,019,731.88","349,750,612.25","771,045,243.13"
