科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"235,813,983.20","281,411,189.91","158,828,410.38","233,983,129.32","341,522,233.02","70,789,455.76","164,897,499.00","280,636,897.45","423,930,136.06","83,403,392.55","247,122,717.21","427,389,808.68","609,318,024.97","152,586,187.58","361,482,837.02","638,743,240.25","887,475,626.21","255,846,167.80","550,495,824.11","891,961,941.64","1,165,542,317.87","233,886,168.53","551,157,175.98","930,298,376.39","1,214,136,803.39","279,275,851.18","646,987,824.54","1,120,922,310.15","1,916,860,262.30","421,791,806.16","948,574,961.13","1,468,582,683.63","2,178,817,569.04","751,696,637.21","1,574,787,362.36","2,085,863,499.13","2,700,808,144.70","420,793,115.40","1,001,655,280.21"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,"2,510,011.02","2,999,955.51","800,000.00","1,410,000.00","1,510,000.00","160,395,410.76",,,,"259,422,965.48",,,,,,,,,,
收到的税费返还,,,,,,"483,554.81","483,554.81","483,554.81","483,554.81",,,,,,,,,,,,,,,,,,,,,,,,,,"1,602,000.00","1,602,000.00",,,
支付其他与投资活动有关的现金,"10,000,000.00","308,920.32",,"10,000,000.00",,"6,000,000.00","6,000,000.00","6,000,000.00","57,180,000.00",,,,,,,,,,,,,,,,"50,000,000.00",,,,,,"55,000,000.00","60,000,000.00","83,244,499.30","50,000,000.00","50,000,000.00","64,497,174.00","6,810,000.00",,"36,500,000.00"
收到其他与经营活动有关的现金,"18,112,213.43","6,618,864.42","8,506,923.74","10,075,324.11","16,089,683.82","5,958,253.33","13,479,470.38","16,770,391.68","33,078,944.13","11,077,492.80","14,238,736.24","18,506,006.80","31,700,779.19","6,491,019.12","16,877,960.04","39,190,053.10","46,530,070.65","21,028,247.25","35,545,479.93","44,037,666.73","55,148,018.61","9,755,781.95","18,673,567.89","30,759,851.56","57,543,806.53","14,453,188.81","34,242,434.80","79,280,189.64","183,274,535.28","20,810,131.72","58,891,714.40","94,414,924.44","145,729,142.66","22,718,833.78","71,362,622.77","275,025,004.61","153,037,413.41","78,693,478.16","39,292,345.24"
投资活动现金流出小计,"57,973,654.73","46,575,316.97","17,490,599.86","45,292,552.96","57,394,007.85","39,856,670.44","76,051,610.59","105,107,912.83","205,614,193.13","33,860,385.14","85,453,924.34","86,936,670.16","141,615,930.43","34,927,087.39","73,221,592.74","125,580,140.02","165,374,619.82","28,346,337.32","61,129,737.72","83,128,257.25","99,611,979.98","21,698,503.24","130,275,495.46","183,248,527.48","321,138,041.00","19,452,118.18","60,885,653.42","198,353,084.83","677,041,750.37","148,585,557.39","446,456,031.73","632,953,860.89","932,731,824.79","184,771,370.93","310,555,881.61","352,882,191.92","500,416,592.80","92,873,247.44","146,333,024.77"
经营活动现金流入小计,"253,926,196.63","288,030,054.33","167,335,334.12","244,058,453.43","357,611,916.84","77,231,263.90","178,860,524.19","297,890,843.94","457,492,635.00","94,480,885.35","261,361,453.45","445,895,815.48","641,018,804.16","159,077,206.70","378,360,797.06","677,933,293.35","934,005,696.86","276,874,415.05","586,041,304.04","935,999,608.37","1,220,690,336.48","243,641,950.48","569,830,743.87","961,058,227.95","1,271,680,609.92","293,729,039.99","681,230,259.34","1,200,202,499.79","2,100,134,797.58","442,601,937.88","1,007,466,675.53","1,562,997,608.07","2,324,546,711.70","774,415,470.99","1,647,751,985.13","2,362,490,503.74","2,853,845,558.11","499,486,593.56","1,040,947,625.45"
投资活动产生的现金流量净额,"-47,607,797.74","-38,769,211.64","-17,374,299.86","-45,129,252.96","-56,706,433.63","-39,815,070.44","-75,869,210.59","-98,839,212.83","-148,271,149.64","-33,773,685.14","-85,306,874.34","-60,194,571.76","-113,632,630.58","-34,435,987.39","-72,680,132.74","-120,580,050.57","-160,285,930.37","-27,576,637.32","-59,247,594.05","-80,918,863.58","-96,373,751.32","-21,133,743.24","-129,170,775.46","-179,881,027.07","-316,485,474.79","-17,241,588.28","-57,350,733.32","-154,411,032.18","-670,976,088.16","-147,523,243.39","-443,181,297.19","-628,322,834.41","-924,278,552.79","-111,354,116.38","-211,289,256.05","-252,336,640.16","-394,259,489.59","-85,966,535.44","283,821,611.47"
购买商品、接受劳务支付的现金,"153,203,514.68","192,861,817.37","105,507,549.11","165,566,823.44","225,913,992.31","64,424,256.68","141,899,956.43","227,206,867.78","320,486,860.54","85,558,438.49","188,202,403.18","312,621,481.02","463,056,738.24","124,098,594.12","279,413,919.32","522,125,454.03","646,556,981.91","172,947,525.79","367,331,933.29","636,752,894.94","837,234,320.15","208,843,163.28","439,286,371.95","713,710,731.03","885,976,332.26","220,833,078.79","501,281,951.40","798,051,537.39","1,241,173,326.71","359,495,427.21","731,445,174.77","1,076,120,468.46","1,594,338,301.68","468,596,961.58","948,725,271.90","1,504,117,997.30","1,699,088,673.59","333,661,169.69","856,409,426.27"
吸收投资收到的现金,,,,,"527,700,000.00",,,,,,,,,,"14,510,000.00","14,510,000.00","14,510,000.00",,"1,293,557.00","11,093,557.00","11,093,557.00",,"5,016,443.00","5,016,443.00","222,231,443.00",,,,"206,489,992.45",,,,,,"11,850,000.00","11,850,000.00","11,850,000.00",,
支付给职工以及为职工支付的现金,"20,908,289.68","26,222,131.82","16,043,856.80","23,943,166.03","32,366,322.85","8,911,582.76","19,817,687.24","30,065,948.84","40,813,114.45","11,566,081.86","24,055,108.99","40,705,977.78","59,777,982.10","27,120,555.44","48,723,381.80","74,713,379.50","100,315,750.89","26,413,593.87","52,430,387.26","78,810,014.83","104,785,999.16","26,486,287.53","51,125,815.96","76,365,673.33","101,147,088.72","28,024,553.12","54,833,632.58","87,011,408.75","123,786,405.32","42,263,991.06","83,430,597.96","127,307,102.87","174,156,774.65","46,018,959.05","90,460,737.20","134,718,632.87","193,026,842.79","48,883,745.36","96,175,031.32"
取得借款收到的现金,"125,550,000.00","111,600,000.00","67,000,000.00","116,000,000.00","122,000,000.00",,"5,000,000.00","70,000,000.00","80,000,000.00","20,000,000.00","53,242,000.00","58,242,000.00","88,242,000.00","60,000,000.00","130,000,000.00","231,000,000.00","271,000,000.00","20,000,000.00","55,000,000.00","128,000,000.00","187,000,000.00","83,500,000.00","221,000,000.00","261,000,000.00","295,000,000.00","100,000,000.00","230,000,000.00","320,000,000.00","610,000,000.00","360,000,000.00","645,000,000.00","889,000,000.00","968,500,000.00","300,030,000.00","455,030,000.00","760,030,000.00","1,007,030,000.00","215,518,410.25","464,518,410.25"
支付的各项税费,"19,085,338.33","19,418,293.99","8,788,141.67","14,144,145.54","18,005,260.63","4,202,651.08","10,545,175.79","18,166,932.79","24,947,801.77","4,792,815.93","12,303,389.75","24,349,119.06","35,340,308.23","8,942,140.44","20,218,135.66","30,605,202.80","45,891,262.65","7,592,386.83","25,048,926.49","38,478,300.97","53,789,849.40","8,808,010.38","27,635,637.50","44,041,190.73","58,683,890.24","15,482,447.96","67,635,434.25","90,148,299.15","109,634,904.77","21,505,313.06","50,035,734.99","84,413,938.72","109,293,421.33","43,415,855.62","70,216,846.59","100,974,669.73","120,602,306.91","18,753,591.83","45,890,356.58"
收到其他与筹资活动有关的现金,,,,,,,,,"4,000,417.57",,"3,749,643.95","6,793,648.83",,,"860,853.57","892,804.21",,834.87,,,,,,,,,,,"65,000,000.00",,"73,086,685.00","440,000,000.00","445,500,000.00","80,000,000.00","124,800,000.00","114,550,000.00","231,410,000.00","11,980,000.00","5,866,266.67"
支付其他与经营活动有关的现金,"21,855,004.12","27,178,671.66","15,164,361.62","26,750,350.16","27,601,625.78","7,717,246.77","23,574,933.25","39,562,530.80","44,128,453.72","12,256,869.61","33,692,450.14","59,762,143.74","77,938,561.94","24,512,513.93","57,123,211.59","88,036,540.82","96,375,412.75","37,606,254.43","58,243,060.32","86,661,810.37","106,430,510.21","22,205,212.96","47,471,148.87","66,703,241.71","105,276,135.42","23,237,274.84","43,791,422.71","123,529,914.98","193,983,387.45","44,967,612.98","109,980,952.33","175,407,818.59","201,571,449.38","55,815,916.14","94,333,789.51","320,445,669.96","229,102,708.26","138,574,401.11","145,905,930.48"
筹资活动现金流入小计,"125,550,000.00","111,600,000.00","67,000,000.00","116,000,000.00","649,700,000.00",,"5,000,000.00","70,000,000.00","84,000,417.57","20,000,000.00","56,991,643.95","65,035,648.83","88,242,000.00","60,000,000.00","145,370,853.57","246,402,804.21","285,510,000.00","20,000,834.87","56,293,557.00","139,093,557.00","198,093,557.00","83,500,000.00","226,016,443.00","266,016,443.00","517,231,443.00","100,000,000.00","230,000,000.00","320,000,000.00","881,489,992.45","360,000,000.00","718,086,685.00","1,329,000,000.00","1,414,000,000.00","380,030,000.00","591,680,000.00","886,430,000.00","1,250,290,000.00","726,298,410.25","969,184,676.92"
经营活动现金流出小计,"215,052,146.81","265,680,914.84","145,503,909.20","230,404,485.17","303,887,201.57","85,255,737.29","195,837,752.71","315,002,280.21","430,376,230.48","114,174,205.89","258,253,352.06","437,438,721.60","636,113,590.51","184,673,803.93","405,478,648.37","715,480,577.15","889,139,408.20","244,559,760.92","503,054,307.36","840,703,021.11","1,102,240,678.92","266,342,674.15","565,518,974.28","900,820,836.80","1,151,083,446.64","287,577,354.71","667,542,440.94","1,098,741,160.27","1,668,578,024.25","468,232,344.31","974,892,460.05","1,463,249,328.64","2,079,359,947.04","613,847,692.39","1,203,736,645.20","2,060,256,969.86","2,241,820,531.55","539,872,907.99","1,144,380,744.65"
偿还债务支付的现金,"133,700,000.00","89,400,000.00","44,018,315.00","78,000,000.00","93,000,000.00","58,000,000.00","73,000,000.00","109,000,000.00","145,000,000.00","1,500,000.00","6,500,000.00","80,542,500.00","90,542,500.00","40,000,000.00","73,242,000.00","88,242,000.00","118,242,000.00","66,000,000.00","120,000,000.00","221,000,000.00","261,000,000.00","20,000,000.00","65,000,000.00","153,000,000.00","212,000,000.00","108,500,000.00","226,000,000.00","285,200,000.00","318,000,000.00","129,000,000.00","283,000,000.00","388,000,000.00","468,000,000.00","218,000,000.00","443,113,750.00","621,143,750.00","719,143,750.00","526,500,000.00","734,500,000.00"
经营活动产生的现金流量净额,"38,874,049.82","22,349,139.49","21,831,424.92","13,653,968.26","53,724,715.27","-8,024,473.39","-16,977,228.52","-17,111,436.27","27,116,404.52","-19,693,320.54","3,108,101.39","8,457,093.88","4,905,213.65","-25,596,597.23","-27,117,851.31","-37,547,283.80","44,866,288.66","32,314,654.13","82,986,996.68","95,296,587.26","118,449,657.56","-22,700,723.67","4,311,769.59","60,237,391.15","120,597,163.28","6,151,685.28","13,687,818.40","101,461,339.52","431,556,773.33","-25,630,406.43","32,574,215.48","99,748,279.43","245,186,764.66","160,567,778.60","444,015,339.93","302,233,533.88","612,025,026.56","-40,386,314.43","-103,433,119.20"
